tick,arrivals,completions
111,0.1,0.2
112,0.1,0.2
113,0.1,0.0
114,0.1,0.1
115,0.3,0.0
116,0.2,0.0
117,0.1,0.0
118,0.3,0.1
119,0.0,0.1
120,0.1,0.0
121,0.1,0.0
122,0.1,0.0
123,0.1,0.0
124,0.1,0.1
125,0.1,0.3
126,0.0,0.0
127,0.2,0.0
128,0.2,0.0
129,0.1,0.2
130,0.0,0.2
131,0.0,0.0
132,0.3,0.0
133,0.0,0.1
134,0.1,0.1
135,0.2,0.0
136,0.0,0.0
137,0.3,0.0
138,0.3,0.1
139,0.1,0.1
140,0.0,0.0
141,0.1,0.0
142,0.3,0.0
143,0.1,0.0
144,0.0,0.0
145,0.1,0.1
146,0.2,0.1
147,0.1,0.0
148,0.2,0.3
149,0.0,0.3
150,0.0,0.0
151,0.1,0.1
152,0.4,0.3
153,0.1,0.0
154,0.2,0.2
155,0.1,0.1
156,0.1,0.0
157,0.1,0.2
158,0.1,0.0
159,0.0,0.1
160,0.1,0.1
161,0.1,0.0
162,0.1,0.1
163,0.0,0.2
164,0.2,0.1
165,0.2,0.0
166,0.2,0.0
167,0.0,0.0
168,0.0,0.1
169,0.2,0.0
170,0.2,0.0
171,0.3,0.0
172,0.2,0.1
173,0.0,0.2
174,0.1,0.0
175,0.0,0.0
176,0.1,0.0
177,0.1,0.0
178,0.1,0.0
179,0.1,0.2
180,0.1,0.2
181,0.0,0.0
182,0.1,0.1
183,0.1,0.0
184,0.0,0.2
185,0.1,0.1
186,0.2,0.1
187,0.1,0.1
188,0.2,0.1
189,0.1,0.0
190,0.0,0.2
191,0.1,0.2
192,0.0,0.0
193,0.1,0.2
194,0.0,0.1
195,0.2,0.0
196,0.1,0.0
197,0.0,0.0
198,0.0,0.0
199,0.1,0.0
200,0.5,0.0
201,0.1,0.0
202,0.2,0.2
203,0.2,0.0
204,0.1,0.0
205,0.3,0.1
206,0.1,0.3
207,0.1,0.0
208,0.2,0.2
209,0.1,0.2
210,0.1,0.1
211,0.1,0.0
212,0.0,0.2
213,0.1,0.1
214,0.2,0.1
215,0.1,0.0
216,0.1,0.1
217,0.1,0.0
218,0.1,0.1
219,0.4,0.0
220,0.1,0.2
221,0.1,0.1
222,0.2,0.1
223,0.0,0.0
224,0.1,0.2
225,0.1,0.0
226,0.1,0.0
227,0.1,0.0
228,0.1,0.0
229,0.1,0.0
230,0.0,0.0
231,0.1,0.1
232,0.1,0.0
233,0.1,0.0
234,0.0,0.2
235,0.1,0.1
236,0.3,0.1
237,0.1,0.1
238,0.0,0.0
239,0.0,0.0
240,0.1,0.0
241,0.0,0.2
242,0.2,0.1
243,0.0,0.0
244,0.2,0.0
245,0.2,0.1
246,0.2,0.1
247,0.2,0.2
248,0.0,0.0
249,0.0,0.0
250,0.1,0.1
251,0.0,0.0
252,0.2,0.2
253,0.0,0.0
254,0.2,0.0
255,0.0,0.2
256,0.3,0.0
257,0.2,0.2
258,0.2,0.3
259,0.0,0.1
260,0.0,0.1
261,0.1,0.2
262,0.0,0.1
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.1,0.1
267,0.2,0.1
268,0.2,0.2
269,0.2,0.0
270,0.1,0.1
271,0.2,0.1
272,0.1,0.0
273,0.2,0.2
274,0.2,0.1
275,0.0,0.1
276,0.1,0.0
277,0.1,0.0
278,0.2,0.1
279,0.0,0.0
280,0.0,0.0
281,0.0,0.0
282,0.0,0.1
283,0.1,0.0
284,0.0,0.0
285,0.1,0.0
286,0.1,0.0
287,0.2,0.1
288,0.1,0.1
289,0.0,0.2
290,0.2,0.0
291,0.0,0.2
292,0.0,0.2
293,0.1,0.0
294,0.1,0.0
295,0.1,0.0
296,0.0,0.0
297,0.1,0.2
298,0.1,0.0
299,0.1,0.1
300,0.2,0.4
301,0.2,0.0
302,0.1,0.1
303,0.0,0.1
304,0.1,0.1
305,0.1,0.0
306,0.0,0.1
307,0.2,0.0
308,0.0,0.1
309,0.0,0.2
310,0.1,0.0
311,0.1,0.0
312,0.2,0.1
313,0.2,0.0
314,0.2,0.2
315,0.2,0.0
316,0.1,0.1
317,0.1,0.0
318,0.0,0.0
319,0.0,0.0
320,0.2,0.0
321,0.2,0.3
322,0.1,0.0
323,0.0,0.0
324,0.0,0.1
325,0.0,0.0
326,0.1,0.1
327,0.1,0.1
328,0.0,0.0
329,0.1,0.2
330,0.2,0.0
331,0.1,0.2
332,0.1,0.2
333,0.1,0.1
334,0.1,0.0
335,0.0,0.1
336,0.2,0.0
337,0.1,0.1
338,0.3,0.0
339,0.1,0.1
340,0.2,0.2
341,0.0,0.0
342,0.3,0.1
343,0.2,0.0
344,0.2,0.1
345,0.3,0.0
346,0.3,0.0
347,0.1,0.1
348,0.2,0.1
349,0.1,0.1
350,0.1,0.0
351,0.2,0.0
352,0.2,0.1
353,0.1,0.3
354,0.1,0.0
355,0.1,0.1
356,0.0,0.3
357,0.1,0.0
358,0.3,0.0
359,0.3,0.1
360,0.0,0.0
361,0.1,0.0
362,0.2,0.1
363,0.0,0.0
364,0.1,0.0
365,0.0,0.1
366,0.3,0.1
367,0.3,0.0
368,0.1,0.0
369,0.0,0.2
370,0.3,0.1
371,0.0,0.0
372,0.1,0.0
373,0.3,0.2
374,0.1,0.2
375,0.2,0.1
376,0.1,0.1
377,0.2,0.0
378,0.1,0.0
379,0.2,0.1
380,0.2,0.1
381,0.1,0.2
382,0.1,0.3
383,0.0,0.0
384,0.0,0.2
385,0.2,0.0
386,0.1,0.0
387,0.0,0.0
388,0.0,0.1
389,0.1,0.2
390,0.1,0.0
391,0.3,0.1
392,0.3,0.1
393,0.2,0.1
394,0.0,0.1
395,0.1,0.0
396,0.1,0.4
397,0.0,0.1
398,0.1,0.0
399,0.2,0.0
400,0.2,0.0
401,0.2,0.1
402,0.2,0.0
403,0.2,0.0
404,0.0,0.0
405,0.3,0.0
406,0.2,0.2
407,0.0,0.0
408,0.3,0.1
409,0.4,0.0
410,0.0,0.1
411,0.0,0.0
412,0.0,0.1
413,0.1,0.0
414,0.0,0.2
415,0.0,0.0
416,0.0,0.0
417,0.2,0.0
418,0.1,0.1
419,0.2,0.1
420,0.1,0.0
421,0.0,0.2
422,0.1,0.0
423,0.0,0.0
424,0.1,0.0
425,0.1,0.2
426,0.2,0.1
427,0.2,0.0
428,0.0,0.1
429,0.0,0.0
430,0.0,0.3
431,0.2,0.1
432,0.2,0.0
433,0.0,0.0
434,0.1,0.1
435,0.0,0.1
436,0.1,0.0
437,0.1,0.1
438,0.1,0.1
439,0.0,0.0
440,0.1,0.1
441,0.0,0.1
442,0.0,0.0
443,0.2,0.2
444,0.0,0.1
445,0.0,0.1
446,0.1,0.1
447,0.0,0.1
448,0.1,0.1
449,0.1,0.1
450,0.1,0.0
451,0.1,0.1
452,0.1,0.0
453,0.0,0.0
454,0.2,0.1
455,0.0,0.0
456,0.2,0.2
457,0.3,0.2
458,0.0,0.1
459,0.1,0.1
460,0.0,0.1
461,0.2,0.0
462,0.1,0.0
463,0.1,0.1
464,0.1,0.0
465,0.0,0.0
466,0.0,0.0
467,0.2,0.0
468,0.0,0.1
469,0.4,0.0
470,0.2,0.2
471,0.1,0.2
472,0.0,0.1
473,0.3,0.0
474,0.1,0.1
475,0.0,0.2
476,0.1,0.1
477,0.0,0.1
478,0.1,0.1
479,0.1,0.0
480,0.1,0.0
481,0.3,0.1
482,0.2,0.0
483,0.1,0.0
484,0.1,0.0
485,0.1,0.1
486,0.1,0.0
487,0.2,0.3
488,0.0,0.0
489,0.2,0.0
490,0.0,0.2
491,0.1,0.0
492,0.3,0.1
493,0.2,0.1
494,0.1,0.0
495,0.1,0.1
496,0.0,0.1
497,0.0,0.0
498,0.0,0.1
499,0.1,0.1
500,0.1,0.0
501,0.0,0.0
502,0.0,0.0
503,0.1,0.1
504,0.1,0.2
505,0.2,0.0
506,0.1,0.1
507,0.1,0.1
508,0.1,0.1
509,0.1,0.0
510,0.1,0.0
511,0.2,0.2
512,0.1,0.0
513,0.0,0.1
514,0.2,0.1
515,0.2,0.1
516,0.3,0.1
517,0.1,0.1
518,0.0,0.0
519,0.0,0.2
520,0.0,0.1
521,0.1,0.1
522,0.2,0.0
523,0.1,0.1
524,0.0,0.0
525,0.2,0.0
526,0.1,0.2
527,0.2,0.1
528,0.0,0.1
529,0.0,0.2
530,0.0,0.2
531,0.1,0.2
532,0.1,0.0
533,0.0,0.0
534,0.1,0.0
535,0.1,0.0
536,0.2,0.1
537,0.2,0.1
538,0.2,0.1
539,0.1,0.0
540,0.1,0.1
541,0.1,0.0
542,0.0,0.0
543,0.1,0.1
544,0.0,0.1
545,0.1,0.0
546,0.2,0.1
547,0.1,0.0
548,0.0,0.0
549,0.1,0.1
550,0.0,0.1
551,0.1,0.0
552,0.2,0.0
553,0.3,0.0
554,0.0,0.0
555,0.3,0.2
556,0.1,0.0
557,0.1,0.2
558,0.1,0.1
559,0.0,0.0
560,0.1,0.2
561,0.3,0.2
562,0.2,0.1
563,0.1,0.1
564,0.0,0.1
565,0.3,0.0
566,0.2,0.0
567,0.0,0.1
568,0.1,0.3
569,0.0,0.3
570,0.1,0.1
571,0.3,0.1
572,0.0,0.0
573,0.3,0.1
574,0.2,0.0
575,0.1,0.0
576,0.3,0.0
577,0.1,0.0
578,0.1,0.3
579,0.0,0.1
580,0.0,0.0
581,0.1,0.1
582,0.1,0.0
583,0.1,0.1
584,0.1,0.0
585,0.1,0.1
586,0.1,0.0
587,0.1,0.0
588,0.1,0.0
589,0.2,0.0
590,0.0,0.0
591,0.0,0.0
592,0.1,0.1
593,0.3,0.0
594,0.0,0.1
595,0.1,0.0
596,0.2,0.2
597,0.1,0.0
598,0.0,0.0
599,0.2,0.0
600,0.1,0.2
601,0.1,0.0
602,0.1,0.0
603,0.3,0.2
604,0.0,0.0
605,0.2,0.3
606,0.2,0.1
607,0.1,0.0
608,0.1,0.1
609,0.2,0.0
610,0.1,0.2
611,0.1,0.0
612,0.1,0.1
613,0.1,0.1
614,0.3,0.1
615,0.4,0.4
616,0.0,0.1
617,0.1,0.1
618,0.1,0.1
619,0.2,0.0
620,0.2,0.1
621,0.1,0.1
622,0.1,0.2
623,0.0,0.0
624,0.0,0.1
625,0.2,0.1
626,0.1,0.1
627,0.2,0.0
628,0.1,0.0
629,0.3,0.2
630,0.1,0.0
631,0.1,0.0
632,0.1,0.0
633,0.2,0.0
634,0.1,0.0
635,0.3,0.0
636,0.1,0.0
637,0.2,0.1
638,0.1,0.1
639,0.3,0.1
640,0.0,0.0
641,0.1,0.0
642,0.1,0.5
643,0.1,0.0
644,0.1,0.2
645,0.3,0.0
646,0.1,0.0
647,0.1,0.1
648,0.1,0.0
649,0.0,0.0
650,0.1,0.0
651,0.1,0.2
652,0.1,0.0
653,0.1,0.0
654,0.0,0.0
655,0.2,0.0
656,0.5,0.0
657,0.0,0.1
658,0.1,0.1
659,0.1,0.0
660,0.0,0.2
661,0.0,0.2
662,0.0,0.1
663,0.2,0.1
664,0.1,0.2
665,0.2,0.0
666,0.1,0.1
667,0.0,0.2
668,0.0,0.1
669,0.1,0.0
670,0.3,0.0
671,0.0,0.0
672,0.0,0.0
673,0.2,0.1
674,0.0,0.1
675,0.1,0.0
676,0.2,0.1
677,0.1,0.1
678,0.0,0.0
679,0.2,0.2
680,0.1,0.1
681,0.1,0.2
682,0.0,0.2
683,0.2,0.0
684,0.0,0.0
685,0.1,0.0
686,0.1,0.0
687,0.1,0.1
688,0.1,0.1
689,0.2,0.2
690,0.1,0.0
691,0.0,0.0
692,0.0,0.1
693,0.0,0.1
694,0.0,0.0
695,0.0,0.0
696,0.1,0.0
697,0.2,0.0
698,0.1,0.0
699,0.1,0.4
700,0.0,0.0
701,0.1,0.1
702,0.0,0.0
703,0.2,0.0
704,0.3,0.2
705,0.1,0.0
706,0.0,0.1
707,0.1,0.0
708,0.2,0.1
709,0.1,0.2
710,0.1,0.1
711,0.0,0.1
712,0.0,0.0
713,0.0,0.0
714,0.0,0.2
715,0.1,0.1
716,0.2,0.0
717,0.0,0.1
718,0.1,0.1
719,0.2,0.1
720,0.3,0.2
721,0.0,0.1
722,0.1,0.0
723,0.0,0.1
724,0.2,0.0
725,0.2,0.0
726,0.0,0.2
727,0.1,0.1
728,0.4,0.0
729,0.4,0.1
730,0.1,0.1
731,0.0,0.0
732,0.1,0.1
733,0.0,0.1
734,0.0,0.0
735,0.1,0.0
736,0.1,0.1
737,0.2,0.0
738,0.0,0.1
739,0.2,0.1
740,0.2,0.0
741,0.1,0.2
742,0.1,0.1
743,0.2,0.1
744,0.0,0.0
745,0.0,0.0
746,0.1,0.1
747,0.1,0.0
748,0.0,0.0
749,0.0,0.1
750,0.2,0.2
751,0.1,0.0
752,0.1,0.2
753,0.0,0.0
754,0.0,0.1
755,0.1,0.0
756,0.1,0.0
757,0.0,0.0
758,0.2,0.0
759,0.1,0.0
760,0.1,0.1
761,0.1,0.1
762,0.2,0.0
763,0.2,0.1
764,0.2,0.1
765,0.0,0.2
766,0.1,0.1
767,0.1,0.2
768,0.0,0.0
769,0.3,0.0
770,0.2,0.1
771,0.1,0.2
772,0.2,0.1
773,0.1,0.0
774,0.0,0.0
775,0.0,0.3
776,0.1,0.3
777,0.2,0.0
778,0.2,0.1
779,0.0,0.1
780,0.0,0.1
781,0.2,0.1
782,0.1,0.0
783,0.2,0.1
784,0.0,0.0
785,0.1,0.0
786,0.1,0.0
787,0.1,0.1
788,0.2,0.1
789,0.3,0.0
790,0.0,0.1
791,0.3,0.0
792,0.1,0.0
793,0.0,0.0
794,0.0,0.0
795,0.1,0.0
796,0.1,0.0
797,0.0,0.1
798,0.1,0.2
799,0.1,0.1
800,0.2,0.1
801,0.2,0.1
802,0.3,0.2
803,0.0,0.1
804,0.1,0.0
805,0.0,0.0
806,0.0,0.0
807,0.2,0.0
808,0.1,0.0
809,0.0,0.1
810,0.2,0.0
811,0.1,0.0
812,0.1,0.1
813,0.0,0.0
814,0.2,0.1
815,0.1,0.0
816,0.1,0.1
817,0.3,0.1
818,0.0,0.4
819,0.0,0.1
820,0.0,0.1
821,0.0,0.0
822,0.2,0.0
823,0.2,0.2
824,0.2,0.0
825,0.0,0.0
826,0.0,0.1
827,0.1,0.0
828,0.0,0.1
829,0.2,0.0
830,0.2,0.1
831,0.2,0.2
832,0.2,0.2
833,0.0,0.1
834,0.0,0.1
835,0.2,0.1
836,0.2,0.1
837,0.2,0.1
838,0.2,0.1
839,0.3,0.1
840,0.0,0.0
841,0.1,0.0
842,0.2,0.0
843,0.1,0.1
844,0.0,0.0
845,0.2,0.0
846,0.3,0.1
847,0.1,0.0
848,0.0,0.0
849,0.1,0.0
850,0.2,0.0
851,0.1,0.0
852,0.1,0.0
853,0.2,0.0
854,0.1,0.0
855,0.0,0.2
856,0.0,0.2
857,0.2,0.2
858,0.2,0.0
859,0.0,0.0
860,0.1,0.0
861,0.0,0.0
862,0.4,0.0
863,0.1,0.3
864,0.0,0.0
865,0.1,0.2
866,0.0,0.0
867,0.1,0.1
868,0.2,0.0
869,0.0,0.0
870,0.0,0.0
871,0.2,0.0
872,0.1,0.1
873,0.1,0.0
874,0.2,0.0
875,0.0,0.2
876,0.1,0.2
877,0.0,0.2
878,0.2,0.2
879,0.0,0.1
880,0.1,0.1
881,0.0,0.1
882,0.2,0.3
883,0.0,0.0
884,0.0,0.1
885,0.1,0.1
886,0.1,0.0
887,0.0,0.0
888,0.0,0.0
889,0.1,0.1
890,0.0,0.1
891,0.2,0.0
892,0.1,0.0
893,0.2,0.0
894,0.0,0.2
895,0.0,0.1
896,0.1,0.0
897,0.0,0.0
898,0.0,0.0
899,0.0,0.0
900,0.2,0.0
901,0.2,0.1
902,0.2,0.0
903,0.2,0.0
904,0.2,0.1
905,0.0,0.1
906,0.0,0.2
907,0.2,0.1
908,0.1,0.0
909,0.2,0.0
910,0.2,0.4
911,0.2,0.2
912,0.0,0.0
913,0.1,0.0
914,0.1,0.2
915,0.1,0.1
916,0.1,0.2
917,0.2,0.0
918,0.0,0.0
919,0.0,0.1
920,0.0,0.0
921,0.2,0.1
922,0.3,0.0
923,0.0,0.0
924,0.2,0.0
925,0.1,0.1
926,0.0,0.0
927,0.3,0.0
928,0.0,0.0
929,0.0,0.2
930,0.1,0.1
931,0.1,0.1
932,0.1,0.0
933,0.5,0.0
934,0.2,0.0
935,0.0,0.2
936,0.1,0.0
937,0.1,0.3
938,0.2,0.1
939,0.0,0.0
940,0.0,0.1
941,0.1,0.0
942,0.2,0.0
943,0.0,0.2
944,0.0,0.0
945,0.0,0.0
946,0.1,0.0
947,0.2,0.2
948,0.1,0.0
949,0.2,0.1
950,0.2,0.0
951,0.2,0.1
952,0.2,0.1
953,0.2,0.0
954,0.2,0.0
955,0.0,0.0
956,0.1,0.1
957,0.1,0.0
958,0.0,0.1
959,0.2,0.1
960,0.0,0.2
961,0.1,0.1
962,0.0,0.3
963,0.0,0.1
964,0.1,0.0
965,0.4,0.0
966,0.0,0.0
967,0.3,0.0
968,0.1,0.0
969,0.2,0.1
970,0.2,0.1
971,0.2,0.1
972,0.2,0.0
973,0.4,0.1
974,0.0,0.0
975,0.1,0.2
976,0.0,0.1
977,0.0,0.2
978,0.1,0.1
979,0.1,0.1
980,0.1,0.0
981,0.1,0.1
982,0.2,0.1
983,0.1,0.1
984,0.1,0.0
985,0.1,0.2
986,0.0,0.3
987,0.1,0.0
988,0.2,0.0
989,0.3,0.0
990,0.1,0.1
991,0.1,0.0
992,0.1,0.1
993,0.1,0.0
994,0.2,0.0
995,0.1,0.0
996,0.1,0.0
997,0.0,0.0
998,0.0,0.1
999,0.1,0.1
1000,0.1,0.0
1001,0.1,0.2
1002,0.2,0.0
1003,0.0,0.1
1004,0.0,0.1
1005,0.1,0.0
1006,0.2,0.0
1007,0.1,0.2
1008,0.1,0.0
1009,0.1,0.3
1010,0.1,0.2
1011,0.0,0.1
1012,0.1,0.1
1013,0.0,0.1
1014,0.2,0.0
1015,0.0,0.2
1016,0.1,0.0
1017,0.0,0.0
1018,0.3,0.1
1019,0.0,0.2
1020,0.3,0.2
1021,0.3,0.0
1022,0.2,0.0
1023,0.2,0.2
1024,0.0,0.0
1025,0.2,0.2
1026,0.1,0.1
1027,0.0,0.1
1028,0.1,0.0
1029,0.1,0.1
1030,0.2,0.1
1031,0.1,0.0
1032,0.0,0.0
1033,0.1,0.0
1034,0.0,0.0
1035,0.4,0.0
1036,0.1,0.1
1037,0.0,0.0
1038,0.1,0.0
1039,0.1,0.1
1040,0.2,0.0
1041,0.3,0.1
1042,0.1,0.0
1043,0.1,0.0
1044,0.1,0.0
1045,0.1,0.2
1046,0.2,0.2
1047,0.1,0.0
1048,0.1,0.2
1049,0.1,0.1
1050,0.2,0.1
1051,0.1,0.0
1052,0.1,0.0
1053,0.1,0.2
1054,0.1,0.1
1055,0.0,0.2
1056,0.0,0.0
1057,0.1,0.3
1058,0.1,0.0
1059,0.1,0.0
1060,0.0,0.0
1061,0.1,0.2
1062,0.2,0.2
1063,0.1,0.1
1064,0.2,0.0
1065,0.0,0.0
1066,0.1,0.1
1067,0.1,0.0
1068,0.1,0.0
1069,0.3,0.0
1070,0.3,0.1
1071,0.3,0.1
1072,0.1,0.0
1073,0.2,0.2
1074,0.1,0.0
1075,0.2,0.1
1076,0.0,0.0
1077,0.1,0.2
1078,0.3,0.0
1079,0.0,0.1
1080,0.1,0.1
1081,0.2,0.0
1082,0.2,0.0
1083,0.1,0.2
1084,0.0,0.0
1085,0.1,0.1
1086,0.1,0.1
1087,0.3,0.1
1088,0.1,0.0
1089,0.0,0.1
1090,0.0,0.0
1091,0.0,0.0
1092,0.0,0.0
1093,0.2,0.0
1094,0.0,0.0
1095,0.3,0.0
1096,0.1,0.1
1097,0.2,0.1
1098,0.1,0.1
1099,0.1,0.1
1100,0.2,0.0
1101,0.1,0.0
1102,0.0,0.1
1103,0.1,0.2
1104,0.1,0.1
1105,0.1,0.0
1106,0.2,0.1
1107,0.0,0.0
1108,0.0,0.1
1109,0.0,0.0
1110,0.2,0.1
1111,0.0,0.4
1112,0.0,0.0
1113,0.2,0.0
1114,0.0,0.0
1115,0.2,0.1
1116,0.1,0.1
1117,0.1,0.4
1118,0.2,0.0
1119,0.1,0.1
1120,0.0,0.1
1121,0.0,0.3
1122,0.1,0.1
1123,0.1,0.1
1124,0.1,0.0
1125,0.1,0.2
1126,0.0,0.0
1127,0.1,0.0
1128,0.0,0.0
1129,0.3,0.0
1130,0.2,0.1
1131,0.3,0.0
1132,0.1,0.0
1133,0.1,0.0
1134,0.0,0.2
1135,0.2,0.0
1136,0.1,0.3
1137,0.0,0.0
1138,0.1,0.0
1139,0.0,0.0
1140,0.2,0.1
1141,0.0,0.0
1142,0.1,0.1
1143,0.1,0.0
1144,0.1,0.0
1145,0.2,0.1
1146,0.0,0.0
1147,0.1,0.0
1148,0.0,0.0
1149,0.0,0.1
1150,0.0,0.1
1151,0.0,0.2
1152,0.2,0.0
1153,0.0,0.0
1154,0.1,0.1
1155,0.2,0.0
1156,0.1,0.0
1157,0.0,0.0
1158,0.1,0.0
1159,0.1,0.2
1160,0.2,0.2
1161,0.1,0.2
1162,0.1,0.1
1163,0.2,0.0
1164,0.1,0.1
1165,0.0,0.1
1166,0.2,0.1
1167,0.0,0.0
1168,0.0,0.1
1169,0.1,0.2
1170,0.2,0.0
1171,0.1,0.0
1172,0.2,0.0
1173,0.1,0.0
1174,0.2,0.3
1175,0.0,0.0
1176,0.2,0.0
1177,0.2,0.2
1178,0.2,0.0
1179,0.0,0.1
1180,0.1,0.2
1181,0.1,0.0
1182,0.1,0.1
1183,0.3,0.2
1184,0.0,0.1
1185,0.1,0.0
1186,0.2,0.1
1187,0.1,0.2
1188,0.0,0.1
1189,0.0,0.0
1190,0.0,0.1
1191,0.0,0.1
1192,0.3,0.1
1193,0.0,0.0
1194,0.3,0.0
1195,0.2,0.0
1196,0.2,0.0
1197,0.1,0.0
1198,0.0,0.1
1199,0.1,0.2
1200,0.2,0.2
1201,0.1,0.1
1202,0.1,0.1
1203,0.0,0.0
1204,0.1,0.1
1205,0.0,0.0
1206,0.4,0.0
1207,0.3,0.2
1208,0.0,0.0
1209,0.2,0.2
1210,0.1,0.1
1211,0.0,0.0
1212,0.2,0.1
1213,0.0,0.1
1214,0.2,0.2
1215,0.0,0.1
1216,0.0,0.0
1217,0.0,0.1
1218,0.1,0.0
1219,0.1,0.1
1220,0.1,0.0
1221,0.1,0.0
1222,0.1,0.0
1223,0.2,0.1
1224,0.5,0.1
1225,0.0,0.0
1226,0.1,0.1
1227,0.0,0.0
1228,0.1,0.0
1229,0.3,0.1
1230,0.1,0.1
1231,0.1,0.0
1232,0.1,0.1
1233,0.3,0.1
1234,0.0,0.1
1235,0.0,0.0
1236,0.0,0.2
1237,0.0,0.1
1238,0.3,0.0
1239,0.1,0.2
1240,0.2,0.0
1241,0.1,0.2
1242,0.3,0.1
1243,0.1,0.0
1244,0.2,0.2
1245,0.1,0.1
1246,0.3,0.0
1247,0.1,0.1
1248,0.1,0.0
1249,0.1,0.2
1250,0.0,0.2
1251,0.1,0.2
1252,0.2,0.0
1253,0.0,0.1
1254,0.0,0.1
1255,0.2,0.0
1256,0.1,0.1
1257,0.0,0.1
1258,0.0,0.1
1259,0.0,0.1
1260,0.3,0.0
1261,0.2,0.0
1262,0.1,0.2
1263,0.0,0.0
1264,0.1,0.0
1265,0.1,0.0
1266,0.3,0.0
1267,0.0,0.1
1268,0.3,0.1
1269,0.2,0.1
1270,0.0,0.0
1271,0.1,0.0
1272,0.2,0.1
1273,0.0,0.0
1274,0.0,0.1
1275,0.0,0.1
1276,0.2,0.1
1277,0.2,0.1
1278,0.2,0.1
1279,0.0,0.0
1280,0.0,0.0
1281,0.1,0.0
1282,0.1,0.0
1283,0.0,0.0
1284,0.2,0.2
1285,0.0,0.0
1286,0.0,0.3
1287,0.0,0.0
1288,0.0,0.0
1289,0.1,0.1
1290,0.1,0.1
1291,0.2,0.2
1292,0.2,0.0
1293,0.0,0.1
1294,0.0,0.0
1295,0.0,0.2
1296,0.1,0.1
1297,0.0,0.1
1298,0.0,0.0
1299,0.1,0.3
1300,0.1,0.1
1301,0.1,0.1
1302,0.0,0.0
1303,0.1,0.0
1304,0.1,0.0
1305,0.1,0.1
1306,0.2,0.0
1307,0.1,0.1
1308,0.0,0.0
1309,0.2,0.1
1310,0.1,0.2
1311,0.2,0.0
1312,0.2,0.1
1313,0.1,0.0
1314,0.1,0.1
1315,0.0,0.0
1316,0.2,0.1
1317,0.1,0.0
1318,0.2,0.1
1319,0.2,0.0
1320,0.0,0.1
1321,0.0,0.3
1322,0.2,0.2
1323,0.1,0.1
1324,0.1,0.1
1325,0.0,0.1
1326,0.2,0.0
1327,0.3,0.0
1328,0.2,0.2
1329,0.5,0.2
1330,0.2,0.0
1331,0.1,0.0
1332,0.0,0.1
1333,0.1,0.1
1334,0.2,0.0
1335,0.1,0.1
1336,0.1,0.0
1337,0.0,0.1
1338,0.1,0.1
1339,0.1,0.0
1340,0.1,0.0
1341,0.4,0.0
1342,0.0,0.0
1343,0.2,0.0
1344,0.0,0.1
1345,0.1,0.0
1346,0.0,0.0
1347,0.1,0.1
1348,0.1,0.2
1349,0.2,0.0
1350,0.1,0.1
1351,0.0,0.0
1352,0.1,0.0
1353,0.1,0.1
1354,0.1,0.2
1355,0.1,0.2
1356,0.0,0.1
1357,0.1,0.2
1358,0.0,0.0
1359,0.1,0.0
1360,0.0,0.2
