row,col,avg_count
0,2,0.4
0,3,2.6
0,4,4.2
0,5,98.5
0,6,442.5
0,7,783.8
0,8,792.6
0,9,308.3
0,10,262.9
0,11,273.5
0,12,259.7
0,13,409.9
0,14,548.3
0,15,280.1
0,16,223.7
0,17,222.6
0,18,233.7
0,19,237.0
0,20,474.0
0,21,702.8
0,22,321.1
0,23,232.2
0,24,234.9
0,25,224.9
0,26,245.8
0,27,411.6
0,28,580.0
0,29,391.5
0,30,30.8
0,31,2.5
0,32,0.6
0,33,0.2
1,1,0.7
1,2,292.5
1,3,594.5
1,4,299.7
1,5,212.9
1,6,164.6
1,7,1142.7
1,8,530.3
1,9,808.9
1,10,621.8
1,11,397.5
1,12,709.5
1,13,1070.0
1,14,999.5
1,15,842.5
1,16,526.8
1,17,541.2
1,18,526.9
1,19,796.3
1,20,995.9
1,21,1086.1
1,22,917.8
1,23,406.2
1,24,500.7
1,25,737.9
1,26,480.1
1,27,355.4
1,28,851.1
1,29,142.1
1,30,297.2
1,31,558.4
1,32,276.9
1,33,0.5
2,1,2.1
2,2,613.9
2,5,10.3
2,6,84.1
2,7,539.1
2,10,497.9
2,11,22.6
2,12,592.1
2,15,449.7
2,16,26.1
2,17,18.1
2,18,24.3
2,19,423.3
2,22,578.2
2,23,37.8
2,24,339.7
2,27,243.9
2,28,350.0
2,29,27.4
2,32,551.7
2,33,2.7
3,1,5.0
3,2,282.4
3,5,17.6
3,6,104.4
3,7,462.2
3,10,231.5
3,11,33.8
3,12,333.4
3,15,279.5
3,16,35.6
3,17,17.6
3,18,38.0
3,19,271.5
3,22,466.8
3,23,56.7
3,24,74.0
3,27,232.9
3,28,320.5
3,29,33.1
3,32,300.3
3,33,3.0
4,1,4.5
4,2,265.4
4,5,21.8
4,6,135.7
4,7,405.1
4,10,216.2
4,11,54.7
4,12,297.6
4,15,230.5
4,16,53.0
4,17,21.4
4,18,59.8
4,19,228.3
4,22,398.1
4,23,85.4
4,24,68.0
4,27,216.6
4,28,302.4
4,29,45.4
4,32,288.1
4,33,3.8
5,1,4.7
5,2,249.7
5,5,23.0
5,6,163.0
5,7,339.6
5,10,195.5
5,11,71.2
5,12,268.5
5,15,195.6
5,16,66.1
5,17,32.2
5,18,69.1
5,19,193.0
5,22,345.5
5,23,109.8
5,24,63.8
5,27,202.4
5,28,278.9
5,29,56.8
5,32,264.3
5,33,5.5
6,1,4.6
6,2,239.9
6,5,25.0
6,6,203.1
6,7,267.3
6,10,184.4
6,11,82.2
6,12,240.7
6,15,190.0
6,16,57.4
6,17,40.1
6,18,60.4
6,19,184.9
6,22,297.5
6,23,134.8
6,24,62.8
6,27,181.7
6,28,260.9
6,29,66.4
6,32,255.3
6,33,5.2
7,1,5.3
7,2,218.6
7,5,29.1
7,6,209.7
7,7,233.8
7,10,169.0
7,11,102.7
7,12,211.4
7,15,177.1
7,16,47.1
7,17,45.7
7,18,53.2
7,19,171.9
7,22,244.8
7,23,159.4
7,24,52.6
7,27,166.1
7,28,237.3
7,29,75.2
7,32,245.1
7,33,5.4
8,1,5.4
8,2,205.2
8,5,37.4
8,6,199.1
8,7,202.7
8,10,152.4
8,11,98.9
8,12,192.0
8,15,164.3
8,16,40.4
8,17,48.2
8,18,43.7
8,19,164.9
8,22,207.3
8,23,166.3
8,24,53.7
8,27,154.3
8,28,209.8
8,29,79.1
8,32,218.8
8,33,5.2
9,1,3.9
9,2,191.4
9,5,40.3
9,6,182.8
9,7,192.7
9,10,143.0
9,11,91.3
9,12,181.6
9,15,156.7
9,16,31.2
9,17,58.7
9,18,37.3
9,19,155.3
9,22,176.6
9,23,170.7
9,24,55.0
9,27,160.6
9,28,170.7
9,29,93.2
9,32,207.5
9,33,4.9
10,1,3.4
10,2,177.9
10,5,43.2
10,6,171.3
10,7,174.2
10,10,140.4
10,11,80.9
10,12,162.8
10,15,147.3
10,16,18.6
10,17,83.9
10,18,17.8
10,19,146.6
10,22,163.4
10,23,153.2
10,24,57.1
10,27,163.3
10,28,129.6
10,29,102.2
10,32,195.6
10,33,4.0
11,1,3.0
11,2,164.4
11,5,48.4
11,6,148.8
11,7,165.4
11,10,128.5
11,11,69.8
11,12,154.0
11,15,134.0
11,16,17.1
11,17,68.8
11,18,18.4
11,19,135.3
11,22,151.9
11,23,132.4
11,24,59.0
11,27,163.9
11,28,94.5
11,29,112.8
11,32,179.6
11,33,3.3
12,1,2.0
12,2,152.1
12,5,59.4
12,6,128.4
12,7,150.9
12,10,126.1
12,11,63.2
12,12,145.3
12,15,122.5
12,16,18.1
12,17,58.4
12,18,18.5
12,19,125.4
12,22,139.5
12,23,116.7
12,24,60.4
12,27,164.5
12,28,61.0
12,29,122.4
12,32,164.4
12,33,2.3
13,1,2.2
13,2,140.6
13,5,65.9
13,6,104.5
13,7,137.2
13,10,115.2
13,11,50.3
13,12,132.5
13,15,112.6
13,16,19.9
13,17,49.5
13,18,17.9
13,19,115.4
13,22,125.3
13,23,96.3
13,24,62.2
13,27,146.8
13,28,49.7
13,29,113.8
13,32,146.5
13,33,2.1
14,1,1.7
14,2,122.1
14,5,72.3
14,6,85.8
14,7,125.0
14,10,105.6
14,11,43.0
14,12,118.8
14,15,103.2
14,16,25.9
14,17,36.0
14,18,22.0
14,19,99.9
14,22,118.9
14,23,80.3
14,24,64.4
14,27,129.9
14,28,40.1
14,29,108.9
14,32,139.0
14,33,1.4
15,1,0.8
15,2,108.4
15,5,73.5
15,6,66.0
15,7,111.4
15,10,99.6
15,11,35.0
15,12,104.6
15,15,91.9
15,16,36.7
15,17,3.7
15,18,31.2
15,19,89.2
15,22,104.5
15,23,58.1
15,24,69.3
15,27,114.6
15,28,32.8
15,29,98.7
15,32,126.1
15,33,0.9
16,1,0.6
16,2,97.9
16,5,80.2
16,6,47.2
16,7,100.4
16,10,97.5
16,11,19.8
16,12,95.4
16,15,82.9
16,16,31.5
16,17,0.1
16,18,28.9
16,19,80.3
16,22,94.1
16,23,40.7
16,24,70.4
16,27,104.5
16,28,22.7
16,29,97.1
16,32,107.1
16,33,0.6
17,1,0.6
17,2,83.8
17,5,85.7
17,6,20.8
17,7,84.5
17,10,89.5
17,11,9.6
17,12,82.8
17,15,73.6
17,16,29.4
17,18,24.2
17,19,72.0
17,22,81.2
17,23,20.4
17,24,71.9
17,27,89.3
17,28,10.9
17,29,92.3
17,32,88.1
17,33,0.6
18,1,0.1
18,2,65.6
18,5,91.5
18,6,3.1
18,7,70.2
18,10,81.3
18,11,2.4
18,12,71.9
18,15,62.8
18,16,24.8
18,17,0.1
18,18,21.0
18,19,61.4
18,22,68.7
18,23,6.4
18,24,69.9
18,27,71.6
18,28,5.8
18,29,80.8
18,32,74.0
18,33,0.3
19,2,50.6
19,5,78.7
19,6,1.1
19,7,59.8
19,10,70.0
19,11,1.3
19,12,60.2
19,15,57.1
19,16,20.1
19,17,0.1
19,18,14.9
19,19,48.6
19,22,56.7
19,23,1.4
19,24,63.1
19,27,58.7
19,28,1.3
19,29,74.4
19,32,60.5
19,33,0.2
20,2,36.4
20,5,64.0
20,6,0.8
20,7,45.9
20,10,54.4
20,11,0.8
20,12,44.2
20,15,59.5
20,16,4.2
20,18,3.6
20,19,49.9
20,22,44.1
20,23,0.6
20,24,47.3
20,27,44.2
20,28,1.0
20,29,57.6
20,32,45.9
20,33,0.2
21,2,24.2
21,5,52.3
21,6,0.2
21,7,33.7
21,10,41.5
21,11,0.4
21,12,31.6
21,15,45.3
21,16,0.1
21,18,0.1
21,19,43.4
21,22,29.8
21,23,0.5
21,24,36.4
21,27,29.8
21,28,0.4
21,29,45.9
21,32,33.0
21,33,0.2
22,2,11.0
22,5,37.6
22,7,18.7
22,10,26.0
22,11,0.1
22,12,23.1
22,15,32.1
22,16,0.1
22,19,30.6
22,22,19.0
22,23,0.1
22,24,23.6
22,27,17.4
22,28,0.4
22,29,33.4
22,32,21.3
22,33,0.1
23,2,8.9
23,5,25.2
23,7,7.8
23,10,15.8
23,11,3.5
23,12,16.7
23,15,28.6
23,19,24.1
23,22,13.6
23,23,2.7
23,24,16.0
23,27,8.7
23,29,18.0
23,32,9.5
24,2,13.1
24,3,15.1
24,4,14.3
24,5,15.0
24,7,2.5
24,8,5.0
24,9,3.6
24,10,5.9
24,11,0.5
24,12,13.8
24,13,16.9
24,14,15.4
24,15,20.3
24,19,15.3
24,20,12.5
24,21,13.0
24,22,11.3
24,23,0.8
24,24,8.8
24,25,5.8
24,26,7.2
24,27,4.8
24,29,7.9
24,30,5.5
24,31,7.1
24,32,4.2
