row,col,avg_count
0,4,0.2
0,5,0.3
0,6,145.3
0,7,137.9
0,8,165.6
0,9,0.3
0,10,0.4
0,11,0.6
0,12,1.3
0,13,68.8
0,14,41.1
0,15,14.1
0,16,0.7
0,17,0.9
0,18,0.8
0,19,0.8
0,20,97.0
0,21,81.8
0,22,26.5
0,23,0.7
0,24,0.8
0,25,0.6
0,26,0.6
0,27,12.4
0,28,68.3
0,29,115.2
0,30,0.1
0,31,0.1
1,2,28.6
1,3,171.8
1,4,0.8
1,5,0.1
1,6,9.4
1,7,308.2
1,8,20.6
1,9,128.3
1,10,20.8
1,11,2.3
1,12,22.0
1,13,156.5
1,14,173.1
1,15,33.4
1,16,1.6
1,17,1.8
1,18,2.1
1,19,19.2
1,20,80.0
1,21,223.1
1,22,49.5
1,23,1.1
1,24,16.2
1,25,159.2
1,26,2.4
1,27,5.1
1,28,218.1
1,29,0.8
1,30,0.3
1,31,130.7
1,32,13.4
1,33,0.1
2,1,0.1
2,2,194.1
2,6,0.5
2,7,9.7
2,10,136.0
2,12,134.6
2,15,87.9
2,16,0.3
2,18,0.3
2,19,54.6
2,22,47.1
2,23,0.2
2,24,160.2
2,27,0.4
2,28,1.0
2,32,139.5
3,1,1.0
3,2,8.0
3,6,0.2
3,7,6.3
3,10,3.7
3,11,0.1
3,12,5.5
3,15,6.1
3,18,0.1
3,19,4.1
3,22,9.3
3,23,0.6
3,24,0.1
3,27,0.7
3,28,0.3
3,32,4.6
4,1,0.2
4,2,6.7
4,5,0.3
4,6,0.4
4,7,3.7
4,10,3.3
4,12,2.9
4,15,4.3
4,18,0.1
4,19,3.2
4,22,5.1
4,23,0.4
4,24,0.3
4,27,2.3
4,28,0.3
4,32,4.3
4,33,0.1
5,1,0.1
5,2,5.3
5,5,0.4
5,6,0.1
5,7,4.9
5,10,2.2
5,11,0.2
5,12,4.2
5,15,2.5
5,18,0.3
5,19,2.9
5,22,4.8
5,23,0.5
5,24,0.2
5,27,1.9
5,28,0.6
5,29,0.7
5,32,5.3
6,1,0.1
6,2,4.8
6,5,0.1
6,6,0.6
6,7,4.4
6,10,1.7
6,11,0.8
6,12,2.3
6,15,3.4
6,19,1.8
6,22,3.4
6,24,0.4
6,27,0.7
6,28,0.5
6,29,0.9
6,32,4.6
6,33,0.2
7,2,4.6
7,5,0.1
7,6,0.2
7,7,2.5
7,10,1.8
7,11,0.3
7,12,3.4
7,15,2.5
7,16,0.1
7,18,0.1
7,19,1.9
7,22,3.5
7,23,0.2
7,24,0.5
7,27,0.6
7,28,0.5
7,29,0.4
7,32,6.6
7,33,0.2
8,1,0.2
8,2,3.2
8,6,0.3
8,7,3.9
8,10,2.0
8,11,0.1
8,12,5.1
8,15,2.6
8,16,0.2
8,19,3.3
8,22,3.0
8,23,0.3
8,24,0.4
8,27,1.6
8,28,0.2
8,29,0.1
8,32,5.9
9,2,2.7
9,5,0.1
9,6,0.4
9,7,3.4
9,10,1.9
9,11,0.1
9,12,3.7
9,15,3.2
9,16,0.1
9,18,0.1
9,19,2.5
9,22,2.7
9,23,0.1
9,24,0.8
9,27,2.2
9,29,0.6
9,32,6.5
9,33,0.3
10,2,2.2
10,5,0.1
10,6,0.4
10,7,2.1
10,10,1.4
10,11,0.1
10,12,1.8
10,15,2.5
10,16,0.1
10,18,0.1
10,19,2.2
10,22,2.3
10,23,0.2
10,24,0.5
10,27,1.5
10,28,0.3
10,29,0.2
10,32,4.9
10,33,0.2
11,1,0.1
11,2,2.3
11,5,0.1
11,6,0.3
11,7,3.0
11,10,1.2
11,11,0.2
11,12,2.6
11,15,2.9
11,18,0.1
