tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
600,1,11.0,416.8,9.4,11.5,370.4
600,2,10.6,386.8,17.4,17.9,373.0
600,3,10.6,387.6,27.6,16.3,361.8
600,4,10.6,389.1,33.8,15.4,355.6
1200,1,22.6,824.1,9.4,26.3,739.8
1200,2,20.6,749.7,17.4,67.9,774.7
1200,3,21.5,743.6,27.6,63.2,741.9
1200,4,21.7,787.4,33.8,41.6,737.3
1800,1,34.6,1232.3,9.4,36.1,1102.8
1800,2,30.9,1114.4,17.4,109.7,1167.4
1800,3,32.1,1120.7,27.6,101.3,1133.3
1800,4,32.4,1177.6,33.8,75.5,1122.7
2400,1,45.8,1639.1,9.4,55.7,1475.5
2400,2,41.3,1496.4,17.4,141.7,1560.6
2400,3,42.7,1492.5,27.6,145.5,1521.9
2400,4,42.9,1579.2,33.8,107.8,1511.8
3000,1,57.3,2032.1,9.4,80.8,1847.7
3000,2,52.7,1889.8,17.4,149.3,1930.6
3000,3,53.8,1871.3,27.6,175.9,1900.5
3000,4,54.8,1977.6,33.8,120.8,1873.4
3600,1,68.7,2444.0,9.4,96.0,2219.4
3600,2,63.0,2275.3,17.4,178.8,2324.2
3600,3,64.9,2270.5,27.6,192.1,2275.8
3600,4,66.6,2366.1,33.8,140.9,2236.4
4200,1,79.7,2856.4,9.4,111.6,2595.5
4200,2,73.6,2657.7,17.4,206.3,2712.6
4200,3,76.4,2664.1,27.6,208.7,2645.6
4200,4,77.5,2754.8,33.8,173.9,2618.7
4800,1,91.4,3261.8,9.4,125.9,2963.3
4800,2,84.7,3053.7,17.4,220.6,3091.6
4800,3,88.2,3051.6,27.6,226.3,3011.5
4800,4,89.8,3144.6,33.8,188.5,2973.4
5400,1,103.6,3657.6,9.4,144.6,3323.7
5400,2,95.3,3436.7,17.4,246.6,3480.0
5400,3,98.4,3432.4,27.6,268.0,3405.3
5400,4,101.0,3542.0,33.8,215.9,3350.3
6000,1,115.3,4057.4,9.4,162.3,3689.3
6000,2,106.9,3821.4,17.4,260.1,3847.9
6000,3,109.7,3828.7,27.6,286.0,3779.9
6000,4,112.7,3948.6,33.8,227.8,3716.4
6600,1,126.8,4456.7,9.4,180.5,4058.7
6600,2,117.7,4206.8,17.4,282.6,4231.8
6600,3,121.6,4221.2,27.6,298.2,4143.8
6600,4,124.3,4349.2,33.8,247.3,4085.5
7200,1,138.7,4846.6,9.4,198.2,4419.3
7200,2,128.0,4566.5,17.4,325.8,4622.0
7200,3,132.4,4620.4,27.6,319.8,4526.2
7200,4,135.7,4744.3,33.8,269.3,4457.9
