tick,agent_1,agent_2,agent_3,agent_4
3343,1.0225,1.1673,1.0653,0.8615
3344,0.9615,1.1673,1.0012,0.7662
3345,1.0741,1.1673,0.9102,1.2441
3346,1.2098,1.1552,1.0595,0.808
3347,1.1218,1.1552,1.0782,1.1579
3348,1.0126,1.0621,0.961,1.0837
3349,0.7318,0.7969,1.1324,0.9315
3350,0.7256,0.8447,0.9425,0.7378
3351,1.206,0.9035,1.1156,1.0231
3352,1.206,1.1134,1.1595,1.0576
3353,1.206,0.789,1.0994,1.1931
3354,0.7238,1.02,1.1617,1.1655
3355,1.0386,1.0149,1.1714,1.1993
3356,1.2009,0.8673,1.1714,0.9064
3357,1.0426,1.0683,1.1714,1.0856
3358,0.9773,0.9813,0.948,1.1768
3359,0.9015,1.14,1.1937,1.0114
3360,1.0608,0.9822,0.7125,1.182
3361,1.1873,1.1371,1.1603,0.9132
3362,1.19,1.096,1.1603,0.7565
3363,1.1315,1.1432,1.1892,1.0689
3364,1.1771,1.1038,0.8904,1.0665
3365,1.1503,1.1548,0.8376,1.0701
3366,1.1503,1.1495,1.1031,1.0351
3367,1.1394,1.1195,1.1234,1.1012
3368,1.1381,0.9962,0.9361,1.2026
3369,1.1024,0.837,1.1595,0.8847
3370,0.9173,1.0056,0.8282,0.9907
3371,1.1225,0.8705,1.1163,0.9086
3372,0.9001,1.1818,1.0327,1.0444
3373,1.0334,0.9454,0.7086,1.2672
3374,1.162,1.1383,0.9865,1.2674
3375,0.8155,1.0915,1.1676,1.1795
3376,1.2522,0.7734,1.1855,1.212
3377,0.9605,0.826,1.1617,1.0505
3378,1.0816,1.1161,0.948,0.865
3379,0.9955,1.0713,1.1803,1.071
3380,0.9928,1.1779,1.1795,1.1511
3381,0.9154,1.178,1.1802,1.1427
3382,0.7791,0.7433,1.1155,0.9999
3383,0.9865,1.0879,1.1411,0.6877
3384,1.0576,1.1472,0.9817,1.0589
3385,0.8956,1.0462,1.129,1.0585
3386,1.0397,0.7212,0.768,0.7318
3387,1.1616,0.9771,0.7662,0.8606
3388,1.1616,0.9824,0.7352,0.7771
3389,1.1575,1.0774,1.0628,1.1643
3390,1.1187,1.1184,1.092,1.0388
3391,1.137,1.1237,1.1084,1.1388
3392,0.9603,1.1237,1.0509,0.9033
3393,1.0396,0.9862,1.0644,1.0619
3394,1.229,1.1175,0.9693,1.0331
3395,1.0033,1.1175,1.1276,0.9796
3396,1.0971,1.0413,1.1236,0.9566
3397,0.6552,0.9618,1.002,0.8762
3398,1.0752,1.0482,1.0126,0.8392
3399,1.078,0.9473,1.1425,1.0059
3400,1.1936,0.9995,1.1911,1.0664
3401,1.1713,1.1287,1.1037,0.9688
3402,0.9458,1.0973,1.0494,1.0742
3403,1.1381,1.1233,1.0768,1.0075
3404,1.0129,1.0255,0.9881,0.9612
3405,0.8143,1.126,0.6998,0.5668
3406,0.8965,1.1476,0.9505,0.8725
3407,1.0608,0.9016,0.8128,0.6338
3408,1.1071,1.0415,0.8752,0.7686
3409,1.0334,0.9879,1.031,0.6885
3410,1.1758,1.0739,1.0256,1.0875
3411,1.0549,0.8361,1.0245,0.9656
3412,1.1575,0.8846,1.0514,0.8867
3413,1.2122,0.9112,0.9773,0.7674
3414,1.2792,1.0943,0.9412,1.1135
3415,1.2792,1.0943,0.8827,0.7608
3416,1.2975,0.9571,1.0364,1.0565
3417,1.1307,1.0832,1.0396,1.0357
3418,1.2831,1.0533,0.9811,1.2157
3419,1.0399,1.0392,0.8732,1.1578
3420,1.033,1.0064,0.8919,1.0083
3421,1.1809,1.0264,0.8655,1.2672
3422,0.9125,0.977,0.886,1.1513
3423,0.8826,1.0553,0.8365,0.909
3424,0.8252,0.838,0.8479,1.2112
3425,0.9615,1.1243,0.8529,1.2112
3426,0.9368,1.1437,0.8116,1.2112
3427,1.1378,1.1437,0.9368,0.9654
3428,1.1838,1.1683,0.8149,1.0679
3429,1.1844,1.1683,0.5215,0.6884
3430,1.1833,1.1666,1.2146,0.8545
3431,1.0831,1.1368,1.2119,0.6961
3432,0.7897,0.9245,0.6644,0.864
3433,1.0407,0.985,0.8153,0.6565
3434,1.171,1.0456,0.9016,1.1044
3435,0.9922,1.1157,0.7681,1.2137
3436,1.0589,0.9677,0.9879,1.1864
3437,0.8985,1.1399,1.15,1.1865
3438,1.1103,0.8673,0.9448,1.1055
3439,1.0242,0.9423,1.0695,0.9365
3440,0.9824,1.1249,1.0819,0.9523
3441,1.0413,1.1249,1.0051,1.1457
3442,0.9764,0.8437,1.0412,1.1457
3443,0.8318,0.7451,1.1645,0.9549
3444,0.5677,0.9554,1.113,1.013
3445,0.7478,0.9847,1.0513,1.1627
3446,0.8748,1.133,1.0138,1.0
3447,0.5446,0.9922,0.9313,1.1931
3448,0.9044,1.0609,0.9279,1.1037
3449,0.8519,1.0163,1.0738,1.1811
3450,0.7471,1.1528,1.1356,1.006
3451,0.8847,1.1532,1.0177,0.889
3452,0.642,1.1387,0.806,1.206
3453,0.8361,1.0813,0.8117,1.2439
3454,0.8367,1.0279,0.7247,1.2069
3455,0.7914,0.9154,1.1315,0.9277
3456,0.9061,1.0035,1.1431,0.9751
3457,1.1838,1.0338,1.0918,1.092
3458,1.058,1.0597,0.7695,1.1692
3459,1.0485,0.8509,1.1351,1.1256
3460,1.0597,0.8239,1.1169,1.1256
3461,1.179,0.7442,0.8174,0.7562
3462,1.1552,0.717,0.9214,1.0269
3463,1.0588,0.506,1.1736,1.0127
3464,1.1721,0.8838,1.2079,0.8074
3465,1.1792,0.8063,1.0353,0.7401
3466,1.0288,0.7627,1.1931,0.7695
3467,0.9505,1.0262,1.1931,0.9096
3468,1.2134,1.1465,1.1645,0.9006
3469,1.0603,1.1874,0.9987,0.9155
3470,1.0841,1.0179,1.1607,1.1642
3471,1.1373,1.1647,1.195,1.1779
3472,0.7097,0.8227,1.0185,1.1779
3473,0.8773,1.1179,1.1224,1.176
3474,0.7044,1.1168,0.9597,1.1483
3475,0.9299,1.1107,0.9958,1.1489
3476,0.9013,1.0812,0.9754,0.9132
3477,0.7209,0.9583,1.1136,1.1261
3478,0.7151,1.1004,1.0167,1.1466
3479,0.6264,1.0989,0.9065,1.0497
3480,1.1144,1.0996,1.0618,0.8392
3481,1.3096,0.8804,0.9408,1.0934
3482,1.0917,0.9298,1.069,1.1837
3483,1.2459,0.9321,0.9571,1.1862
3484,1.2108,1.0328,0.9892,0.9669
3485,0.859,0.9131,1.0074,1.1091
3486,1.209,0.9521,1.1703,1.0184
3487,1.2742,1.0298,1.1658,1.2405
3488,1.0936,0.6856,1.1387,1.0634
3489,1.0736,1.0874,1.1385,1.194
3490,1.1075,1.1128,1.1035,1.1694
3491,1.0547,1.0825,1.0865,1.1587
3492,1.1599,1.0648,0.9673,0.9112
3493,1.0736,0.9704,1.0852,0.9827
3494,0.7798,1.126,0.9707,0.9925
3495,1.118,1.1213,1.0422,1.0776
3496,1.13,0.8717,0.7862,1.1154
3497,1.13,1.0427,0.8055,1.1643
3498,1.0632,1.079,0.9362,1.0957
3499,1.0632,1.0302,1.0829,1.241
3500,1.0632,0.7238,1.0374,1.2471
3501,0.7987,0.9402,0.9394,0.9958
3502,0.8723,0.7005,1.0234,1.0313
3503,0.9332,0.9114,0.7854,1.2201
3504,0.7856,0.8336,0.8921,1.1958
3505,1.0602,0.9733,0.8743,1.2199
3506,1.1687,0.8669,0.8836,0.8465
3507,1.1529,0.9414,0.6448,1.0972
3508,0.9819,0.8072,0.5902,1.2054
3509,1.1632,0.9396,0.5826,1.0362
3510,1.125,0.9948,0.3951,1.1757
3511,1.0854,1.0064,0.6107,0.9692
3512,1.2217,0.9621,0.5967,0.9651
3513,1.1506,0.8865,0.6609,0.9706
3514,1.0917,0.8901,0.7573,0.8607
3515,1.2244,0.8119,0.8902,0.8596
3516,1.1317,0.8055,0.9629,0.8584
3517,0.9408,0.786,0.9288,0.5447
3518,0.6537,0.7842,0.6797,0.6966
3519,0.8095,0.821,1.0049,0.9382
3520,1.2978,0.4299,1.0232,1.1654
3521,1.2701,0.3483,1.051,1.1654
3522,0.701,0.3468,1.0652,0.9325
3523,1.1512,0.9141,0.9834,1.135
3524,1.1914,0.7441,0.9766,0.7444
3525,0.9063,0.7791,0.8428,1.0284
3526,0.9115,0.9299,0.7207,1.2091
3527,0.966,0.9312,0.7333,1.0749
3528,1.2019,0.9309,0.8556,1.232
3529,1.1984,0.9059,0.6266,1.2675
3530,1.2019,0.7076,0.6159,1.0839
3531,1.2145,0.8438,0.676,1.1881
3532,0.8138,0.9831,0.672,1.0522
3533,1.0755,0.977,0.8428,1.2336
3534,0.7401,0.9781,0.6653,1.2087
3535,0.7463,0.9398,0.7745,1.086
3536,1.01,0.8264,0.9482,1.2001
3537,1.0251,0.9844,0.7809,1.218
3538,1.0103,0.7784,0.6302,0.9484
3539,0.881,0.7524,0.4421,0.8584
3540,0.9729,0.8466,0.7078,0.9599
3541,1.0376,0.8283,0.7404,0.9213
3542,1.2319,0.929,0.8825,1.0306
3543,1.0779,0.9382,0.7733,1.1093
3544,1.2335,0.8667,0.9354,0.8875
3545,1.2161,0.75,0.9596,1.1624
3546,1.1367,1.0086,0.882,0.9727
3547,1.1876,0.8031,0.99,0.9283
3548,1.2338,0.984,1.0376,1.1255
3549,1.1886,0.9359,1.0039,1.0998
3550,0.9674,0.732,0.9972,0.9755
3551,1.0537,0.8011,1.0096,1.0003
3552,0.8506,0.3108,0.9882,1.1088
3553,0.9638,0.6533,0.8759,0.9992
3554,0.9892,0.7834,0.797,1.189
3555,0.7836,0.8547,0.8744,1.1567
3556,0.6284,0.6408,0.914,0.9022
3557,0.8706,0.6843,0.4978,0.9577
3558,0.7551,0.8428,0.6063,1.0048
3559,0.7499,0.5779,0.5962,0.8429
3560,1.2068,0.7225,0.9337,0.8519
3561,0.9051,0.8172,0.7251,1.0777
3562,1.0752,0.7432,0.4276,0.9559
3563,0.8788,0.9887,0.9453,1.0584
3564,0.9748,0.9613,0.8063,0.8763
3565,1.0022,0.9397,0.8538,0.6413
3566,1.2508,0.8531,0.9677,0.7301
3567,1.0406,0.9649,0.8246,1.0042
3568,1.1748,0.9806,0.9225,0.7201
3569,0.7673,0.725,0.9293,1.037
3570,1.2158,0.9724,1.0367,1.2517
3571,1.1572,0.8777,0.9919,1.2517
3572,1.0343,0.8064,1.0337,1.0236
3573,1.2348,0.7547,1.0454,0.8568
3574,1.2203,0.7543,1.0259,1.0679
3575,1.1234,0.7887,1.0344,1.2276
3576,0.9261,0.8134,1.0244,1.1586
3577,1.0299,0.6094,0.8103,1.2155
3578,1.0111,0.7653,0.9936,1.2073
3579,1.0348,0.7757,0.9324,1.2073
3580,1.0401,0.7492,0.7769,0.9328
3581,0.8949,0.7464,0.9186,1.1589
3582,0.9645,0.7281,0.9062,0.9153
3583,0.8493,0.9354,0.8481,0.7577
3584,1.1361,0.9441,0.7768,0.9863
3585,1.0743,0.7352,0.9198,0.9316
3586,1.124,0.8833,0.8998,0.9521
3587,1.1136,0.7671,0.5704,1.1289
3588,1.1136,0.926,0.8351,1.0128
3589,1.0597,0.7514,0.5586,1.1875
3590,0.8925,0.9012,0.9273,1.0249
3591,0.756,0.9063,0.949,1.1544
3592,0.7572,0.9003,0.6236,1.0713
3593,0.5543,0.7054,0.8202,0.9826
3594,0.8519,0.9203,0.9873,0.9631
3595,0.9039,0.7588,0.8237,0.9986
3596,1.1073,0.8743,0.9634,1.0228
3597,1.1207,0.7503,0.7371,0.9395
3598,1.2129,0.6268,0.9777,1.0087
3599,1.2649,0.5377,0.989,0.812
3600,1.1006,0.6562,0.9034,1.0429
3601,1.0841,0.5493,0.997,0.8019
3602,1.1844,0.6381,0.9854,0.8086
3603,1.2183,0.6771,1.0465,0.795
3604,1.1824,0.6186,0.9247,0.7956
3605,1.1528,0.5697,0.965,0.581
3606,0.9726,0.6687,1.0456,0.9243
3607,0.9822,0.4733,1.0302,0.7671
3608,1.0192,0.6703,0.9175,0.9498
3609,1.0744,0.7255,0.9847,0.9782
3610,1.0888,0.7362,0.9867,0.8153
3611,0.7803,0.7298,0.9549,0.9487
3612,1.0452,0.7205,0.9593,0.7437
3613,0.7758,0.6017,0.9384,0.6054
3614,0.9523,0.66,0.8256,0.8586
3615,0.9921,0.6276,0.8912,1.0623
3616,1.267,0.6578,0.886,0.8836
3617,1.3301,0.5383,0.8925,1.0683
3618,1.2801,0.7504,0.7945,0.8659
3619,0.4448,0.4522,0.4333,0.9659
3620,1.239,0.7544,0.8118,0.8632
3621,1.239,0.7334,0.8064,1.0114
3622,1.2369,0.7888,0.9953,1.0356
3623,1.0692,0.9123,0.9808,1.0575
3624,0.7434,0.9366,0.9565,0.9815
3625,1.1849,0.7238,0.7953,0.963
3626,0.859,1.008,0.8341,0.8488
3627,0.7139,0.9914,0.9989,0.7035
3628,0.9029,0.9366,0.837,0.7192
3629,0.9034,0.7479,1.032,0.6335
3630,1.019,0.8658,1.0542,0.7202
3631,1.0393,0.8696,1.0263,0.7483
3632,1.0456,0.78,0.9612,0.6718
3633,1.0364,0.699,0.9895,0.7583
3634,1.0257,0.7689,0.7681,0.6897
3635,0.9121,0.7953,0.9968,0.617
3636,0.9325,0.7793,0.8977,0.8342
3637,0.9866,0.6361,1.0133,0.7437
3638,0.7399,0.8285,1.0203,0.9261
3639,0.8973,0.9153,0.9576,0.9187
3640,0.6674,0.9133,0.9727,0.8335
3641,0.7073,0.9822,0.9259,0.8431
3642,0.7571,0.8791,0.7133,0.8423
3643,0.5437,0.7296,0.9842,0.761
3644,0.3469,0.9174,0.964,0.7744
3645,0.9686,0.9145,0.9509,0.785
3646,0.7545,0.8191,0.951,0.7501
3647,1.0002,0.8615,0.866,0.5803
3648,0.8877,0.8231,0.8183,0.5449
3649,1.1322,0.7797,0.7906,0.567
3650,0.8256,0.6549,0.7488,0.5385
3651,1.0962,0.7257,0.6922,0.7565
3652,1.1031,0.7059,0.807,0.6916
3653,0.6196,0.7499,0.8654,0.7963
3654,1.0244,0.6864,0.8939,0.5901
3655,0.9317,0.7821,0.9432,0.8256
3656,1.0824,0.6462,0.9296,0.7923
3657,1.1219,0.4503,0.923,0.6784
3658,1.1411,0.7353,1.1154,0.7891
3659,0.827,0.906,1.1974,0.9731
3660,1.2551,0.9075,0.9081,0.8504
3661,0.8079,0.8134,1.1381,0.9518
3662,0.9073,0.7022,0.8889,0.8861
3663,0.8722,0.8617,1.0368,0.8782
3664,1.115,0.9182,1.0375,0.7747
3665,1.0913,0.8118,0.761,0.7997
3666,1.0786,0.6292,1.0621,0.8375
3667,1.0801,0.8468,1.0975,0.7541
3668,0.8142,0.7214,1.1173,0.7518
3669,0.9526,0.825,1.1173,0.7504
3670,1.0899,0.7677,0.873,0.7113
3671,1.0748,0.7041,0.8296,0.6484
3672,1.1973,0.8419,1.1825,0.6485
3673,1.1057,0.8374,1.1825,0.6718
3674,1.189,0.8543,0.9635,0.9957
3675,1.1649,0.7846,1.016,1.0017
3676,1.1886,0.9823,1.0148,1.0071
3677,1.1763,0.8108,1.0334,0.8617
3678,0.9475,0.5793,0.991,0.9948
3679,0.9702,0.7243,1.1654,0.8763
3680,1.0936,0.8111,1.1348,0.9168
3681,0.7579,0.5457,1.089,1.0164
3682,1.0661,0.7242,1.1526,0.9283
3683,1.1258,0.6936,1.1692,0.6681
3684,1.0321,0.7659,1.0055,0.7871
3685,0.5514,0.6345,1.1062,0.7613
3686,0.7248,0.8252,1.022,0.8868
3687,1.1953,0.7926,0.8573,0.8299
3688,1.0035,0.9732,0.7649,0.8912
3689,1.2335,0.9506,0.8016,0.7896
3690,0.95,0.9519,1.1388,0.985
3691,1.0799,0.8695,1.0785,0.8918
3692,1.2428,0.6825,0.8669,0.8609
3693,1.0875,0.6573,0.8385,0.6775
3694,1.0801,0.7882,0.7047,0.7669
3695,1.2348,0.9508,1.0552,0.7621
3696,1.2289,0.9402,0.8089,0.6776
3697,1.1967,0.7947,0.9245,0.7546
3698,1.0246,0.9479,1.1368,0.7893
3699,1.0741,0.8509,0.9096,0.685
3700,1.0635,0.9223,0.9471,0.8918
3701,1.0264,0.8428,1.1272,0.8753
3702,1.0222,0.9361,0.833,0.8771
3703,0.9719,0.9913,0.9888,0.7919
3704,0.8379,0.9486,1.102,0.8345
3705,0.8336,0.9783,1.1732,0.8944
3706,0.8882,0.8122,1.1565,0.8941
3707,0.7145,0.9981,1.0911,0.8761
3708,0.8337,0.9837,0.8848,0.4497
3709,0.9152,0.9032,1.1742,0.9017
3710,0.8944,0.8777,1.1761,0.5371
3711,1.1128,0.8497,1.1421,0.9546
3712,0.9555,0.8898,0.8672,0.8994
3713,0.2633,0.7028,0.9779,0.9436
3714,0.8891,0.9691,1.1535,0.8997
3715,1.0755,0.8997,1.0822,0.9368
3716,1.067,0.8618,1.1385,0.9465
3717,1.1904,0.8957,0.8227,0.9575
3718,1.2699,0.895,1.1746,0.9566
3719,0.9069,0.7067,1.1975,1.0586
3720,1.0196,0.918,1.1976,1.0586
3721,0.9088,0.733,1.1775,1.0552
3722,1.1497,0.9579,1.1975,1.019
3723,1.0143,0.9512,1.0847,0.9568
3724,1.1902,0.9537,0.9388,0.7811
3725,1.1875,0.7335,1.2645,1.0292
3726,1.1686,0.9191,1.1579,0.9426
3727,1.1755,0.922,0.5536,0.951
3728,1.0926,0.9427,1.1588,0.587
3729,1.1167,1.0145,0.6953,0.9069
3730,1.1679,0.8655,1.1421,0.8559
3731,1.1653,1.0168,1.1421,0.89
3732,1.1613,0.9988,1.1421,0.6367
3733,1.1075,0.9972,0.9099,0.5865
3734,1.1075,0.84,0.9423,0.8428
3735,1.1075,0.8587,0.9672,0.9359
3736,0.9119,0.6846,1.06,0.7981
3737,1.1604,0.8058,0.9169,0.9008
3738,1.1604,0.7369,0.9562,0.8329
3739,0.8285,0.539,1.1635,0.7628
3740,1.1053,0.657,1.1704,1.0228
3741,1.1647,0.5438,1.0507,0.9853
3742,1.1547,0.4201,1.0872,0.9588
3743,0.6822,0.5562,0.9406,0.6572
3744,1.1541,0.5443,1.164,0.8686
3745,1.2065,0.8574,1.0269,0.8622
3746,0.9286,0.8468,0.8312,0.8375
3747,0.9627,0.8327,0.899,0.7287
3748,1.1666,0.8664,0.8478,0.8988
3749,1.1908,1.0063,0.9295,0.7951
3750,1.1902,0.9574,0.6463,0.841
3751,0.9462,0.9985,1.0355,0.8502
3752,1.0361,0.9897,0.8633,0.6786
3753,0.8376,0.9375,1.1514,0.9574
3754,1.1445,0.9005,1.1212,1.0528
3755,0.877,0.7134,0.7954,1.0535
3756,1.1624,0.9108,1.1632,0.9886
3757,1.1242,0.7761,1.1525,1.0181
3758,1.1729,0.9575,1.0451,1.0027
3759,1.1802,0.7995,1.1398,0.934
3760,1.1172,0.8547,1.144,0.7274
3761,1.0579,0.9108,1.0863,0.9472
3762,1.0084,0.8071,0.7967,0.812
3763,1.0419,0.7747,1.1056,1.0005
3764,0.9274,0.7881,1.0766,0.9972
3765,1.0535,0.8619,0.9053,0.9264
3766,1.0365,0.9593,1.1516,0.8268
3767,0.9036,0.9582,1.1557,0.9815
3768,0.9632,0.9378,0.7051,0.9081
3769,1.173,0.756,1.1879,0.8571
3770,1.1395,0.9708,1.1776,0.7054
3771,1.1395,0.8301,1.1738,0.7576
3772,1.1395,0.9478,0.9039,0.793
3773,1.1634,0.948,1.0024,0.8841
3774,1.1372,0.8079,1.0181,0.8994
3775,0.8137,0.9204,1.1267,0.8695
3776,0.8929,0.8145,1.1306,0.6691
3777,1.056,1.0015,0.9961,0.6998
3778,1.1034,0.9468,0.8343,1.0099
3779,0.8292,0.9881,0.9456,0.7979
3780,0.914,0.9227,0.783,1.119
3781,1.2504,1.1274,0.9717,1.1963
3782,1.1924,0.9661,0.9758,0.972
3783,1.0987,1.1013,0.9835,0.9453
3784,1.1546,1.0453,0.8321,1.1198
3785,1.0834,1.0625,0.9132,0.5445
3786,1.1195,1.0014,0.8876,0.6171
3787,1.0244,1.1026,1.144,1.0344
3788,1.015,0.8238,0.7597,0.9309
3789,1.008,0.9449,1.1375,1.1475
3790,0.9651,0.9362,1.1379,0.9562
3791,0.9934,1.0979,1.1348,0.9639
3792,0.9094,1.0979,1.0281,1.1228
3793,0.7888,1.102,1.0937,0.9922
3794,0.9841,0.9183,1.1373,0.9226
3795,1.1088,0.9608,1.165,1.2078
3796,0.9691,1.1287,1.1601,1.2209
3797,1.189,1.1342,0.6961,1.1828
3798,1.001,1.1342,0.9372,1.198
3799,0.7908,1.1342,1.2027,1.2222
3800,1.1988,0.8507,1.0004,1.1869
3801,1.1989,1.147,1.1095,1.1656
3802,1.1928,1.1331,1.0122,0.8348
3803,1.1345,0.9738,0.9831,0.8795
3804,1.1887,1.0767,1.0883,1.0264
3805,1.0369,1.0296,0.8723,0.9511
3806,1.1742,0.9817,0.8174,1.0948
3807,1.1034,0.8531,1.1468,1.0403
3808,1.0434,0.948,1.0136,0.8768
3809,1.1459,1.0869,1.1007,1.1189
3810,1.1413,1.1551,1.0726,1.1045
3811,1.1727,1.0274,1.1323,0.8961
3812,0.9697,1.1313,1.1596,1.0173
3813,1.0959,0.6924,1.158,1.1977
3814,1.1996,0.9249,0.8179,1.1518
3815,1.1993,0.9236,1.0755,1.0271
3816,1.1997,0.5103,1.1432,1.1841
3817,0.7875,0.8948,1.0745,1.1841
3818,0.9379,0.6895,0.9741,0.7794
3819,0.985,0.9104,0.9812,1.1839
3820,0.8634,0.773,0.7265,1.184
3821,1.0427,0.9723,1.0066,1.1797
3822,1.0189,0.8954,1.0172,1.1603
3823,0.7459,0.6611,0.9594,0.8207
3824,0.9315,0.7943,0.8016,1.1069
3825,0.9845,0.8286,0.9342,0.94
3826,1.1132,0.7428,0.8577,1.0801
3827,1.1528,0.9442,0.8104,1.1786
3828,1.1779,1.0145,0.6146,0.8111
3829,1.1385,1.0589,0.8505,0.8879
3830,1.1377,0.9094,0.9067,0.6712
3831,1.1825,0.9078,0.8616,0.8248
3832,0.8871,1.1054,0.9645,0.6945
3833,1.1036,0.9213,0.9592,0.3798
3834,0.9299,1.1487,0.9637,0.8591
3835,0.9621,1.1409,0.7347,0.8068
3836,1.0367,0.9835,0.9943,0.327
3837,1.0413,1.1131,0.818,0.69
3838,0.7909,0.9261,1.1384,0.6731
3839,1.0411,1.0174,1.081,0.7704
3840,1.1968,1.0585,1.0986,0.9385
3841,1.124,0.9056,1.1692,0.8901
3842,1.0852,0.9226,0.8321,0.9294
3843,0.9651,0.9977,0.9854,1.0614
3844,1.2213,0.9502,0.9703,0.9507
3845,0.8927,0.732,0.9707,0.9888
3846,1.0464,0.9621,0.8068,1.0446
3847,1.2065,0.9191,1.0088,1.0026
3848,1.0334,0.9263,0.7122,1.1359
3849,1.1553,0.91,1.0217,1.1296
3850,0.9902,1.1549,1.0427,1.195
3851,1.0143,1.0576,0.8501,1.1951
3852,1.1651,0.7169,1.1599,1.1677
3853,1.2092,0.944,0.9297,1.1756
3854,0.9156,1.0126,1.1479,0.8406
3855,1.1947,0.8461,1.1546,1.1946
3856,1.1783,1.0412,1.1546,1.1949
3857,1.1163,0.9438,1.101,1.0242
3858,1.0221,1.198,0.6831,1.2024
3859,1.1978,0.9501,0.8587,1.006
3860,1.1136,0.9558,0.8599,1.1138
3861,1.1495,1.0778,0.8363,1.008
3862,0.9069,0.947,0.455,1.0527
3863,1.0102,0.8808,0.8921,1.0898
3864,1.1442,1.1008,0.7428,1.0246
3865,0.9554,1.1135,0.9655,0.7003
3866,1.0281,1.0828,0.9504,0.9236
3867,1.0631,0.9281,0.9365,1.0163
3868,1.0364,1.0669,0.5052,1.0195
3869,0.8838,0.9335,1.0173,0.8125
3870,0.7388,1.0865,0.8772,0.9297
3871,0.9615,0.8098,0.7484,1.0
3872,0.8946,0.9417,0.7223,1.0215
3873,0.8307,0.9818,0.7015,0.9574
3874,0.7783,1.0918,0.7946,1.2524
3875,0.9702,1.1149,0.8382,1.2524
3876,0.9244,0.8547,0.6549,1.044
3877,0.8271,1.2124,0.8383,1.2325
3878,0.7534,1.2124,0.7354,1.2308
3879,0.7194,1.203,0.878,1.232
3880,1.034,1.203,0.8776,1.1949
3881,1.001,0.7427,0.8794,0.8172
3882,0.8947,1.0283,0.8495,1.0561
3883,0.9548,0.8444,0.6195,1.0691
3884,0.9244,0.916,0.8709,0.82
3885,0.7756,0.8198,0.7982,1.0371
3886,0.6842,0.7453,0.926,1.0599
3887,0.863,0.8065,0.8875,0.996
3888,0.8107,0.9656,0.8276,0.978
3889,0.7016,0.9,0.7626,0.9571
3890,0.7209,0.9681,0.6667,0.9002
3891,0.5929,0.9425,0.6834,0.8225
3892,0.4403,0.9643,0.5639,0.7061
3893,0.6522,0.8533,0.7598,0.8656
3894,0.6534,0.8529,0.9749,0.8901
3895,0.4635,0.8621,0.988,1.0908
3896,0.7906,0.9462,0.9414,0.745
3897,0.9557,0.8917,0.7145,1.028
3898,0.9462,0.9783,0.8461,0.741
3899,0.9653,0.9985,0.8966,1.0134
3900,1.1063,0.8789,1.0139,0.9739
3901,0.9558,0.9643,1.043,0.9784
3902,1.0191,1.1391,1.0099,0.9766
3903,0.9611,1.153,0.899,1.0495
3904,1.2328,1.1558,1.0352,1.0325
3905,1.2358,1.1558,0.9295,1.0267
3906,1.184,0.9776,1.0007,0.8412
3907,1.0568,0.9395,1.0408,1.0406
3908,1.2271,1.1766,1.0522,0.9677
3909,1.0148,1.0166,1.088,0.9756
3910,1.1479,0.8521,1.1955,1.0651
3911,1.2368,1.188,1.0747,1.1161
3912,1.2285,1.2025,1.1638,1.1611
3913,0.9695,0.9619,0.9311,0.7852
3914,1.0524,1.1687,1.1536,1.1864
3915,1.1037,0.9961,1.1536,1.1418
3916,1.194,1.1,1.1366,1.1347
3917,1.2185,0.8171,0.8879,1.2192
3918,1.218,0.8793,0.8872,0.9801
3919,0.8862,0.8722,0.8708,1.167
3920,1.2614,0.9038,0.8469,1.08
3921,1.2872,0.943,1.095,0.8289
3922,0.7597,1.0322,0.9526,0.7876
3923,0.9042,1.0837,1.1626,1.0586
3924,1.2663,1.0727,1.1765,0.9433
3925,1.1663,1.0107,0.9964,1.0434
3926,0.8443,1.0282,1.079,1.0437
3927,1.0683,0.8546,0.9652,1.0458
3928,1.2024,1.0974,1.0003,1.0959
3929,1.0351,0.9652,1.0115,1.1818
3930,1.0073,1.1516,1.1307,1.1855
3931,1.0614,1.1452,0.942,1.12
3932,1.0949,1.1882,1.0819,0.9036
3933,1.0504,1.1882,1.0466,0.7772
3934,1.0618,0.9161,0.9606,0.912
3935,1.0395,1.1408,0.9796,0.6385
3936,1.0009,1.1973,1.0085,0.7961
3937,0.9998,0.8511,0.9834,0.7752
3938,0.9099,0.8153,1.0359,0.5416
3939,0.7402,0.7008,0.9657,0.5466
3940,1.037,0.86,1.1516,0.8854
3941,1.0066,1.0939,1.1612,1.0857
3942,0.8728,0.8582,1.1612,0.751
3943,0.7743,1.0482,0.929,1.2192
3944,0.6856,0.7963,0.9966,1.0913
3945,0.5912,0.9566,1.1643,0.7539
3946,0.6505,0.7555,1.1056,0.9754
3947,0.7689,0.8034,1.031,0.9599
3948,0.7469,0.937,1.149,0.8409
3949,0.6854,0.841,0.8218,1.1428
3950,0.54,1.0197,0.6944,0.842
3951,1.0336,1.1504,0.9192,0.934
3952,1.1525,1.1504,1.1418,1.1501
3953,1.1521,1.1504,1.1418,1.0157
3954,0.8671,1.15,1.1418,0.9079
3955,1.1227,1.0619,1.137,1.0526
3956,1.0803,1.0623,1.137,0.842
3957,1.129,1.1706,1.1258,0.8082
3958,1.189,1.1757,0.4889,0.6519
3959,1.189,1.1756,0.8755,0.8331
3960,0.9527,1.1758,1.0613,0.8963
