tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6
5169,0.6519,0.7529,0.7217,0.3244,0.6083,0.8915
5170,0.6426,0.8894,0.6011,0.7011,1.0613,0.9469
5171,0.7303,0.648,0.7808,0.6247,1.0613,0.92
5172,0.5681,0.756,0.9102,0.9259,1.0613,0.8843
5173,0.4558,0.5545,0.9599,0.7077,0.7077,0.8836
5174,0.5704,0.6971,0.9236,0.5164,1.0854,0.8279
5175,0.5959,0.6679,0.9223,0.8324,0.8143,0.7424
5176,0.5368,0.5252,0.6848,1.2055,0.6257,0.8254
5177,0.5338,0.6367,0.787,1.1208,0.9566,0.89
5178,0.538,0.6548,0.8821,1.0202,0.8873,0.8944
5179,0.5378,0.5664,0.826,0.8771,0.6836,0.8171
5180,0.5592,0.6461,0.7038,0.7675,0.9051,0.8514
5181,0.4563,0.7217,0.9071,0.6174,0.8459,0.8453
5182,0.55,0.7141,0.9137,0.7704,0.6644,0.9106
5183,0.6039,0.6997,0.876,0.5247,0.7278,0.7594
5184,0.7545,0.6784,0.8625,0.8617,0.7988,0.6693
5185,0.7175,0.5926,0.8623,0.8167,0.7597,0.4571
5186,0.8196,0.7029,0.6799,0.8499,0.6542,0.4494
5187,0.8024,0.6295,0.5791,0.7253,0.7918,0.399
5188,0.6528,0.5745,0.5586,0.7785,0.8721,0.416
5189,0.5139,0.6224,0.286,0.7214,0.8696,0.0449
5190,0.5164,0.5667,0.5773,0.8074,0.9191,0.0711
5191,0.4951,0.6076,0.7201,0.9449,0.9479,0.0671
5192,0.4497,0.5718,0.8267,0.9738,0.9065,0.1211
5193,0.46,0.5027,0.6837,0.9759,0.9195,0.058
5194,0.4117,0.4124,0.4545,0.947,0.6483,0.3968
5195,0.5211,0.5668,0.6167,0.9767,0.9831,0.3782
5196,0.5162,0.6079,0.6274,0.94,0.923,0.3177
5197,0.4934,0.5643,0.6428,0.9016,0.65,0.3834
5198,0.4539,0.4889,0.4811,0.6518,0.3879,0.383
5199,0.4533,0.4161,0.5009,0.6903,0.5132,0.2945
5200,0.3869,0.1229,0.5161,0.942,0.4088,0.5024
5201,0.2987,0.0534,0.5264,0.8636,0.3683,0.4329
5202,0.2351,0.3083,0.4335,0.7687,0.8193,0.3353
5203,0.4479,0.4764,0.651,0.3969,0.8953,0.3712
5204,0.3423,0.5849,0.6907,0.5536,0.5844,0.0367
5205,0.461,0.4371,0.7808,0.578,0.6152,0.0531
5206,0.6328,0.6286,0.9461,0.8659,0.7858,0.097
5207,0.5636,0.8164,0.8783,0.9082,0.4913,0.0649
5208,0.5913,0.712,0.7331,1.3041,1.1226,0.0632
5209,0.6958,0.8087,0.973,1.1597,0.9868,0.0524
5210,0.6582,0.7052,0.9406,0.9735,1.0073,0.0532
5211,0.5171,0.7548,0.948,0.1535,1.112,0.0812
5212,0.5474,0.7374,0.9571,0.4596,1.0105,0.0266
5213,0.4437,0.9147,0.8798,0.4191,1.1053,0.1271
5214,0.4448,1.0269,0.8354,0.7166,1.0613,0.0498
5215,0.4566,1.0374,0.7037,0.9253,1.0613,0.6358
5216,0.4393,0.943,0.6972,0.7933,1.0613,0.3681
5217,0.5636,0.5885,0.8779,0.7101,0.453,0.7535
5218,0.5903,0.8341,0.9169,0.7461,1.0704,1.2176
5219,0.494,0.8065,0.8588,0.6382,0.6663,1.2176
5220,0.3084,0.8216,0.9726,0.6926,0.9998,1.2176
5221,0.3492,0.8362,0.9014,0.5083,0.5569,1.2176
5222,0.3075,0.7381,0.7763,0.9087,1.054,1.2176
5223,0.2418,0.7514,0.7948,0.8715,1.0505,1.2176
5224,0.2807,0.8042,1.0074,0.9724,0.8234,1.2176
5225,0.2846,0.717,0.9858,0.9727,0.9048,
5226,0.3719,0.6842,0.95,0.9161,1.1152,
5227,0.2809,0.3574,1.0078,0.8148,0.9098,
5228,0.3634,0.4568,0.9691,0.9432,1.1531,
5229,0.5831,0.4821,0.9373,0.656,1.1531,
5230,0.6655,0.39,0.7821,0.802,1.13,
5231,0.6094,0.4557,0.8893,0.8386,1.1371,0.1815
5232,0.736,0.4682,0.7621,0.9288,0.8529,1.1243
5233,0.7606,0.3926,0.7254,0.9291,1.0793,1.1243
5234,0.533,0.4325,0.7267,0.8942,1.0791,1.1243
5235,0.6875,0.263,0.7545,0.7399,1.0371,0.5622
5236,0.4228,0.6129,0.6023,0.8733,1.0729,0.831
5237,0.8049,0.4399,0.5888,0.8909,1.0336,0.6283
5238,0.8163,0.7563,0.5787,0.9134,1.0336,1.0011
5239,0.7171,0.8271,0.5978,0.8752,0.9871,1.171
5240,0.6778,0.6393,0.8447,0.8808,0.5727,1.171
5241,0.7279,0.7761,0.7041,0.599,0.6717,1.171
5242,0.63,0.692,0.7676,0.9599,1.0156,0.7807
5243,0.7027,0.7292,0.7529,0.9629,1.07,1.1517
5244,0.7066,0.6608,0.5194,0.9661,1.0867,1.1482
5245,0.7259,0.6778,0.6797,0.8031,1.0856,1.1536
5246,0.6589,0.5494,0.5985,0.9536,1.063,0.9067
5247,0.6557,0.4794,0.7612,0.9709,1.0073,0.593
5248,0.7976,0.4859,0.688,0.9384,1.0073,0.7304
5249,0.5982,0.4613,0.626,0.7055,1.1086,0.8224
5250,0.8123,0.4803,0.5963,0.7359,1.0161,0.9721
5251,0.8133,0.3495,0.5471,0.9685,0.4923,1.1209
5252,0.6942,0.4064,0.632,0.8943,0.2754,1.1242
5253,0.8607,0.4992,0.5525,0.8404,0.2327,1.0761
5254,0.7495,0.4527,0.582,0.9431,0.5783,1.1235
5255,0.725,0.4436,0.7026,0.8794,0.6231,0.7556
5256,0.9511,0.4384,0.6598,0.9611,0.5884,0.8926
5257,0.9344,0.4453,0.5665,1.0305,0.5789,0.5628
5258,0.8767,0.4892,0.5406,0.8006,0.5899,1.171
5259,0.7109,0.4243,0.6316,1.0589,0.3112,1.171
5260,0.9871,0.5015,0.7382,1.1363,0.8579,1.171
5261,0.9885,0.4602,0.7661,1.2267,0.5241,1.171
5262,0.9607,0.5106,0.9013,1.2022,0.8297,0.6329
5263,0.995,0.5846,0.8311,1.2082,0.8907,1.1706
5264,0.7201,0.5572,0.9122,1.2088,0.9298,1.1729
5265,1.0152,0.5665,0.9159,1.1945,0.9041,1.1268
5266,1.0001,0.5066,0.8695,1.1719,0.937,1.1432
5267,0.6496,0.4709,0.8692,1.1227,0.9536,1.1998
5268,0.3421,0.4734,0.8928,1.0409,0.9534,0.9169
5269,0.6685,0.4896,0.8614,1.0398,0.89,1.155
5270,0.4206,0.3931,0.8659,0.8175,0.9006,1.1997
5271,0.766,0.5712,0.5351,0.9673,0.7301,1.1761
5272,0.7747,0.5743,0.7149,0.6397,0.8679,1.1997
5273,0.7806,0.4139,0.7157,0.8867,0.7713,0.7992
5274,0.7648,0.4807,0.7434,0.8854,0.7443,1.1184
5275,0.634,0.4545,0.5151,0.8882,0.8191,1.1725
5276,0.7978,0.5541,0.7848,0.8841,0.8166,1.0712
5277,0.6813,0.6177,0.6116,0.8661,0.7941,1.0512
5278,0.8744,0.5523,0.6139,0.7958,0.6854,1.1532
5279,0.8248,0.6244,0.6126,0.5462,0.6549,1.1532
5280,0.7205,0.6773,0.4806,0.6556,0.8613,1.1243
5281,0.6793,0.663,0.4776,1.1944,0.8304,0.8547
5282,0.6225,0.6772,0.6126,0.9955,0.8646,1.0298
5283,0.6378,0.5349,0.6635,1.0336,0.6948,1.1243
5284,0.6233,0.531,0.6151,1.2222,0.7335,1.1243
5285,0.4317,0.4317,0.6148,1.2216,0.5825,1.1243
5286,0.3635,0.5313,0.4326,1.2005,0.3642,0.3495
5287,0.5132,0.5546,0.4209,1.262,0.4244,0.6489
5288,0.4411,0.4799,0.4559,1.262,0.4326,0.2932
5289,0.4468,0.5972,0.6037,1.244,0.456,0.6698
5290,0.4676,0.5972,0.523,0.9007,0.1967,0.5107
5291,0.4509,0.6519,1.0028,1.0291,0.8204,1.1729
5292,0.4054,0.7779,0.8913,1.0255,0.7653,0.7931
5293,0.5444,0.786,1.1112,1.1979,1.0773,1.1893
5294,0.5053,0.7555,1.0824,1.2031,0.8629,1.2245
5295,0.3789,0.7268,1.0681,0.9145,1.1281,1.2245
5296,0.6595,0.7807,1.0908,0.4974,0.9025,1.2245
5297,0.5643,0.7726,0.9345,0.948,1.1055,1.2245
5298,0.4212,0.6256,0.8165,0.9624,1.172,1.1809
5299,0.4859,0.7341,0.7869,1.006,1.0495,1.0477
5300,0.4375,0.6053,0.7574,0.9029,0.6245,1.2241
5301,0.5165,0.5657,0.7079,0.8431,0.8816,0.9531
5302,0.4876,0.5993,0.4601,0.869,0.8813,1.2238
5303,0.5369,0.541,0.8664,0.8304,0.6624,1.267
5304,0.5321,0.5888,0.8656,0.8408,0.7718,0.6335
5305,0.6456,0.9052,0.9512,0.8036,0.6065,1.193
5306,0.7362,0.7569,0.9353,0.743,0.6203,1.193
5307,0.6059,0.7091,0.7091,0.8302,0.5679,1.193
5308,0.7327,0.4635,0.9611,0.7923,0.6659,0.8311
5309,0.803,0.4184,0.9091,0.8522,0.8201,1.1989
5310,0.8064,0.7305,0.6304,0.6857,0.7549,1.1728
5311,0.8811,0.6221,0.9577,0.5261,0.7103,1.2807
5312,0.8134,0.2379,0.8565,0.4187,0.6663,1.2773
5313,0.799,0.716,1.068,0.6118,0.5829,0.4134
5314,0.6932,0.6938,1.1409,0.6933,0.4604,0.9675
5315,0.8006,0.7005,1.0972,0.6785,0.4387,1.184
5316,0.6498,0.6898,1.0378,0.3393,0.4119,1.1173
5317,0.5542,0.5544,0.9905,0.0204,0.4513,1.0068
5318,0.5924,0.7714,0.9733,0.0807,0.2912,1.3398
5319,0.7466,0.6667,0.8158,0.1034,0.2601,1.2156
5320,0.672,0.7895,0.8738,0.0321,0.2281,1.1492
5321,0.609,0.7775,0.8828,0.359,0.1086,1.1262
5322,0.7464,0.7473,1.0514,0.5147,0.0917,1.1183
5323,0.7815,0.8044,0.9965,0.8398,0.0468,0.5579
5324,0.9252,0.7993,0.9826,0.795,0.0644,1.191
5325,0.8658,0.8467,0.7922,0.9294,0.3033,1.1909
5326,0.7258,0.8453,0.715,0.8673,0.3511,1.191
5327,0.8795,0.7981,0.6309,0.7427,0.3669,1.1911
5328,0.8833,0.73,0.6788,0.8157,0.3309,1.1912
5329,0.789,0.6963,0.6489,0.7227,0.6164,0.7942
5330,0.736,0.6124,0.6741,0.8332,0.5969,1.2807
5331,0.7435,0.5682,0.5608,0.8308,0.5959,1.2807
5332,0.5885,0.5747,0.7002,0.5547,0.5938,1.2807
5333,0.5227,0.5551,0.7779,0.5344,0.7757,1.2807
5334,0.5034,0.481,0.6594,0.6852,0.6696,1.2807
5335,0.3114,0.3681,0.5928,0.996,0.4572,0.8752
5336,0.3318,0.4851,0.7972,1.0157,1.1907,1.133
5337,0.211,0.5502,0.5235,1.035,1.1907,1.2943
5338,0.2829,0.4726,0.6894,0.9825,1.1907,1.2943
5339,0.2522,0.4506,0.8421,0.8502,1.1905,1.1557
5340,0.5578,0.4618,0.6346,0.61,1.1906,0.2413
5341,0.5595,0.3943,0.7701,0.9357,1.0636,0.7475
5342,0.5677,0.3654,0.8221,0.924,0.786,0.7873
5343,0.4788,0.5009,0.8699,0.9091,0.6419,0.8484
5344,0.4949,0.3903,0.8163,0.7578,0.4367,0.8178
5345,0.407,0.5557,0.8291,0.8009,0.7555,0.7496
5346,0.5793,0.4482,0.7095,0.9141,0.7882,0.765
5347,0.5705,0.3853,0.7617,0.8126,0.7623,0.5594
5348,0.6042,0.5106,0.7028,0.8519,0.5882,0.9634
5349,0.522,0.5095,0.8409,0.5449,0.5774,0.9192
5350,0.6267,0.5466,0.6036,0.9634,0.4521,0.9436
5351,0.7104,0.4906,0.798,0.7529,0.6313,1.3092
5352,0.6021,0.2833,0.7495,0.5413,0.5658,0.6825
5353,0.4663,0.4665,0.6982,0.7489,0.4379,0.9057
5354,0.4218,0.4605,0.6992,0.7447,0.3012,1.0954
5355,0.3993,0.4106,0.5925,0.7433,0.4952,0.7221
5356,0.4079,0.3711,0.6061,0.7752,0.5408,1.0489
5357,0.3051,0.3877,0.5064,0.6721,0.1793,0.6829
5358,0.3,0.4469,0.4264,0.5741,0.4065,1.2669
5359,0.3482,0.3895,0.382,0.6243,0.4966,1.267
5360,0.3754,0.3146,0.4137,0.7816,0.5447,0.6946
5361,0.3328,0.3236,0.3999,0.8199,0.4698,0.657
5362,0.3621,0.3366,0.507,0.7805,0.4974,0.6573
5363,0.3365,0.4528,0.3605,0.8746,0.7525,0.7547
5364,0.2865,0.3496,0.4754,0.8211,0.7511,0.7176
5365,0.4459,0.382,0.3516,0.905,0.775,1.2916
5366,0.3053,0.4011,0.5768,0.8549,0.6837,1.2928
5367,0.2914,0.4594,0.5143,0.6995,0.8049,1.2928
5368,0.295,0.4698,0.7081,0.9291,0.9756,1.2928
5369,0.3572,0.4726,0.6536,0.7362,0.855,1.3185
5370,0.3241,0.4257,0.496,0.7782,0.8141,1.3185
5371,0.3299,0.1202,0.6612,0.7726,0.8217,0.7032
5372,0.3736,0.0772,0.9187,0.8136,0.7204,1.0075
5373,0.5623,0.0937,0.9036,0.8141,0.6967,1.3522
5374,0.6379,0.278,0.7327,0.6889,0.7718,1.1867
5375,0.6654,0.5117,0.9077,0.7068,0.6396,1.2777
5376,0.5148,0.5143,0.6076,0.9274,0.7318,0.9914
5377,0.7636,0.3722,0.8746,0.7904,0.7896,
5378,0.6305,0.5093,0.8808,0.7577,0.7182,
5379,0.6132,0.4296,0.9831,0.7029,0.6579,0.0001
5380,0.7192,0.4588,0.7264,0.8195,0.5824,1.267
5381,0.801,0.3603,0.9205,0.8288,0.5707,1.267
5382,0.795,0.5762,0.7837,0.8176,0.7014,1.267
5383,0.7875,0.552,0.8189,1.133,0.7051,1.267
5384,0.8043,0.7056,0.9831,1.0043,0.5969,0.2853
5385,0.761,0.7363,0.9757,1.1533,0.6771,0.7381
5386,0.7867,0.7559,0.976,1.172,0.716,0.9381
5387,0.6174,0.625,1.0952,1.1768,0.703,0.4086
5388,0.7172,0.5486,0.9373,1.0891,0.7569,0.9412
5389,0.7938,0.6634,0.8635,0.6126,0.7127,0.9641
5390,0.783,0.7406,0.8371,0.503,0.7723,0.8126
5391,0.9377,0.7312,0.9885,0.3524,0.7363,0.806
5392,0.9175,0.765,0.971,0.6289,0.7622,0.8173
5393,0.8188,0.8581,0.8829,0.6954,0.7352,0.8584
5394,0.8325,0.8582,0.6921,0.7529,0.7441,1.1957
5395,0.6436,0.8266,0.5785,0.7991,0.5709,1.267
5396,0.5366,0.8271,0.5958,0.7287,0.4926,1.267
5397,0.7748,0.5516,0.4931,0.7535,0.5036,1.267
5398,0.7463,0.8609,0.7181,0.6468,0.5549,1.267
5399,0.67,0.8995,0.6646,0.639,0.6417,1.267
5400,0.6081,0.8979,0.7416,0.5991,0.5952,0.6417
5401,0.7745,0.9019,0.7736,0.8042,0.5535,1.0499
5402,0.6214,0.9451,0.7386,0.768,0.518,1.2921
5403,0.742,0.8873,0.5853,0.6631,0.4379,1.2928
5404,0.8273,0.8637,0.8612,0.7836,0.5798,0.8491
5405,0.8181,1.1421,0.8781,0.878,0.518,0.7874
5406,0.6051,1.1681,0.8797,0.8698,0.8152,1.1346
5407,0.8577,1.1122,0.8765,0.709,0.7201,1.2917
5408,0.8411,1.1247,0.8446,0.967,0.8104,1.0279
5409,1.0024,1.0163,0.798,0.8197,0.7731,1.2943
5410,1.0105,0.9492,0.7767,0.8435,0.6313,0.9816
5411,1.0049,0.9762,0.88,0.9723,0.7717,1.2536
5412,0.7445,1.1543,0.8996,0.9788,0.653,1.0052
5413,0.8752,0.898,0.9332,0.9228,0.6741,1.262
5414,0.6847,1.1416,0.9397,0.8761,1.2078,1.2218
5415,0.672,1.094,0.9355,0.7801,1.2078,0.8541
5416,0.6103,1.1426,0.8377,0.9778,1.3069,0.9404
5417,0.6633,1.1426,0.6322,0.9222,0.0002,0.8208
5418,0.7647,0.6977,0.6915,0.6976,1.1357,0.4508
5419,0.4847,0.8724,0.4943,0.5684,1.1357,0.4313
5420,0.6649,0.7603,0.697,0.8236,1.1357,0.4938
5421,0.61,0.9074,0.494,0.8033,0.5679,0.5524
5422,0.6695,0.958,0.4562,0.6754,1.1348,0.5689
5423,0.6596,1.0007,0.5979,0.8603,0.7835,0.7458
5424,0.5442,1.1302,0.6253,0.6205,1.1701,1.1801
5425,0.9097,1.1171,0.5991,0.8207,1.0717,0.8045
5426,0.9018,1.1279,0.546,0.9564,0.9983,0.9329
5427,0.9368,1.1039,0.8289,0.7515,0.8676,1.296
5428,0.7331,1.0696,0.8318,0.8243,1.1965,1.0367
5429,0.7165,0.6648,0.7129,0.7384,0.9594,1.2026
5430,1.0286,1.152,0.7829,0.8187,1.207,1.2827
5431,1.0265,0.9877,0.8336,0.754,1.207,1.2964
5432,1.0186,1.1278,0.7328,0.6469,1.207,1.0375
5433,0.8762,0.9393,0.885,0.6638,1.2065,1.2977
5434,0.9666,1.1603,0.8906,0.5966,1.1636,1.1968
5435,1.0237,1.1877,0.8182,0.9349,1.1385,0.8054
5436,0.9494,0.9779,0.9709,0.9175,1.2316,0.5712
5437,0.9871,0.9317,0.9832,0.9167,1.2066,0.5589
5438,0.9788,0.821,0.9752,0.913,1.2066,0.34
5439,0.9396,0.7392,0.9699,0.9406,1.1536,0.4314
5440,0.8014,0.6318,0.7522,0.9193,1.2413,0.6342
5441,0.8321,0.6098,0.9289,0.6861,1.0039,0.3769
5442,0.7576,0.6689,0.9079,0.7403,0.8732,0.7989
5443,0.7945,0.5851,0.8194,0.8487,1.1854,0.6405
5444,0.8469,0.4275,0.707,0.6925,1.1668,0.609
5445,0.8358,0.1691,0.5498,0.7084,1.0274,0.7153
5446,0.6834,0.3585,0.5521,0.8555,0.8208,0.9208
5447,0.8788,0.3112,0.6953,0.8639,0.8941,0.9184
5448,0.8916,0.2866,0.6218,0.8636,1.21,0.9232
5449,0.74,0.5338,0.56,0.7168,1.1628,0.8482
5450,0.7881,0.4479,0.8249,0.8643,1.1206,0.8354
5451,0.7233,0.5785,0.8623,0.6413,1.1175,0.715
5452,1.0394,0.7464,0.7656,0.9142,0.9037,0.8265
5453,0.9293,0.7375,0.7305,0.7684,0.7301,0.8205
5454,1.0309,0.7632,0.7567,0.636,0.8361,0.6989
5455,0.9903,0.6317,0.6255,0.6698,0.496,0.6775
5456,0.9585,0.6296,0.7975,0.5193,0.8542,0.6301
5457,0.9537,0.7271,0.8663,0.6298,0.9145,0.8239
5458,1.0114,0.6159,0.9267,0.5035,0.7219,0.7391
5459,1.0414,0.8425,0.8444,0.5733,0.9413,0.4957
5460,1.0275,0.8258,0.8205,0.5925,0.5931,0.5058
5461,0.8912,0.8677,0.7162,0.5634,0.8174,0.4319
5462,0.8515,0.5543,0.7604,0.5251,0.7311,0.457
5463,0.9921,0.78,0.8343,0.5809,0.8226,0.341
5464,0.8364,0.4387,0.7739,0.7961,0.7018,0.7033
5465,0.9882,0.4219,0.7542,0.7414,0.8177,0.5538
5466,0.9047,0.7932,0.8322,0.7894,0.6849,0.6101
5467,0.8782,0.764,0.8392,0.7512,0.6882,0.5553
5468,0.7907,0.8573,0.7039,0.7226,0.5458,0.7551
5469,0.7863,0.7013,0.8024,0.4347,0.3477,0.7591
5470,0.6226,0.8026,0.8575,0.0256,0.568,0.974
5471,0.6661,0.792,0.8686,0.4988,0.8508,0.968
5472,0.5139,0.8055,0.7699,0.2849,0.8791,0.9649
5473,0.7671,0.6965,0.7776,0.4419,0.7583,0.9169
5474,0.7826,0.838,0.6025,0.5013,0.7054,0.7462
5475,0.7602,0.8418,0.8533,0.4985,0.4834,0.7351
5476,0.7728,0.9299,0.6293,0.8196,0.1839,0.7229
5477,0.5894,0.9161,0.9334,0.7823,0.5038,0.7136
5478,0.7195,1.04,0.7692,0.7252,0.4265,0.4754
5479,0.8483,1.0169,0.8404,0.8471,0.5364,0.6678
5480,0.8435,0.8692,0.7882,0.8455,0.6937,0.3991
5481,0.819,1.0334,0.8479,0.8363,0.6815,0.8037
5482,0.6759,1.0703,0.7011,0.5827,0.7115,0.7194
5483,0.5517,1.0348,0.7588,0.4723,0.6157,0.5405
5484,0.5517,0.9549,0.6634,0.8349,0.7258,0.3908
5485,0.478,1.0791,0.7381,0.8835,0.7491,0.7475
5486,0.4666,0.9033,0.7356,0.7936,0.6697,0.7315
5487,0.3949,0.8808,0.7289,1.1026,0.6236,0.8158
5488,0.5175,0.911,0.734,0.8312,0.3687,0.7033
5489,0.6231,0.6746,0.7299,1.1431,0.7495,0.777
5490,0.6447,0.9403,0.6414,1.1428,1.0766,0.8883
5491,0.5539,0.9567,0.7007,1.0646,1.2384,0.98
5492,0.4347,0.9507,0.8285,0.8013,1.2384,1.0169
5493,0.8066,0.9108,0.7855,1.0707,,0.7726
5494,0.764,0.8946,0.877,0.9837,,0.7717
5495,0.7939,0.8912,0.8978,1.149,,0.7276
5496,0.6529,0.7225,0.8629,1.1841,0.0,1.0188
5497,0.52,0.9614,0.7997,0.9481,1.1338,0.9978
5498,0.9526,0.8401,0.7229,1.1703,0.0001,0.9112
5499,0.9282,0.8573,0.6976,1.1602,0.906,0.8211
5500,0.9874,0.9515,0.555,1.1849,0.4532,0.8213
5501,0.6987,0.8474,0.5891,0.9471,0.6716,0.8603
5502,0.9661,0.8806,0.5379,1.1254,0.9634,0.8666
5503,0.8459,0.7357,0.5892,1.0562,0.7756,0.8218
5504,0.7992,0.681,0.2827,1.0457,0.9511,0.7726
5505,0.9456,0.7479,0.1582,0.8411,0.7518,0.8188
5506,0.6146,0.7785,0.1163,1.1848,0.8182,0.7156
5507,0.893,0.723,0.0611,1.1848,0.7719,0.6231
5508,0.7879,0.7612,0.3026,1.1848,0.7395,0.6365
5509,0.7049,0.8083,0.4309,1.1848,0.5286,0.0035
5510,0.6326,0.8428,0.2036,0.9309,0.4547,0.5951
5511,0.5086,0.7011,0.4537,1.1579,0.4792,0.5951
5512,0.6237,0.7357,0.5341,0.6693,0.4116,0.5951
5513,0.8113,0.7066,0.4975,0.9333,0.913,0.5951
5514,0.9111,0.6899,0.541,0.7374,0.6279,0.5952
5515,0.9353,0.7531,0.6,0.9627,0.8114,0.451
5516,0.8897,0.7037,0.7891,0.9528,0.88,0.7599
5517,0.9427,0.5671,0.9275,1.0583,1.1499,0.574
5518,1.0898,0.5027,0.9508,1.0479,1.0129,0.8681
5519,1.0802,0.4836,0.9678,0.7761,0.999,0.6848
5520,1.0908,0.4823,0.7646,0.7239,1.1733,0.8373
5521,0.9834,0.4225,0.8704,0.9307,1.0634,0.7813
5522,0.9041,0.3788,0.7757,0.8545,1.0751,0.762
5523,1.0524,0.3665,0.7628,1.1168,1.1272,0.5912
5524,0.9851,0.3278,0.8394,1.0112,1.0649,0.7629
5525,0.6079,0.2272,0.8009,1.067,0.8211,0.7679
5526,0.5745,0.2573,0.947,0.9819,0.9642,0.5629
5527,0.5863,0.3136,0.9003,1.0209,0.9436,0.6698
5528,0.3951,0.4786,0.9167,0.8856,0.845,0.8514
5529,0.7143,0.3067,0.8957,0.9872,1.1341,1.1353
5530,0.7859,0.5296,0.702,1.0028,1.0194,0.9304
5531,0.9778,0.4496,0.9241,0.9529,1.0865,0.8236
5532,0.8605,0.6015,0.6914,0.9546,0.9084,0.6195
5533,0.7563,0.5629,0.9828,0.9657,0.9686,0.5871
5534,0.9836,0.5799,0.9057,0.959,1.1409,0.9
5535,0.8637,0.5793,0.7761,0.7967,1.1734,0.7527
5536,1.0516,0.4998,0.9492,0.8319,1.08,0.8266
5537,1.025,0.4124,0.8845,1.0289,0.9056,0.994
5538,1.0673,0.3765,0.9667,0.8181,1.1611,1.0376
5539,1.0188,0.452,0.9824,1.0552,1.1646,0.9427
5540,0.9615,0.4183,0.9741,1.0428,1.2079,1.0029
5541,0.9593,0.4994,0.9819,1.0221,1.2086,0.9341
5542,0.8577,0.4747,0.9935,1.0147,1.2086,0.8072
5543,0.6716,0.4782,0.9798,1.0054,1.2086,0.8579
5544,0.9593,0.4968,0.8346,0.8847,0.9535,0.851
5545,0.8592,0.497,0.78,0.8131,1.1194,0.829
5546,0.7645,0.3987,0.7892,0.6367,0.9783,0.8486
5547,0.9983,0.7078,0.6733,0.5933,1.1413,0.8227
5548,0.8394,0.6866,0.665,0.5186,0.7859,0.7462
5549,0.9286,0.7219,0.7405,0.4132,1.1455,0.7917
5550,0.779,0.669,0.7516,0.3687,0.8255,0.712
5551,0.9966,0.7236,0.4703,0.2958,1.1367,0.8167
5552,1.0015,0.8197,0.7453,0.5387,1.0502,0.8324
5553,0.8835,0.7641,1.161,0.7168,1.0968,0.7016
5554,0.9866,0.7147,1.161,0.6571,1.1222,1.0605
5555,1.0388,0.9208,0.5805,0.6487,0.7487,0.9205
5556,0.9002,1.1575,1.202,0.6481,0.7163,1.0575
5557,1.0348,0.9807,1.2023,0.8648,0.9281,1.0422
5558,1.033,1.1362,1.2023,0.8453,0.7964,0.9627
5559,0.9666,0.9538,1.2023,0.8388,0.9911,0.91
5560,0.9428,1.1021,1.2023,0.7849,0.9866,0.8858
5561,0.8611,1.4345,0.401,0.7245,0.9744,1.2473
5562,0.72,0.7479,0.8845,0.8347,0.9862,1.12
5563,0.7775,0.8249,1.1683,0.7844,0.8383,1.1276
5564,0.5579,1.2015,0.9346,0.7538,0.9828,0.7398
5565,0.87,1.2039,1.1953,0.7912,1.0362,0.9514
5566,0.8326,1.1958,0.9962,0.9107,1.0827,1.0586
5567,0.6738,1.2036,1.1897,0.8542,1.1913,1.1147
5568,0.7088,0.7856,1.1897,0.7422,1.0191,1.1147
5569,0.7936,0.8998,1.1864,0.5588,1.1995,1.1147
5570,0.9509,0.9589,1.1159,0.7503,1.0284,0.8362
5571,0.9105,0.8385,1.1027,0.7094,1.05,1.1511
5572,0.82,1.0831,1.1377,0.665,0.8827,1.1443
5573,0.7871,0.919,0.8885,0.7443,0.6862,0.9363
5574,0.8179,0.807,1.1942,0.5437,0.835,0.9618
5575,0.7923,0.9279,1.1706,0.4458,0.7462,1.1597
5576,0.6239,0.8743,1.1203,0.4652,0.9558,1.2462
5577,0.5459,0.7226,1.0437,0.1428,0.7986,1.1638
5578,0.699,0.5906,0.8909,0.021,0.8296,1.0034
5579,0.696,0.6359,0.6715,0.0722,1.0332,0.9837
5580,0.686,0.4802,0.7838,0.086,0.9718,0.8601
5581,0.606,0.4324,0.7988,0.0691,0.9097,0.897
5582,0.6083,0.3746,0.8036,0.0582,0.8911,0.9014
5583,0.682,0.6292,0.7694,0.1683,0.6746,0.9542
5584,0.7063,0.5607,0.6565,0.2988,0.7764,0.7123
5585,0.7001,0.3891,0.6925,0.8233,0.7479,0.9665
5586,0.5628,0.2966,0.6782,0.817,0.8541,0.7296
5587,0.6195,0.3634,0.6283,0.6149,0.9011,1.003
5588,0.656,0.5088,0.443,0.9317,0.8504,0.7615
5589,0.8773,0.3738,0.5709,0.9258,0.7999,0.8853
5590,0.9284,0.3992,0.3367,0.878,0.6951,0.5993
5591,0.9807,0.5679,0.7681,0.726,0.5638,0.9182
5592,0.7975,0.37,0.8209,0.6423,0.6565,0.9188
5593,1.0143,0.6879,0.7919,0.8679,0.9529,0.914
5594,1.0553,0.6817,0.6895,0.8272,0.9978,0.9276
5595,0.8798,0.5913,0.7417,0.8139,0.7861,0.8037
5596,0.808,0.6816,0.6933,0.8023,0.8702,0.9135
5597,0.9398,0.5281,0.6886,0.6075,0.8283,0.9163
5598,0.8804,0.5102,0.7174,0.771,0.8477,0.9319
5599,1.0752,0.5479,0.7536,0.8302,0.7898,0.9139
5600,0.6712,0.3808,0.7313,0.6138,0.6832,0.9357
