tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
600,1,7.7,278.6,94.7,85.8,355.6
600,2,6.7,258.3,137.5,76.3,329.7
600,3,6.2,232.5,156.1,89.8,324.4
600,4,6.3,225.4,190.2,73.3,289.1
600,5,5.2,196.0,244.2,62.4,252.6
600,6,3.8,145.1,361.3,39.3,162.7
1200,1,15.2,534.3,174.2,188.7,722.5
1200,2,14.0,518.2,262.3,147.2,661.5
1200,3,13.1,492.4,274.0,176.8,670.2
1200,4,12.1,438.7,355.6,165.9,605.3
1200,5,10.9,414.0,419.0,142.6,566.6
1200,6,9.4,340.1,663.3,61.6,348.8
1800,1,23.4,848.3,252.8,257.4,1080.4
1800,2,21.8,819.2,349.4,215.2,1016.5
1800,3,20.6,760.6,388.0,248.6,1002.9
1800,4,18.8,692.1,457.4,273.9,970.9
1800,5,17.1,654.0,600.4,202.8,860.4
1800,6,15.0,541.7,908.0,124.4,597.8
2400,1,32.0,1146.8,327.7,325.8,1435.4
2400,2,29.4,1105.0,450.6,279.8,1364.3
2400,3,27.8,1029.9,528.6,306.7,1316.7
2400,4,26.0,969.0,579.3,344.7,1302.9
2400,5,23.7,881.6,773.7,275.6,1155.2
2400,6,20.8,740.0,1151.0,181.1,835.9
3000,1,39.4,1431.5,408.3,411.3,1805.0
3000,2,36.8,1378.4,560.8,345.4,1707.8
3000,3,35.6,1296.9,649.8,379.6,1641.3
3000,4,33.0,1221.6,734.8,411.5,1607.3
3000,5,29.6,1113.5,999.1,313.4,1408.4
3000,6,25.7,937.7,1438.0,224.2,1048.0
3600,1,46.2,1686.7,490.5,531.3,2190.6
3600,2,43.6,1637.5,670.1,436.1,2063.7
3600,3,42.2,1531.3,788.1,474.7,1971.1
3600,4,38.6,1443.8,937.0,483.0,1894.5
3600,5,35.2,1318.7,1232.9,373.0,1669.1
3600,6,30.3,1117.5,1740.0,272.2,1255.2
4200,1,53.6,1968.0,570.5,625.5,2561.0
4200,2,50.7,1915.8,766.9,513.5,2421.6
4200,3,49.2,1803.0,928.8,537.0,2292.6
4200,4,45.2,1670.0,1083.0,573.7,2214.0
4200,5,40.8,1542.5,1452.6,431.8,1931.5
4200,6,35.3,1305.5,2032.4,319.1,1462.6
4800,1,60.2,2238.1,642.2,744.8,2955.7
4800,2,58.7,2183.6,878.3,576.5,2751.7
4800,3,55.7,2045.6,1051.2,636.3,2639.7
4800,4,52.5,1937.6,1238.1,632.6,2514.4
4800,5,47.6,1794.5,1620.3,493.4,2232.2
4800,6,40.6,1509.3,2283.0,383.1,1710.0
5400,1,67.9,2516.8,732.9,829.6,3309.2
5400,2,65.9,2461.2,963.1,659.5,3119.6
5400,3,63.2,2319.5,1159.3,713.6,2979.6
5400,4,60.0,2216.2,1375.3,690.4,2828.8
5400,5,54.1,2021.3,1811.0,548.1,2511.0
5400,6,45.4,1687.1,2604.1,415.4,1889.1
6000,1,76.7,2835.1,787.4,899.2,3682.3
6000,2,74.2,2735.8,1061.0,727.2,3456.9
6000,3,70.6,2578.5,1291.1,785.6,3299.7
6000,4,66.5,2473.0,1548.6,743.5,3120.3
6000,5,60.4,2261.1,1970.5,622.5,2825.0
6000,6,51.2,1903.2,2874.4,444.2,2101.7
6600,1,84.7,3124.1,871.8,974.3,4036.7
6600,2,82.1,3034.2,1157.1,783.5,3805.3
6600,3,77.9,2869.8,1419.0,838.1,3625.3
6600,4,74.0,2744.7,1710.0,787.9,3414.6
6600,5,66.4,2513.4,2162.7,670.7,3111.3
6600,6,57.0,2116.7,3094.6,517.9,2369.9
7200,1,93.0,3428.7,949.2,1043.3,4394.7
7200,2,89.7,3296.0,1264.8,862.8,4145.2
7200,3,85.3,3141.8,1545.3,904.9,3951.8
7200,4,80.7,2996.5,1818.3,893.8,3770.8
7200,5,72.9,2744.4,2355.0,729.1,3388.7
7200,6,62.8,2335.1,3338.2,567.0,2607.5
7800,1,100.1,3672.9,1057.9,1146.2,4744.6
7800,2,96.0,3524.9,1389.5,965.7,4494.4
7800,3,91.6,3366.8,1732.7,976.9,4239.5
7800,4,86.0,3194.6,2046.0,964.9,4036.8
7800,5,77.8,2921.2,2624.4,793.2,3625.6
