episode,reward,picks_per_hour,dist_per_agent,congestion_rate,num_items,norm_picks,norm_distance,norm_congestion,lambda_base,beta,jobs_arrived,jobs_completed,aisle_width,centre_aisle_width,depot_count,depot_cols,shelf_start_row,shelf_end_row,cross_aisle_row,cross_aisle_on
1,0.7570583027196014,218.33333333333334,1082.5398664652914,0.3954860396515058,288,1.0,0.46662554808657036,0.7926765957340757,0.06,0.3,220.33333333333334,218.33333333333334,2,3,4,"[7, 14, 21, 28]",4,21,9,0
2,0.5751158982181975,209.33333333333334,1182.2574833920046,0.6398929447624712,240,0.9567801188546732,0.3812828212712393,0.43424254045105937,0.06,0.3,212.33333333333334,209.33333333333334,2,3,1,[17],6,20,20,0
3,0.60101108951336,228.0,1220.6834895896236,0.6010342559933043,304,1.0,0.3483961533925055,0.4912306087390211,0.06,0.3,231.0,228.0,2,1,1,[17],2,20,15,0
4,0.6064382622966986,186.0,946.1912201153364,0.6124603497356649,288,0.8055105348460292,0.5833187226300061,0.4744737126347201,0.06,0.3,214.33333333333334,186.0,2,1,2,"[11, 23]",2,19,18,0
5,0.7217766943240376,223.0,1110.8606345633596,0.44323454804182394,240,1.0,0.4423873878749188,0.7226511949039048,0.06,0.3,224.66666666666666,223.0,3,5,3,"[8, 17, 26]",3,22,7,0
6,0.6764280402957007,206.0,1063.1545352771384,0.5082655671362578,256,0.9351701782820098,0.483216367991855,0.6272801910338532,0.06,0.3,207.33333333333334,206.0,2,5,2,"[11, 23]",4,21,17,1
7,0.5950549416502666,230.0,1243.5525643243739,0.6011781988692853,288,1.0,0.3288237923818972,0.4910195098392436,0.06,0.3,234.33333333333334,230.0,2,3,1,[17],2,19,18,0
8,0.5969238159177813,214.0,1109.5880570392098,0.6499955331884101,240,0.9870340356564019,0.4434765157476262,0.4194266262414322,0.06,0.3,216.33333333333334,214.0,2,3,1,[17],2,18,16,1
9,0.6823796938763501,216.66666666666666,1079.831336464991,0.5239750445632798,272,1.0,0.468943627308787,0.6042415142092848,0.06,0.3,219.33333333333334,216.66666666666666,2,1,2,"[11, 23]",3,21,10,1
10,0.6744203449287516,230.66666666666666,1195.6590906428014,0.4868473423309332,256,1.0,0.36981313575587355,0.6586910105049737,0.06,0.3,231.66666666666666,230.66666666666666,2,1,2,"[11, 23]",6,23,15,1
11,0.7328819366901091,222.33333333333334,1128.055588631729,0.41677765843179376,240,1.0,0.4276711891440814,0.7614514498672116,0.06,0.3,224.66666666666666,222.33333333333334,3,3,3,"[8, 17, 26]",4,23,13,0
12,0.7116065590399295,225.66666666666666,1155.8100709553305,0.44089780514450294,240,1.0,0.4039176812299796,0.7260781366773391,0.06,0.3,228.0,225.66666666666666,2,1,3,"[8, 17, 26]",7,23,19,1
13,0.5972471851426835,216.66666666666666,1226.269808822494,0.6050054891255972,240,1.0,0.3436151354451505,0.4854066112728458,0.06,0.3,221.66666666666666,216.66666666666666,2,1,1,[17],7,23,16,1
14,0.6893731930933586,227.0,1162.5753906243153,0.47583762886597936,240,1.0,0.39812762280175934,0.6748372656320772,0.06,0.3,230.33333333333334,227.0,3,5,3,"[8, 17, 26]",3,22,19,0
15,0.5664886851627833,160.33333333333334,774.9646271890682,0.6704087251540934,256,0.6391139924365209,0.729861979418484,0.3894897340157047,0.06,0.3,220.0,160.33333333333334,2,1,4,"[7, 14, 21, 28]",4,21,18,1
16,0.5412762007804868,165.33333333333334,852.2687311883047,0.6961305185951384,240,0.671528903295516,0.6637017237621594,0.35176753165796043,0.06,0.3,215.0,165.33333333333334,3,1,3,"[8, 17, 26]",4,23,19,0
17,0.7447375942310789,218.66666666666666,1087.271651882801,0.41441794620494393,304,1.0,0.46257587780080656,0.7649120772270922,0.06,0.3,221.66666666666666,218.66666666666666,2,1,4,"[7, 14, 21, 28]",4,22,14,0
18,0.7142642824880001,208.0,1052.9630809856453,0.45485817867221456,256,0.9481361426256077,0.491938663271826,0.7056046017969252,0.06,0.3,210.66666666666666,208.0,2,1,3,"[8, 17, 26]",5,22,15,1
19,0.5763637130672046,181.0,907.3145839025798,0.6641664839810842,256,0.773095623987034,0.6165910595155006,0.39864427004111064,0.06,0.3,212.0,181.0,2,1,2,"[11, 23]",3,18,5,0
20,0.7143421341102321,208.33333333333334,1033.759182880474,0.46423583835209914,240,0.9502971366828742,0.5083742047567733,0.6918518291958443,0.06,0.3,212.66666666666666,208.33333333333334,3,5,3,"[8, 17, 26]",2,21,11,0
21,0.7559276643507684,221.0,1102.112435803708,0.3888468332071663,240,1.0,0.4498744815287901,0.8024132997303285,0.06,0.3,223.33333333333334,221.0,3,5,4,"[7, 14, 21, 28]",2,23,11,1
22,0.5602750406548153,200.0,1240.3596000137431,0.6088175591804548,320,0.8962722852512156,0.33155647181499603,0.4798160338373793,0.06,0.3,207.33333333333334,200.0,2,5,1,[17],4,23,13,0
23,0.6021947245756386,220.0,1100.8609056823661,0.6514608887695108,240,1.0,0.4509455961075243,0.4172776143584534,0.06,0.3,223.0,220.0,2,1,1,[17],3,18,18,1
24,0.7099045527888914,208.0,1137.2932073619638,0.4253802478345559,240,0.9481361426256077,0.4197652283317807,0.7488353537541874,0.06,0.3,210.66666666666666,208.0,2,3,3,"[8, 17, 26]",8,22,13,0
25,0.5426882147863605,192.0,1178.929572897304,0.6391610003457416,256,0.8444084278768234,0.3841309935899163,0.43531597086584656,0.06,0.3,216.0,192.0,2,1,1,[17],8,23,13,0
26,0.6822535931333944,212.33333333333334,1051.3998675786734,0.5244774003180624,304,0.9762290653700703,0.493276530128826,0.6035047862093138,0.06,0.3,219.33333333333334,212.33333333333334,2,1,4,"[7, 14, 21, 28]",4,22,11,0
27,0.6707953587486576,218.66666666666666,1185.5847706704835,0.4974361657597321,304,1.0,0.378435182328443,0.6431620101253117,0.06,0.3,220.66666666666666,218.66666666666666,2,1,2,"[11, 23]",3,23,6,1
28,0.7023758217156708,211.0,1164.443981616975,0.4362772212320488,240,0.9675850891410048,0.3965284003621242,0.7328544371618302,0.06,0.3,212.66666666666666,211.0,2,3,3,"[8, 17, 26]",8,23,23,1
29,0.6615744757935382,214.33333333333334,1051.6931779570625,0.5662312770639597,288,0.9891950297136684,0.4930255021934777,0.542270790553486,0.06,0.3,227.0,214.33333333333334,2,1,3,"[8, 17, 26]",4,21,4,0
30,0.5885194732362695,230.33333333333334,1268.0966267182087,0.6015765866452084,240,1.0,0.30781790318826613,0.4904352556994741,0.06,0.3,235.33333333333334,230.33333333333334,3,3,1,[17],4,23,11,0
