tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
4113,0.2146,0.5521,0.6102,0.3221,0.5009,0.6304,0.9623,0.8976
4114,0.2259,0.3897,0.5404,0.3089,0.0809,0.5438,1.0741,0.7062
4115,0.2862,0.1638,0.4483,0.2276,0.3124,0.537,1.088,0.6613
4116,0.3048,0.0999,0.3722,0.6841,0.2558,0.4077,1.0881,0.4842
4117,0.3024,0.0478,0.5194,0.6986,0.4833,0.5082,1.0807,0.8403
4118,0.2213,0.0334,0.5172,0.5342,0.4738,0.4497,0.7311,0.9382
4119,0.241,0.0177,0.4599,0.3448,0.522,0.4722,0.3469,0.8903
4120,0.1911,0.059,0.6509,0.4323,0.5271,0.4409,0.3056,0.934
4121,0.357,0.0429,0.4143,0.5284,0.3956,0.4363,0.2179,0.8337
4122,0.3603,0.2809,0.6185,0.6368,0.4332,0.4893,0.2518,0.7874
4123,0.3472,0.3033,0.6105,0.5402,0.4622,0.4166,0.1226,0.767
4124,0.3546,0.2782,0.5389,0.52,0.2434,0.269,0.0764,0.7104
4125,0.3712,0.5887,0.6094,0.5151,0.4957,0.4791,0.0588,0.4663
4126,0.2908,0.4531,0.5679,0.4001,0.5426,0.4131,0.0963,0.3586
4127,0.2045,0.2803,0.5388,0.3608,0.5564,0.5801,0.0338,0.48
4128,0.2138,0.3372,0.5054,0.3259,0.4647,0.574,0.2802,0.2743
4129,0.2244,0.3257,0.4646,0.3921,0.5595,0.4534,0.3476,0.4725
4130,0.0534,0.5405,0.3463,0.2305,0.6316,0.4001,0.4037,0.4796
4131,0.2057,0.5135,0.2417,0.195,0.6404,0.424,0.5424,0.7195
4132,0.2042,0.299,0.3885,0.2793,0.6414,0.3998,0.5367,0.7264
4133,0.2216,0.4948,0.4196,0.2973,0.6168,0.4227,0.5806,0.6823
4134,0.1585,0.4955,0.4465,0.4754,0.5326,0.3471,0.6012,0.6723
4135,0.0691,0.5371,0.3748,0.471,0.4446,0.5307,0.5574,0.1482
4136,0.0762,0.5027,0.497,0.4326,0.4537,0.49,0.7018,0.653
4137,0.0666,0.3619,0.511,0.5924,0.4328,0.4821,0.7274,0.5907
4138,0.0546,0.6717,0.5129,0.5421,0.4039,0.549,0.7337,0.6013
4139,0.0598,0.7247,0.4972,0.5202,0.4227,0.5592,0.6995,0.5795
4140,0.1051,0.7013,0.3765,0.3891,0.1763,0.5463,0.6034,0.6042
4141,0.2774,0.5478,0.3906,0.4457,0.2712,0.47,0.5069,0.5813
4142,0.2218,0.6447,0.3719,0.4366,0.1719,0.4357,0.5779,0.4906
4143,0.2313,0.889,0.4291,0.3521,0.1134,0.3594,0.4262,0.5471
4144,0.2434,0.9199,0.4297,0.3831,0.055,0.3049,0.3623,0.4617
4145,0.2347,0.9434,0.3659,0.3006,0.0878,0.3168,0.3822,0.2022
4146,0.2405,1.0821,0.3822,0.3623,0.2399,0.297,0.4136,0.6021
4147,0.2127,0.9626,0.4027,0.3319,0.2752,0.2461,0.1645,0.4582
4148,0.2721,0.8996,0.2665,0.2517,0.1209,0.1773,0.3306,0.4749
4149,0.3006,1.1315,0.1641,0.1549,0.2604,0.2835,0.3577,0.5102
4150,0.2786,0.8428,0.1479,0.1064,0.2506,0.295,0.3664,0.5073
4151,0.4085,1.2798,0.0924,0.0767,0.2632,0.0895,0.3786,0.5713
4152,0.3491,0.9178,0.0982,0.0754,0.2656,0.2055,0.3846,0.4149
4153,0.307,0.9408,0.0891,0.1106,0.4146,0.2466,0.3697,0.1989
4154,0.2243,1.1715,0.0807,0.0943,0.4076,0.2414,0.364,0.0815
4155,0.2165,1.1107,0.0644,0.0734,0.3967,0.254,0.3316,0.0334
4156,0.2091,1.1787,0.0731,0.0371,0.5518,0.1403,0.3714,0.0848
4157,0.2378,1.1787,0.0901,0.0511,0.6038,0.2173,0.3723,0.0816
4158,0.192,1.094,0.2464,0.0521,0.5913,0.2423,0.3468,0.0822
4159,0.2188,0.6349,0.2289,0.0994,0.5698,0.2542,0.349,0.1066
4160,0.191,0.9986,0.2086,0.1638,0.5605,0.2421,0.3746,0.1179
4161,0.2959,0.847,0.3268,0.1305,0.7005,0.244,0.3813,0.0599
4162,0.3494,0.6744,0.3091,0.116,0.7087,0.2439,0.3678,0.0866
4163,0.4129,0.865,0.3273,0.1564,0.719,0.2655,0.0807,0.0548
4164,0.1454,0.897,0.3703,0.2073,0.7178,0.2681,0.0906,0.1115
4165,0.4412,0.5831,0.1973,0.2046,0.5872,0.2772,0.0702,0.1644
4166,0.5031,0.5668,0.2629,0.2618,0.7466,0.2772,0.0465,0.0681
4167,0.4747,0.8779,0.2885,0.231,0.6278,0.2225,0.0445,0.0471
4168,0.4429,1.1615,0.4228,0.1137,0.5981,0.4139,0.0677,0.1192
4169,0.4253,1.1615,0.4037,0.2214,0.7248,0.4667,0.3276,0.0792
4170,0.3472,1.1615,0.3022,0.2708,0.7545,0.4263,0.348,0.1102
4171,0.243,0.8712,0.2602,0.2055,0.7361,0.3752,0.3441,0.1228
4172,0.2891,1.1563,0.2634,0.2345,0.5257,0.4481,0.3143,0.1034
4173,0.3789,1.1468,0.2746,0.2409,0.7645,0.436,0.2759,0.1082
4174,0.4136,1.1468,0.2812,0.2472,0.8163,0.0658,0.5071,0.0415
4175,0.5145,0.7663,0.2365,0.1605,0.8178,0.061,0.5183,0.0775
4176,0.4125,1.2428,0.3282,0.0793,0.6673,0.0578,0.513,0.0293
4177,0.4039,1.2428,0.3937,0.0645,0.6202,0.0651,0.5142,0.0727
4178,0.1785,1.2428,0.3067,0.0639,0.7319,0.0417,0.5116,0.0952
4179,0.2301,1.2562,0.2712,0.0639,0.5843,0.0772,0.5087,0.128
4180,0.2686,1.2562,0.2274,0.2252,0.7165,0.0589,0.722,0.0306
4181,0.0575,0.8624,0.3661,0.2221,0.785,0.0361,0.6337,0.063
4182,0.0671,1.2146,0.406,0.2166,0.7941,0.0858,0.552,0.0657
4183,0.0965,0.8584,0.3681,0.2006,0.6888,0.12,0.574,0.1101
4184,0.0498,0.9519,0.379,0.3072,0.5987,0.0556,0.4959,0.0658
4185,0.109,0.9834,0.3961,0.3234,0.4834,0.3532,0.537,0.0357
4186,0.1176,1.0041,0.3626,0.377,0.5156,0.4727,0.4619,0.1125
4187,0.3679,1.061,0.1861,0.4382,0.341,0.481,0.5133,0.1773
4188,0.3221,0.9915,0.1205,0.4015,0.6819,0.4069,0.5221,0.3566
4189,0.594,1.0518,0.0756,0.3003,0.6947,0.4414,0.2219,0.3031
4190,0.6292,0.9427,0.072,0.3724,0.7243,0.4862,0.3855,0.3158
4191,0.6847,0.9508,0.0856,0.3047,0.7413,0.4415,0.4256,0.1116
4192,0.5184,0.9466,0.129,0.2838,0.7013,0.2945,0.391,0.0878
4193,0.4388,0.6114,0.1547,0.396,0.6165,0.2929,0.3172,0.0655
4194,0.4508,0.7779,0.1739,0.3449,0.7081,0.2681,0.5117,0.4671
4195,0.3392,0.6367,0.2397,0.3496,0.5877,0.2855,0.5222,0.4372
4196,0.3307,0.8333,0.2291,0.2581,0.8177,0.2629,0.5184,0.4103
4197,0.3541,0.7356,0.2089,0.2239,0.7942,0.3237,0.4266,0.6844
4198,0.4548,0.5204,0.328,0.1895,0.7291,0.3151,0.513,0.6346
4199,0.4396,0.6106,0.525,0.1344,0.7119,0.3288,0.4611,0.6196
4200,0.3126,0.6715,0.5342,0.183,0.7274,0.3289,0.3817,0.6907
4201,0.4611,0.7131,0.5194,0.1039,0.7236,0.3098,0.2596,0.6058
4202,0.4713,0.6658,0.5436,0.3591,0.7314,0.4005,0.1562,0.6035
4203,0.5914,0.6209,0.5341,0.4928,0.7401,0.2659,0.1423,0.6455
4204,0.5108,0.7141,0.4734,0.4801,0.6903,0.3911,0.082,0.6002
4205,0.5348,0.6371,0.4713,0.4977,0.4413,0.4143,0.0798,0.6869
4206,0.4865,0.638,0.3754,0.4019,0.6053,0.4309,0.081,0.6884
4207,0.4502,0.7355,0.4763,0.6282,0.806,0.0651,0.0545,0.5986
4208,0.489,0.6779,0.4752,0.6125,0.678,0.0632,0.0828,0.5576
4209,0.3851,0.6142,0.3933,0.5602,0.6769,0.0328,0.0585,0.5363
4210,0.393,0.6065,0.4399,0.6242,0.6961,0.0466,0.1619,0.608
4211,0.3825,0.6061,0.3083,0.4835,0.6985,0.0557,0.2249,0.4547
4212,0.3797,0.5422,0.3178,0.3367,0.6808,0.0348,0.2321,0.3905
4213,0.239,0.5579,0.3692,0.2105,0.7085,0.0635,0.0786,0.6089
4214,0.2497,0.4481,0.4057,0.189,0.69,0.408,0.0545,0.6484
4215,0.2732,0.3009,0.4864,0.1024,0.6726,0.4114,0.0338,0.4085
4216,0.3027,0.4008,0.5827,0.0677,0.4875,0.4739,0.0662,0.3205
4217,0.3137,0.3896,0.5702,0.0717,0.8253,0.3096,0.0882,0.4543
4218,0.1302,0.3703,0.4628,0.0861,0.7819,0.648,0.1203,0.5107
4219,0.1625,0.2736,0.4918,0.0982,0.7622,0.6953,0.129,0.671
4220,0.4549,0.7686,0.5966,0.067,0.7744,0.6268,0.139,0.7959
4221,0.4199,0.6677,0.5853,0.1073,0.786,0.4644,0.087,0.7678
4222,0.5276,0.3879,0.6026,0.2812,0.7727,0.3073,0.0888,0.5679
4223,0.4942,0.7251,0.6705,0.4926,0.5054,0.521,0.1306,0.4932
4224,0.6041,0.5317,0.5355,0.5808,0.3508,0.5383,0.1299,0.8132
4225,0.6259,0.6446,0.386,0.4669,0.3158,0.5866,0.1169,0.9356
4226,0.6456,0.6315,0.3541,0.4388,0.3022,0.5375,0.0483,0.9162
4227,0.5682,0.8207,0.246,0.4322,0.3247,0.5384,0.1172,0.9102
4228,0.5663,0.8609,0.5332,0.3638,0.3138,0.5792,0.1555,0.9362
4229,0.5669,0.8608,0.5118,0.3799,0.3527,0.4768,0.0454,0.9295
4230,0.5741,0.8609,0.7105,0.4509,0.315,0.5885,0.04,0.891
4231,0.622,0.8616,0.7964,0.4133,0.327,0.5202,0.0334,0.718
4232,0.5729,0.781,0.793,0.3096,0.2948,0.6826,0.0795,0.8988
4233,0.429,0.6851,0.7905,0.1186,0.362,0.6452,0.0701,0.832
4234,0.394,0.6022,0.4858,0.0546,0.5941,0.6643,0.0886,0.7813
4235,0.3916,0.6438,0.8269,0.2055,0.5146,0.548,0.0828,0.8172
4236,0.3831,0.615,0.9135,0.4993,0.5003,0.5686,0.0997,0.8123
4237,0.2017,0.539,0.8939,0.4225,0.4696,0.5583,0.0809,0.8184
4238,0.3394,0.5626,0.7678,0.4689,0.4711,0.4933,0.0485,0.5755
4239,0.3347,0.5436,0.7744,0.4403,0.4533,0.4342,0.0751,0.7301
4240,0.2518,0.5415,0.7884,0.433,0.4808,0.4543,0.1159,0.369
4241,0.2049,0.5341,0.61,0.4961,0.5624,0.3475,0.3004,0.5856
4242,0.3707,0.2824,0.5759,0.6218,0.556,0.3816,0.4451,0.6992
4243,0.3267,0.6789,0.6594,0.4994,0.5739,0.5934,0.4714,0.4411
4244,0.5544,0.5709,0.5892,0.4895,0.4545,0.533,0.4977,0.8392
4245,0.5649,0.5538,0.6505,0.6319,0.5784,0.437,0.4992,0.8767
4246,0.6182,0.6253,0.654,0.5403,0.7866,0.5613,0.4963,0.8243
4247,0.474,0.5894,0.7385,0.6215,0.6666,0.6612,0.5071,0.8274
4248,0.7238,0.6255,0.7408,0.6679,0.7163,0.7771,0.5037,0.6385
4249,0.6583,0.5348,0.5876,0.6986,0.7249,0.6944,0.4194,0.9155
4250,0.5639,0.572,0.6782,0.6677,0.6276,0.6586,0.5179,0.9618
4251,0.7243,0.4846,0.6836,0.6832,0.5178,0.3923,0.7697,1.1771
4252,0.5972,0.446,0.6419,0.905,0.4804,0.419,0.6823,1.1771
4253,0.5036,0.5616,0.5164,0.9511,0.4196,0.4383,0.6971,1.1771
4254,0.4309,0.427,0.5963,0.9482,0.4751,0.3309,0.7014,1.1297
4255,0.3585,0.5581,0.6347,0.9644,0.6597,0.6676,0.7953,1.1297
4256,0.3014,0.5752,0.6247,0.9444,0.5501,0.6216,0.8061,1.1297
4257,0.2331,0.5631,0.8027,0.9156,0.5812,0.5731,0.7051,1.1297
4258,0.451,0.5673,0.7928,0.9585,0.4852,0.3276,0.8296,1.1297
4259,0.4488,0.3659,0.7039,0.8287,0.5836,0.419,0.8484,1.1297
4260,0.4384,0.5151,0.7237,0.8952,0.5635,0.8787,0.8232,1.0008
4261,0.3983,0.6904,0.7198,0.7965,0.7402,0.7316,0.726,1.0205
4262,0.4191,0.5841,0.7698,0.9952,0.6751,0.7706,0.8202,1.1297
4263,0.3463,0.7026,0.5742,1.0238,0.8134,0.9821,0.7818,1.1261
4264,0.6229,0.569,0.655,0.9886,0.8194,0.9651,0.8213,0.527
4265,0.5024,0.7536,0.3961,1.0144,1.197,0.9811,0.8287,1.272
4266,0.4439,0.7277,0.5063,0.8846,1.197,0.9799,0.8709,1.272
4267,0.4777,0.7823,0.6471,0.5178,0.798,0.8893,0.7757,1.272
4268,0.665,0.8374,0.7064,0.4068,1.2095,0.7018,0.5445,1.272
4269,0.6229,0.7424,0.6685,0.5028,1.0682,0.8493,0.5576,1.272
4270,0.6266,0.8267,0.6853,0.0599,1.1626,0.3545,0.5449,1.272
4271,0.5023,0.808,0.6308,0.144,1.0865,0.6504,0.2933,0.9074
4272,0.4925,0.8078,0.5595,0.1541,1.0839,0.7201,0.1017,1.1274
4273,0.4612,0.7263,0.5696,0.066,1.087,0.7314,0.5786,1.272
4274,0.3425,0.9734,0.5084,0.1309,1.0869,0.7261,0.57,1.272
4275,0.3134,0.9309,0.4748,0.5801,0.84,0.7129,0.4335,0.636
4276,0.518,0.8834,0.4552,0.8225,0.5437,0.583,0.3077,1.1841
4277,0.5188,0.978,0.4334,0.5819,0.8504,0.4259,0.6038,1.1841
4278,0.5019,0.6898,0.3631,0.8774,1.0716,0.6527,0.6835,1.1825
4279,0.5314,0.9124,0.3443,1.1583,1.074,0.5403,0.8283,1.0881
4280,0.3678,0.872,0.3385,0.8896,0.4312,0.6072,0.7225,1.0918
4281,0.5684,0.6951,0.3457,0.9002,0.9418,0.4935,0.6976,0.5965
4282,0.5887,0.8053,0.3201,0.924,0.9192,0.391,0.6944,1.0789
4283,0.5995,0.7913,0.323,0.8804,1.1594,0.4551,0.699,1.0962
4284,0.2105,0.8082,0.1078,0.8675,1.0711,0.7299,0.7103,1.0962
4285,0.3899,0.5947,0.0674,0.8196,1.1621,0.4193,0.6704,
4286,0.6646,0.5928,0.0666,0.7869,1.1682,0.631,0.6917,
4287,0.653,0.6853,0.0759,0.7822,1.1734,0.552,0.6417,
4288,0.6295,0.5096,0.2376,0.895,1.1906,0.8218,0.4943,
4289,0.904,0.7275,0.4762,0.861,1.1906,0.5121,0.5369,
4290,0.7445,0.6248,0.4542,0.929,1.1668,1.0232,0.4428,
4291,0.9671,0.7791,0.4282,0.9438,0.8941,1.0353,0.2377,
4292,1.3123,0.6485,0.3788,0.6548,0.915,0.8541,0.1275,
4293,1.3194,0.7179,0.6093,0.9744,0.7043,0.7363,0.0845,
4294,0.8088,0.6884,0.5267,0.8478,0.8508,0.979,0.0434,
4295,0.9928,0.6922,0.8151,0.7734,0.8102,0.7207,0.1229,0.0003
4296,0.8708,0.6473,0.8089,0.9999,0.8938,0.8936,0.0936,1.0962
4297,0.8797,0.6588,0.7236,0.8528,0.7593,0.6744,0.0916,1.0962
4298,0.8916,0.6869,0.7444,0.9235,0.5565,0.8088,0.0303,1.0962
4299,0.8726,0.6367,0.6369,1.0525,0.7942,0.6717,0.0346,1.0962
4300,0.8721,0.4575,0.6887,1.0391,0.8727,0.7392,0.047,1.0962
4301,0.8833,0.4653,0.5778,0.961,0.8727,0.7396,0.0703,
4302,0.4512,0.3219,0.6544,0.9566,0.8566,0.6606,0.0517,
4303,0.6998,0.2655,0.7251,0.8953,0.8932,0.6152,0.1782,
4304,0.8313,0.1606,0.7496,0.8822,0.7811,0.8941,0.0441,
4305,0.9373,0.1879,0.7024,0.9005,0.762,0.744,0.195,
4306,0.812,0.1321,0.7089,0.7262,0.755,1.0253,0.0807,
4307,0.9979,0.2698,0.696,0.6717,0.7306,0.8503,0.0696,
4308,0.8499,0.2554,0.5885,0.8025,0.3041,0.7445,0.0683,
4309,0.9659,0.2075,0.5231,0.7232,0.9727,0.7315,0.0802,
4310,0.909,0.1785,0.6893,0.5877,0.9576,0.5253,0.1202,
4311,0.9106,0.3293,0.5904,0.0404,0.8062,0.2348,0.0976,
4312,0.8614,0.3009,0.811,0.7047,0.6143,0.6277,0.0836,
4313,0.8234,0.5332,0.8645,0.5401,0.5352,0.6566,0.0621,0.0106
4314,0.7827,0.4715,0.7096,0.7842,0.5204,0.6273,0.0696,1.1626
4315,0.7191,0.449,0.6207,0.7827,0.4101,0.507,0.029,1.1631
4316,0.6402,0.4055,0.6353,0.7878,0.3388,0.6175,0.0668,1.1631
4317,0.5477,0.4229,0.8081,0.7021,0.3405,0.7035,0.047,1.1631
4318,0.3988,0.4315,0.8542,0.6497,0.3045,0.5683,0.4183,1.1631
4319,0.4672,0.4045,0.8613,0.723,0.3419,0.4804,0.4452,1.1631
4320,0.4945,0.3939,0.6547,0.6108,0.2862,0.4656,0.3329,1.1631
4321,0.4471,0.4085,0.7221,0.6044,0.2422,0.4888,0.6131,1.1631
4322,0.2547,0.3768,0.4859,0.7971,0.4143,0.6159,0.6305,1.1631
4323,0.2397,0.315,0.601,0.7283,0.4585,0.5832,0.6363,1.0397
4324,0.2557,0.1307,0.7909,0.4577,0.3353,0.664,0.519,1.1616
4325,0.3264,0.2478,0.7531,0.4614,0.1873,0.6098,0.6067,0.8354
4326,0.316,0.2489,0.6415,0.425,0.1693,0.4192,0.5962,0.8082
4327,0.2366,0.1112,0.7509,0.4773,0.1101,0.4538,0.5963,1.1631
4328,0.4187,0.1906,0.454,0.4714,0.0837,0.0211,0.582,1.1631
4329,0.5249,0.3002,0.7744,0.4832,0.098,0.6352,0.6172,1.1631
4330,0.5467,0.3373,0.6394,0.565,0.0985,0.6204,0.5366,1.1631
4331,0.4439,0.3345,0.8157,0.4889,0.0715,0.6244,0.4591,1.1631
4332,0.5494,0.4005,0.7691,0.6263,0.0875,0.6447,0.4773,1.1631
4333,0.5531,0.2674,0.9467,0.6532,0.0808,0.6343,0.4522,1.1631
4334,0.5158,0.2737,0.8399,0.5578,0.1042,0.6626,0.4721,0.6602
4335,0.4477,0.2059,0.9958,0.6727,0.0975,0.6574,0.1463,0.6124
4336,0.3722,0.3911,0.9893,0.6223,0.1006,0.6528,0.249,0.6078
4337,0.3425,0.3236,0.9801,0.5724,0.2058,0.6483,0.6399,0.5998
4338,0.3801,0.3286,0.9761,0.5602,0.2182,0.5066,0.6446,0.6313
4339,0.2648,0.3176,0.8365,0.4207,0.198,0.7516,0.61,0.6073
4340,0.324,0.2518,0.976,0.2702,0.3456,0.8374,0.5956,0.6163
4341,0.3408,0.2649,1.1793,0.308,0.366,0.7526,0.3286,0.6603
4342,0.3007,0.2458,1.1646,0.2997,0.3783,0.6689,0.5204,0.5927
4343,0.2743,0.417,1.1792,0.4884,0.3614,0.567,0.5907,0.5356
4344,0.4222,0.6478,1.0845,0.505,0.5485,0.6322,0.7439,1.1576
4345,0.3125,0.7091,1.0095,0.4989,0.5537,0.5293,0.498,1.236
4346,0.2525,0.6149,1.1152,0.4583,0.528,0.5314,0.6856,1.236
4347,0.3456,0.5183,1.1114,0.5643,0.527,0.7666,0.4805,1.236
4348,0.3548,0.6474,0.9429,0.579,0.5438,0.7363,0.3724,1.236
4349,0.2751,0.55,0.7967,0.5199,0.5479,0.748,0.3943,1.236
4350,0.3661,0.5776,0.8468,0.4413,0.5408,0.7335,0.3754,1.0079
4351,0.3507,0.5634,0.9116,0.4835,0.5537,0.6729,0.4073,0.1088
4352,0.3712,0.4504,0.8136,0.4745,0.5738,0.4312,0.2213,0.8749
4353,0.3545,0.397,0.7515,0.4978,0.4537,0.5125,0.1605,0.384
4354,0.381,0.4726,0.6355,0.5419,0.2702,0.5609,0.3,1.1996
4355,0.4276,0.4678,0.6819,0.4676,0.2507,0.7984,0.108,1.1996
4356,0.349,0.2737,0.7434,0.4937,0.6681,0.7629,0.1634,1.1996
4357,0.2651,0.2157,0.6007,0.5123,0.7248,0.6741,0.0864,1.1996
4358,0.2295,0.3654,0.3013,0.5171,0.7912,0.6274,0.246,1.1996
4359,0.2425,0.4096,0.183,0.3998,0.9322,0.541,0.7775,0.8097
4360,0.2209,0.3977,0.8923,0.4393,0.8986,0.4728,0.9108,1.1648
4361,0.0763,0.2759,0.8339,0.2898,0.8792,0.4767,0.7158,1.1651
4362,0.0869,0.3282,0.5965,0.4833,0.7857,0.3956,0.506,1.1651
4363,0.0274,0.4871,0.7359,0.4819,0.6721,0.4676,0.5952,1.1651
4364,0.0857,0.5276,0.8966,0.4406,0.6242,0.4365,0.5456,1.1651
4365,0.1038,0.4544,0.7745,0.3151,0.9583,0.5358,0.7312,1.1651
4366,0.0652,0.3541,0.8267,0.5207,0.905,0.488,0.7465,1.1651
4367,0.3698,0.3952,0.6382,0.527,0.8432,0.4193,0.656,1.1028
4368,0.4317,0.5146,0.7063,0.4906,0.8664,0.426,0.5804,1.1277
4369,0.394,0.4321,0.8492,0.3867,0.8065,0.6921,0.6099,1.1297
4370,0.3506,0.2976,0.7604,0.5199,0.68,0.7334,0.6265,1.1051
4371,0.4718,0.3615,0.7572,0.6954,0.7091,0.6832,0.6404,1.1242
4372,0.4718,0.3832,0.7744,0.56,0.6532,0.6765,0.6144,0.9839
4373,0.4032,0.3379,0.7458,0.5962,0.6746,0.6615,0.6261,1.0962
4374,0.4528,0.4139,0.6775,0.5274,0.3878,0.7746,0.4897,
4375,0.8235,0.3723,0.6552,0.6052,0.5979,0.5871,0.6074,
4376,0.7257,0.3765,0.4296,0.58,0.6876,0.5654,0.6141,
4377,0.7097,0.3634,0.4912,0.4266,0.7966,0.0087,0.3829,0.0001
4378,0.665,0.2578,0.591,0.299,0.6885,0.384,0.2814,1.236
4379,0.6376,0.4665,0.578,0.246,0.6684,0.8781,0.65,1.236
4380,0.4826,0.2764,0.4486,0.4167,0.615,0.8508,0.7362,1.236
4381,0.5389,0.4659,0.5019,0.3992,0.6037,0.8471,0.6921,1.236
4382,0.4314,0.4615,0.636,0.3606,0.6782,0.6148,0.7568,1.236
4383,0.3065,0.52,0.6434,0.3129,0.75,0.5198,0.7032,1.236
4384,0.4886,0.5267,0.7778,0.4182,0.6935,0.4322,0.56,0.6182
4385,0.5325,0.501,0.8101,0.4656,0.5255,0.3556,0.3301,1.1661
4386,0.6114,0.4694,0.8253,0.4121,0.4837,0.6674,0.4084,1.1661
4387,0.6155,0.3903,0.8003,0.3987,0.5007,0.4905,0.3377,1.236
4388,0.2902,0.3856,0.732,0.4155,0.5164,0.5804,0.7604,1.236
4389,0.4336,0.5272,0.7123,0.4229,0.5277,0.76,0.7744,1.236
4390,0.3357,0.4648,0.7357,0.3594,0.2726,0.7769,0.7574,1.236
4391,0.3517,0.3703,0.7434,0.5323,0.2624,0.8404,1.0036,1.2306
4392,0.2289,0.3927,0.6917,0.4281,0.1069,0.6934,0.8308,0.7285
4393,0.4546,0.3197,0.6239,0.5284,0.1151,0.7629,0.8342,0.4701
4394,0.6754,0.5323,0.7326,0.4331,0.1065,0.8537,0.9806,0.2119
4395,0.5956,0.516,0.5677,0.3082,0.4069,0.817,0.6751,0.6237
4396,0.4942,0.5011,0.7033,0.2997,0.6324,0.6437,0.4294,0.7846
4397,0.3722,0.5723,0.7333,0.5128,0.6316,0.7093,0.8531,0.797
4398,0.1704,0.4442,0.5736,0.4484,0.6368,0.4614,0.9598,0.8049
4399,0.5031,0.2887,0.7024,0.4794,0.519,0.9372,0.99,0.8476
4400,0.5056,0.3544,0.5212,0.4959,0.5957,0.7944,0.8442,0.8146
4401,0.5046,0.3229,0.66,0.3772,0.6435,0.6824,0.5558,0.7064
4402,0.5082,0.3017,0.6498,0.4116,0.552,0.9564,0.8255,0.8403
4403,0.4301,0.3452,0.5769,0.3854,0.6154,0.8865,0.8075,0.7111
4404,0.6498,0.2984,0.7241,0.3095,0.7006,0.7972,0.8023,0.8435
4405,0.5556,0.3218,0.6123,0.3259,0.68,0.9117,0.8051,0.8444
4406,0.6419,0.6401,0.6999,0.5485,0.694,1.4537,0.8027,0.8063
4407,0.525,0.6939,0.7073,0.5526,0.545,1.4537,0.7169,0.8579
4408,0.6297,0.3841,0.7603,0.5444,0.4097,0.7631,0.6937,0.8713
4409,0.5728,0.8181,0.7176,0.5322,0.5074,0.6114,1.0469,0.9293
4410,0.4662,0.8261,0.5514,0.5039,0.4622,1.1323,0.5556,0.8439
4411,0.3574,0.6776,0.607,0.4232,0.4637,1.1426,1.1212,0.5448
4412,0.4163,0.7284,0.5334,0.4785,0.4724,1.1426,1.0084,0.8943
4413,0.3922,0.7868,0.5164,0.5719,0.6515,1.1426,1.1822,0.5773
4414,0.3201,0.6733,0.509,0.457,0.6049,1.1426,1.191,0.3605
4415,0.4341,0.7982,0.3847,0.6751,0.5498,1.1426,1.1918,0.6175
4416,0.3294,0.8021,0.5345,0.6398,0.6727,0.7894,1.1918,0.6593
4417,0.3189,0.8034,0.5171,0.6052,0.8034,0.8315,1.1918,0.6542
4418,0.2083,0.7751,0.5324,0.6696,0.7194,0.9358,1.1918,0.7077
4419,0.2261,0.7765,0.5512,0.5305,0.7767,1.0497,1.1918,0.8094
4420,0.1971,0.7414,0.5437,0.2863,0.8482,0.8859,1.1918,0.6156
4421,0.3414,0.6047,0.5492,0.2658,0.8291,1.0953,1.1197,0.6509
4422,0.3535,0.4022,0.4728,0.315,0.5815,1.2654,,0.6837
4423,0.344,0.3975,0.5774,0.286,0.8411,1.226,0.0001,0.4412
4424,0.2878,0.5441,0.4968,0.3194,0.8939,1.1115,0.9966,0.8348
4425,0.2284,0.4604,0.4011,0.1691,0.6696,1.2829,0.9966,0.609
4426,0.2235,0.656,0.6116,0.129,0.7212,1.2829,0.989,0.6033
4427,0.3232,0.6442,0.5984,0.1562,0.7125,1.2829,0.553,0.598
4428,0.3092,0.6735,0.4211,0.1346,0.472,1.2052,0.1671,0.6106
4429,0.4781,0.5684,0.5952,0.1076,0.8687,1.3735,0.1112,0.7767
4430,0.4687,0.4633,0.5523,0.0786,0.9196,1.374,0.0835,0.7145
4431,0.5346,0.4061,0.559,0.3113,0.9125,1.4537,0.0539,0.8762
4432,0.5244,0.3386,0.5182,0.3819,0.8753,0.7155,0.4395,0.9282
4433,0.476,0.3506,0.459,0.4037,0.4225,0.9782,0.8465,0.873
4434,0.5258,0.6103,0.6447,0.4174,0.5985,0.6974,0.8176,0.7892
4435,0.466,0.7133,0.6045,0.3979,0.5938,0.6123,0.8273,0.9057
4436,0.2146,0.7016,0.6314,0.3555,0.963,0.6077,0.8205,0.5732
4437,0.2898,0.7887,0.6237,0.3322,0.9735,0.6152,0.7571,0.5926
4438,0.2604,0.7723,0.6237,0.3813,0.9671,0.6456,0.822,0.5557
4439,0.2832,0.7146,0.6293,0.3205,0.8946,0.4412,0.8144,0.5983
4440,0.2316,0.6676,0.5513,0.303,0.7679,0.7727,0.7984,0.6133
4441,0.1722,0.661,0.435,0.2407,0.7447,0.5832,0.7134,0.6012
4442,0.2708,0.6445,0.3912,0.228,0.7821,0.9082,0.6051,0.3552
4443,0.2378,0.5261,0.4683,0.2629,0.6114,0.9173,0.5756,0.7239
4444,0.4,0.5604,0.5071,0.2433,0.7167,0.7551,0.6045,0.7945
4445,0.391,0.4653,0.4665,0.2228,0.7323,0.7718,0.592,0.8053
