row,col,avg_count
0,4,0.1
0,5,1.9
0,6,2726.4
0,7,618.3
0,8,1662.3
0,9,2.5
0,10,0.3
0,11,0.4
0,12,2.1
0,13,1966.0
0,14,559.8
0,15,2108.7
0,16,4.0
0,17,0.5
0,18,0.3
0,19,3.9
0,20,2503.8
0,21,558.8
0,22,1534.6
0,23,1.4
0,24,0.9
0,25,0.4
0,26,1.0
0,27,1768.0
0,28,653.0
0,29,2479.6
0,30,0.4
1,3,10.0
1,4,79.5
1,5,0.5
1,6,419.8
1,7,5889.1
1,8,420.3
1,9,24.4
1,10,252.7
1,11,20.5
1,12,1.1
1,13,513.8
1,14,3637.4
1,15,504.7
1,16,38.8
1,17,3.3
1,18,25.9
1,19,138.6
1,20,542.9
1,21,4518.3
1,22,320.1
1,23,30.0
1,24,309.6
1,25,10.8
1,26,6.8
1,27,403.0
1,28,5472.3
1,29,371.9
1,30,79.4
1,31,11.7
2,3,87.4
2,6,0.4
2,7,5.7
2,8,15.5
2,11,253.4
2,12,0.8
2,13,48.3
2,16,122.8
2,17,1.1
2,18,117.5
2,21,223.0
2,22,4.2
2,23,317.6
2,26,12.6
2,27,0.3
2,28,77.4
2,31,90.5
2,32,0.2
3,3,7.7
3,7,0.3
3,8,0.8
3,11,0.4
3,12,0.5
3,13,6.4
3,16,2.9
3,18,4.9
3,21,3.7
3,22,0.3
3,23,0.6
3,26,0.6
3,27,0.1
3,28,1.9
3,31,7.8
3,32,0.4
4,3,5.7
4,6,0.1
4,7,0.3
4,8,1.0
4,11,0.1
4,12,0.3
4,13,7.2
4,16,1.6
4,17,0.1
4,18,3.0
4,21,3.4
4,22,0.4
4,26,1.7
4,27,0.2
4,28,1.8
4,31,5.7
4,32,0.1
5,3,4.2
5,7,0.2
5,8,1.3
5,11,0.2
5,12,0.4
5,13,3.9
5,16,2.9
5,18,3.7
5,21,1.9
5,22,0.1
5,26,1.2
5,27,0.3
5,28,2.5
5,31,5.6
5,32,0.2
6,3,6.5
6,6,0.1
6,8,1.1
6,11,0.7
6,12,0.1
6,13,2.4
6,16,1.9
6,18,3.0
6,21,2.6
6,22,0.4
6,23,0.5
6,26,0.2
6,28,0.7
6,31,3.3
6,32,0.1
7,3,5.1
7,6,0.7
7,7,0.1
7,8,0.3
7,11,0.1
7,12,0.3
7,13,2.5
7,16,2.3
7,18,4.5
7,21,2.4
7,22,0.1
7,23,0.4
7,26,0.5
7,28,1.0
7,31,3.7
8,2,0.3
8,3,2.6
8,6,0.1
8,8,0.7
8,12,0.2
8,13,2.6
8,16,1.3
8,17,0.3
8,18,3.0
8,21,1.6
8,22,0.5
8,23,0.1
8,26,1.4
8,27,0.1
8,28,1.3
8,31,3.8
8,32,0.1
9,3,2.2
9,6,0.2
9,8,0.6
9,11,0.1
9,12,0.3
9,13,1.9
9,16,1.1
9,18,1.4
9,21,2.3
9,23,0.6
9,26,0.8
9,27,0.4
9,28,1.2
9,31,4.9
10,3,2.8
10,6,0.1
10,7,0.3
10,8,0.3
10,11,0.1
10,12,0.1
10,13,2.8
10,16,2.4
10,17,0.1
10,18,1.3
10,21,2.5
10,22,0.6
10,23,0.4
10,26,0.3
10,27,0.4
10,28,1.3
10,31,2.5
11,3,1.5
11,6,0.1
