row,col,avg_count
0,1,0.1
0,2,0.3
0,3,1.0
0,4,10.3
0,5,82.3
0,6,3910.8
0,7,755.0
0,8,2018.1
0,9,177.4
0,10,160.8
0,11,159.0
0,12,160.5
0,13,1266.0
0,14,450.6
0,15,1494.8
0,16,129.9
0,17,125.2
0,18,123.8
0,19,135.1
0,20,1489.5
0,21,435.5
0,22,952.0
0,23,158.7
0,24,161.3
0,25,165.5
0,26,179.7
0,27,2769.2
0,28,796.7
0,29,2846.0
0,30,60.9
0,31,2.4
0,32,1.0
0,33,0.1
1,0,0.1
1,1,136.4
1,2,222.2
1,3,124.0
1,4,116.4
1,5,267.7
1,6,1003.9
1,7,5929.4
1,8,1156.2
1,9,248.6
1,10,294.3
1,11,425.3
1,12,298.6
1,13,911.8
1,14,2788.0
1,15,756.4
1,16,426.1
1,17,318.9
1,18,417.3
1,19,501.2
1,20,703.7
1,21,3209.6
1,22,482.5
1,23,330.9
1,24,307.0
1,25,247.8
1,26,313.1
1,27,1032.9
1,28,5920.4
1,29,1002.5
1,30,95.5
1,31,136.4
1,32,214.2
1,33,127.7
1,34,0.1
2,0,0.7
2,1,241.7
2,4,5.6
2,5,276.3
2,8,188.7
2,9,92.8
2,12,180.0
2,13,240.9
2,16,137.2
2,17,7.9
2,18,162.6
2,21,416.6
2,22,90.7
2,25,93.5
2,26,207.7
2,29,262.7
2,30,8.4
2,33,214.3
2,34,1.0
3,0,1.1
3,1,113.9
3,4,10.0
3,5,227.2
3,8,159.1
3,9,87.2
3,12,45.6
3,13,197.9
3,16,115.4
3,17,13.3
3,18,95.0
3,21,203.6
3,22,54.0
3,25,82.5
3,26,147.0
3,29,234.9
3,30,13.0
3,33,125.3
3,34,1.0
4,0,0.9
4,1,110.8
4,4,14.7
4,5,205.4
4,8,144.6
4,9,85.2
4,12,48.4
4,13,187.7
4,16,105.3
4,17,21.9
4,18,87.2
4,21,192.8
4,22,54.2
4,25,81.5
4,26,136.7
4,29,215.6
4,30,18.9
4,33,119.7
4,34,1.1
5,0,0.9
5,1,105.8
5,4,18.8
5,5,191.8
5,8,136.8
5,9,77.6
5,12,46.4
5,13,173.3
5,16,94.0
5,17,28.3
5,18,76.0
5,21,177.7
5,22,58.4
5,25,74.3
5,26,123.6
5,29,195.6
5,30,21.2
5,33,113.5
5,34,0.9
6,0,0.9
6,1,104.2
6,4,22.7
6,5,175.4
6,8,130.5
6,9,76.3
6,12,49.9
6,13,156.1
6,16,85.1
6,17,33.7
6,18,66.7
6,21,160.4
6,22,56.4
6,25,73.1
6,26,112.6
6,29,180.0
6,30,24.6
6,33,110.2
6,34,1.4
7,0,1.2
7,1,93.7
7,4,25.1
7,5,158.5
7,8,119.8
7,9,71.0
7,12,49.5
7,13,146.1
7,16,76.2
7,17,40.3
7,18,56.9
7,21,151.3
7,22,55.5
7,25,66.8
7,26,109.7
7,29,164.3
7,30,25.2
7,33,100.2
7,34,0.9
8,0,0.8
8,1,90.3
8,4,30.3
8,5,143.8
8,8,111.8
8,9,67.9
8,12,51.8
8,13,130.7
8,16,70.3
8,17,40.0
8,18,50.6
8,21,139.1
8,22,58.6
8,25,66.2
8,26,97.7
8,29,146.1
8,30,31.2
8,33,91.5
8,34,0.8
9,0,0.8
9,1,83.2
9,4,33.5
9,5,127.2
9,8,102.1
9,9,61.6
9,12,50.6
9,13,118.9
9,16,70.5
9,17,35.4
9,18,47.5
9,21,121.4
9,22,62.1
9,25,63.0
9,26,90.4
9,29,129.6
9,30,37.5
9,33,86.3
9,34,0.8
10,0,1.0
10,1,74.6
10,4,37.1
10,5,112.7
10,8,97.2
10,9,61.0
10,12,50.7
10,13,107.4
10,16,62.5
10,17,30.8
10,18,42.7
10,21,105.8
10,22,65.3
10,25,59.9
10,26,83.4
10,29,115.8
10,30,40.3
