episode,reward,picks_per_hour,dist_per_agent,congestion_rate,num_items,norm_picks,norm_distance,norm_congestion,lambda_base,beta,jobs_arrived,jobs_completed,aisle_width,centre_aisle_width,depot_count,depot_cols,shelf_start_row,shelf_end_row,cross_aisle_row,cross_aisle_on
1,0.5608879336218473,155.66666666666666,1192.3039546064513,0.5501798677379747,288,1.0,0.4622469317077183,0.30553463527382957,0.04,0.3,157.0,155.66666666666666,2,1,1,[17],4,23,15,1
2,0.7975991060440175,138.33333333333334,924.5803962473893,0.3916832669322709,240,0.8453842655752618,0.8320571422889941,0.7359167092118517,0.04,0.3,139.66666666666666,138.33333333333334,2,3,4,"[7, 14, 21, 28]",6,22,19,1
3,0.7059981609472197,135.0,928.745976920738,0.4493078937523382,352,0.7544338335607095,0.8263031687670288,0.5794426506222454,0.04,0.3,144.66666666666666,135.0,2,1,4,"[7, 14, 21, 28]",2,23,9,0
4,0.8020461130125414,141.0,1027.412653069471,0.3684528403180888,272,0.9181446111869032,0.6900135403624151,0.7989966688693647,0.04,0.3,142.66666666666666,141.0,2,1,3,"[8, 17, 26]",5,23,9,1
5,0.8469758849408197,146.66666666666666,1019.4544380127749,0.3527320423872148,256,1.0,0.7010063315982942,0.8416849636533285,0.04,0.3,148.33333333333334,146.66666666666666,2,5,4,"[7, 14, 21, 28]",4,21,8,1
6,0.5424710711637976,142.33333333333334,1060.340742841394,0.6049222797927462,272,0.9545247839927242,0.644529519877888,0.1568869500065347,0.04,0.3,149.66666666666666,142.33333333333334,2,1,1,[17],4,20,5,0
7,0.8013171509401138,154.66666666666666,1063.6071423236801,0.3779236238458321,304,1.0,0.6400175976257315,0.7732796791309857,0.04,0.3,156.33333333333334,154.66666666666666,2,3,4,"[7, 14, 21, 28]",5,23,11,0
8,0.6608957580128021,139.66666666666666,990.8095352806663,0.5023228803716608,252,0.8817644383810821,0.7405739272793362,0.4354856207866915,0.04,0.3,142.0,139.66666666666666,3,1,2,"[11, 23]",3,23,19,0
9,0.5680450444573867,155.33333333333334,1203.280832684102,0.5394025850516578,272,1.0,0.44708441997994297,0.33479929615850934,0.04,0.3,157.0,155.33333333333334,2,1,1,[17],7,23,10,0
10,0.5051196782450543,137.33333333333334,1067.2219209895934,0.5990043532606353,272,0.8180991359708961,0.6350244544453573,0.1729565028004459,0.04,0.3,142.0,137.33333333333334,2,5,1,[17],3,19,16,0
