tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6
97,0.3801,0.8727,0.7719,1.0055,0.8383,1.1189
98,0.4791,0.8724,0.8061,1.0459,0.6794,1.1189
99,0.4932,0.727,0.7044,1.014,0.6504,0.5606
100,0.3535,1.0939,0.5158,1.005,0.4277,1.1503
101,0.3975,0.9029,0.7722,0.8639,0.7681,1.0174
102,0.4602,0.7493,0.7089,0.8292,0.7859,0.9796
103,0.4964,0.6227,0.8682,0.9387,1.0756,0.5613
104,0.418,0.6801,0.9074,1.2437,0.9005,0.2069
105,0.3976,0.6852,0.8821,1.1733,0.9838,0.0372
106,0.4006,0.6853,0.7021,1.2338,1.0753,0.2319
107,0.4052,0.6909,0.6949,0.8421,1.0758,0.0634
108,0.4301,0.4129,0.8452,1.1571,0.906,0.0541
109,0.4696,0.7118,0.7817,1.216,0.7595,0.3129
110,0.4392,0.6716,0.8561,0.9969,0.905,0.0204
111,0.472,0.7533,0.6389,1.0852,0.8945,0.0134
112,0.5309,0.7456,0.8485,1.2292,0.4506,0.0075
113,0.4968,0.7418,0.6304,1.214,0.8845,0.1362
114,0.3773,0.5846,0.7289,1.1759,0.906,0.024
115,0.4684,0.3947,0.9827,1.1691,0.906,0.0146
116,0.3991,0.3944,0.818,1.0234,0.906,0.0208
117,0.396,0.3856,0.9709,1.0617,0.453,0.0207
118,0.3639,0.2313,0.9773,1.1708,0.6715,0.136
119,0.4256,0.6966,0.899,1.1708,1.0867,0.1076
120,0.3376,0.5787,0.878,1.1708,1.0867,0.0326
121,0.297,0.7319,0.5711,0.8138,1.0762,0.0244
122,0.525,0.7351,0.5115,0.8107,0.8864,0.0433
123,0.8151,0.7312,0.7152,0.92,0.6161,0.1513
124,0.7297,0.5993,0.731,1.2057,0.6894,0.1461
125,0.7023,0.7959,0.821,1.02,0.6775,0.0114
126,0.7546,0.9339,0.814,1.155,0.6847,0.1456
127,0.7411,0.8547,0.7781,1.0688,0.6762,0.0506
128,0.7669,0.9865,0.8073,1.0314,0.6474,0.1224
129,0.5777,0.9245,0.6822,0.987,0.6935,0.0098
130,0.7307,0.7831,0.8294,0.8814,0.7142,
131,0.7048,0.7049,0.8611,0.9151,0.6753,0.0005
132,0.778,0.7674,0.7987,0.9157,0.4763,1.267
133,0.7758,0.7618,0.6979,0.938,0.7268,0.8592
134,0.5168,0.6765,0.6925,0.9378,0.4481,1.267
135,0.8263,0.5796,0.7522,0.9137,0.815,1.2587
136,0.7494,0.5389,0.7202,0.6784,0.8846,
137,0.8713,0.7126,0.8579,0.5956,0.8446,
138,0.5798,0.7311,0.6511,0.6766,0.847,
139,0.7358,0.7192,0.5251,0.8513,0.7935,
140,0.6679,0.7304,0.4847,0.6284,0.7183,
141,0.5836,0.7106,0.5335,1.0959,0.716,
142,0.6043,0.6841,0.5264,0.9892,0.7241,
143,0.6273,0.7089,0.5111,0.9327,0.575,
144,0.6068,0.594,0.5196,0.8376,0.7704,
145,0.6375,0.4089,0.5032,0.6241,0.7709,
146,0.7008,0.7498,0.5018,0.4156,0.6585,0.0
147,0.6372,0.7494,0.4082,0.7426,0.7107,1.2669
148,0.6158,0.6813,0.5298,0.7036,0.6596,1.267
149,0.7337,0.7877,0.6636,0.5875,0.3074,1.1975
150,0.7239,0.7965,0.6591,0.7371,0.7194,0.6196
151,0.7572,0.8507,0.5783,0.8059,0.5062,0.1464
152,0.6642,0.9035,0.6643,0.8977,0.8585,0.1506
153,0.6878,1.1435,0.6692,1.0959,0.8554,0.169
154,0.7265,1.1463,0.6163,0.806,0.7357,0.0487
155,0.6522,1.1463,0.5772,0.5731,0.6001,1.4537
156,0.5671,0.9171,0.6259,1.0064,0.4801,1.4537
157,0.6202,1.0973,0.5742,0.616,0.6963,1.4537
158,0.5785,1.0388,0.5336,0.7657,0.671,1.4537
159,0.4717,1.1452,0.5049,1.2778,0.559,1.4537
160,0.2669,1.2174,0.5998,1.0637,0.7385,1.4237
161,0.4625,1.1705,0.608,0.8016,0.6193,1.4512
162,0.4476,1.1629,0.5274,1.1947,0.6233,0.917
163,0.3967,1.0088,0.3951,1.1947,0.6234,1.4536
164,0.542,1.2126,0.4189,1.1947,0.623,1.4537
165,0.3804,1.2173,0.2402,1.1947,0.5502,1.4537
166,0.7719,1.2165,0.2736,1.1825,0.5587,1.4537
167,0.6884,1.2174,0.2339,0.9581,0.5483,1.2983
168,0.4931,0.8959,0.261,0.7964,0.7876,0.5777
169,0.4578,1.1729,0.34,1.0597,0.7631,1.3199
170,0.3952,0.8238,0.3762,1.124,0.1693,1.4537
171,0.6942,1.1279,0.3421,1.124,0.1839,1.4537
172,0.6775,0.9562,0.4347,0.8432,0.4808,1.4537
173,0.6922,1.0656,0.6047,1.1441,0.4839,1.4537
174,0.5081,0.9884,0.5123,1.1682,0.4448,1.4537
175,0.5738,0.8459,0.5089,1.1669,0.439,
176,0.3374,0.7542,0.4246,1.1681,0.4432,
177,0.2995,0.753,0.23,0.7737,0.4447,
178,0.4346,0.7515,0.2931,0.8142,0.4415,
179,0.5029,0.6121,0.2638,0.7376,0.4844,
180,0.5355,0.6133,0.2869,0.5658,0.4557,
181,0.5961,0.7721,0.3077,0.019,0.4331,
182,0.4024,0.8173,0.1853,0.0468,0.1735,
183,0.45,0.8899,0.128,0.0149,0.3275,
184,0.4337,0.8227,0.076,0.1015,0.3742,
185,0.328,0.5797,0.0415,0.6451,0.4018,0.0024
186,0.6204,0.7016,0.0704,0.5664,0.3512,1.4537
187,0.5966,0.8178,0.0278,0.5797,0.3212,1.4537
188,0.5516,0.8244,0.3142,0.6168,0.1576,1.4537
189,0.4772,0.7957,0.2422,0.6615,0.2947,1.4537
190,0.3376,0.8112,0.4971,0.5505,0.6278,1.4537
191,0.1984,0.8139,0.4097,0.3991,0.5056,1.4537
192,0.2136,0.7894,0.3584,0.7538,0.3506,1.4537
193,0.3135,0.6948,0.6725,0.7882,0.3258,1.4537
194,0.2269,0.6325,0.6253,0.5869,0.2577,1.4537
195,0.2874,0.7635,0.6283,0.6538,0.3145,1.4537
196,0.3194,0.7604,0.5307,0.6591,0.3026,1.4537
197,0.3704,0.6893,0.5245,0.1944,0.26,1.4536
198,0.3066,0.5099,0.5053,0.2409,0.3071,1.0382
199,0.1887,0.2556,0.3304,0.1378,0.3371,0.592
200,0.1216,0.2642,0.5757,0.2248,0.4359,0.1561
201,0.1147,0.1797,0.6144,0.4533,0.4242,0.1246
202,0.2611,0.3855,0.6887,0.3054,0.5375,0.0835
203,0.1477,0.4356,0.6494,0.5786,0.492,0.0868
204,0.2551,0.3836,0.6405,0.0881,0.5382,0.1361
205,0.2287,0.4639,0.425,0.031,0.2309,0.0321
206,0.2426,0.4238,0.557,0.1311,0.3724,0.0644
207,0.0508,0.3684,0.4947,0.1162,0.4545,0.0897
208,0.0576,0.5577,0.5683,0.1782,0.4866,0.0755
209,0.0571,0.478,0.5864,0.02,0.2262,0.2111
210,0.1008,0.4781,0.6473,0.0374,0.0877,0.0744
211,0.0583,0.7425,0.6465,0.0614,0.1007,0.0628
212,0.1484,0.6621,0.5292,0.0715,0.0895,0.0711
213,0.1787,0.7263,0.5701,0.0998,0.1436,0.135
214,0.2246,0.7417,0.6953,0.1227,0.103,0.0872
215,0.1894,0.8398,0.7474,0.7791,0.0537,0.0799
216,0.1983,0.8315,0.6806,0.7368,0.4376,0.1227
217,0.2016,0.8558,0.6927,0.6431,0.5649,0.0864
218,0.1446,0.8168,0.6879,0.3677,0.5791,0.0828
219,0.3718,0.6443,0.6682,0.686,0.3992,0.6192
220,0.354,0.7492,0.6906,0.6398,0.8378,0.5133
221,0.3898,0.7188,0.6607,0.6388,0.7914,0.6352
222,0.4086,0.736,0.5132,0.6389,0.7894,0.6639
223,0.2662,0.7741,0.5234,0.639,0.7471,0.5176
224,0.1873,0.7458,0.6647,0.6418,0.8533,0.8386
225,0.1966,0.7002,0.6494,0.0314,0.5616,0.8429
226,0.3838,0.8507,0.4551,0.0369,0.5694,0.8236
227,0.3011,0.8591,0.576,0.0405,0.5572,0.7893
228,0.4881,0.8204,0.8783,,0.6201,0.6469
229,0.5156,0.8002,0.7297,,0.5931,0.7972
230,0.4589,0.5449,0.7425,,0.62,0.8074
231,0.5539,0.5758,0.6213,,0.6573,0.8099
232,0.547,0.3946,0.6569,,0.8005,0.8113
233,0.5362,0.3085,0.4905,0.0441,0.2767,0.5849
234,0.504,0.5561,0.5883,1.2421,0.1742,0.6082
235,0.4275,0.5723,0.438,0.8634,0.6514,0.695
236,0.433,0.6653,0.3409,1.1155,0.6095,0.5653
237,0.5885,0.7241,0.4374,1.2408,0.5754,0.6418
238,0.6589,0.6263,0.5017,1.1652,0.5927,0.6419
239,0.5809,0.5975,0.5517,0.9582,1.061,0.6006
240,0.6543,0.4148,0.5582,1.2337,1.061,0.5943
241,0.5606,0.5933,0.4053,0.9458,0.737,0.5735
242,0.5842,0.4567,0.4312,0.9552,0.9531,0.6217
243,0.611,0.6428,0.4763,0.9344,1.061,0.386
244,0.5453,0.6311,0.5189,1.0102,1.061,0.8369
245,0.5575,0.611,0.4819,0.9655,1.061,0.8118
246,0.4079,0.618,0.5662,0.922,1.061,0.8295
247,0.3862,0.6123,0.6101,0.8849,1.0592,0.6642
248,0.42,0.6065,0.462,0.9189,1.061,0.6621
249,0.3063,0.5703,0.3577,0.8998,0.5016,0.6969
250,0.3008,0.4497,0.201,0.7043,0.9725,0.6786
251,0.2361,0.3171,0.2703,0.8819,1.061,0.657
252,0.3523,0.5711,0.3134,0.8164,1.061,0.6591
253,0.3281,0.4362,0.1735,0.8334,1.061,0.6743
254,0.4514,0.553,0.2648,0.7888,1.061,0.6846
255,0.6673,0.3108,0.2776,0.8201,1.061,0.7052
256,0.4439,0.5802,0.2908,0.8333,1.061,0.7052
257,0.6328,0.4378,0.2455,0.6227,1.061,0.2728
258,0.6644,0.4899,0.2415,0.969,,0.5428
259,0.5468,0.4306,0.4051,0.936,,0.5611
260,0.6958,0.6161,0.4128,0.7852,,0.4663
261,0.6615,0.6312,0.4693,0.8957,,0.4345
262,0.6476,0.6133,0.4754,0.6502,,0.4378
263,0.5888,0.5916,0.4439,0.9391,,0.3965
264,0.4674,0.5946,0.3022,0.9683,,0.4393
265,0.5431,0.568,0.2527,0.8235,,0.4182
266,0.3949,0.3694,0.4779,0.9658,,0.4114
267,0.6989,0.6627,0.4674,0.9119,,0.4009
268,0.5282,0.5191,0.5463,0.9151,0.0001,0.4692
269,0.4138,0.4448,0.5516,0.9604,1.061,0.4681
270,0.3645,0.4409,0.3585,1.0233,1.061,0.4696
271,0.373,0.4995,0.0378,0.7784,1.061,0.4551
272,0.3236,0.4981,0.0463,1.013,1.061,0.4137
273,0.3521,0.4565,0.0574,0.9944,0.8884,0.4335
274,0.2925,0.3325,0.0584,0.998,0.0964,0.4783
275,0.1594,0.4529,0.0283,0.8096,0.6217,0.4529
276,0.1179,0.2704,0.3362,0.7789,1.0607,0.4186
277,0.0969,0.5118,0.3236,0.6098,1.061,0.0698
278,0.0949,0.4275,0.3645,0.8363,1.061,0.0786
279,0.0501,0.6686,0.2896,0.7137,0.9977,0.1542
280,0.2734,0.6072,0.1991,0.5125,,0.0363
281,0.1712,0.5516,0.536,0.5873,,0.07
282,0.2052,0.4057,0.5328,0.5514,,0.074
283,0.2238,0.5105,0.5406,0.3455,,0.0367
284,0.2592,0.5335,0.4386,0.4005,,0.0373
285,0.262,0.5017,0.5034,0.3801,,0.0995
286,0.2374,0.4332,0.5189,0.2909,,0.0858
287,0.2659,0.5138,0.508,0.5603,0.0547,0.1517
288,0.2976,0.7548,0.4367,0.5336,1.2123,0.0719
289,0.286,0.7272,0.4983,0.5657,1.2165,0.0628
290,0.0628,0.7258,0.5423,0.53,1.2165,0.0659
291,0.0893,0.78,0.5073,0.3031,1.2165,0.077
292,0.0718,0.732,0.5066,0.4408,1.2165,0.5973
293,0.0792,0.6114,0.4314,0.5418,1.2165,0.6506
294,0.0889,0.4097,0.5453,0.3945,1.2165,0.5777
295,0.1488,0.3562,0.4989,0.5301,1.2049,0.6774
296,0.2539,0.3311,0.4029,0.5571,0.886,1.0957
297,0.5278,0.4015,0.5273,0.5271,1.027,0.6229
298,0.4129,0.2893,0.5115,0.5619,1.2165,0.9158
299,0.2893,0.6338,0.5053,0.5387,1.2165,1.0912
300,0.4019,0.6836,0.3853,0.5358,1.2165,1.1007
301,0.7419,0.667,0.3742,0.5377,1.2165,1.1007
302,0.7381,0.605,0.3718,0.5128,,1.1007
303,0.7431,0.6797,0.3716,0.3612,,1.0944
304,0.7458,0.6024,0.2821,0.3971,,1.1002
305,0.7355,0.757,0.4699,0.469,0.0753,1.0997
306,0.658,0.7628,0.558,0.619,1.3064,1.0769
307,0.6874,0.5957,0.539,0.6048,1.3069,1.1004
308,0.7245,0.5585,0.4338,0.6261,1.3069,1.0976
309,0.6338,0.583,0.6777,0.697,1.3,1.1007
310,0.6801,0.5741,0.5182,0.7267,0.7006,0.9472
311,0.6842,0.4783,0.8322,0.5857,0.7306,0.9718
312,0.8533,0.4103,0.8074,0.5393,0.8116,0.6155
313,0.8575,0.5679,0.7175,0.6009,1.2191,0.9476
314,1.1111,0.5664,0.7041,0.57,1.2191,
315,0.9659,0.5114,0.7571,0.5752,1.1914,
316,0.7233,0.5272,0.8097,0.4969,1.0431,
317,0.7901,0.3754,0.8104,0.5505,1.2135,
318,0.7119,0.5271,0.807,0.5823,1.1259,0.1291
319,0.7485,0.6278,0.8293,0.5886,1.0295,1.1243
320,0.6289,0.566,0.6378,0.4501,0.9171,1.1243
321,0.728,0.4934,0.8592,0.5319,0.9112,1.1243
322,0.5569,0.5787,0.7878,0.3016,0.6024,1.1243
323,0.3581,0.4901,0.8477,0.3058,0.625,1.1243
324,0.4968,0.4682,0.7837,0.2621,0.6442,0.5622
325,0.7824,0.4271,0.707,0.4992,0.6732,1.1125
326,0.783,0.3877,0.6355,0.5438,0.6426,0.9558
327,0.7855,0.497,0.5379,0.4613,0.6589,0.7491
328,0.7515,0.4072,0.6116,0.5158,0.7155,0.7317
329,0.7068,0.3667,0.5567,0.5457,0.6583,0.6755
330,0.3869,0.3268,0.5836,0.3397,0.5982,0.5291
331,0.8228,0.3372,0.4715,0.543,0.6054,0.5498
332,0.4985,0.3395,0.545,0.5442,0.399,0.3257
333,0.9704,0.3284,0.4343,0.6948,0.709,0.5775
334,0.8922,0.3359,0.4089,0.7184,0.6931,0.6235
335,0.9292,0.3016,0.4825,0.7379,0.386,0.5853
336,0.801,0.3576,0.5689,0.7444,0.9026,0.5858
337,1.0409,0.2973,0.5249,0.7151,0.922,0.5826
338,0.8086,0.2706,0.4652,0.6942,0.9262,0.6024
339,0.9334,0.4505,0.4923,0.4916,0.9083,0.4102
340,0.9729,0.3888,0.4309,0.54,0.7892,0.442
341,1.1889,0.3934,0.5737,0.6058,0.7415,0.6196
342,1.1858,0.4208,0.4525,0.5095,0.6983,0.7664
343,1.1858,0.273,0.702,0.4961,0.8399,0.7722
344,1.1848,0.4079,0.6355,0.4739,0.9756,0.7814
345,1.1502,0.3978,0.6718,0.497,0.9579,0.7789
346,1.184,0.2858,0.7021,0.105,0.9484,0.7974
347,1.0174,0.2623,0.6366,0.1003,0.8775,0.4812
348,0.8451,0.2507,0.5161,0.0601,0.9008,0.5686
349,1.0031,0.2907,0.6496,0.1127,0.8544,0.6207
350,0.9083,0.294,0.6321,0.0415,0.7891,0.615
351,0.9479,0.29,0.5435,0.0754,0.7667,0.022
352,0.8283,0.2866,0.5689,0.0259,0.7807,0.105
353,1.0392,0.2742,0.5177,0.584,0.7814,0.0819
354,0.8105,0.0937,0.5625,0.5586,0.762,0.0401
355,0.9892,0.0526,0.4764,0.5532,0.7082,0.066
356,0.9951,0.0644,0.3108,0.4493,0.4836,0.05
357,0.7781,0.0849,0.316,0.6941,0.7036,0.0138
358,0.8213,0.0915,0.2831,0.7112,0.7035,0.5983
359,0.8175,0.0951,0.3455,0.7194,0.8374,0.5898
360,0.7438,0.2689,0.355,0.7369,0.7158,0.6347
361,0.9145,0.2655,0.3392,0.7482,0.441,0.4324
362,0.8007,0.2722,0.4894,0.7992,0.314,0.8862
363,0.6942,0.2657,0.4497,0.5289,0.3214,0.7784
364,0.2694,0.0587,0.4867,0.7473,0.3491,0.7893
365,0.7491,0.109,0.5207,0.7201,0.2537,0.5838
366,0.6497,0.0939,0.4678,0.7205,0.2388,0.5905
367,0.6835,0.0878,0.6436,0.7633,0.4869,0.6076
368,0.8529,0.0645,0.631,0.7282,0.5139,0.6088
369,0.8721,0.0732,0.6272,0.6897,0.5752,0.5666
370,0.7977,0.139,0.6152,0.7162,0.5162,0.6253
371,0.836,0.067,0.4712,0.6822,0.605,0.5754
372,0.717,0.0751,0.4427,0.528,0.6161,0.5647
373,0.8946,0.0416,0.4906,0.4179,0.6167,0.0259
374,0.784,0.2781,0.4474,0.4065,0.5913,0.0484
375,0.7952,0.2574,0.481,0.4103,0.5661,0.0976
376,0.7962,0.6415,0.405,0.4819,0.3025,0.0605
377,0.7226,0.6617,0.2112,0.4932,0.5895,0.0806
378,0.6602,0.6047,0.0718,0.4849,0.566,0.1138
379,0.6058,0.5423,0.3722,0.4944,0.4139,0.0696
380,0.5552,0.5285,0.3278,0.4643,0.3857,0.0901
381,0.438,0.5166,0.2661,0.3176,0.382,0.0121
382,0.6898,0.5379,0.4345,0.062,0.382,0.0493
383,0.6601,0.4182,0.6335,0.0802,0.4023,0.0247
384,0.6578,0.4289,0.6756,0.0961,0.405,0.0714
385,0.462,0.4252,0.657,0.0577,0.4239,0.0526
386,0.4532,0.4128,0.6581,0.0507,0.3821,0.1478
387,0.3885,0.3945,0.5469,0.0661,0.4289,0.0108
388,0.5305,0.4104,0.5356,0.0663,0.3863,0.1927
389,0.6104,0.3582,0.6473,0.0866,0.3843,0.1354
390,0.6961,0.4047,0.5546,0.0703,0.4183,0.0466
391,0.6483,0.4595,0.6344,0.0487,0.404,0.0453
392,0.5058,0.5319,0.5905,0.2319,0.3845,0.0582
393,0.4791,0.4737,0.5474,0.514,0.3835,0.2673
394,0.3853,0.6705,0.5631,0.5302,0.4396,0.2213
395,0.3168,0.6022,0.5466,0.5221,0.3817,0.1444
396,0.5269,0.622,0.6198,0.4729,0.2872,0.0207
397,0.5041,0.5527,0.6313,0.4905,0.1244,0.0249
398,0.519,0.5068,0.6903,0.6706,0.0625,0.0406
399,0.5103,0.5328,0.5492,0.6153,0.0668,0.0291
400,0.4655,0.4089,0.627,0.5539,0.0468,0.0852
401,0.4237,0.4265,0.6214,0.4877,0.0354,0.0388
402,0.341,0.2614,0.637,0.5017,0.189,0.138
403,0.2944,0.2445,0.5823,0.5183,0.1618,0.1065
404,0.3553,0.2301,0.6159,0.4962,0.0509,0.0276
405,0.4076,0.1807,0.5853,0.5025,0.116,0.061
406,0.3805,0.2447,0.5993,0.5026,0.1343,0.0554
407,0.1663,0.2156,0.618,0.4643,0.1386,0.0227
408,0.2874,0.3325,0.5039,0.4641,0.414,0.0369
409,0.3022,0.4652,0.3564,0.2755,0.4798,0.035
410,0.4237,0.4767,0.0223,0.5542,0.3473,0.6672
411,0.4181,0.7361,0.0836,0.4927,0.3424,0.6842
412,0.3634,0.6865,0.019,0.4797,0.4162,0.6755
413,0.349,0.5075,0.1957,0.6026,0.3151,0.7038
414,0.3565,0.7089,0.1974,0.6962,0.5031,0.6471
415,0.321,0.6903,0.2685,0.5765,0.6618,0.4629
416,0.1559,0.7428,0.3336,0.4967,0.6723,0.6958
417,0.1688,0.8233,0.0417,0.392,0.6307,0.6795
418,0.401,0.7707,0.2833,0.3824,0.6498,0.6859
419,0.363,0.7504,0.4814,0.3543,0.622,0.692
420,0.4907,0.6625,0.5572,0.2287,0.4518,0.6347
421,0.418,0.5354,0.7796,0.1883,0.6684,0.3452
422,0.5101,0.7194,0.7871,0.059,0.6258,0.4627
423,0.4094,0.7127,0.7692,0.0716,0.6164,0.704
424,0.2711,0.7047,0.6706,0.2424,0.6263,0.8552
425,0.423,0.7151,0.5614,0.2862,0.6213,0.6996
426,0.4641,0.7081,0.7289,0.2843,0.4138,0.6694
427,0.5531,0.6661,0.6715,0.2552,0.7661,0.6497
428,0.5325,0.6592,0.6312,0.2098,0.8024,0.0422
429,0.527,0.7046,0.6626,0.2268,0.7736,0.0728
430,0.4883,0.6611,0.6257,0.1876,0.5542,0.0769
431,0.6675,0.5927,0.4498,0.3838,0.8871,0.036
432,0.6325,0.6438,0.4577,0.3823,0.7487,0.0362
433,0.623,0.5337,0.4638,0.3358,0.7218,0.0503
434,0.5546,0.5931,0.4741,0.4788,0.8584,0.0505
435,0.5371,0.4527,0.3295,0.485,0.8569,0.0483
436,0.6225,0.6443,0.2977,0.4791,0.8599,0.4875
437,0.6596,0.6354,0.3155,0.3776,0.7262,0.5326
438,0.5285,0.6509,0.3692,0.3487,0.6365,0.1678
439,0.5476,0.5301,0.466,0.3236,0.6602,0.6012
440,0.4975,0.3705,0.67,0.2859,0.444,0.5039
441,0.4972,0.4102,0.6621,0.3001,0.6203,0.4951
442,0.316,0.5659,0.634,0.2925,0.5126,0.5111
443,0.0416,0.5749,0.5386,0.2694,0.504,0.4922
444,0.0791,0.7415,0.3904,0.253,0.3689,0.4866
445,0.1186,0.7377,0.3368,0.1205,0.7622,0.486
446,0.0203,0.735,0.3471,0.0871,0.7037,0.4532
447,0.4246,0.7282,0.3724,0.0809,0.8523,0.4978
448,0.2566,0.7253,0.3526,0.2042,0.7226,0.4809
449,0.7832,0.5922,0.0771,0.3879,0.7439,0.5088
450,0.7051,0.7769,0.0703,0.5024,0.7231,0.4684
451,0.7799,0.7545,0.3014,0.4916,0.7226,0.3141
452,0.6539,0.751,0.2958,0.5027,0.7256,0.0194
453,0.6618,0.7527,0.3212,0.5383,0.7208,0.1151
454,0.8202,0.7091,0.2801,0.525,0.7539,0.0734
455,0.8297,0.6949,0.2982,0.4482,0.7289,0.0818
456,0.7242,0.7329,0.2987,0.6117,0.7224,0.0631
457,0.8145,0.719,0.302,0.6053,0.7288,0.03
458,0.8347,0.6229,0.2993,0.6098,0.7234,0.085
459,0.834,0.5108,0.2288,0.5418,0.7226,0.0441
460,0.6773,0.535,0.5023,0.6436,0.5505,0.0952
461,0.6834,0.5616,0.5026,0.6227,0.5602,0.0591
462,0.6264,0.4583,0.4451,0.7119,0.0151,0.0393
463,0.1312,0.2715,0.6052,0.6967,0.0242,0.0318
464,0.3476,0.2925,0.5532,0.6722,,0.0214
465,0.2899,0.4196,0.451,0.6238,,0.0575
466,0.2364,0.4535,0.5286,0.7487,,0.0317
467,0.317,0.4319,0.3996,0.7655,,0.0815
468,0.2773,0.4508,0.6339,0.8263,,0.0196
469,0.2175,0.2946,0.5783,0.6227,,0.0648
470,0.1997,0.2614,0.3327,0.6357,0.0,0.107
471,0.2606,0.2945,0.3036,0.6624,0.63,0.1097
