tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6
6879,0.7511,0.427,0.944,0.4947,0.8099,0.8091
6880,0.5826,0.437,0.8992,0.487,0.8041,0.6646
6881,0.7289,0.4562,0.9993,0.44,0.6584,0.6961
6882,0.7206,0.5319,1.1674,0.4278,0.6305,0.6555
6883,0.7067,0.638,1.0075,0.561,0.422,0.6689
6884,0.9211,0.7009,1.0332,0.512,0.7356,0.6903
6885,0.857,0.5569,0.7426,0.3545,0.7417,0.5892
6886,0.8011,0.6586,0.9787,0.3089,0.7214,0.4311
6887,0.6497,0.7438,0.9173,0.312,0.7238,0.658
6888,0.6958,0.7824,1.058,0.3957,0.6826,0.6625
6889,0.554,0.4426,1.1279,0.5272,0.3756,0.6179
6890,0.6207,0.7459,1.1349,0.368,0.7327,0.3846
6891,0.6484,0.7634,1.1349,0.3628,0.7449,0.6717
6892,0.516,0.7328,0.8041,0.3767,0.854,0.7999
6893,0.7317,0.5839,0.3726,0.3772,0.8612,0.5554
6894,0.7114,0.6019,0.5008,0.3585,0.6964,0.6199
6895,0.7376,0.5898,0.1275,0.2671,0.8914,0.6337
6896,0.5845,0.6164,0.1299,0.3673,0.8293,0.5882
6897,0.4278,0.6007,0.0013,0.3574,0.6787,0.6256
6898,0.3894,0.5506,0.4919,0.3577,0.6427,0.586
6899,0.4532,0.3996,0.9329,0.4718,0.6732,0.5508
6900,0.7264,0.6347,0.9433,0.1676,0.68,0.5549
6901,0.7451,0.6089,0.9369,0.3641,0.6137,0.6135
6902,0.7723,0.5105,0.7975,0.3124,0.6013,0.7231
6903,0.8261,0.417,0.914,0.2929,0.4486,0.4157
6904,1.0439,0.5007,0.8917,0.3101,0.4122,0.8128
6905,1.0052,0.6866,0.8165,0.3822,0.2958,0.7693
6906,0.8754,0.6389,0.8324,0.3903,0.353,0.6692
6907,0.9737,0.5254,0.9128,0.2557,0.3229,0.5776
6908,0.9748,0.6787,0.9139,0.5554,0.4979,0.8714
6909,1.0078,0.6196,0.9188,0.6145,0.3834,0.8116
6910,1.0071,0.6523,0.8878,0.4232,0.3011,0.5863
6911,0.9603,0.778,0.8737,0.8057,0.4637,0.3942
6912,0.7895,0.7849,0.6977,0.7188,0.7092,0.4912
6913,0.7887,0.838,0.8126,0.7272,0.7191,0.3973
6914,0.8381,0.6382,0.6665,0.6937,0.8397,0.3751
6915,0.7516,0.8736,0.6953,0.6618,1.1626,0.3778
6916,0.7116,0.7789,0.6638,0.5293,1.1626,0.2557
6917,0.7555,0.7171,0.711,0.4184,1.1626,0.3811
6918,0.7184,0.7142,0.8443,0.4171,1.1626,0.3817
6919,0.7163,0.5356,0.8201,0.4274,1.1626,0.4045
6920,0.4618,0.7818,0.7143,0.4404,1.1625,0.3169
6921,0.5447,0.6798,0.7769,0.6137,1.1625,0.6392
6922,0.7224,0.6823,0.6195,0.1382,1.0185,0.6356
6923,0.7854,0.6864,0.8329,0.0272,1.1029,0.4276
6924,0.69,0.6809,0.7231,0.0213,0.5504,0.3313
6925,0.6841,0.6772,0.82,0.0345,0.8196,0.3311
6926,0.6962,0.3019,0.7532,0.0171,1.0837,0.4366
6927,0.4906,0.1073,0.7991,0.4266,1.0848,0.4291
6928,0.8347,0.8044,0.834,0.702,1.0848,0.6459
6929,0.7898,0.7587,0.7589,0.5483,1.0848,0.635
6930,0.7018,0.7437,0.6415,0.4022,1.061,0.6389
6931,0.7381,0.5638,0.8171,0.4025,0.5157,0.6505
6932,0.6869,0.84,0.7118,0.3303,0.5056,0.7023
6933,0.4255,0.6687,0.601,0.5991,1.018,0.3178
6934,0.2434,0.9129,0.6795,0.6305,0.8966,0.788
6935,0.4733,0.7487,0.6707,0.6966,0.9189,0.7674
6936,0.5244,0.8185,0.6605,0.712,0.9401,0.7378
6937,0.5274,0.9572,0.4103,0.6291,0.8811,0.6057
6938,0.5208,0.8784,0.5836,0.8072,0.6642,1.1308
6939,0.4873,0.809,0.4818,0.7888,1.197,1.1505
6940,0.4617,0.8372,0.5553,0.8359,0.6537,1.0494
6941,0.5313,0.9582,0.6517,0.7846,1.2045,1.0881
6942,0.6843,0.8912,0.5954,0.8518,0.9817,0.8158
6943,0.6884,0.9046,0.7992,0.8194,1.1096,0.6683
6944,0.6561,0.8379,0.716,0.6176,1.2078,0.0594
6945,0.6119,0.6965,0.5199,0.5392,1.2064,0.5579
6946,0.5898,0.6354,0.5258,0.199,0.9965,0.7856
6947,0.4985,0.5856,0.4962,0.0194,,0.8526
6948,0.6364,0.292,0.53,0.0247,,0.8382
6949,0.481,0.0424,0.5142,0.0566,0.0011,0.8738
6950,0.4943,0.075,0.3734,0.0129,0.4533,0.7644
6951,0.4492,0.1264,0.607,0.6305,0.8174,0.5865
6952,0.3415,0.0889,0.5774,0.6393,0.6799,0.6008
6953,0.2749,0.3914,0.5735,0.682,0.6681,0.5503
6954,0.4983,0.3452,0.5515,0.4314,0.8287,0.5292
6955,0.4558,0.3551,0.5383,0.768,0.6809,0.9626
6956,0.3918,0.2587,0.6048,0.6222,0.2805,0.9538
6957,0.3624,0.4416,0.431,0.8005,0.8063,0.692
6958,0.2027,0.3115,0.4726,0.809,0.6962,0.4963
6959,0.2122,0.2547,0.4557,0.555,0.5255,0.6495
6960,0.2379,0.365,0.3986,0.8996,0.3517,0.6337
6961,0.2083,0.4322,0.5317,0.7846,0.2329,0.6161
6962,0.2085,0.3296,0.7288,0.943,0.2051,0.5535
6963,0.2237,0.2847,0.6513,0.9326,0.0805,0.6037
6964,0.222,0.2962,0.6158,0.9177,0.064,0.1696
6965,0.2057,0.3456,0.3795,0.7497,0.1923,0.1119
6966,0.2163,0.1565,0.5394,0.4811,0.0956,0.1119
6967,0.2054,0.1465,0.5588,0.6227,0.0549,0.0721
6968,0.1605,0.3151,0.5449,0.7311,0.1164,0.469
6969,0.3699,0.3428,0.5425,0.454,0.1387,0.7652
6970,0.4502,0.2835,0.5458,0.5478,0.0631,0.6882
6971,0.4096,0.2655,0.5243,0.5787,0.1183,0.0921
6972,0.5136,0.2692,0.5645,0.5631,0.1914,0.0739
6973,0.5632,0.2727,0.4956,0.5401,0.0576,0.1191
6974,0.4786,0.2182,0.4417,0.5666,0.0713,0.1036
6975,0.4273,0.437,0.3872,0.4979,0.0956,0.0909
6976,0.498,0.4328,0.3002,0.3532,0.0959,0.1004
6977,0.4127,0.4149,0.4086,0.4707,0.1554,0.0814
6978,0.2859,0.3697,0.3322,0.1252,0.075,0.0913
6979,0.1991,0.3517,0.269,0.0318,0.0533,0.0504
6980,0.3661,0.4003,0.2976,0.4861,0.0657,0.062
6981,0.3567,0.4434,0.2938,0.4566,0.1471,0.1821
6982,0.3491,0.4559,0.2346,0.4322,0.0979,0.0358
6983,0.3267,0.339,0.4549,0.435,0.0407,0.062
6984,0.3535,0.5763,0.526,0.4306,0.0526,0.0027
6985,0.3571,0.5599,0.4205,0.4664,0.0593,0.0076
6986,0.3211,0.5633,0.3882,0.3435,0.0815,0.1414
6987,0.3792,0.4897,0.3764,0.388,0.055,0.1712
6988,0.4295,0.5562,0.3234,0.6449,0.025,0.3549
6989,0.3874,0.4718,0.3271,0.493,0.0199,0.1154
6990,0.3322,0.5049,0.3559,0.3962,0.0796,0.2794
6991,0.3331,0.5386,0.6532,0.5334,0.1139,0.3169
6992,0.3391,0.6147,0.6358,0.518,0.0705,0.5108
6993,0.3319,0.6512,0.5369,0.4783,0.0531,0.1696
6994,0.3425,0.6639,0.4068,0.5177,0.1013,0.5773
6995,0.34,0.6495,0.4263,0.4692,0.0343,0.7378
6996,0.1574,0.5276,0.6043,0.4632,0.0323,0.7429
6997,0.2434,0.4585,0.5859,0.3708,0.158,0.7698
6998,0.2019,0.6321,0.6212,0.3672,0.5764,0.7393
6999,0.356,0.4899,0.4551,0.3701,0.6863,0.7668
7000,0.223,0.6876,0.3675,0.0533,0.6906,0.7458
7001,0.253,0.7244,0.4589,0.0891,0.6038,0.7877
7002,0.3723,0.5207,0.3954,0.2646,0.4141,
7003,0.3592,0.7174,0.4759,0.3643,1.3069,
7004,0.2477,0.7704,0.6723,0.2897,1.3069,
7005,0.2353,0.73,0.6408,0.3926,0.6535,
7006,0.2379,0.6125,0.7005,0.3455,1.2077,
7007,0.2323,0.8909,0.6132,0.3741,1.2078,
7008,0.2471,0.8901,0.6121,0.3788,1.2078,
7009,0.2553,0.8861,0.4545,0.4063,1.1825,
7010,0.2295,0.8517,0.6559,0.4347,0.9517,
7011,0.4029,0.76,0.6103,0.641,1.1992,
7012,0.3014,0.7359,0.665,0.4685,1.1086,0.0
7013,0.3018,0.6894,0.6472,0.3611,1.1086,1.4537
7014,0.3736,0.4682,0.4748,0.4054,,1.4537
7015,0.2689,0.4059,0.4857,0.4254,,1.4537
7016,0.2326,0.3908,0.4772,0.3981,,1.4537
7017,0.4203,0.4569,0.4261,0.3867,,1.4537
7018,0.4028,0.5163,0.5917,0.2763,,1.4537
7019,0.5096,0.5024,0.5068,0.5445,,1.4537
7020,0.5276,0.5061,0.447,0.5053,,1.3989
7021,0.5321,0.6445,0.3573,0.6857,,0.7428
7022,0.5853,0.7151,0.2048,0.5666,0.0013,0.1863
7023,0.5753,0.6663,0.2851,0.6287,1.3069,0.0736
7024,0.6026,0.6661,0.2852,0.575,0.6536,0.0363
7025,0.5934,0.6631,0.4718,0.592,1.2078,0.1266
7026,0.5772,0.6197,0.3933,0.6367,1.2077,0.0284
7027,0.5222,0.5038,0.4864,0.5966,1.2078,0.0561
7028,0.5749,0.446,0.4331,0.554,1.205,0.2378
7029,0.6011,0.2008,0.3528,0.4972,1.1917,0.0408
7030,0.4654,0.3172,0.5338,0.3232,1.3069,0.0629
7031,0.4641,0.3663,0.4783,0.235,1.3067,0.1909
7032,0.4494,0.3153,0.4624,0.3328,1.3069,
7033,0.4855,0.3267,0.5529,0.3195,1.1988,
7034,0.2841,0.3202,0.5808,0.2735,,
7035,0.2613,0.34,0.624,0.3719,,
7036,0.2761,0.3343,0.5893,0.3344,,
7037,0.3011,0.2896,0.5751,0.3576,,
7038,0.2812,0.4955,0.3731,0.3018,,
7039,0.2809,0.4203,0.3318,0.2654,,
7040,0.2118,0.5892,0.2495,0.2967,,
7041,0.4586,0.475,0.2497,0.4648,,
7042,0.4583,0.5598,0.2594,0.3646,,0.0011
7043,0.382,0.4739,0.2483,0.347,,1.4536
7044,0.5097,0.443,0.0674,0.3265,0.0008,1.4537
7045,0.677,0.4112,0.0719,0.423,1.3069,1.4029
7046,0.6734,0.2792,0.0635,0.4454,0.6847,0.7484
7047,0.6234,0.2385,0.0399,0.4033,1.0333,1.4281
7048,0.6328,0.2769,0.2963,0.3831,1.3069,1.4537
7049,0.6667,0.2582,0.2236,0.387,1.3069,1.4537
7050,0.4975,0.2788,0.3326,0.3469,1.3069,1.4537
7051,0.4996,0.2351,0.5052,0.3515,1.3069,1.4537
7052,0.5067,0.2157,0.4481,0.3331,1.3069,1.4537
7053,0.6374,0.2434,0.4896,0.4673,1.3069,1.4537
7054,0.6408,0.322,0.4373,0.4867,1.3069,
7055,0.6498,0.3564,0.5538,0.2516,1.3069,
7056,0.4758,0.3441,0.4898,0.2477,1.3069,
7057,0.6823,0.3261,0.5386,0.2416,1.3069,
7058,0.5878,0.412,0.5441,0.2177,1.3069,
7059,0.6819,0.3963,0.4486,0.1527,1.3069,
7060,0.4849,0.3296,0.4602,0.167,1.3069,
7061,0.6768,0.3233,0.5445,0.1563,,
7062,0.6694,0.2079,0.4424,0.1013,,
7063,0.5042,0.2169,0.4457,0.1057,,
7064,0.6058,0.298,0.4874,0.145,,0.0
7065,0.6397,0.2977,0.5565,0.1539,,1.4537
7066,0.7075,0.3523,0.4209,0.2984,,1.4537
7067,0.497,0.3128,0.333,0.2871,0.1036,1.4537
7068,0.4748,0.3101,0.3883,0.2258,1.0603,1.4537
7069,0.3598,0.3252,0.4707,0.366,1.0479,1.4537
7070,0.4759,0.2282,0.3615,0.244,1.057,1.4537
7071,0.5843,0.2354,0.4276,0.2239,0.5306,1.4531
7072,0.587,0.2608,0.4799,0.2083,1.1836,1.429
7073,0.5844,0.1919,0.4737,0.2558,1.1838,
7074,0.5583,0.2305,0.4804,0.2547,1.182,
7075,0.7302,0.2196,0.4589,0.2441,1.1751,
7076,0.7302,0.2213,0.421,0.2524,1.086,
7077,0.5478,0.1976,0.4987,0.2474,1.184,
7078,0.7001,0.0692,0.5447,0.3684,1.184,
7079,0.9167,0.0897,0.4235,0.3859,1.184,
7080,0.8111,0.0878,0.4414,0.4231,1.3069,
7081,0.9174,0.2017,0.4443,0.224,1.3069,
7082,0.9328,0.2106,0.4106,0.0907,1.3069,
7083,0.9235,0.224,0.4039,0.0858,0.7036,
7084,0.8994,0.2343,0.4976,0.111,0.8186,
7085,0.4307,0.2037,0.5158,0.0767,1.1801,
7086,0.8901,0.2024,0.4862,0.0812,1.0351,
7087,0.7167,0.1708,0.372,0.0859,0.9222,
7088,1.2545,0.1758,0.2519,0.0882,0.6602,
7089,1.1445,0.4262,0.038,0.0328,0.5694,
7090,0.9157,0.4276,0.3317,0.3768,0.2976,
7091,0.7344,0.283,0.3039,0.2595,0.5492,
7092,0.6805,0.3,0.3799,0.6529,0.5888,
7093,0.7439,0.3722,0.335,0.5926,0.5734,
7094,0.5068,0.337,0.3542,0.4514,0.7706,
7095,0.3803,0.3231,0.32,0.6331,0.747,
7096,0.9162,0.4657,0.3536,0.4227,0.8661,
7097,0.6926,0.3888,0.3602,0.3403,0.8678,
7098,0.7076,0.361,0.3142,0.1517,0.6291,
7099,0.8392,0.3662,0.1571,0.1425,0.6232,
7100,0.5604,0.3333,0.2827,0.1564,0.6218,
7101,0.9303,0.4218,0.2982,0.381,0.6497,
7102,0.7771,0.5782,0.2316,0.4717,0.4407,0.3665
7103,0.966,0.5486,0.2973,0.423,0.8557,0.3513
7104,0.9176,0.4767,0.3451,0.4588,0.8767,0.3196
7105,0.9529,0.4831,0.3226,0.4836,0.8765,1.006
7106,0.9323,0.5245,0.3398,0.5034,0.8763,1.1243
7107,0.7386,0.5108,0.3229,0.4783,1.1627,1.1243
7108,0.9601,0.4219,0.2703,0.3756,1.1627,1.1243
7109,0.9637,0.4088,0.295,0.6858,1.1627,1.119
7110,0.9704,0.3238,0.2845,0.6024,1.1624,0.8211
7111,0.9474,0.3575,0.5076,0.5446,1.1612,0.8178
7112,0.8067,0.374,0.5345,0.6294,0.698,0.5624
7113,0.6498,0.3461,0.6113,0.6353,1.1343,0.6784
7114,0.6194,0.2053,0.4845,0.5511,1.1185,0.7184
7115,0.5034,0.17,0.7063,0.5104,0.8776,0.6304
7116,0.4885,0.1775,0.5292,0.6259,1.1318,0.7689
7117,0.8327,0.1918,0.5815,0.5894,1.1314,1.0728
7118,0.7955,0.1575,0.6272,0.505,0.9618,0.6987
7119,0.6632,0.3135,0.7227,0.6263,1.0868,1.1785
7120,0.661,0.2162,0.7035,0.6022,1.0725,1.1919
7121,0.6886,0.3002,0.6201,0.6117,0.9602,1.1919
7122,0.5735,0.2687,0.6287,0.6222,1.0644,1.1919
7123,0.5188,0.2504,0.8057,0.6088,0.6901,1.1919
7124,0.313,0.237,0.7697,0.5082,0.574,1.1919
7125,0.6662,0.2436,0.7423,0.6021,0.5687,1.1919
7126,0.6599,0.2457,0.62,0.6107,0.5739,1.1919
7127,0.6508,0.325,0.6213,0.4162,0.2962,1.1919
7128,0.6299,0.288,0.6376,0.4263,0.8004,0.894
7129,0.4711,0.2511,0.3951,0.4071,0.6768,1.1841
7130,0.6327,0.3559,0.8347,0.3658,0.7983,1.201
7131,0.6731,0.4659,1.2083,0.3974,0.887,0.9243
7132,0.5677,0.5442,0.9783,0.6942,0.8359,1.1442
7133,0.6598,0.5622,1.2081,0.1517,0.7472,1.187
7134,0.5587,0.5587,1.2085,0.1701,0.4445,1.0696
7135,0.352,0.5485,1.1368,0.076,0.5206,1.0289
7136,0.7426,0.4157,0.5912,0.3088,0.3184,1.201
7137,0.6369,0.4705,1.0987,0.2551,0.3511,1.201
7138,0.6361,0.5103,1.2136,0.5149,0.3139,1.201
7139,0.4212,0.6147,0.8217,0.5743,0.3189,0.6006
7140,0.7094,0.5136,1.1998,0.5364,0.0505,1.1984
7141,0.9009,0.646,0.9181,0.5235,0.0922,1.1984
7142,0.9384,0.6991,0.8399,0.5347,0.0493,1.1984
7143,0.9526,0.6662,0.5429,0.4259,0.0771,1.1984
7144,0.4665,0.6758,0.7705,0.2985,0.0387,1.1984
7145,0.6506,0.6359,0.7484,0.3318,0.0904,1.203
7146,0.7339,0.546,0.6136,0.4555,0.09,1.203
7147,0.4748,0.6473,0.8777,0.5174,0.3045,1.203
7148,0.8931,0.5948,0.8728,0.5807,0.3514,1.1957
7149,0.92,0.7103,0.6957,0.6104,0.3239,1.1957
7150,0.9191,0.6554,0.9484,0.6089,0.394,1.0792
7151,0.8749,0.7426,0.755,0.6034,0.4297,0.8617
7152,0.9065,0.7356,0.9094,0.5467,0.4036,0.7449
7153,0.91,0.7563,0.7244,0.1291,0.3925,0.778
7154,0.9018,0.6398,0.5249,0.4279,0.4605,0.6343
7155,0.9474,0.5013,0.7637,0.4529,0.5359,0.4133
7156,0.9321,0.4767,0.6604,0.2975,0.5296,0.7918
7157,0.9279,0.5494,0.6519,0.2849,0.5444,0.7957
7158,0.925,0.5695,0.6053,0.2116,0.5131,0.4899
7159,0.8918,0.5537,0.628,0.3721,0.694,0.9564
7160,0.8911,0.5826,0.383,0.3779,0.6307,0.9681
7161,0.8711,0.4445,0.3976,0.3767,0.591,0.9531
7162,0.947,0.4349,0.3232,0.3922,0.5434,0.9283
7163,0.9396,0.4508,0.4369,0.2867,0.9996,0.9705
7164,0.8547,0.1132,0.42,0.5692,1.1086,0.9326
7165,0.8656,0.2466,0.5753,0.5742,1.0989,0.7992
7166,0.6907,0.4703,0.5833,0.5681,0.6187,0.9002
7167,0.9294,0.4843,0.5832,0.5878,0.3173,0.8612
7168,0.8722,0.4722,0.3953,0.7908,0.1577,0.9083
7169,0.7076,0.5216,0.3584,0.6982,0.0225,0.863
7170,0.4558,0.4752,0.2652,0.3963,0.0073,0.8684
7171,0.8352,0.3158,0.562,0.3462,0.466,0.8774
7172,0.8219,0.505,0.6437,0.3503,0.5034,0.8538
7173,0.6661,0.4677,0.5664,0.371,0.4892,0.8496
7174,0.6461,0.4314,0.5412,0.083,0.5598,0.8571
7175,0.9632,0.5491,0.4227,0.1163,0.6324,0.8209
7176,0.9111,0.5294,0.4067,0.1036,0.5005,0.8406
7177,0.9226,0.5477,0.4389,0.1666,0.5119,0.6146
7178,0.6304,0.6096,0.4162,0.3567,0.4606,0.4526
7179,0.8671,0.4839,0.5858,0.4068,,0.5285
7180,0.959,0.4427,0.579,0.2585,,0.6471
7181,0.931,0.4575,0.5629,0.5508,,0.308
7182,0.9637,0.3568,0.4046,0.8337,0.0081,0.2668
7183,0.7156,0.0428,0.4758,0.7961,1.061,0.0215
7184,0.8082,0.0408,0.4736,0.7064,1.061,0.183
7185,1.0508,0.0576,0.4129,0.9281,1.061,0.0996
7186,1.016,0.0695,0.5719,0.9284,1.061,0.1045
7187,0.9424,0.1103,0.4025,0.9108,1.061,0.1162
7188,0.6817,0.1051,0.3905,0.9254,1.061,0.0407
7189,0.8628,0.1023,0.4216,0.9132,1.061,0.038
7190,0.9036,0.0365,0.4193,0.8252,1.061,0.097
7191,0.8544,0.0709,0.4283,0.7418,1.0609,0.0298
7192,0.8441,0.0782,0.446,0.7422,1.0564,0.6603
7193,0.836,0.053,0.4551,0.7526,0.9192,0.6865
7194,0.8379,0.3526,0.4591,0.8012,0.7054,0.6655
7195,0.8272,0.3924,0.4348,0.8652,0.5495,0.6706
7196,0.4595,0.3756,0.4196,0.7433,0.4304,0.7061
7197,0.6211,0.4221,0.2801,0.7926,0.7981,0.6693
7198,0.34,0.4449,0.5297,0.6081,0.6782,0.7674
7199,0.5661,0.4301,0.5497,0.618,0.6728,0.7587
7200,0.5433,0.501,0.4154,0.6825,0.4555,0.6891
7201,0.5544,0.4101,0.3438,0.7932,0.5959,0.8005
7202,0.5581,0.3007,0.2487,0.8133,0.6176,1.2943
7203,0.5337,0.4648,0.1902,0.8225,1.1843,1.2943
7204,0.526,0.393,0.2718,0.8041,1.1863,1.2943
7205,0.6279,0.5926,0.0674,0.7123,1.1975,1.2943
7206,0.4999,0.4915,0.0898,0.5544,1.1975,1.2943
7207,0.79,0.562,0.077,0.7467,1.1975,1.1425
7208,0.7901,0.4959,0.0406,0.5589,0.898,1.189
7209,0.7987,0.4334,0.0657,0.6901,1.137,
7210,0.7665,0.4256,0.052,0.6179,1.1214,
7211,0.6218,0.537,0.3312,0.6238,1.0548,
7212,0.7005,0.554,0.3503,0.3802,1.136,0.083
7213,0.7682,0.6101,0.418,0.4588,1.0059,1.2462
7214,0.5042,0.5787,0.3416,0.3721,1.1357,1.267
7215,0.6518,0.5989,0.3091,0.5851,1.136,1.267
7216,0.5548,0.5248,0.3253,0.5827,1.136,1.267
7217,0.8303,0.6103,0.3569,0.5061,1.1497,1.267
7218,0.7663,0.4861,0.3617,0.4616,1.2384,1.267
7219,0.6939,0.517,0.2681,0.6672,1.2384,1.267
7220,0.7857,0.5203,0.3593,0.5928,1.2384,1.267
7221,0.779,0.7391,0.4361,0.4762,1.2384,1.267
7222,0.7123,0.6439,0.3008,0.451,0.6192,1.267
7223,0.725,0.5473,0.6252,0.4541,1.242,1.2668
7224,0.5984,0.9379,0.5337,0.447,1.242,1.2607
7225,0.743,0.7382,0.6016,0.4663,1.242,1.0776
7226,0.6875,0.8596,0.6265,0.4782,1.242,1.2564
7227,0.6926,0.8403,0.6138,0.4483,0.8502,0.9551
7228,0.7286,0.6852,0.5958,0.4604,0.8098,1.0869
7229,0.5694,0.9077,0.507,0.3882,0.8591,1.267
7230,0.6207,0.8923,0.5223,0.2807,0.8477,0.6335
7231,0.625,0.8301,0.5718,0.4129,1.0841,1.1957
7232,0.741,0.7521,0.6321,0.4205,1.1627,1.1957
7233,0.7558,0.6606,0.5765,0.4271,1.1524,1.1957
7234,0.9475,0.7061,0.3099,0.418,0.97,1.1957
7235,0.8757,0.7083,0.3416,0.3975,0.7007,1.1957
7236,0.7767,0.707,0.2737,0.2904,0.4957,1.1942
7237,0.9379,0.5821,0.3208,0.4143,0.7849,1.0156
7238,1.0549,0.8294,0.1483,0.2945,0.6308,0.9509
7239,0.6364,0.9146,0.4379,0.2458,0.784,0.7961
7240,1.0111,0.8208,0.4876,0.2668,0.7976,1.203
7241,1.0197,0.0703,0.4526,0.2587,0.8748,1.171
7242,0.9877,0.3691,0.4505,0.2976,0.8012,1.171
7243,1.0208,0.5216,0.2017,0.301,0.6813,1.171
7244,0.8596,0.8342,0.1127,0.1506,0.6794,1.171
7245,0.8874,0.8308,0.6334,0.1117,0.6677,1.1623
7246,0.8501,0.8234,0.708,0.1812,0.67,1.1708
7247,0.942,0.8127,0.7318,0.0781,0.709,1.1704
7248,0.9697,0.8157,0.6068,0.2308,0.6642,1.1691
7249,1.0111,0.6703,0.8245,0.2342,0.6633,1.171
7250,1.1602,0.7042,0.8289,0.2494,0.6292,1.1247
7251,1.1082,0.8762,0.7335,0.2305,0.6247,0.769
7252,0.8798,0.7384,0.6394,0.2717,0.513,1.0301
7253,1.0132,0.8749,0.7328,0.2793,0.6973,1.2422
7254,0.9576,0.6868,0.6834,0.0307,0.6988,1.2423
7255,0.8721,0.6487,0.7397,0.3149,0.6372,1.2423
7256,0.7188,0.6037,0.6042,0.3171,0.5108,1.267
7257,0.7443,0.6151,0.5958,0.2942,0.3787,1.267
7258,0.9362,0.5697,0.6269,0.2955,0.3776,1.267
7259,0.7009,0.5702,0.5972,0.2932,0.0183,1.267
7260,0.6584,0.4853,0.5865,0.3161,0.0137,1.267
7261,0.7627,0.4757,0.466,0.2607,0.3158,1.267
7262,0.7492,0.4853,0.7211,0.0526,0.2904,1.267
7263,0.788,0.388,0.7378,0.0563,0.5155,0.6335
7264,0.7614,0.3989,0.6973,0.0176,0.5319,1.1957
7265,0.7829,0.51,0.4984,0.2554,0.5777,1.1936
7266,0.9246,0.6227,0.3403,0.2986,0.5137,0.5622
7267,0.918,0.7827,0.5771,0.3495,0.7961,1.171
7268,0.9072,0.7686,0.4457,0.3104,0.7964,1.171
7269,0.8208,0.7073,0.4374,0.2897,0.457,1.171
7270,0.9668,0.5604,0.4644,0.2988,0.7103,1.1138
7271,0.9048,0.3601,0.3993,0.218,0.8921,1.1243
7272,0.9041,0.443,0.584,0.071,0.8093,1.1243
7273,0.6954,0.7073,0.6009,0.0378,0.6754,1.1243
7274,0.7372,0.7917,0.6207,0.0881,0.733,1.1243
7275,0.6535,0.7901,0.6063,0.0585,0.6089,1.1243
7276,0.5578,0.7846,0.4923,0.0379,0.7219,1.1243
7277,0.5144,0.6692,0.6597,0.0766,0.5854,1.1234
7278,0.5665,0.7522,0.5766,0.0252,0.59,0.8134
7279,0.5993,0.6976,0.6185,0.0244,0.5947,0.3113
7280,0.4977,0.8706,0.801,0.0476,0.5836,0.2826
7281,0.2647,0.8494,0.8051,0.0599,0.5901,0.1639
7282,0.5943,0.7459,0.724,0.0514,0.5894,0.7543
7283,0.4781,0.633,0.7414,0.08,0.5874,0.6984
7284,0.4069,0.4811,0.819,0.1732,0.5926,0.6644
7285,0.4652,0.4575,0.6419,0.0928,0.575,0.6637
7286,0.4613,0.5052,0.5503,0.3718,0.4125,0.6866
7287,0.4763,0.4936,0.7304,0.2929,0.4087,0.6459
7288,0.4722,0.5532,0.725,0.4998,0.416,0.6198
7289,0.4838,0.641,0.7162,0.4991,0.4164,0.5366
7290,0.5149,0.6284,0.6067,0.4998,0.4121,0.5369
7291,0.4994,0.5497,0.7689,0.6098,0.4052,0.6712
7292,0.4161,0.5683,0.7882,0.5992,0.32,0.6538
7293,0.6665,0.3386,0.7886,0.6159,0.0587,0.6401
7294,0.5844,0.4506,0.677,0.5516,0.0281,0.0444
7295,0.5213,0.3708,0.6586,0.598,0.6972,0.0645
7296,0.6927,0.5553,0.8356,0.52,0.3291,0.0329
7297,0.4924,0.5598,0.848,0.5564,0.7395,0.0473
7298,0.4696,0.5847,0.7405,0.6142,0.5155,0.2845
7299,0.3455,0.3978,0.6919,0.5262,0.6618,0.4492
7300,0.3699,0.5989,0.7303,0.4627,0.6072,0.4514
7301,0.352,0.5797,0.6088,0.1809,0.6133,0.2924
7302,0.3664,0.4744,0.5904,0.071,0.6365,0.1614
7303,0.3864,0.6123,0.6153,0.1071,0.6037,0.7988
7304,0.3958,0.747,0.6851,0.0397,0.6162,0.6472
7305,0.3719,0.6673,0.5937,0.1418,0.6219,1.256
7306,0.2739,0.742,0.7103,0.1341,0.6107,1.2559
7307,0.4786,0.7277,0.7456,0.1276,0.6298,1.256
7308,0.6095,0.6638,0.721,0.2523,0.1187,1.1467
7309,0.5191,0.501,0.6851,0.3387,0.1271,1.1723
7310,0.4515,0.6198,0.6409,0.3583,0.0722,0.862
7311,0.5175,0.5924,0.5759,0.2678,0.0893,0.6839
7312,0.3973,0.4943,0.5807,0.6143,0.0427,0.6755
7313,0.5735,0.4781,0.3747,0.5242,0.0875,0.6605
7314,0.6206,0.5648,0.488,0.6624,0.0692,0.6721
7315,0.5841,0.5683,0.4769,0.6443,0.0407,0.6559
7316,0.4835,0.5724,0.5035,0.5101,0.0683,0.6918
7317,0.4969,0.5713,0.5202,0.3754,0.0908,0.0686
7318,0.4211,0.4515,0.5027,0.3981,0.0614,0.0504
7319,0.5719,0.4329,0.4943,0.3807,0.0457,0.3151
7320,0.5399,0.4477,0.5065,0.3752,0.0622,0.0723
7321,0.6305,0.4259,0.514,0.38,0.033,0.1572
