tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
8400,1,85.2,3198.4,1759.0,1642.7,4940.2
8400,2,78.4,2969.7,2153.8,1500.7,4680.2
8400,3,70.3,2692.2,2684.8,1507.7,4314.0
8400,4,60.9,2355.2,3583.3,1230.9,3599.2
8400,5,48.7,2005.5,4622.8,904.5,2805.2
8400,6,29.5,1414.7,6122.9,574.1,1688.5
9000,1,91.1,3411.7,1899.9,1753.1,5281.1
9000,2,83.2,3159.5,2355.1,1600.0,4983.4
9000,3,74.6,2865.6,2888.8,1632.1,4623.1
9000,4,63.8,2494.1,3872.6,1339.7,3853.6
9000,5,50.7,2104.9,4991.4,994.8,2997.6
9000,6,30.4,1484.7,6644.9,591.1,1748.0
9600,1,96.7,3624.9,2009.1,1899.0,5663.4
9600,2,88.4,3365.5,2536.4,1699.8,5298.9
9600,3,79.0,3047.3,3108.4,1723.7,4913.6
9600,4,67.1,2634.6,4175.0,1425.7,4084.7
9600,5,53.6,2227.4,5332.2,1078.8,3197.4
9600,6,31.6,1563.2,7128.6,629.7,1840.6
10200,1,101.7,3821.1,2147.3,2042.4,6025.7
10200,2,93.4,3553.6,2695.9,1826.9,5639.1
10200,3,83.8,3219.7,3269.7,1874.2,5260.4
10200,4,72.0,2837.5,4417.9,1494.9,4345.1
10200,5,56.3,2349.5,5730.0,1123.0,3344.0
10200,6,33.2,1648.4,7600.7,663.0,1936.3
10800,1,107.1,4028.7,2261.2,2186.7,6404.4
10800,2,98.1,3759.1,2846.4,1963.4,5991.9
10800,3,88.3,3388.7,3494.6,1983.0,5542.6
10800,4,75.6,2993.3,4690.1,1591.5,4599.2
10800,5,59.5,2489.5,6059.6,1193.8,3551.8
10800,6,34.4,1722.5,8057.3,716.1,2054.7
11400,1,112.0,4217.7,2382.5,2342.0,6780.2
11400,2,103.1,3931.8,3048.5,2078.9,6292.0
11400,3,92.3,3546.6,3697.6,2124.1,5860.6
11400,4,79.0,3135.6,4993.0,1683.5,4828.8
11400,5,61.6,2590.8,6466.9,1254.8,3704.1
11400,6,35.4,1799.3,8533.7,763.4,2159.3
12000,1,117.2,4406.0,2516.6,2508.7,7148.4
12000,2,107.7,4110.6,3227.0,2212.7,6619.8
12000,3,96.7,3736.8,3916.6,2220.5,6154.5
12000,4,82.5,3294.8,5223.3,1817.2,5128.7
12000,5,64.4,2723.8,6783.8,1348.4,3930.1
12000,6,36.7,1879.8,9037.6,780.9,2227.6
12600,1,121.3,4591.9,2624.4,2692.4,7556.6
12600,2,113.2,4319.6,3424.8,2290.5,6913.6
12600,3,101.2,3921.3,4113.1,2329.7,6467.5
12600,4,85.6,3429.0,5513.8,1914.0,5375.8
12600,5,67.3,2848.3,7147.0,1408.4,4110.0
12600,6,38.3,1959.5,9522.9,803.9,2311.1
13200,1,126.1,4773.0,2767.4,2845.7,7912.6
13200,2,117.9,4494.5,3564.3,2453.5,7284.0
13200,3,105.4,4091.9,4328.6,2440.0,6767.3
13200,4,89.4,3569.2,5826.5,1983.0,5586.5
13200,5,69.5,2944.9,7564.8,1459.4,4245.2
13200,6,39.5,2035.7,10047.9,814.4,2362.8
13800,1,131.1,4956.8,2915.2,2998.9,8270.5
13800,2,122.4,4672.2,3731.4,2590.2,7623.6
13800,3,109.7,4254.1,4587.2,2535.0,7022.0
13800,4,93.1,3699.0,6123.5,2074.1,5815.5
13800,5,72.2,3056.6,7964.5,1508.5,4393.2
13800,6,40.8,2111.5,10519.6,857.5,2463.8
14400,1,136.1,5162.8,3013.2,3163.5,8670.6
14400,2,128.0,4880.6,3884.4,2706.7,7959.8
14400,3,114.9,4456.8,4797.1,2620.1,7308.9
14400,4,97.5,3878.3,6379.3,2153.4,6071.2
14400,5,75.3,3180.6,8300.2,1585.2,4595.9
14400,6,42.3,2197.1,11011.0,883.4,2544.7
15000,1,141.0,5359.0,3133.5,3317.5,9050.5
15000,2,132.2,5056.0,3988.9,2901.9,8368.8
15000,3,119.7,4656.3,5010.5,2712.0,7596.9
15000,4,100.8,4017.1,6691.1,2243.7,6296.1
15000,5,77.7,3306.6,8656.0,1661.9,4792.3
15000,6,43.6,2275.3,11488.0,924.3,2640.0
15600,1,146.3,5556.9,3286.3,3435.9,9391.5
15600,2,137.6,5258.4,4199.5,2979.9,8652.5
15600,3,124.0,4835.3,5189.8,2842.2,7934.2
15600,4,104.9,4179.9,6947.8,2336.4,6558.3
15600,5,80.4,3418.8,9058.2,1703.1,4935.5
15600,6,45.3,2370.5,11929.8,969.5,2763.9
16200,1,151.5,5761.9,3428.5,3570.5,9746.8
16200,2,142.1,5448.1,4355.0,3115.2,9005.7
16200,3,128.0,4991.9,5424.3,2950.8,8214.9
16200,4,108.5,4322.3,7198.8,2457.4,6834.8
16200,5,83.5,3552.1,9400.1,1763.3,5131.5
16200,6,46.8,2452.3,12427.8,990.9,2838.2
16800,1,155.7,5949.8,3559.3,3744.6,10132.7
16800,2,146.3,5624.8,4505.3,3273.4,9370.5
16800,3,132.3,5153.2,5674.9,3055.9,8482.4
16800,4,111.9,4454.3,7533.9,2537.9,7032.1
16800,5,85.7,3652.3,9806.0,1819.8,5282.1
16800,6,48.1,2535.6,12892.6,1034.4,2947.2
17400,1,160.4,6136.1,3681.4,3915.9,10517.1
17400,2,151.1,5825.2,4658.3,3407.7,9722.8
17400,3,135.9,5303.6,5865.4,3213.6,8820.0
17400,4,115.3,4601.7,7851.5,2617.5,7245.2
17400,5,87.9,3757.9,10200.4,1880.2,5444.4
17400,6,48.7,2597.8,13449.3,1041.7,2977.7
18000,1,165.0,6335.1,3781.0,4093.3,10924.2
18000,2,156.1,6021.4,4815.7,3527.0,10064.6
18000,3,140.3,5479.6,6120.5,3293.5,9075.5
18000,4,119.3,4769.0,8103.9,2718.3,7514.0
18000,5,90.4,3872.8,10556.5,1961.2,5638.0
18000,6,50.1,2671.5,13924.7,1080.8,3075.3
18600,1,169.6,6517.5,3915.9,4258.1,11298.1
18600,2,161.3,6214.9,4975.1,3658.2,10404.9
18600,3,144.6,5669.9,6297.5,3425.7,9414.0
18600,4,123.2,4908.8,8394.5,2810.7,7744.8
18600,5,93.0,3985.8,10958.9,2004.1,5782.1
18600,6,51.3,2739.5,14412.3,1112.7,3163.7
19200,1,175.1,6729.6,4079.1,4362.6,11622.5
19200,2,166.3,6391.7,5160.0,3768.9,10717.3
19200,3,148.4,5832.2,6523.1,3545.8,9712.5
19200,4,126.4,5042.4,8654.5,2924.4,8018.4
19200,5,95.5,4096.3,11360.8,2054.0,5931.9
19200,6,52.7,2806.2,14909.7,1135.8,3238.3
19800,1,179.5,6907.7,4179.9,4552.6,12036.1
19800,2,171.7,6585.3,5306.2,3897.8,11064.6
19800,3,152.6,5995.4,6679.0,3711.3,10071.1
19800,4,130.1,5198.9,8897.6,3044.5,8301.6
19800,5,98.9,4221.4,11734.3,2098.1,6090.1
19800,6,54.3,2893.4,15409.8,1150.6,3307.2
20400,1,184.6,7111.3,4311.2,4699.0,12398.3
20400,2,176.1,6766.2,5478.5,4031.6,11402.5
20400,3,156.6,6167.2,6873.4,3849.3,10395.8
20400,4,133.2,5344.3,9160.5,3169.3,8577.4
20400,5,101.5,4344.2,12081.1,2172.5,6291.9
20400,6,55.4,2968.0,15896.8,1184.1,3396.2
21000,1,189.8,7311.8,4462.4,4836.8,12745.2
21000,2,181.3,6956.3,5644.0,4155.8,11736.0
21000,3,161.1,6332.3,7100.7,3958.2,10679.4
21000,4,137.2,5512.4,9454.3,3241.4,8806.7
21000,5,103.5,4445.6,12494.4,2224.2,6437.2
21000,6,56.2,3035.6,16412.0,1212.6,3464.4
21600,1,194.2,7489.2,4577.8,5021.5,13141.1
21600,2,186.4,7145.0,5801.1,4283.2,12078.7
21600,3,165.5,6521.3,7341.2,4043.4,10952.0
21600,4,140.4,5662.1,9764.7,3323.2,9027.5
21600,5,105.7,4567.6,12881.4,2279.3,6604.6
21600,6,57.5,3104.7,16863.0,1278.7,3587.0
22200,1,200.8,7722.3,4715.8,5116.4,13473.5
22200,2,192.0,7348.4,5974.5,4379.4,12387.5
22200,3,170.5,6742.0,7511.1,4156.4,11280.9
22200,4,145.5,5857.3,9942.9,3435.2,9350.3
22200,5,109.5,4732.3,13194.9,2340.4,6814.6
22200,6,60.2,3212.9,17281.4,1314.5,3717.6
22800,1,207.2,7964.4,4818.6,5242.3,13840.6
22800,2,198.4,7572.3,6124.3,4468.9,12712.5
22800,3,174.9,6926.6,7710.0,4272.9,11592.0
22800,4,149.8,6026.6,10194.4,3519.1,9609.2
22800,5,113.0,4878.1,13564.8,2377.2,6977.1
22800,6,62.2,3327.7,17734.3,1334.9,3822.7
23400,1,212.6,8181.1,4910.6,5395.2,14239.6
23400,2,203.8,7779.2,6291.7,4567.8,13035.1
23400,3,180.1,7113.6,7890.8,4395.2,11914.2
23400,4,154.1,6182.4,10466.5,3598.2,9850.8
23400,5,116.4,5001.1,13888.7,2454.8,7185.5
23400,6,63.3,3400.9,18244.1,1354.3,3889.9
24000,1,218.9,8423.8,5030.9,5508.2,14596.9
24000,2,209.2,7996.6,6457.4,4672.2,13361.6
24000,3,184.4,7292.7,8096.6,4509.8,12217.8
24000,4,158.3,6329.3,10748.2,3685.3,10088.4
24000,5,119.7,5146.9,14202.0,2540.4,7407.8
24000,6,65.6,3515.7,18688.0,1379.6,4000.3
24600,1,225.4,8660.6,5154.0,5612.2,14942.0
24600,2,214.6,8220.2,6599.3,4782.2,13709.2
24600,3,190.2,7518.3,8246.2,4619.0,12552.8
24600,4,162.8,6490.9,10992.9,3783.1,10357.4
24600,5,123.0,5298.2,14510.9,2619.9,7631.9
24600,6,68.1,3628.2,19103.0,1424.3,4137.0
25200,1,231.2,8893.6,5286.0,5728.8,15296.0
25200,2,220.0,8450.5,6738.1,4895.2,14062.0
25200,3,195.3,7718.7,8447.7,4713.7,12849.9
25200,4,167.2,6650.0,11277.9,3858.4,10579.7
25200,5,126.1,5439.7,14840.6,2692.1,7840.4
25200,6,70.2,3731.9,19507.4,1481.3,4290.4
25800,1,236.5,9110.0,5390.2,5873.3,15683.7
25800,2,226.3,8666.5,6895.4,4989.0,14381.4
25800,3,200.9,7919.3,8680.2,4777.7,13104.1
25800,4,172.0,6837.3,11489.1,3958.5,10872.6
25800,5,129.7,5589.4,15163.6,2751.0,8045.4
25800,6,72.9,3846.8,19906.3,1537.7,4438.7
26400,1,242.5,9326.9,5499.1,6008.8,16056.1
26400,2,232.3,8901.7,7068.0,5063.1,14685.9
26400,3,205.6,8108.6,8889.9,4878.5,13402.0
26400,4,176.7,7036.8,11743.5,4023.2,11121.6
26400,5,133.2,5738.0,15456.6,2832.1,8282.8
26400,6,75.3,3963.5,20288.0,1609.6,4607.0
27000,1,247.6,9523.0,5621.3,6152.1,16428.3
27000,2,237.9,9091.5,7274.7,5157.6,14969.3
27000,3,209.8,8285.8,9109.4,4985.8,13697.7
27000,4,180.8,7193.6,11982.0,4116.2,11406.1
27000,5,135.9,5844.6,15861.8,2878.7,8423.9
27000,6,77.0,4055.3,20758.6,1640.8,4700.7
27600,1,253.2,9734.3,5736.2,6298.1,16806.8
27600,2,244.1,9337.9,7402.6,5252.1,15318.1
27600,3,215.4,8502.5,9314.2,5058.8,13980.3
27600,4,185.1,7373.8,12197.9,4220.1,11705.3
27600,5,139.6,5976.1,16174.3,2961.1,8634.7
27600,6,79.9,4177.0,21156.1,1687.2,4846.9
28200,1,258.7,9964.8,5861.2,6421.3,17165.5
28200,2,250.8,9577.8,7547.0,5336.9,15643.0
28200,3,221.0,8717.7,9476.4,5168.2,14304.0
28200,4,189.6,7559.6,12400.4,4328.3,12011.8
28200,5,143.2,6117.7,16529.0,3006.9,8807.4
28200,6,82.0,4282.1,21596.7,1722.5,4963.8
28800,1,264.9,10209.0,5985.7,6528.8,17519.1
28800,2,255.3,9757.7,7681.8,5492.4,16016.1
28800,3,226.5,8920.5,9670.4,5264.2,14606.7
28800,4,193.4,7729.3,12675.7,4403.9,12257.4
28800,5,146.2,6231.9,16936.8,3044.2,8941.8
28800,6,83.9,4373.0,22001.3,1793.4,5121.4
