tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
3301,0.4666,0.8885,0.5983,0.9342,0.6002,0.6697,0.4752,0.9386
3302,0.4686,0.9138,0.6011,0.8731,0.5839,0.6358,0.457,0.2989
3303,0.5615,0.9051,0.6372,0.8815,0.5599,0.6289,0.3371,0.5513
3304,0.541,0.9479,0.4839,0.8133,0.5315,0.6464,0.5971,0.5482
3305,0.5492,0.8093,0.3905,0.7718,0.54,0.378,0.6211,0.4827
3306,0.7406,0.6139,0.7875,0.7826,0.4539,0.3807,0.6462,0.4824
3307,0.6704,0.7052,0.9966,0.6885,0.6861,0.7269,0.6412,0.4499
3308,0.7584,0.6261,0.8327,0.7006,0.6869,0.679,0.5811,0.5135
3309,0.6852,0.5836,0.6792,0.7002,0.6831,0.697,0.5251,0.4628
3310,0.5846,0.6294,0.7261,0.5516,0.6272,0.6484,0.7929,0.3194
3311,0.4229,0.566,0.7423,0.4603,0.5485,0.4131,0.821,0.7748
3312,0.3774,0.4538,0.53,0.7527,0.6675,0.4619,0.8001,0.5964
3313,0.4232,0.439,0.8259,0.7691,0.678,0.738,0.7941,0.8724
3314,0.4837,0.4654,0.5731,0.7623,0.684,0.9044,0.4051,0.7828
3315,0.3232,0.468,0.4494,0.7988,0.762,0.7847,0.8282,0.7236
3316,0.3007,0.5154,0.2731,0.5475,0.6382,0.817,0.8326,0.7714
3317,0.3828,0.4768,0.0862,0.6956,0.4898,1.0124,0.8202,0.9026
3318,0.5275,0.4334,0.3454,0.7261,0.4539,1.0146,0.7045,0.8493
3319,0.4763,0.4169,0.262,0.63,0.5806,0.9599,0.5769,0.9089
3320,0.6157,0.605,0.2298,0.6508,0.6069,0.7428,0.7654,0.8177
3321,0.6573,0.5176,0.236,0.5292,0.5592,0.7502,0.8766,0.771
3322,0.6927,0.477,0.4214,0.9992,0.6007,0.7351,0.8282,0.7761
3323,0.6959,0.4663,0.4904,0.97,0.6017,0.5132,0.8396,0.7514
3324,0.7393,0.3885,0.3469,0.9876,0.6136,0.4897,0.6041,0.736
3325,0.7837,0.3403,0.5666,0.9775,0.4972,0.4765,0.9073,0.6921
3326,0.7521,0.3427,0.6197,0.7842,0.5376,0.338,0.8087,0.6168
3327,0.677,0.5041,0.5686,0.8172,0.6279,0.2821,0.8001,0.5475
3328,0.6177,0.5146,0.6167,0.856,0.613,0.4879,0.6206,0.5563
3329,0.6677,0.6489,0.8112,0.7839,0.5985,0.5059,0.7474,0.5748
3330,0.4816,0.6094,0.6432,0.7912,0.5236,0.4106,0.7795,0.2966
3331,0.3828,0.3475,0.6611,0.8003,0.5203,0.4912,0.8014,0.0763
3332,0.5623,0.4279,0.7616,0.8323,0.5549,0.527,0.4301,0.0709
3333,0.5864,0.4296,0.8185,0.6301,0.5656,0.54,0.8453,0.1084
3334,0.4781,0.4176,0.925,0.6599,0.5796,0.4807,1.161,0.0364
3335,0.5907,0.4988,0.8922,0.4562,0.5709,0.3246,1.161,0.1073
3336,0.5766,0.4111,0.9409,0.8459,0.4586,0.3542,0.7802,0.1086
3337,0.5556,0.4284,0.9592,0.8532,0.4986,0.3412,0.8814,0.0757
3338,0.5499,0.489,0.9495,0.8447,0.6451,0.3085,1.1431,0.115
3339,0.5285,0.4838,0.9381,0.6271,0.6606,0.3285,1.1705,0.0921
3340,0.5093,0.5054,0.6397,0.9031,0.6228,0.3131,0.9704,0.0517
3341,0.5545,0.4183,0.9407,0.7874,0.5417,0.2785,0.9156,0.3954
3342,0.4977,0.5074,0.9005,0.8425,0.5448,0.3147,0.7166,0.5558
3343,0.3959,0.7021,0.907,0.9933,0.5385,0.2257,0.9397,0.5227
3344,0.5951,0.7145,1.0633,0.9985,0.3095,0.1812,0.6768,0.4907
3345,0.4955,0.7574,0.8798,0.9844,0.2341,0.3156,0.4742,0.4245
3346,0.2561,0.7057,0.3593,0.9784,0.3672,0.6238,0.7359,0.4212
3347,0.3233,0.9961,0.3594,0.9105,0.4834,0.6308,0.6501,0.4321
3348,0.2904,1.0031,0.5446,0.9634,0.4681,0.5461,0.8847,0.4847
3349,0.2303,0.9738,0.4901,0.7512,0.5021,0.4706,0.7032,0.3791
3350,0.4472,0.9757,0.6296,0.5123,0.5087,0.2894,0.582,0.2589
3351,0.558,1.0675,0.8221,0.5766,0.3859,0.4846,0.4381,0.2313
3352,0.4473,1.0847,0.6309,0.5364,0.5644,0.381,0.4323,0.2439
3353,0.5262,1.2498,0.9423,0.6361,0.4597,0.5113,0.4726,0.2244
3354,0.489,1.2494,0.9702,0.5402,0.4024,0.4678,0.3882,0.2269
3355,0.5016,1.2265,0.8528,0.5476,0.6645,0.6796,0.2782,0.355
3356,0.2498,0.8747,0.9077,0.516,0.5943,0.5194,0.3246,0.4187
3357,0.635,0.8138,0.8368,0.5169,0.549,0.684,0.4243,0.2583
3358,0.5946,0.8046,0.9116,0.6005,0.6246,0.7254,0.499,0.3397
3359,0.5573,1.1911,1.0022,0.253,0.6145,0.7383,0.5529,0.4215
3360,0.4236,1.1927,0.9565,0.7423,0.5899,0.5965,0.6642,0.3771
3361,0.4267,0.9411,1.0313,0.8075,0.5603,0.7875,0.6676,0.37
3362,0.3971,1.0153,0.9341,0.9778,0.5727,0.728,0.5623,0.3799
3363,0.3973,0.8268,0.9717,0.8784,0.4063,0.6322,0.6004,0.3879
3364,0.5442,1.0559,0.859,0.9167,0.3965,0.6986,0.7095,0.3541
3365,0.3881,1.0302,0.853,0.7425,0.4672,0.6641,0.7933,0.3465
3366,0.5311,0.9108,0.8011,0.7123,0.3586,0.6746,0.8059,0.3474
3367,0.5924,0.8029,0.8748,0.7776,0.3867,0.4798,0.8636,0.3778
3368,0.4902,0.8845,0.5681,0.5355,0.3663,0.4249,0.9212,0.0579
3369,0.5969,0.861,0.8508,0.6148,0.5585,0.3717,0.9347,0.0543
3370,0.5986,0.8374,0.8597,0.6375,0.5633,0.4777,0.6548,0.5182
3371,0.5099,0.8075,0.7286,0.5199,0.5343,0.5584,0.5419,0.499
3372,0.5434,0.8561,1.1259,0.4824,0.5418,0.4915,0.7007,0.5163
3373,0.5325,0.7789,1.1163,0.4739,0.5845,0.7127,0.8377,0.5331
3374,0.5283,0.7457,0.7983,0.5637,0.4293,0.6338,0.9303,0.514
3375,0.5422,0.6922,1.1616,0.1297,0.5545,0.5839,0.8169,0.5175
3376,0.709,0.5411,0.9711,0.4408,0.5758,0.518,0.802,0.4011
3377,0.6144,0.9071,0.5948,0.4027,0.5702,0.536,0.7871,0.5085
3378,0.4664,1.0163,0.9479,0.344,0.6305,0.7339,0.7893,0.4541
3379,0.1207,1.03,0.8133,0.3544,0.495,0.7415,0.772,0.6619
3380,0.0881,1.1121,1.0058,0.2804,0.4681,0.6791,0.6175,0.7562
3381,0.0919,1.1357,1.1512,0.5542,0.3769,0.6825,0.9196,0.7558
3382,0.4113,1.1029,1.1512,0.5371,0.5281,0.6434,0.9027,0.7442
3383,0.4863,1.13,1.0785,0.4532,0.529,0.4938,0.8933,0.732
3384,0.4935,1.1839,0.8262,0.6056,0.4677,0.511,0.7981,0.726
3385,0.305,1.0629,0.9473,0.4723,0.3712,0.5834,0.7184,0.7554
3386,0.4957,1.0385,0.9408,0.6012,0.374,0.4832,0.9661,0.7372
3387,0.5828,0.8816,0.9556,0.6087,0.4344,0.4317,0.9189,0.7272
3388,0.3601,1.1958,0.9278,0.6136,0.413,0.4238,0.8838,0.6377
3389,0.4393,1.1957,0.9193,0.6051,0.246,0.3404,0.8676,0.6538
3390,0.4815,1.1958,0.7968,0.6397,0.3911,0.3463,0.9536,0.6941
3391,0.8411,0.7942,0.8107,0.7128,0.3911,0.5864,0.9302,0.7971
3392,1.0146,0.7491,0.9346,0.4952,0.4039,0.6,0.7551,0.4676
3393,0.8691,0.8222,0.9247,0.5695,0.4236,0.6066,0.9813,0.6239
3394,1.0474,1.1064,0.9451,0.5745,0.3996,0.5077,0.9073,0.678
3395,1.0425,0.9336,0.9086,0.4923,0.4746,0.6539,0.8075,0.6799
3396,1.0304,0.9512,0.7424,0.5236,0.3838,0.6449,0.835,0.6846
3397,0.9484,0.7975,0.8124,0.4036,0.4997,0.6668,0.493,0.6822
3398,0.8521,0.8665,0.8007,0.4884,0.6085,0.7658,0.7844,0.4507
3399,1.0397,0.9567,0.8684,0.5203,0.5089,0.6165,0.7638,0.8723
3400,0.8419,0.956,0.9146,0.2987,0.6102,0.6783,0.838,0.8429
3401,0.8173,0.9148,0.8531,0.3433,0.5605,0.7643,0.7371,0.5876
3402,0.748,0.9352,0.5984,0.2682,0.6225,0.6342,0.7422,0.8804
3403,0.8636,0.8488,0.7094,0.5046,0.4049,0.6049,0.5782,0.8748
3404,0.8712,0.8798,1.026,0.4542,0.4673,0.7225,0.5302,0.893
3405,0.8811,0.73,0.9051,0.6189,0.4046,0.529,0.7851,0.8939
3406,1.0423,0.743,0.7383,0.5215,0.4654,0.6409,0.6804,0.9144
3407,1.0678,0.5795,0.945,0.5819,0.4035,0.7609,0.5976,0.8808
3408,1.0534,0.5514,0.9091,0.4497,0.3446,0.7769,0.5854,1.1277
3409,1.0151,0.6538,0.9466,0.7237,0.6044,0.7704,0.4569,0.6616
3410,1.0143,0.7873,0.6612,0.6957,0.5664,0.9272,0.5432,0.9166
3411,1.0155,0.8768,0.8573,0.8304,0.7692,0.9558,0.5543,1.173
3412,0.9665,0.9878,0.8638,0.8159,0.7575,0.9385,0.8736,1.1882
3413,0.7002,1.0295,0.9302,0.7694,0.6067,0.912,0.8534,1.1882
3414,0.8283,0.8218,1.0482,0.7531,0.8467,0.9493,0.8113,1.1845
3415,0.7889,0.9168,1.0243,0.645,0.7292,0.9357,0.7948,0.9219
3416,0.9066,0.9688,0.9931,0.5985,0.7139,0.8078,0.7914,0.795
3417,0.6749,0.7641,1.0546,0.4903,0.6805,0.4673,0.6868,1.1793
3418,0.5451,0.9155,1.1435,0.6948,0.6778,0.8807,0.7446,0.7921
3419,0.6738,0.9139,1.0845,0.5594,0.6781,0.8055,0.57,1.1991
3420,0.892,0.7686,1.1042,0.5644,0.5584,0.8272,0.6571,1.1991
3421,0.8919,0.8049,1.0483,0.5744,0.7432,0.8451,0.6734,1.1991
3422,0.8594,0.9511,1.1253,0.6003,0.7306,0.6065,0.6752,1.1901
3423,0.8569,0.8272,1.066,0.5915,0.6297,0.7176,0.6365,1.1901
3424,1.1476,0.7642,1.0139,0.4637,0.6674,0.9259,0.6376,1.1901
3425,0.7163,0.7035,0.7454,0.729,0.6594,1.0315,0.4975,1.1897
3426,0.8563,0.6665,0.9767,0.631,0.4312,1.0114,0.7193,1.1883
3427,0.9996,0.5978,0.8183,0.7798,0.4237,1.0312,0.6304,1.1901
3428,1.1101,0.644,0.9745,0.6935,0.4386,0.9501,0.7724,1.1901
3429,1.0919,0.7253,1.0081,0.7669,0.4288,0.8574,0.6455,1.1901
3430,1.151,0.677,0.8934,0.8128,0.4123,0.9551,0.8245,1.1901
3431,1.0143,0.5858,0.7715,0.9248,0.5847,1.0442,0.8295,1.1901
3432,0.7769,0.5417,0.6677,0.845,0.5249,0.949,0.9741,0.6109
3433,0.7998,0.6518,0.3552,0.7393,0.5614,0.9603,0.7498,0.813
3434,0.7914,0.6214,0.7009,0.8053,0.5307,1.0282,0.9598,1.2484
3435,0.7852,0.7401,0.7019,0.6348,0.4281,0.8646,0.7935,1.1425
3436,0.7874,0.7847,0.6546,0.6249,0.5881,1.0426,0.8484,1.2496
3437,0.7108,0.8035,0.5134,0.6329,0.3794,1.0456,0.6892,1.2496
3438,0.6434,0.5708,0.6908,0.5753,0.3622,0.9667,0.6046,1.2466
3439,0.337,0.7835,0.7033,0.5455,0.3011,0.7533,0.7703,1.1701
3440,0.2574,0.8004,0.3841,0.486,0.5671,0.5644,0.7208,0.6915
3441,0.2822,0.679,0.7974,0.3163,0.4417,0.5567,0.6934,0.6517
3442,0.1947,0.8225,0.6915,0.5024,0.4435,0.7087,0.6811,0.02
3443,0.0716,0.7303,0.8281,0.5542,0.5953,0.7128,0.5517,0.5873
3444,0.6558,0.6195,0.8036,0.5539,0.5283,0.5927,0.3092,0.5861
3445,0.6527,0.6706,0.9002,0.4333,0.563,0.8064,0.5997,0.5821
3446,0.6423,0.7051,0.7003,0.5778,0.6027,0.7782,0.5994,0.5844
3447,0.6166,0.7226,0.9049,0.7637,0.4543,0.6959,0.6222,0.5801
3448,0.5498,0.616,0.8698,0.7653,0.7186,0.6628,0.6265,0.5827
3449,0.6033,0.8028,0.8704,0.7881,0.7155,0.5157,0.6061,0.5803
3450,0.5121,0.8766,0.7339,0.7847,0.6887,0.5934,0.6137,0.6483
3451,0.2924,0.8297,0.7533,0.8217,0.3932,0.6516,0.602,0.5797
3452,0.5991,0.8673,1.0113,0.988,0.56,0.7489,0.6119,0.3952
3453,0.4465,0.6875,0.9257,0.8999,0.6029,0.6753,0.4752,0.6258
3454,0.6561,0.9196,0.9487,0.8613,0.5352,0.7495,0.5691,0.627
3455,0.7479,0.9363,1.0005,0.7307,0.6982,0.6031,0.5468,0.8868
3456,0.57,0.847,1.0001,0.6931,0.5465,0.7075,0.5145,0.803
3457,0.8249,0.5116,0.9861,0.7017,0.5802,0.635,0.5248,0.6
3458,0.9316,0.6135,1.1234,0.6865,0.6236,0.6922,0.4634,0.9055
3459,0.8688,0.8046,1.0612,0.7305,0.5747,0.6625,0.6282,0.9155
3460,0.6427,0.774,1.0269,0.7858,0.5143,0.9488,0.6009,0.8157
3461,0.9217,0.7049,1.0561,0.7553,0.4408,0.9528,0.3522,1.1711
3462,0.9146,0.7881,0.7661,0.9128,0.372,0.9419,0.1718,0.9798
3463,0.5756,0.7564,0.8679,0.9081,0.4221,0.8846,0.1785,1.2265
3464,0.846,0.9033,0.795,0.8293,0.1278,0.828,0.2463,1.2266
3465,0.8541,0.9083,0.8175,0.7311,0.1399,0.7592,0.2281,1.2266
3466,1.0647,1.0931,0.8806,0.7105,0.1745,0.7446,0.2554,1.2266
3467,0.7546,0.8201,0.8857,0.7135,0.4693,0.7091,0.0787,1.2266
3468,1.0198,1.0799,0.8014,0.59,0.4623,0.6079,0.1203,1.2266
3469,1.0321,1.0196,0.164,0.783,0.3885,0.7496,0.0424,1.2266
3470,1.0337,0.8767,0.0356,0.8003,0.2951,0.7205,0.057,0.8111
3471,0.82,0.6478,0.6399,0.7354,0.5185,0.6174,0.0344,1.0113
3472,0.8766,0.4909,0.6309,0.6457,0.4656,0.6604,0.1141,0.9288
3473,0.8593,0.5088,0.4928,0.5824,0.6277,0.6671,0.1929,0.698
3474,0.8483,0.37,0.4853,0.554,0.5659,0.7272,0.2004,0.796
3475,0.745,0.483,0.2851,0.5951,0.5626,0.9137,0.2031,0.9099
3476,0.922,0.8224,0.7712,0.8288,0.6338,0.9086,0.3495,1.1966
3477,0.8508,0.8008,0.6773,0.7895,0.6265,0.8967,0.2936,1.0368
3478,0.749,0.8018,0.8154,0.6854,0.564,0.7185,0.4222,0.9593
3479,0.8812,0.6419,0.5533,0.4304,0.4658,0.9568,0.5906,0.7876
3480,0.8622,0.6296,1.0209,0.7185,0.5702,0.7634,0.5349,1.1975
3481,0.8153,0.759,1.0345,0.7204,0.6023,0.9457,0.5559,1.1976
3482,0.7375,0.877,1.0232,0.5806,0.4895,1.0055,0.6344,1.236
3483,0.7091,0.7561,1.1832,0.7522,0.6223,0.8959,0.5135,0.618
3484,0.6936,1.1627,1.1039,0.7623,0.6255,1.0286,0.3584,1.2171
3485,0.8141,0.9807,1.1624,0.7488,0.6061,1.0245,0.4265,1.2171
3486,0.9122,1.1462,0.9944,0.4833,0.5755,0.8614,0.4056,1.2171
3487,0.9205,1.1361,0.8145,0.7238,0.6016,0.8287,0.4253,1.2171
3488,0.7277,1.1568,0.4816,0.7545,0.5538,0.7369,0.4073,1.2171
3489,0.9248,1.0886,0.7246,0.7204,0.4678,0.4635,0.4157,1.2171
3490,0.8952,1.1649,0.7236,0.752,0.5599,0.7521,0.4582,1.2171
3491,1.0873,1.1679,0.6996,0.7514,0.6639,0.7029,0.4495,1.2171
3492,0.9906,1.1691,0.5904,0.7669,0.5592,0.8018,0.4602,0.6086
3493,0.8493,0.8889,0.5163,0.7498,0.4798,0.8072,0.3328,1.1879
3494,0.8914,0.9558,0.4061,0.7544,0.4434,0.7488,0.6332,0.792
3495,1.0024,0.8375,0.5871,0.7079,0.3278,0.7602,0.4559,1.1582
3496,0.9338,0.9732,0.5374,0.5699,0.2801,0.5999,0.299,1.1202
3497,0.9961,1.0774,0.7281,1.0806,0.2634,0.7541,0.483,1.236
3498,0.9062,1.0698,0.5014,0.9062,0.3178,0.707,0.2803,1.236
3499,0.8348,1.1342,0.7966,0.6763,0.2903,0.8825,0.1388,1.236
3500,0.868,0.7537,0.7768,0.7041,0.5619,0.8934,0.0397,0.7604
3501,0.9922,0.9902,0.8153,0.5886,0.5679,0.8899,0.0332,1.2358
3502,1.002,1.0905,0.7296,0.3806,0.5696,0.7043,0.0355,1.236
3503,0.9321,0.9892,0.9577,0.617,0.5819,0.9894,0.1278,0.8615
3504,0.7691,0.8927,0.9899,0.6046,0.3663,0.9219,0.0813,0.1904
3505,0.9972,0.8647,0.9481,0.3554,0.4865,1.0245,0.0608,0.7792
3506,0.8873,0.683,0.956,0.5296,0.5606,1.0577,0.5771,0.243
3507,0.9847,0.6623,0.9637,0.5192,0.8367,1.0503,0.6126,0.7423
3508,0.8443,0.5543,0.9496,0.4426,0.7879,1.035,0.6143,0.8632
3509,0.6615,0.619,0.9267,0.2585,0.7283,1.0259,0.6389,0.8865
3510,0.7417,0.6551,0.8367,0.2867,0.7509,1.0291,0.6102,0.8975
3511,0.8438,0.628,0.8231,0.558,0.707,0.8366,0.6329,0.9119
3512,0.8108,0.533,0.4887,0.4008,0.7423,0.9907,0.499,1.219
3513,0.805,0.6746,0.9423,0.4089,0.5927,0.8714,0.4717,1.219
3514,0.9962,0.9177,0.9523,0.5445,0.5925,0.695,0.5328,1.219
3515,0.9674,0.9488,0.7589,0.6065,0.4757,0.9668,0.6301,0.9646
3516,0.9298,0.9541,0.9246,0.4768,0.7491,0.7154,0.8034,0.9801
3517,0.8674,0.7552,0.8469,0.4804,0.88,0.4567,0.7204,0.9193
3518,0.671,0.9189,0.8882,0.529,0.8648,0.9989,0.5701,1.0521
3519,0.6553,0.9689,0.8185,0.562,0.7484,1.068,0.2177,0.7636
3520,0.5625,0.9516,0.8607,0.6119,0.6073,0.6617,0.6469,0.7321
3521,0.5619,0.5933,0.7974,0.6383,0.7344,0.4434,0.5728,0.8201
3522,0.3255,0.6055,0.8066,0.6666,0.737,0.8138,0.4847,1.0269
3523,0.4194,0.3982,0.6014,0.474,0.4483,0.8061,0.6264,0.9826
3524,0.3766,0.636,0.9211,0.6861,0.8913,0.8134,0.6096,0.7666
3525,0.296,0.6776,0.925,0.8917,0.8799,0.6245,0.6352,1.1855
3526,0.368,0.6853,0.7603,0.9626,0.8092,0.9037,0.6275,1.1132
3527,0.19,0.6801,0.9997,0.8123,0.63,0.8128,0.5684,1.0892
3528,0.2602,0.7181,0.7291,0.6916,0.7921,0.6242,0.0268,0.933
3529,0.2642,0.6769,0.8623,0.6234,0.6973,0.501,0.0903,0.7336
3530,0.3918,0.87,0.8637,0.6692,0.8864,0.412,0.0881,1.1723
3531,0.4642,0.7928,0.8013,0.495,0.9181,0.7143,0.0998,1.1544
3532,0.5526,0.7037,0.7962,0.4628,0.8785,0.8158,0.1221,1.0822
3533,0.6801,0.8494,0.7135,0.332,0.748,0.9873,0.0466,1.1908
3534,0.6079,0.751,0.6872,0.2344,0.4728,1.1299,0.1126,1.1781
3535,0.578,0.7331,0.7089,0.4591,0.3189,1.2723,0.165,1.1781
3536,0.5749,0.7461,0.7747,0.2389,0.5206,1.163,0.3206,1.1781
3537,0.459,0.8173,0.9018,0.6852,0.5896,0.8592,0.4417,1.1586
3538,0.518,0.8004,0.831,0.4876,0.4818,0.8383,0.3935,1.1586
3539,0.4179,0.7462,0.6295,0.8044,0.8808,0.6318,0.6989,1.1586
3540,0.623,0.6717,0.6747,0.8092,0.9016,0.606,0.6992,1.1585
3541,0.4967,0.5407,0.687,0.6785,0.8975,0.9143,0.6247,1.0836
3542,0.5388,0.6597,0.5888,0.9308,0.973,0.8274,0.5174,1.1092
3543,0.3884,0.6744,0.4924,0.7994,0.912,0.6953,0.6392,
3544,0.3641,0.7547,0.6759,0.9134,0.7523,0.6907,0.6651,0.001
3545,0.3188,0.6327,0.6604,0.8636,1.1307,0.7597,0.1439,1.2422
3546,0.3484,0.7942,0.6978,0.7671,1.1307,0.6242,0.1298,1.2214
3547,0.3546,0.7109,0.7114,0.6989,1.0866,0.6841,0.1155,0.3361
3548,0.2993,0.805,0.6969,0.549,1.0866,0.6489,0.1384,0.6796
3549,0.5014,0.7917,0.7159,0.6877,1.0864,0.4667,0.2283,0.6773
3550,0.5166,0.781,0.6348,0.5536,1.0866,0.726,0.5248,0.6801
3551,0.5399,0.7729,0.6796,0.8517,1.0809,0.4472,0.6035,0.6457
3552,0.5712,0.6607,0.7089,0.9036,0.9548,0.6402,0.4085,0.5172
3553,0.3743,0.7254,0.6548,0.8759,0.7894,0.6399,0.8133,0.5861
3554,0.416,0.7533,0.7469,0.7196,0.4979,0.4744,0.7829,0.9709
3555,0.338,0.7361,0.6599,0.7112,0.8734,0.3991,0.5901,1.1789
3556,0.3011,0.6759,0.6917,0.7109,0.9546,0.419,0.9351,1.1479
3557,0.2295,0.5431,0.9151,0.6096,0.831,0.8661,0.9246,1.2572
3558,0.3817,0.5554,0.875,0.5732,0.9907,0.8315,0.8957,0.8763
3559,0.3228,0.3944,0.8164,0.5748,0.8072,0.5933,0.7983,1.2384
3560,0.3343,0.4901,0.6635,0.4603,0.866,0.7712,0.7625,0.9574
3561,0.332,0.3659,0.8363,0.5796,0.8799,0.8805,0.5662,0.9965
3562,0.3828,0.4966,0.5872,0.4551,0.7331,0.7966,0.5093,1.2896
3563,0.4301,0.4332,0.608,0.5744,0.7548,0.5866,0.6491,1.1021
3564,0.6412,0.5432,0.4223,0.2809,0.6527,0.8724,0.6754,1.1883
3565,0.6711,0.7242,0.6366,0.875,0.6841,1.0698,0.5689,1.154
3566,0.6897,0.7182,0.6373,0.6854,0.7066,0.899,0.4571,0.9039
3567,0.6297,0.7225,0.6186,0.8158,0.5846,0.8824,0.4279,0.8864
3568,0.5643,0.8108,0.6282,0.9707,0.7693,0.943,0.4462,0.8136
3569,0.5116,0.6481,0.5893,0.8631,0.7783,1.0222,0.4093,0.8948
3570,0.5781,0.8079,0.4072,0.6943,0.676,1.0455,0.4299,0.6996
3571,0.5414,0.7163,0.4495,0.5055,0.6434,0.942,0.2831,0.5975
3572,0.451,0.8015,0.3112,0.5708,0.5889,0.9071,0.338,0.4994
3573,0.4811,0.7642,0.537,0.75,0.6858,0.9018,0.4485,0.531
3574,0.4753,0.7937,0.4768,0.7732,0.7118,0.8072,0.6228,0.7857
3575,0.5607,0.7345,0.497,0.7236,0.8873,0.6725,0.5915,1.2431
3576,0.7954,0.7012,0.4774,0.6399,0.8821,0.4931,0.3623,1.2431
3577,0.8241,0.6698,0.5733,0.6591,0.8177,0.494,0.9358,1.2431
3578,0.8508,0.6772,0.5804,0.7652,0.6646,0.5185,0.9266,1.2431
3579,0.6933,0.4537,0.5593,0.6299,0.5759,0.4114,0.9198,1.2431
3580,0.8133,0.61,0.483,0.7038,0.5414,0.632,0.927,1.0789
3581,0.8297,0.626,0.5769,0.8378,0.5332,0.5354,0.8611,1.2385
3582,0.8218,0.4746,0.6083,0.8742,0.5653,0.5281,0.6705,0.4134
3583,0.7535,0.5002,0.6834,0.7586,0.5532,0.689,0.6483,1.3052
3584,0.7302,0.4495,0.6969,0.5342,0.5038,0.722,0.6275,1.0821
3585,0.6959,0.4952,0.5667,0.5852,0.2864,0.8072,0.6003,0.5562
3586,0.6894,0.6055,0.7884,0.4675,0.697,0.7936,0.5758,0.7607
3587,0.6629,0.6037,0.7981,0.3697,0.596,0.7975,0.6679,0.8163
3588,0.5165,0.6104,0.8454,0.307,0.6809,0.7322,0.6788,0.7853
3589,0.4985,0.5296,0.8869,0.2834,0.7186,0.6087,0.5375,0.3523
3590,0.5316,0.7121,0.8851,0.3137,0.7192,0.6258,0.7427,0.641
3591,0.5277,0.583,0.7935,0.3104,0.7062,0.6932,0.8944,0.5591
3592,0.4078,0.5233,0.6701,0.3633,0.6052,0.6762,0.8953,0.5121
3593,0.3766,0.6823,0.856,0.3277,0.5754,0.6771,0.7992,0.267
3594,0.3733,0.7937,0.805,0.2694,0.5899,0.4308,0.6468,0.1638
3595,0.3897,0.7741,0.815,0.5393,0.6176,0.6145,0.7678,0.3691
3596,0.3802,0.6996,0.6474,0.5555,0.6952,0.5137,0.6027,0.2264
3597,0.2777,0.53,0.764,0.5384,0.6161,0.5175,0.7422,0.6561
3598,0.1946,0.4035,0.7311,0.3698,0.7553,0.5825,0.9606,0.654
3599,0.5284,0.4922,0.6612,0.3046,0.7635,0.4438,0.9495,0.454
3600,0.6586,0.613,0.6987,0.5096,0.6119,0.5145,0.8833,0.604
3601,0.3661,0.543,0.7629,0.5257,0.709,0.4926,0.9473,0.395
3602,0.2962,0.4755,0.7544,0.5056,0.6138,0.3327,0.7828,0.5084
3603,0.5587,0.6412,0.6974,0.5375,0.5782,0.3746,0.6468,0.3807
3604,0.6153,0.6308,0.7697,0.6402,0.6109,0.2712,0.9676,0.304
3605,0.5234,0.715,0.7744,0.3529,0.6155,0.4646,0.9831,0.4215
3606,0.2976,0.7623,0.7995,0.6791,0.565,0.4611,0.9768,0.4784
3607,0.3155,0.6745,0.7418,0.7026,0.7082,0.5719,0.9862,0.3087
3608,0.6141,0.6172,0.6697,0.7213,0.6432,0.6294,0.9815,0.3707
3609,0.5547,0.495,0.6315,0.8178,0.6402,0.6482,0.8653,0.376
3610,0.5822,0.5178,0.5884,0.8764,0.5982,0.7681,0.9077,0.3331
3611,0.6019,0.6934,0.4508,0.8543,0.4854,0.721,0.9266,0.3075
3612,0.6719,0.6341,0.5053,0.7513,0.5853,0.6041,0.8789,0.2791
3613,0.6796,0.6846,0.5222,0.8101,0.7638,0.7287,0.6332,0.4567
3614,0.728,0.6865,0.5027,0.8493,0.7311,0.8947,0.9467,0.5151
3615,0.653,0.8522,0.3798,0.861,0.6286,0.8819,0.8635,0.6223
3616,0.6659,0.7879,0.3291,0.8448,0.628,0.9524,0.8766,0.7063
3617,0.7176,0.6119,0.2819,0.7963,0.6268,0.9087,0.8486,0.6068
3618,0.4446,0.8167,0.4133,0.5869,0.4394,0.7949,0.8941,0.7159
3619,0.4691,0.576,0.4356,0.5495,0.3227,0.6012,0.6295,0.7063
3620,0.3997,0.6499,0.5774,0.6583,0.6367,0.6793,0.5319,0.6305
3621,0.4838,0.5003,0.451,0.5089,0.6339,0.908,0.4581,0.7121
3622,0.4434,0.9022,0.7202,0.7904,0.4841,0.987,0.376,0.6605
3623,0.4934,0.9827,0.5998,0.7722,0.6325,0.9095,1.0037,0.6446
3624,0.6134,0.934,0.6732,0.686,0.768,0.9948,0.952,0.9008
3625,0.5096,1.0088,0.7474,0.7808,0.5402,0.9399,0.7373,0.7447
3626,0.5551,0.741,0.9001,0.8159,0.7327,0.7742,0.7997,0.7585
3627,0.3623,0.7281,0.7992,0.8314,0.6087,0.7397,0.7787,0.727
3628,0.1949,0.8823,0.7212,0.8266,0.5525,1.0131,0.834,0.5357
3629,0.6787,0.9544,0.8696,0.7032,0.5819,1.0026,0.6816,0.4175
3630,0.7313,1.0063,0.7735,0.6643,0.6568,1.0003,0.8699,0.6926
