tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
85,0.3379,0.2833,0.4258,0.5733,1.1271,0.8825,0.9525,1.5536
86,0.2667,0.4058,0.3611,0.612,1.0701,1.2195,0.9424,1.5524
87,0.2146,0.5596,0.3075,0.689,1.0598,0.945,0.6656,1.547
88,0.1756,0.5873,0.422,0.6651,1.1333,1.1637,0.7423,0.8089
89,0.1083,0.6038,0.4671,0.6915,1.0412,1.2001,0.7124,0.98
90,0.1078,0.5605,0.4652,0.57,1.0217,1.2008,0.5606,1.2619
91,0.3348,0.4162,0.423,0.772,1.034,1.2208,0.6838,0.8941
92,0.2229,0.5499,0.2691,0.7617,1.1993,1.2463,0.6692,0.9169
93,0.3729,0.6418,0.3137,0.7155,1.1993,1.245,0.6364,0.9293
94,0.4592,0.644,0.4305,0.948,0.8995,1.2394,0.5053,0.7282
95,0.4869,0.6968,0.5581,0.9418,0.9059,1.2394,0.6845,0.9079
96,0.4916,0.7306,0.6297,0.9135,0.9938,0.7445,0.5557,1.2052
97,0.4145,0.6413,0.6566,0.8296,1.0298,1.2592,0.4955,1.1973
98,0.3364,0.7127,0.6356,0.6342,0.9946,1.0443,0.5555,1.135
99,0.3066,0.715,0.5228,0.5156,0.9308,1.2397,0.5483,0.912
100,0.298,0.7313,0.5651,0.4006,0.6933,1.289,0.7747,0.8017
101,0.2889,0.6069,0.4899,0.45,0.7797,0.8592,0.5863,0.8925
102,0.2592,0.7625,0.5002,0.3302,0.7006,0.8373,0.8295,0.8239
103,0.275,0.6986,0.6143,0.0672,0.7743,1.1804,0.8315,0.831
104,0.2265,0.7019,0.4689,0.0943,0.7743,1.0637,0.81,0.8182
105,0.2418,0.6645,0.4453,0.1285,0.7724,0.9409,0.7765,0.8153
106,0.2324,0.7355,0.4517,0.1471,0.7096,0.6212,0.5081,0.6491
107,0.2601,0.7497,0.4838,0.2632,0.7689,0.8967,0.4765,0.6588
108,0.2274,0.7466,0.3401,0.2325,0.6616,0.7158,0.452,0.6396
109,0.1915,0.7285,0.5765,0.2534,0.7128,0.9946,0.443,0.8495
110,0.3269,0.7327,0.6064,0.2295,0.717,0.6812,0.289,1.0393
111,0.3693,0.7081,0.3996,0.4289,0.4922,0.8327,0.6091,1.103
112,0.3668,0.7638,0.724,0.4422,0.6849,0.672,0.4839,0.7504
113,0.4134,0.5833,0.6363,0.3917,0.6423,0.9992,0.6327,1.0034
114,0.3637,0.5229,0.6455,0.8459,0.6597,0.9456,0.6977,0.7744
115,0.4313,0.5417,0.7956,0.7988,0.6681,0.8328,0.7839,0.6183
116,0.3864,0.499,0.6478,0.7751,0.7108,1.0335,0.49,0.4451
117,0.2126,0.5459,0.6662,0.7764,0.6028,1.0225,0.4495,0.7647
118,0.356,0.5013,0.6645,0.7129,0.7051,0.9192,0.4275,0.57
119,0.2705,0.436,0.6077,0.7557,0.6076,0.7126,0.4538,0.8676
120,0.3399,0.6489,0.7145,0.7918,0.5139,0.8368,0.4118,0.8169
121,0.2536,0.6339,0.8305,0.734,0.4615,0.8312,0.3858,1.2657
122,0.243,0.7376,0.7571,0.6809,0.5177,0.5376,0.3523,1.3204
123,0.2402,0.5789,0.7058,0.7335,0.5925,0.4569,0.5416,0.9837
124,0.2269,0.8755,0.7093,0.7225,0.768,0.6264,0.6898,1.1425
125,0.2763,0.834,0.6595,0.7036,0.7544,0.5388,0.6998,0.9102
126,0.3142,0.7591,0.5914,0.6212,0.7176,0.4769,0.689,1.0459
127,0.3087,0.7596,0.7948,0.5153,0.8021,0.7619,0.5556,0.9641
128,0.41,0.8187,0.7164,0.281,0.7953,0.6665,0.6775,0.8505
129,0.4589,0.843,0.5852,0.3711,0.7318,0.5282,0.5978,0.6209
130,0.5304,0.8025,0.7448,0.3745,0.6292,0.3771,0.69,0.5407
131,0.5642,0.7586,0.7248,0.4966,0.5988,0.3858,0.6854,0.4286
132,0.5803,0.778,0.675,0.7005,0.7552,0.3752,0.5739,0.5453
133,0.5541,0.6965,0.6836,0.5422,0.7955,0.299,0.5337,0.7044
134,0.6211,0.7372,0.8121,0.5149,0.7945,0.528,0.6875,0.7031
135,0.5726,0.6212,0.8004,0.5541,0.7255,0.526,0.8488,0.7488
136,0.5746,0.8568,0.748,0.498,0.7403,0.5216,0.8745,0.5955
137,0.5193,0.7149,0.7043,0.5304,0.8044,0.5077,0.7764,0.5547
138,0.5387,0.7391,0.6607,0.5674,0.6682,0.4341,0.7822,0.6786
139,0.543,0.7524,0.6102,0.5191,0.6296,0.4946,0.6473,0.5929
140,0.5626,0.6677,0.6795,0.4834,0.6438,0.4773,0.6077,0.6286
141,0.5563,0.9279,0.6647,0.4359,0.7382,0.5839,0.8027,0.6135
142,0.3393,0.8775,0.8831,0.692,0.6543,0.6909,0.8129,0.5251
143,0.7892,0.8838,0.8823,0.6276,0.5665,0.6156,0.8094,0.6224
144,0.7662,0.8643,0.8333,0.5567,0.5515,0.524,0.6584,0.6471
145,0.6371,0.683,0.7945,0.5651,0.4213,0.4552,0.6581,0.7021
146,0.6611,0.7979,0.7317,0.6252,0.5443,0.4785,0.5006,0.6571
147,0.825,0.7283,0.7196,0.6736,0.5381,0.4607,0.6335,0.6223
148,0.7674,0.7692,0.7491,0.4945,0.5167,0.4283,0.6743,0.623
149,0.8809,0.7472,0.6284,0.755,0.607,0.4617,0.5067,0.6757
150,0.6765,0.7528,0.6489,0.7325,0.3813,0.3994,0.7597,0.675
151,0.8415,0.7741,0.6085,0.6655,0.4551,0.3985,0.6033,0.6195
152,0.8815,0.5807,0.5654,0.5991,0.2916,0.6408,0.5108,0.6296
153,0.9362,0.6786,0.4282,0.675,0.0991,0.7985,0.6669,0.4386
154,0.9321,0.7095,0.4777,0.7623,0.1617,0.8105,0.7567,0.5596
155,0.9377,0.8644,0.4166,0.8108,0.1586,0.6599,0.8278,0.4777
156,0.894,0.7671,0.4658,0.5339,0.4391,0.7988,0.95,0.1277
157,0.8318,0.9014,0.4636,0.7929,0.5629,0.7691,0.8808,0.1396
158,0.8091,0.7542,0.4569,0.78,0.6386,0.7236,0.925,0.0226
159,0.8029,0.8721,0.47,0.7485,0.5623,0.6487,0.9134,0.073
160,0.7873,0.9472,0.4763,0.7282,0.5158,0.7262,0.9413,0.135
161,0.7026,0.8839,0.4586,0.7182,0.6763,0.792,0.7825,0.2103
162,0.4661,0.6637,0.4627,0.6275,0.8133,0.6719,0.7027,0.043
163,0.5862,0.6831,0.6566,0.661,0.8752,0.6776,0.6878,0.0383
164,0.6038,0.6415,0.6975,0.5745,0.8495,0.688,0.6768,0.6547
165,0.4998,0.7152,0.6465,0.6014,0.7753,0.5182,0.5661,0.4681
166,0.4301,0.57,0.4646,0.7476,0.7802,0.5976,0.645,0.3617
167,0.6398,0.7621,0.4767,0.834,0.7654,0.6728,0.7204,0.7161
168,0.5737,0.7762,0.756,0.8163,0.8386,0.5302,0.6624,0.7145
169,0.6214,0.6833,0.7565,0.9335,0.8463,0.5426,0.6641,0.967
170,0.61,0.522,0.7906,0.6339,0.8682,0.4035,0.5933,0.9761
171,0.4775,0.4583,0.7514,0.6486,0.8489,0.2221,0.5358,1.0004
172,0.5688,0.458,0.5298,0.5446,0.8116,0.1147,0.5929,0.9534
173,0.7909,0.7031,0.8512,0.828,0.8308,0.4469,0.7084,0.7718
174,0.813,0.7128,0.831,0.607,0.6734,0.3637,0.5063,0.8364
175,0.6568,0.6955,0.7824,0.7666,0.759,0.3826,0.4318,1.2247
176,0.6997,0.4801,0.6644,0.6069,0.868,0.4489,0.5414,1.2286
177,0.7085,0.6062,0.6913,0.5519,0.8269,0.6462,0.6153,1.2285
178,0.6968,0.7873,0.5696,0.4004,0.7348,0.4987,0.5277,1.2261
179,0.7358,0.8156,0.6598,0.3057,0.641,0.6353,0.444,1.2198
180,0.7741,0.5567,0.562,0.3091,0.3819,0.6761,0.5265,1.2261
181,0.6521,0.6577,0.6269,0.2653,0.6249,0.6944,0.5851,1.2255
182,0.7023,0.6108,0.5943,0.3327,0.6476,0.5962,0.6736,1.2216
183,0.7184,0.8507,0.711,0.6573,0.6347,0.5734,0.6377,0.9241
184,0.5494,0.8294,0.6253,0.6875,0.6726,0.5233,0.2365,1.2234
185,0.4235,0.823,0.6595,0.7455,0.6387,0.5412,0.8347,1.1802
186,0.585,0.6892,0.6182,0.8375,0.3994,0.5586,0.7884,1.1779
187,0.597,0.8504,0.8214,0.741,0.4684,0.4965,0.7957,0.9503
188,0.6083,0.8552,0.6277,0.9133,0.6097,0.7833,0.4382,0.975
189,0.5078,0.7182,0.7822,0.7749,0.6224,0.7631,0.5054,1.2248
190,0.5108,0.5928,0.5372,0.8352,0.5634,0.7406,0.9293,1.2248
191,0.4185,0.3502,0.8462,0.7753,0.6151,0.5473,0.8556,0.9864
192,0.4785,0.469,0.8205,0.7398,0.5988,0.4727,0.9021,1.2072
193,0.4099,0.5488,0.6812,0.8497,0.6312,0.6432,0.8809,1.1362
194,0.2523,0.4985,0.6766,0.8117,0.6245,0.5737,0.9036,1.0973
195,0.7221,0.5474,0.6369,0.7642,0.587,0.676,0.9119,1.1773
196,0.8305,0.6271,0.8377,0.672,0.4951,0.5966,0.7103,1.2071
197,0.7031,0.6454,0.7684,0.5082,0.6335,0.5823,0.6434,0.8409
198,0.5739,0.7996,0.603,0.5231,0.5679,0.4604,0.8127,0.5386
199,0.5287,0.7669,0.7487,0.3462,0.6514,0.6278,0.7527,0.8263
200,0.4164,0.392,0.5937,0.4185,0.6764,1.1844,0.689,0.8882
201,0.3593,0.7743,0.7635,0.4272,0.6723,1.1844,0.4031,0.6549
202,0.454,1.0238,0.6779,0.4157,0.6543,0.5927,0.6085,0.8205
203,0.3918,1.0328,0.7125,0.4653,0.5946,1.201,0.8068,0.893
204,0.3939,0.7692,0.4526,0.3742,0.717,0.6008,0.8095,0.7234
205,0.476,1.0543,0.3071,0.4788,0.653,1.2038,0.6988,0.7246
206,0.4871,0.9345,0.5841,0.3724,0.5076,0.8081,0.6558,0.62
207,0.5629,1.0348,0.6607,0.5508,0.7929,1.0327,0.5869,0.5267
208,0.6543,0.9381,0.4275,0.6642,0.7328,0.9404,0.6179,0.7808
209,0.6845,0.9078,0.6372,0.7914,0.8583,0.7937,0.6137,0.9071
210,0.7744,0.8887,0.9516,0.7549,0.8954,0.9252,0.6992,0.8887
211,0.7259,0.8815,0.9979,0.8509,0.9041,0.8343,0.7026,0.6708
212,0.763,0.6834,0.7667,1.0009,0.9013,1.1762,0.7179,0.9192
213,0.8401,0.8198,0.892,0.7799,0.8273,1.0823,0.6274,0.8372
214,0.8615,0.725,0.6532,0.5896,0.8531,1.147,0.7061,0.9076
215,0.7655,0.7699,0.7905,0.7363,0.4726,1.0837,0.6177,0.5041
216,0.5623,0.7289,0.613,0.5604,0.5377,1.0236,0.7116,0.9628
217,0.6953,0.7934,0.8925,0.7654,0.6169,1.1305,0.7418,0.9729
218,0.3516,0.5929,0.7745,0.7335,0.6096,0.9552,0.7489,0.8671
219,0.3952,0.6327,0.7624,0.7568,0.5969,1.1293,0.7446,0.8951
220,0.6556,0.7833,0.627,0.6175,0.858,1.1056,0.5787,0.784
221,0.6629,0.8358,0.5318,0.7272,0.6762,1.1253,0.4885,0.8787
222,0.9453,0.8816,0.4055,0.7801,0.8127,1.2365,0.2589,0.8811
223,0.9441,0.6814,0.5043,0.5864,0.7344,1.2367,0.1921,0.8432
224,0.7718,0.7297,0.5221,0.6076,0.6726,1.2366,0.331,0.8375
225,0.6976,0.7361,0.5002,0.8214,0.7633,1.2365,0.3425,0.8527
226,0.6249,0.7821,0.5219,0.6572,0.7109,0.8855,0.5197,0.8432
227,0.5107,0.7206,0.4404,0.7358,0.773,1.0712,0.5996,0.8463
228,0.453,0.7815,0.3375,0.8062,0.7335,1.0545,0.5889,0.8417
229,1.049,0.6187,0.3913,0.8196,0.7548,0.9512,0.5007,0.7469
230,1.0529,0.8156,0.4163,0.8213,0.8381,0.9884,0.3823,0.752
231,0.8356,0.7871,0.4114,0.7382,0.861,1.1714,0.5742,0.7083
232,0.6922,0.5825,0.4216,0.3862,0.7869,1.3108,0.6801,0.6949
233,0.7524,0.669,0.4506,0.5563,0.8345,1.2752,0.6801,0.4426
234,0.7791,0.7621,0.3371,0.6784,0.6216,1.0404,0.7376,0.5675
235,0.6162,0.8012,0.6172,0.831,0.691,0.7164,0.7416,0.3964
236,0.7806,0.8737,0.6096,0.9337,0.5781,0.5074,0.7337,0.3596
237,0.6779,0.7506,0.4547,0.7934,0.7131,0.7393,0.8276,0.0841
238,0.8083,0.8285,0.4374,0.7678,0.7606,0.5045,0.7799,0.0597
239,0.6728,0.9881,0.5505,0.7474,0.704,0.6907,0.7091,0.0327
240,0.7225,0.8968,0.5537,0.7342,0.9511,0.9647,0.6475,0.3146
241,0.6579,0.8194,0.4544,0.3414,0.7887,0.9686,0.6053,0.3076
242,0.4917,0.8102,0.4771,0.4838,0.8443,0.7838,0.5612,0.2836
243,0.374,0.7991,0.4295,0.8151,0.8607,0.9244,0.5045,0.5579
244,0.404,0.7319,0.5974,1.09,0.4841,0.9809,0.5761,0.6539
245,0.4324,0.6956,1.1934,1.1239,0.7436,1.004,0.4202,0.469
246,0.3628,0.6116,1.1575,0.9989,0.6688,0.7171,0.2172,0.4658
247,0.659,0.7406,0.8986,0.9642,0.9619,0.8234,0.3073,0.4571
248,0.746,0.6708,1.0495,0.7384,0.9582,0.738,0.3281,0.7622
249,0.7488,0.7128,1.0656,0.8704,0.9601,0.732,0.2534,0.7813
250,0.4597,0.6039,1.1762,0.8595,0.9281,0.9356,0.443,0.7498
251,0.08,0.6349,1.1599,0.8665,0.8804,0.9278,0.2754,0.7765
252,0.402,0.6446,1.1138,0.6278,0.8873,0.9166,0.3269,0.7874
253,0.3499,0.5866,0.9619,0.8157,0.7456,0.9401,0.2833,0.6063
254,0.7596,0.3132,1.1605,0.8554,0.7297,0.7923,0.6024,0.5039
255,0.6692,0.449,0.9423,0.9425,1.0259,0.8304,0.6042,0.5454
256,0.7281,0.5209,1.2021,1.0237,1.1226,0.8604,0.5944,0.4282
257,0.6938,0.522,1.2021,1.0337,1.1881,0.8588,0.6094,0.5612
258,0.7798,0.5464,1.2021,0.8265,1.1656,0.8825,0.6102,0.4791
259,0.8369,0.2677,1.202,0.8569,0.9925,0.7322,0.6264,0.3412
260,0.8074,0.2933,0.9449,0.6888,0.7645,0.7712,0.6272,0.1737
261,0.7255,0.4896,0.7766,1.0114,0.8458,0.6667,0.739,0.153
262,0.665,0.4856,0.5773,1.015,1.1102,0.6998,0.9388,0.1542
263,0.6548,0.496,0.731,1.0383,1.1101,0.8508,0.809,0.1374
264,0.6657,0.4347,0.617,0.995,1.1102,0.7035,0.9552,0.0762
265,0.6686,0.8427,0.5597,0.8607,1.1102,0.6993,0.7959,0.1124
266,0.6707,0.8417,0.6192,0.9766,1.1102,0.7021,0.725,0.0702
267,0.5669,0.6657,0.6313,0.9206,0.8105,0.6615,0.565,0.0928
268,0.6632,0.9593,0.638,0.975,0.8915,0.6877,0.5627,0.0921
269,0.6207,0.8121,0.4003,0.8198,0.8379,0.4169,0.5842,0.0644
270,0.5866,0.968,0.4505,0.8841,0.6471,0.8988,0.7366,0.2907
271,0.4371,0.9733,0.5351,0.7384,0.4093,0.5058,0.7357,0.1992
272,0.5906,0.8732,0.5447,1.1687,0.8211,0.8582,0.6147,0.2926
273,0.7,0.8436,0.921,0.7231,0.8983,0.8903,0.8312,0.387
274,0.5904,0.7561,0.9436,1.235,0.9648,0.6551,0.6447,0.3558
275,0.6407,0.6692,0.5623,1.1782,0.9605,0.9687,0.657,0.2989
276,0.4974,0.5652,0.9839,1.2342,0.9631,0.9953,0.7402,0.3597
277,0.4915,0.6339,0.9048,0.8234,0.9352,1.0985,0.7294,0.3613
278,0.4945,0.5591,0.944,1.2404,0.863,1.2289,0.5765,0.3202
279,0.4813,0.574,0.8411,0.7034,0.7396,1.3661,0.4715,0.2753
280,0.3657,0.5939,0.9158,1.1162,0.6103,1.0507,0.1138,0.3002
281,0.5452,0.4751,0.833,1.2594,0.5253,0.2095,0.0648,0.3362
282,0.5757,0.4441,0.8653,1.1406,0.6898,0.7195,0.0953,0.2835
283,0.7691,0.546,0.8363,1.2616,0.7402,0.8605,0.0714,0.0955
284,0.8639,0.3413,0.881,0.8425,0.6643,0.8966,0.064,0.1135
285,0.8448,0.4425,0.9668,1.1832,0.7321,0.8582,0.4683,0.1016
286,0.6404,0.3021,0.9691,1.2601,0.6562,0.8501,0.3603,0.1231
287,0.7788,0.2366,1.0486,1.2616,0.555,0.9053,0.5855,0.1847
288,0.857,0.3985,1.1421,0.7658,0.5625,0.7909,0.4695,0.2959
289,0.7569,0.6083,1.1541,1.1567,0.4384,0.831,0.6021,0.3347
290,0.8585,0.4966,1.1554,0.8591,0.3511,0.9922,0.7199,0.3413
291,0.8521,0.6529,1.095,1.1496,0.4345,1.1039,0.6991,0.2584
292,0.795,0.5847,0.9094,1.1755,0.4427,0.8373,0.6934,0.1465
293,0.7102,0.4989,0.6859,1.0447,0.4365,0.9413,0.6107,0.0649
294,0.8485,0.6536,0.6169,0.9013,0.438,1.2009,0.726,0.3659
295,0.747,0.7191,0.4989,0.9199,0.2582,1.2052,0.6719,0.3543
296,0.8842,0.4844,0.1381,0.9316,0.1492,1.1182,0.5534,0.3073
297,0.8285,0.7043,0.698,0.8016,0.0441,1.0707,0.4628,0.4054
298,0.7935,0.7061,0.693,0.7522,0.3148,0.9393,0.4634,0.4982
299,0.7147,0.5432,0.5828,0.7445,0.2494,0.7647,0.4794,0.4834
300,0.6711,0.6755,0.533,0.9694,0.4761,0.9864,0.3654,0.5133
301,0.7367,0.6659,0.6871,0.8533,0.534,1.1596,0.2518,0.4818
302,0.7416,0.5939,0.6499,0.7887,0.5115,1.0952,0.2361,0.4989
303,0.6539,0.7047,0.6994,0.8125,0.6357,1.0456,0.247,0.5025
304,0.4986,0.5911,0.529,0.7434,0.7122,1.1426,0.2317,0.5099
305,0.6085,0.612,0.5248,0.8269,0.5606,1.1426,0.2474,0.3835
306,0.4316,0.4923,0.6363,0.7794,0.6594,1.1426,0.2399,0.2813
307,0.6835,0.6658,0.8118,0.6908,0.5065,1.1426,0.2303,0.2695
308,0.9551,0.6741,0.7446,0.7601,0.6566,1.1426,0.1789,0.4486
309,0.7046,0.6551,0.7569,0.6955,0.6241,1.1426,0.3732,0.5503
310,0.8204,0.6683,0.8082,0.3961,0.6393,1.1426,0.349,0.5767
311,0.9497,0.5861,0.8978,0.8644,0.3649,1.1426,0.3155,0.5394
312,1.0528,0.5962,0.7483,0.9334,0.1862,1.1426,0.5337,0.4987
313,0.8168,0.5144,0.9419,0.9208,0.0702,0.8606,0.5028,0.4795
314,0.8502,0.3848,0.9419,0.9036,0.0272,1.1805,0.462,0.4871
315,0.8757,0.3976,1.1294,0.7156,0.0277,1.2093,0.623,0.3572
316,0.8689,0.2777,1.1294,0.7864,0.0273,1.2093,0.5996,0.4748
317,0.9394,0.4732,1.1106,0.6562,0.075,1.2093,0.5231,0.5138
318,0.9676,0.5277,1.1101,0.9134,0.0198,1.2093,0.4893,0.5691
319,0.8922,0.5545,1.0927,0.8389,0.0416,1.2943,0.4921,0.6048
320,0.9669,0.5368,1.0934,0.9816,0.0668,0.7048,0.63,0.485
321,0.9405,0.5144,0.8157,0.7694,0.0738,1.1969,0.6158,0.3317
322,0.8401,0.4368,1.1333,0.8794,0.0699,0.9693,0.637,0.0295
323,0.8651,0.4527,0.8184,1.0273,0.0718,1.0955,0.6276,0.0538
324,0.8636,0.2926,0.8869,0.9916,0.0601,1.1974,0.6424,0.0889
325,0.7662,0.5576,0.7608,0.9837,0.565,0.4701,0.5633,0.0352
326,0.5763,0.5537,0.9875,0.9285,0.6012,0.9036,0.3211,0.112
327,0.8164,0.5699,0.744,0.8403,0.5436,1.0445,0.2302,0.3433
328,0.8961,0.551,1.1432,0.7193,0.4479,1.1804,0.3034,0.3615
329,0.767,0.3963,1.0123,0.8963,0.6241,0.9072,0.5029,1.1581
330,0.7223,0.6144,1.1941,0.5997,0.6685,1.0661,0.5709,1.1592
331,0.6946,0.4866,1.0356,0.9891,0.7116,0.7984,0.4662,1.1592
332,0.7439,0.6403,1.1592,0.9788,0.8097,0.9476,0.7431,0.5802
333,0.7354,0.5964,1.1696,1.0205,0.6351,0.9889,0.7118,1.1277
334,0.5946,0.8592,1.1125,0.6817,0.7574,0.8143,0.5228,1.1277
335,0.2943,0.775,1.1241,0.9145,0.772,1.1736,0.2924,1.1277
336,0.7154,0.7529,0.9348,0.8805,0.8072,1.1736,0.5592,1.1277
337,0.7369,0.8301,1.0228,0.8942,0.8317,1.1727,0.4608,1.1277
338,0.7656,0.7584,0.9277,0.7579,0.8218,1.1255,0.3299,1.1277
339,0.737,0.7529,1.0613,0.8466,0.8837,0.8496,0.4181,1.1277
340,0.6728,0.7235,0.9393,0.6975,0.7817,0.8676,0.3855,1.1277
341,0.7269,0.5728,1.1468,0.7412,0.8602,0.7099,0.5476,1.0962
342,0.7996,0.8158,1.142,0.6507,0.9431,0.9509,0.5421,1.0944
343,0.7978,0.788,0.971,0.8325,0.9295,0.9713,0.4881,0.3281
344,0.7342,0.7314,0.9577,0.8419,0.7686,0.8091,0.5554,1.0007
345,0.6491,0.6441,1.0487,0.8207,0.903,0.9433,0.5182,0.5481
346,0.7414,0.582,1.0053,0.7231,0.9694,0.8721,0.5833,1.1841
347,0.7434,0.5793,0.8563,0.7951,1.0067,0.7808,0.5885,1.1841
348,0.7634,0.4996,0.8133,0.804,1.0863,0.5748,0.645,1.1841
349,0.6513,0.7416,0.8427,0.5618,0.7911,0.0786,0.5741,1.1072
350,0.5569,0.8047,0.5781,0.6534,1.04,0.1068,0.6209,1.1545
351,0.4579,0.8051,0.9104,0.7053,1.0628,0.1021,0.5688,0.6363
352,0.4378,0.7895,0.7202,0.8509,1.0597,0.4113,0.4786,1.0552
353,0.3632,0.8066,0.536,0.938,0.9975,0.2131,0.5044,0.6304
354,0.5131,0.5708,0.7078,0.8285,0.8824,0.2609,0.3178,1.1175
355,0.433,0.7235,0.7642,1.0311,0.6326,0.4696,0.2747,1.2156
