tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
600,1,8.4,307.2,44.7,94.7,393.0
600,2,8.3,310.2,59.2,71.3,376.8
600,3,8.9,310.4,73.0,59.3,354.9
600,4,8.2,292.8,99.9,68.5,339.2
600,5,8.0,284.0,86.1,75.6,357.6
600,6,7.9,283.1,120.3,69.0,327.5
600,7,7.1,267.6,182.7,34.2,277.2
600,8,6.4,225.0,207.5,60.2,264.8
1200,1,18.2,634.9,88.4,148.6,750.2
1200,2,17.7,613.5,89.5,152.6,758.5
1200,3,17.4,638.0,113.3,132.2,744.1
1200,4,17.1,603.8,158.3,144.9,704.7
1200,5,16.2,568.5,160.3,151.4,718.7
1200,6,16.2,587.9,213.7,126.1,664.5
1200,7,14.9,543.6,297.2,101.6,607.9
1200,8,13.9,497.6,369.0,113.3,553.5
1800,1,28.0,963.9,135.8,208.1,1109.3
1800,2,26.4,907.5,135.4,236.1,1139.3
1800,3,25.6,940.8,167.8,212.7,1122.3
1800,4,25.6,905.0,217.8,230.0,1076.0
1800,5,24.3,845.5,232.3,234.7,1083.3
1800,6,25.1,879.8,306.3,192.2,996.3
1800,7,22.1,806.1,420.8,175.0,938.7
1800,8,21.2,771.1,524.1,176.2,856.5
2400,1,36.8,1276.4,177.7,289.7,1488.4
2400,2,35.5,1226.7,171.9,303.0,1523.8
2400,3,33.9,1261.4,203.0,302.5,1521.8
2400,4,34.1,1179.3,290.7,314.4,1432.8
2400,5,32.8,1141.4,313.4,295.8,1430.9
2400,6,32.7,1169.4,412.6,262.8,1335.2
2400,7,30.7,1089.0,509.0,248.0,1282.0
2400,8,29.3,1051.3,660.9,226.1,1155.2
3000,1,46.0,1602.3,220.2,359.6,1863.5
3000,2,44.2,1546.9,229.1,362.9,1889.7
3000,3,42.5,1581.1,263.3,371.0,1890.6
3000,4,43.1,1462.9,366.4,385.1,1775.0
3000,5,40.5,1433.3,385.8,377.7,1807.0
3000,6,40.9,1438.2,537.4,327.9,1647.2
3000,7,37.8,1339.3,657.0,316.8,1590.0
3000,8,36.3,1290.9,851.7,284.3,1426.1
3600,1,55.0,1910.5,262.6,440.9,2239.7
