tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8
36,1.0643,1.0586,1.1317,1.152,1.0877,1.2262,0.9236,1.236
37,1.0575,0.9726,0.9385,1.2298,0.9995,1.2284,1.1052,1.236
38,1.1071,0.9335,1.01,1.1263,0.9006,1.1984,1.1052,1.236
39,1.1377,0.9681,0.9466,0.9639,1.0449,1.1984,0.7599,1.236
40,1.0747,0.9893,0.7754,0.9877,1.1002,1.1984,0.6849,1.236
41,1.1404,0.876,0.9247,1.1321,1.0821,1.1984,1.0677,1.236
42,1.1354,0.9509,0.6784,0.8925,0.923,1.1505,0.9713,1.1676
43,1.0444,0.8183,0.8693,1.0345,0.8386,1.1189,1.1167,0.5424
44,0.6301,0.9875,0.8203,1.1779,0.9426,,1.1178,0.0243
45,0.7157,0.7695,0.8236,1.0654,1.0098,0.0245,1.1178,0.0374
46,0.6509,0.7452,0.8364,0.9701,0.7352,1.0285,1.1153,0.0476
47,0.8104,0.8533,0.8357,1.2052,1.1071,0.5363,1.1286,1.1414
48,1.1214,0.8649,0.8359,1.0749,0.9095,0.668,0.7759,1.2261
49,1.1216,0.7288,0.3365,1.0755,0.9662,1.2199,1.0689,1.2176
50,1.1216,0.6734,0.9612,1.2191,1.1133,1.0485,1.096,1.2176
51,0.914,0.6556,0.888,1.085,1.0645,0.7921,1.096,1.0262
52,1.0404,0.6582,0.7395,1.1752,0.9428,0.3575,1.096,1.1104
53,1.1783,0.6643,0.7851,1.0059,0.6893,0.6796,1.096,0.8303
54,1.1429,0.7142,0.8899,0.9808,0.7583,0.7236,1.0647,1.1946
55,0.9453,0.6151,0.8124,0.9504,0.9029,1.0615,0.8929,1.1981
56,1.0286,0.8318,0.8822,0.8966,0.7679,1.0026,0.7398,1.1842
57,1.0211,0.7331,0.9833,1.0117,0.8498,0.9604,0.7303,0.9998
58,1.0955,0.6906,0.9847,1.008,1.0173,1.0576,0.8017,0.8063
59,1.0341,0.8701,0.8704,0.9253,0.9635,1.0712,1.0004,0.7968
60,0.9902,0.6878,0.7645,0.7893,0.9488,0.9396,1.0044,1.1304
61,0.8873,0.9266,0.5742,0.924,0.9547,0.808,1.1116,1.2145
62,0.8763,0.897,0.5581,0.5982,0.7533,0.9076,1.1148,1.2076
63,0.6676,0.7959,0.6139,0.7189,0.9059,0.7733,1.1142,1.1811
64,0.6686,1.0,0.5562,0.9399,0.8964,0.6856,1.1148,1.1112
65,0.8097,0.9198,0.6196,0.9215,0.8984,0.9247,1.0975,0.9673
66,0.7597,0.7866,0.662,0.7635,0.5492,0.8981,0.8119,1.0295
67,0.7429,0.592,0.4439,0.9194,0.6497,0.7655,0.9596,1.2224
68,0.7563,0.8432,0.5266,0.9312,0.807,0.7459,0.6724,0.7986
69,0.7995,0.7255,0.4728,0.9225,0.7131,0.6498,1.0302,1.1638
70,0.7626,0.7614,0.6572,0.817,0.8559,0.6132,1.1211,1.1976
71,0.6115,0.8123,0.6658,0.9768,0.8175,0.9756,0.8683,1.1976
72,0.6063,0.8783,0.5285,0.9429,0.6472,0.9472,1.0936,0.7984
73,0.4758,0.8342,0.3944,0.978,0.6995,0.6128,1.0198,0.7938
74,0.6203,0.8316,0.3164,0.9144,0.6155,0.8216,1.0128,1.008
75,0.4714,0.8859,0.6684,0.6778,0.5233,0.8827,1.0719,1.1993
76,0.4406,0.8071,0.704,0.7423,0.5223,0.5361,0.9238,0.9205
77,0.5266,0.8901,0.5651,0.8152,0.7011,0.9391,0.6637,0.8082
78,0.5896,0.8324,0.7475,0.7835,0.6732,0.7759,0.9131,0.4467
79,0.5228,0.782,0.3354,0.7162,0.6023,0.7011,0.7852,0.8395
80,0.5494,0.7136,0.5197,0.6024,0.604,0.7859,0.9992,0.503
81,0.5608,0.7144,0.9703,0.4335,0.7282,0.9594,0.6984,0.8253
82,0.3807,0.5052,0.9306,0.521,0.647,0.8036,0.9523,0.6648
83,0.3987,0.5407,0.9277,0.5322,0.8016,0.9734,0.9822,0.5135
84,0.5552,0.4596,1.1779,0.4841,0.6482,0.7419,0.93,0.5006
85,0.6195,0.3209,1.1027,0.4808,0.6518,0.8748,0.9975,0.7453
86,0.5851,0.4432,1.0185,0.6379,0.8114,0.8671,0.9977,0.906
87,0.7716,0.2452,1.0848,0.6774,0.8965,0.8451,0.9554,0.883
88,0.7466,0.3421,1.0048,0.604,0.849,1.0516,0.878,0.9118
89,0.7623,0.53,0.7845,0.6715,0.7448,0.9275,0.8487,0.8918
90,0.7631,0.5317,1.0346,0.6049,0.8406,0.9298,0.7882,0.8496
91,0.6555,0.4492,1.0213,0.7387,0.7712,0.7883,0.9313,0.842
92,0.6674,0.4489,0.9282,0.7642,0.7208,0.548,0.6969,0.5723
93,0.6012,0.5932,0.9632,0.9775,0.7815,0.5988,1.1546,0.6602
94,0.5391,0.5959,0.9464,0.9299,0.7016,0.6231,0.9135,0.8043
95,0.4894,0.5033,0.8433,0.9701,0.8227,0.7781,0.8281,0.7869
96,0.22,0.4915,0.7413,0.9477,0.7998,0.7038,0.9617,0.7048
97,0.4943,0.5651,0.6937,0.8126,0.9415,0.8218,1.0746,0.5846
98,0.2999,0.7081,0.6026,0.9716,0.9114,0.8609,1.1193,0.6342
99,0.5186,0.6812,0.5923,1.0659,0.8629,0.8642,1.0865,0.5963
100,0.3716,0.6263,0.5907,1.1554,0.8112,0.6786,0.9327,0.2563
101,0.2947,0.612,0.6726,1.0399,0.7394,0.4986,0.8949,0.5969
102,0.4987,0.591,0.5586,0.897,0.5761,0.5702,1.1278,0.4665
103,0.5004,0.5346,0.5847,1.0732,0.5181,0.3286,1.1293,0.5876
104,0.4668,0.5101,0.4697,0.6912,0.5296,0.7574,1.0055,0.567
105,0.3033,0.666,0.5731,0.8852,0.4965,1.0251,1.0888,0.5541
106,0.2741,0.7441,0.6775,0.8313,0.6485,0.8751,1.146,0.5597
107,0.4035,0.6203,0.725,0.809,0.6371,1.0063,0.9559,0.6448
108,0.3619,0.8279,0.5292,0.4586,0.29,0.6637,0.9899,0.5711
109,0.4294,0.7263,0.7652,0.4894,0.4523,0.9509,0.9293,0.6007
110,0.3511,0.5388,0.7056,0.7763,0.5308,0.7615,0.8806,0.4721
111,0.4864,0.7447,0.7973,0.9004,0.7633,0.9587,0.9397,0.5853
112,0.416,0.6578,0.7406,0.878,0.8027,0.8908,1.0582,0.3264
113,0.4664,0.6263,0.8935,0.7792,0.7495,0.9846,0.8994,0.2648
114,0.3471,0.569,0.9602,0.8747,1.0161,1.2643,0.6456,0.4086
115,0.3748,0.5514,1.0032,1.042,1.0793,0.9945,0.8278,0.527
116,0.3118,0.5459,1.0578,1.036,1.0884,1.1578,0.8522,0.5369
117,0.3146,0.5161,1.1282,0.8869,0.9219,1.2355,0.6802,0.5512
118,0.242,0.4287,1.1283,1.0013,0.694,0.9572,0.7791,0.5074
119,0.2412,0.4645,1.1283,0.9482,0.9601,1.2213,0.978,0.5263
120,0.1891,0.4095,1.1283,0.7615,0.8087,1.2213,0.8418,0.4465
121,0.0791,0.5157,1.1283,0.6837,0.9876,1.1662,1.1799,0.4239
122,0.0555,0.5589,0.8445,0.5691,0.9219,0.6787,0.9833,0.2561
123,0.1047,0.5083,0.8761,0.6036,0.6993,0.8502,1.122,0.4453
124,0.1304,0.4636,1.1128,0.69,0.79,0.8695,1.1425,0.5553
125,0.1525,0.4281,1.1127,0.5323,0.5435,0.7693,1.1547,0.656
126,0.0984,0.4214,0.4471,0.5371,0.3973,0.852,1.0487,0.6392
127,0.1581,0.588,1.1967,0.3571,0.6058,0.6911,0.9497,0.5255
128,0.0777,0.5512,1.0724,0.4212,0.8119,0.6063,0.8935,0.5151
129,0.2358,0.6336,1.1698,0.3077,0.7523,0.9369,0.7256,0.4977
130,0.2549,0.5515,1.1947,0.4903,0.7966,1.006,0.8865,0.506
131,0.2438,0.6915,1.0594,0.8908,0.8245,1.0854,0.8402,0.3845
132,0.3562,0.5734,0.8327,0.8824,0.8562,1.0504,0.8478,0.3743
133,0.3216,0.6881,1.1885,0.7227,0.9253,0.997,1.0375,0.69
134,0.2986,0.6971,1.0403,0.9401,0.8985,0.9498,1.0674,0.6973
135,0.3335,0.8363,0.973,0.917,0.6832,0.7075,1.0185,0.5783
136,0.331,0.92,0.992,0.8453,1.003,0.7811,1.0203,0.4798
137,0.3299,0.9837,1.0285,0.7115,0.876,0.8174,0.766,0.3602
138,0.3277,0.9116,1.0592,0.8436,0.9307,1.0812,1.0311,0.5146
139,0.3626,0.7875,1.1333,0.6992,1.0071,0.9871,0.7307,0.4236
140,0.2251,0.9017,1.0885,0.3232,0.9123,0.9386,0.7242,0.3432
141,0.2226,0.7205,1.1121,0.7094,0.9098,0.9719,0.7627,0.1331
142,0.2246,0.7263,1.0632,0.7002,0.6513,0.9529,0.7517,0.2971
143,0.255,0.6085,0.9794,0.6429,0.7991,0.9241,0.9036,0.4432
144,0.2177,0.5957,0.9578,0.6242,0.7393,0.8502,0.8937,0.5292
145,0.2185,0.8013,0.8277,0.3679,0.707,1.009,0.5572,0.5034
146,0.2701,0.7526,0.8265,0.1898,0.7183,1.0245,0.8396,0.3297
147,0.258,0.7767,0.9169,0.3782,0.6482,0.9464,0.6753,0.5304
148,0.2664,0.4874,0.814,0.3125,0.7121,0.9979,0.9022,0.5541
149,0.2306,0.9306,0.7225,0.4975,0.684,0.9489,0.8429,0.4241
150,0.2035,0.9297,0.4887,0.7338,0.5579,0.8627,0.7587,0.6283
151,0.411,0.7117,0.6756,0.5347,0.4593,0.9433,0.8843,0.4982
152,0.4381,0.8001,0.5921,0.9176,0.501,1.0219,0.8955,0.5094
153,0.3218,0.7355,0.5113,0.8423,0.275,0.8937,0.8879,0.4952
154,0.4176,0.8821,0.6297,0.9394,0.4708,0.7619,1.1273,0.5448
155,0.4528,0.7708,0.4077,0.7665,0.4846,1.0594,1.1107,0.5621
156,0.4009,0.7369,0.2922,0.9401,0.4867,0.8248,1.0196,0.5292
157,0.3889,0.8741,0.3151,0.8486,0.5049,0.7161,0.9031,0.5696
158,0.3996,0.8869,0.3161,0.7848,0.5798,0.7953,0.7003,0.6179
159,0.3911,0.8584,0.3108,0.7183,0.5111,0.9068,0.7372,0.5693
160,0.2456,0.8675,0.1447,0.676,0.2948,0.7938,0.4925,0.5782
161,0.2565,0.8479,0.4741,0.7737,0.3972,0.7937,0.8684,0.382
162,0.2211,0.6957,0.543,0.7918,0.4553,0.8703,0.5988,0.4075
163,0.3842,0.6797,0.5608,0.8488,0.7533,0.8032,0.6074,0.5699
164,0.4043,0.4697,0.5557,0.8706,0.609,0.7042,0.3999,0.5699
165,0.4156,0.7926,0.516,0.8514,0.8634,0.7811,0.5733,0.61
166,0.2144,0.9015,0.6319,0.8682,0.7749,0.5844,0.6919,0.5678
167,0.402,0.8143,0.6157,0.7053,0.749,0.7634,0.7531,0.4128
168,0.6086,0.9401,0.7736,0.9826,0.7874,0.9192,0.5686,0.3461
169,0.739,0.8843,0.7772,0.9291,0.7727,0.7081,0.8728,0.4585
170,0.6401,0.8716,0.8824,0.877,0.5949,0.6428,1.1224,0.4691
171,0.6889,0.7889,0.9312,0.8598,0.7979,0.7596,1.1214,0.423
172,0.7109,1.0916,0.8939,0.6038,0.7716,0.9492,0.7681,0.6373
173,0.7159,1.2255,0.7638,0.6564,0.6544,0.8484,1.1576,0.701
174,0.7953,1.2257,0.7928,1.0172,0.7856,1.0028,1.1573,0.6995
175,0.8138,0.8344,0.7472,0.8668,0.815,0.9283,1.1558,0.8183
176,0.636,1.0386,0.6263,0.6929,0.6177,0.8131,1.0607,0.9459
177,0.788,0.7586,0.8634,0.6403,0.9469,0.6306,1.1161,0.8002
178,0.7326,0.8049,0.6767,0.5689,0.6633,0.7957,0.5075,0.9909
179,0.8713,0.7864,0.7812,0.6979,0.9337,0.6921,0.7509,0.7717
180,0.7754,0.8289,0.766,0.679,0.8745,0.6941,0.5672,0.6121
181,0.7528,0.7839,0.7869,0.6563,0.8589,0.8468,1.1918,0.8057
182,0.7118,0.7819,0.8913,0.5939,1.0958,0.7785,1.0554,0.7663
183,0.7577,0.5894,0.9204,0.4964,1.0484,0.8023,0.8324,0.7077
184,0.7556,0.88,1.0372,0.2694,1.0828,0.6168,1.1304,0.7066
185,0.7802,0.9267,0.7411,0.3458,1.095,0.8516,1.1549,0.77
186,0.7602,0.9122,0.8625,0.5014,1.0958,0.8261,1.1738,0.6859
187,0.7381,0.6577,0.785,0.5815,1.0758,0.7241,0.783,0.4474
188,0.6951,0.9084,0.6536,0.5589,0.6909,0.8325,1.1258,0.465
189,0.6131,0.9078,0.6851,0.5601,0.8214,0.7689,0.9374,0.3446
190,0.6748,0.8498,0.4735,0.5477,0.8535,0.4889,1.0888,0.6478
191,0.6013,0.7122,0.8324,0.3806,1.0684,0.4744,0.688,0.6203
192,0.6082,0.8865,0.8118,0.3546,0.9147,0.5453,0.804,0.5139
193,0.5872,0.8652,0.8243,0.5825,1.0409,0.3918,0.8953,0.4672
194,0.7135,0.6764,0.6078,0.4787,0.8199,0.2961,0.9014,0.626
195,0.7981,0.8097,0.5081,0.6769,1.0133,0.5023,0.9072,0.5356
196,0.7968,0.6665,1.039,0.7131,1.1592,0.5221,0.8979,0.4748
197,0.542,0.5677,0.8081,0.7164,0.9592,0.5108,1.1026,0.3207
198,0.4277,0.5935,0.9005,0.6955,1.1533,0.5112,1.1031,0.5183
199,0.7218,0.6882,1.0271,0.5881,0.9517,0.4084,1.1031,0.6654
200,0.6303,0.5658,0.8758,0.357,1.0427,0.584,0.9217,0.7522
201,0.6812,0.6539,1.0264,0.5549,0.757,0.5764,1.1306,0.7389
202,0.8228,0.7555,1.061,0.5685,1.0703,0.4935,1.0898,0.7194
203,0.8185,0.76,1.0433,0.6589,1.0652,0.4773,1.0898,0.6904
204,0.6356,0.6312,0.9749,0.7303,0.8436,0.6873,0.8427,0.5175
205,0.7161,0.4864,0.9792,0.7142,0.9876,0.898,1.0873,0.4531
206,0.8207,0.4706,0.9689,0.6045,0.9327,0.7906,1.0686,0.3524
207,0.7617,0.4749,0.8635,0.4088,0.9226,0.6168,1.0997,0.2938
208,0.6955,0.3742,0.853,0.4643,0.9093,0.5939,1.0042,0.3258
209,0.8461,0.4985,0.8285,0.3013,0.9474,0.5653,1.0146,0.3418
210,0.8359,0.5042,0.7978,0.2958,0.8378,0.3977,0.9035,0.0778
211,0.8421,0.6343,0.4842,0.2779,0.952,0.5291,0.7857,0.0966
212,0.7679,0.6028,0.4633,0.1105,1.0552,0.7215,0.7377,0.066
213,1.0368,0.7008,0.6293,0.2159,1.1229,0.7124,1.1402,0.4801
214,0.9262,0.8212,0.5113,0.2334,1.0638,0.7297,1.0902,0.4641
215,0.8203,0.8087,0.6601,0.7076,1.1257,0.8416,0.9067,0.445
216,0.7279,0.7026,0.7699,0.7975,0.9013,0.8932,1.1778,0.8241
217,0.5852,0.749,0.6363,0.7471,1.0948,0.8601,1.0962,0.8431
218,0.8458,0.5699,0.6507,0.8462,1.1107,0.7697,1.0581,0.8536
219,0.771,0.701,0.66,0.7745,0.9697,0.9383,0.9578,0.6598
220,0.8826,0.8745,0.6489,0.7985,0.8894,0.7787,0.812,0.5267
221,0.8967,0.8188,0.543,0.9526,0.8478,0.7485,0.979,0.8555
222,0.7749,0.8187,0.9114,0.8955,0.7426,0.6451,0.8429,0.9552
223,0.8583,1.0857,0.7753,0.7651,0.6884,0.5338,0.9194,0.6111
224,0.8087,0.8153,0.9755,0.8088,1.054,0.373,0.9806,0.6985
225,0.789,1.0571,0.7318,0.6539,1.0207,0.2965,0.9957,0.7248
226,0.5066,1.063,1.0153,0.5935,1.139,0.5264,0.9729,0.8058
227,0.7079,1.063,1.0314,0.5978,0.8233,0.4806,0.922,0.819
228,0.71,1.063,1.0097,0.6937,1.1319,0.2619,0.8192,0.5438
229,0.713,0.7973,1.0073,0.6226,1.0744,0.3529,0.7976,0.3456
230,0.6027,0.8112,0.8441,0.7657,0.6926,0.434,1.021,0.5622
231,0.6399,0.7551,0.8882,0.7856,0.8465,0.4468,0.985,0.7293
232,0.6542,0.8151,0.8982,0.797,0.6638,0.6797,0.9343,0.8451
233,0.6576,0.9666,0.9114,0.4546,0.686,0.6272,0.9537,0.8861
234,0.4171,0.9325,0.9403,0.973,1.011,0.4027,0.9562,0.8315
235,0.8356,0.9828,0.7708,0.6082,1.0012,0.7339,0.8298,1.1409
236,0.8964,0.7283,0.6908,1.0019,0.8421,0.7599,0.9025,1.142
237,0.9155,1.1309,0.6512,1.049,1.0151,0.7733,1.1498,1.1423
238,0.8387,1.1343,0.6949,1.0557,0.9146,0.8333,1.1498,0.6258
239,0.8364,1.1621,0.6021,0.9654,0.8671,0.8488,1.1498,0.6887
240,1.0322,1.1623,0.5837,0.6964,0.7317,0.926,0.9093,0.9588
241,0.6742,1.1623,0.7556,0.5501,0.776,0.836,0.833,0.9172
242,0.7305,1.1454,0.8973,0.6961,0.7054,0.8636,1.1017,0.8982
243,0.6222,1.1068,0.759,0.603,0.7315,0.8721,0.7059,1.1671
244,0.5926,1.1619,0.8464,0.6512,0.8482,0.7249,0.7475,1.1006
245,0.5071,1.1623,0.7397,0.4575,0.7915,0.8275,0.8122,0.5723
246,0.5414,0.8598,0.9185,0.3004,0.7142,0.6936,0.842,0.9323
247,0.4808,0.9852,0.7675,0.3762,0.6812,0.7515,1.0876,0.7976
248,0.6981,1.0192,0.8895,0.6348,0.6686,0.7773,1.1439,0.7468
249,0.6438,0.8799,0.8452,0.6503,0.6057,0.8301,1.1424,0.9896
250,0.7845,1.072,0.9084,0.5637,0.4149,0.8852,1.1119,0.6015
251,0.8021,1.047,0.931,0.7359,0.5063,0.742,1.0887,0.5591
252,0.728,1.1893,0.8714,0.6584,0.3752,0.7182,0.9534,0.6002
253,0.5994,1.1224,0.9298,0.719,0.553,0.7846,1.1246,0.5397
254,0.5998,1.1672,1.0272,0.6104,0.5845,0.7566,0.9213,0.506
255,0.5829,1.2297,1.1007,0.717,0.5125,0.5929,1.0283,0.9294
256,0.5645,0.9838,0.9619,0.7511,0.6707,0.4285,1.0108,0.8162
257,0.4926,0.9813,0.5264,0.765,0.7021,0.4818,0.8887,1.0608
258,0.5737,1.1094,0.7669,0.8262,0.6968,0.452,0.9933,1.179
259,0.5964,1.1094,0.7434,0.8055,0.7659,0.508,0.9425,1.1727
260,0.6131,1.1094,0.6395,0.7952,0.6817,0.548,0.8963,0.8773
261,0.6156,0.8876,0.5002,0.7916,0.8074,0.6206,0.7896,0.8263
262,0.6563,1.1004,0.9505,0.7779,0.946,0.5882,0.7698,0.93
263,0.4525,1.1004,1.0116,0.7552,0.8625,0.4843,0.9679,1.1165
264,0.4134,0.8076,1.0759,0.6442,0.7241,0.7391,0.7183,1.1632
265,0.5514,1.099,1.1383,0.7843,0.9087,0.6872,0.7363,0.8822
266,0.4881,1.0139,1.0434,0.8539,0.5935,0.6089,0.7815,1.2054
267,0.6018,1.0472,0.8594,0.7873,0.8425,0.6884,0.7326,1.2279
268,0.5784,0.7367,0.9805,0.7926,0.8987,0.8474,0.7303,0.9544
269,0.5478,1.198,1.174,0.8043,0.5624,0.8442,0.4458,1.0306
270,0.5541,1.1881,1.0009,0.8059,0.3693,0.7821,0.734,1.2368
271,0.45,1.1948,1.099,0.8082,0.3038,0.7823,0.5513,1.2368
272,0.5696,0.9548,0.9785,0.6631,0.2887,0.8404,0.437,1.2368
273,0.6389,1.1403,0.7568,0.9064,0.4865,0.8275,0.3807,1.2368
274,0.6083,1.2273,0.6698,0.7894,0.7588,0.7864,0.5395,1.2368
275,0.5461,1.2452,0.6974,0.8404,0.7478,0.6833,0.8152,1.2368
276,0.3596,0.9692,0.7803,0.7295,0.571,0.7695,0.8809,1.2368
277,0.351,0.96,0.7514,0.6588,0.7744,0.8107,0.8175,0.8432
278,0.5268,0.6741,0.706,0.8107,0.7032,0.77,0.6699,0.4004
279,0.5974,0.5152,0.6966,0.7239,0.7941,0.6712,0.6616,0.8022
280,0.6505,0.8981,0.6589,0.6525,0.7225,0.6398,0.864,1.1832
281,0.6974,0.9234,0.6378,0.6513,0.7083,0.6363,0.8215,1.1844
282,0.6965,0.6855,0.6797,0.829,0.6101,0.7523,0.8233,1.1644
283,0.7901,0.6114,0.8075,0.7301,0.8126,0.7509,0.7842,0.9655
284,0.7819,0.7457,0.7988,0.6801,0.7944,0.5128,0.575,0.7945
285,0.7405,0.6776,0.8062,0.6375,0.6651,0.9633,0.6668,0.7848
286,0.5884,0.6485,0.6516,0.6711,0.6181,0.901,0.8624,0.818
287,0.6919,0.7446,0.7419,0.7777,0.5999,0.7017,0.8485,0.7759
288,0.6235,0.754,0.8489,1.0087,0.7415,0.9403,0.7252,0.5807
289,0.5947,0.6073,1.0162,1.0024,0.7306,0.6915,0.9015,0.9124
290,0.6474,0.525,0.8431,0.7917,0.7281,0.7151,0.8147,0.7577
291,0.9175,0.7987,1.0919,1.0044,0.5712,0.7824,0.9951,0.8611
292,0.769,0.7753,1.0889,0.858,0.6507,0.6769,1.002,1.0602
293,0.4947,0.8004,1.0036,1.0566,0.7141,0.4069,0.9774,1.0821
294,0.4069,0.652,0.9043,0.995,0.6517,0.4247,0.8393,1.092
295,0.719,0.8682,0.8214,0.87,0.4166,0.481,0.8621,1.0395
296,0.6043,0.9228,0.6538,0.8702,0.4503,0.7537,0.6463,1.0077
297,0.7969,0.9998,0.5048,0.8682,0.5612,0.8888,0.7956,1.0101
298,0.7363,0.902,0.5095,0.8916,0.5376,0.7328,0.6229,0.6766
299,0.6801,0.9324,0.5017,1.0694,0.4523,0.8689,0.5808,0.9126
300,0.7874,0.9377,0.3941,0.8202,0.3587,0.7015,0.8518,0.9508
301,0.8415,0.8821,0.8259,0.9234,0.1449,0.7509,0.8403,0.8779
302,0.7576,0.9301,0.6921,0.9411,0.1182,0.774,0.6581,0.7883
303,0.959,0.9073,0.6848,0.83,0.0768,0.7644,0.6932,0.6739
304,0.8665,0.6831,0.7618,0.6244,0.0566,0.7544,0.572,0.0273
305,0.833,0.8285,0.7112,0.7714,0.0529,0.5959,0.834,0.1997
306,0.9244,0.9542,0.755,0.9562,0.6191,0.6875,0.8216,0.0735
307,0.8913,0.9557,0.6353,0.8244,0.6053,0.5668,0.9956,0.0213
308,0.7042,0.836,0.844,0.687,0.6175,0.4304,0.9977,0.3784
309,0.6517,1.0015,0.8527,0.786,0.5875,0.6268,1.0046,0.3774
310,0.4566,0.9098,0.8161,0.677,0.6497,0.673,0.9731,0.3112
311,0.2665,0.6357,0.7315,0.6452,0.7716,0.6674,0.9261,0.6667
312,0.2857,0.8012,0.6025,0.6797,0.6847,0.6198,0.8952,0.643
313,0.5015,0.8592,0.8073,0.7027,0.8558,0.6137,0.9237,0.611
314,0.1886,0.9321,0.872,0.6676,0.8562,0.5415,0.77,0.4902
315,0.4487,0.9431,0.8085,0.5552,0.7748,0.4569,0.7351,0.7199
316,0.4036,0.9329,0.5915,0.8209,0.6972,0.7239,0.4471,0.8069
317,0.6365,0.9725,0.8369,0.9206,0.7935,0.8476,0.4618,0.7297
318,0.455,0.771,0.7899,0.9197,0.771,0.7525,0.4123,0.617
319,0.705,1.0157,0.7481,0.9151,0.749,0.8202,0.4233,0.6667
320,0.7388,0.7695,0.9385,0.914,0.7689,0.8732,0.3329,0.6557
321,0.6759,0.7264,0.8274,0.932,0.6848,0.7743,0.4266,0.6256
322,0.8874,0.7786,0.9196,0.5306,0.7443,0.7234,0.4786,0.6095
323,0.693,0.8978,0.9509,0.9739,0.7555,1.011,0.4706,0.814
324,0.6483,0.9571,0.9465,0.9335,0.7777,1.024,0.4587,0.7826
325,0.6959,0.9634,0.35,0.7617,0.6419,1.0052,0.4415,0.2686
326,0.6665,0.9635,0.6319,0.9301,0.3721,0.9655,0.2611,0.2271
327,0.6238,0.965,0.9005,0.5817,0.6148,0.9785,0.746,0.5657
328,0.5528,0.9671,0.9983,0.8465,0.7498,0.7667,0.7523,0.5849
329,0.5439,0.8318,1.0259,0.8589,0.6833,0.7203,0.8001,0.5522
330,0.5524,0.9843,0.9751,0.8694,0.6092,1.0082,0.8405,0.4768
331,0.6184,0.8635,1.0354,0.6193,0.5956,1.0194,0.7777,0.3646
332,0.6078,0.8413,0.9179,0.8364,0.6073,0.899,0.909,0.4732
333,0.6176,1.1319,1.074,0.6407,0.5228,0.9831,1.1587,0.3474
334,0.6362,0.975,1.1483,0.5032,0.585,1.201,1.0882,0.6304
335,0.7669,1.0455,1.0135,0.7429,0.7832,1.1549,0.9581,0.4733
336,0.8457,0.9349,1.1811,0.6318,0.6051,1.2059,0.9816,0.5123
337,0.8437,0.8817,1.1487,0.5713,0.6315,1.0281,0.932,0.7226
338,0.8307,0.8849,1.1844,0.783,0.7734,1.2025,0.7638,0.5937
339,0.6696,0.7788,1.1634,0.8377,0.5524,1.2065,0.7021,0.7848
340,0.6736,0.6175,0.9795,0.6627,0.7655,1.2065,0.741,0.8045
341,0.6892,0.5982,0.737,0.677,0.8356,1.2065,0.4914,0.7204
342,0.6965,0.497,0.8838,1.2078,0.8126,1.2065,0.8858,0.6061
343,0.6727,0.3428,0.9842,1.2707,0.8211,0.9081,0.844,0.7969
344,0.4647,0.5031,0.9294,0.9334,0.8479,0.944,0.8465,0.7406
345,0.7493,0.6645,0.875,1.1444,0.884,1.1889,0.9905,0.7092
346,0.7187,0.5421,0.8043,1.0708,0.8439,0.9515,0.9618,0.7083
347,0.7201,0.6037,0.8865,1.032,0.6973,1.188,1.1116,0.7097
