tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6
82,1.1444,0.5137,0.6214,1.0233,1.0913,1.0048
83,0.9465,0.5196,0.6747,1.0111,1.0025,1.0043
84,0.993,0.5104,0.4552,0.8672,1.0801,0.7389
85,0.9069,0.3594,0.8302,1.0025,1.1377,0.9731
86,1.0501,0.2661,0.792,0.9791,1.1372,0.9778
87,1.0455,0.2367,0.7822,0.9561,0.8546,0.93
88,1.0401,0.4858,0.8187,0.884,1.1082,0.8466
89,1.0279,0.4551,0.7106,0.7304,1.1821,0.9278
90,0.8946,0.5331,0.4087,0.7089,0.9457,0.7777
91,1.0354,0.5285,0.8181,0.8013,1.1081,0.8407
92,0.9871,0.3651,0.7759,0.6387,1.0443,0.7147
93,0.9723,0.69,0.8024,0.773,0.9775,0.8852
94,1.03,0.6678,0.921,0.5856,0.8727,0.5893
95,0.8603,0.4125,0.835,0.6624,0.6809,0.8199
96,0.967,0.701,0.922,0.6236,0.731,0.8485
97,0.9789,0.6832,1.0218,0.3771,0.5928,0.5122
98,0.9545,0.6849,1.0857,0.5645,0.396,0.9982
99,0.8436,0.6891,1.027,0.6091,0.5945,0.8986
100,0.6803,0.6879,1.002,0.5965,0.4946,0.9699
101,0.8451,0.6827,0.9537,0.5013,0.4859,1.0079
102,0.7846,0.6318,1.1595,0.512,0.4618,0.8843
103,1.0013,0.6748,1.1894,0.4989,0.5817,0.6607
104,0.989,0.5246,1.0973,0.3626,0.3716,0.7822
105,1.0012,0.5312,1.1303,0.695,0.7177,0.8722
106,0.9512,0.6941,0.745,0.6183,0.5301,1.0393
107,1.2007,0.6859,0.6475,0.7487,0.8667,0.9403
108,0.9682,0.7366,0.6621,0.7396,0.7638,0.8348
109,1.0167,0.7023,0.4024,0.6254,0.8688,0.6331
110,1.1847,0.6828,0.9701,0.697,0.8745,0.5558
111,1.1234,0.6542,0.9515,0.6362,0.7872,0.4872
112,1.0788,0.5696,0.819,0.758,0.7877,0.4731
113,0.9598,0.5395,0.7936,0.7842,0.5628,0.7004
114,0.8896,0.5321,0.7504,0.7616,0.5642,0.6066
115,0.7253,0.499,0.7833,0.7551,0.3894,0.801
116,0.9328,0.4447,0.7279,0.7481,0.1399,0.8889
117,1.1454,0.4421,0.7001,0.7709,0.3994,0.7441
118,1.1556,0.6086,0.9049,0.635,0.7881,0.773
119,0.8241,0.5366,0.7388,0.647,0.4938,0.7262
120,1.153,0.6881,0.7155,0.5324,0.4286,0.7404
121,0.9364,0.7542,0.7167,0.8344,0.3464,0.7636
122,1.1393,0.7769,0.709,0.7014,0.6617,0.6543
123,0.9593,0.9255,0.727,0.8259,0.6032,0.6473
124,1.0974,0.9128,0.5944,0.7898,0.7706,0.5827
125,1.0637,0.9207,0.8254,0.8063,0.7523,0.2895
126,0.9979,0.7857,0.8803,0.7659,0.6833,0.6815
127,0.8499,0.9825,0.9648,0.7497,0.7624,0.5067
128,1.047,0.8424,0.9251,0.6847,0.7735,0.7819
129,0.9822,0.9675,1.0786,0.6904,0.8652,0.8869
130,0.8281,0.7575,1.0821,0.5917,0.9416,0.9923
131,1.1585,0.8598,1.1387,0.7363,0.9544,0.6115
132,0.967,0.7788,1.2062,0.6591,0.9318,0.8904
133,0.9756,0.8238,1.1361,0.5135,0.8668,0.8277
134,0.9796,0.5182,0.9004,0.5159,0.7658,1.0497
135,1.1628,0.6058,1.1507,0.6758,0.7798,1.0269
136,0.9849,0.5839,0.622,0.7327,0.8093,1.0656
137,0.8868,0.425,1.2538,0.7575,0.8076,1.0869
138,0.911,0.3659,0.8436,0.7181,0.7373,1.0871
139,0.9486,0.3682,1.208,0.6105,0.8092,1.0429
140,0.7168,0.2739,0.7293,0.5773,0.7163,1.0354
141,0.9205,0.6247,0.9679,0.5185,0.6216,0.868
142,1.0569,0.5348,1.0631,0.5114,0.4509,0.9832
143,0.9647,0.7503,1.1361,0.3708,1.2157,0.8144
144,0.9877,0.4887,0.7557,0.7917,0.7406,0.7597
145,1.0361,0.63,1.1667,0.937,1.2137,0.5976
146,1.0092,0.6333,0.9447,0.8918,1.2137,0.8408
147,0.9387,0.8058,1.1319,0.5482,1.2137,0.7581
148,0.6972,1.0695,1.0977,1.0053,1.2137,0.5263
149,0.871,1.1603,1.1071,1.0147,1.2061,0.1416
150,0.8254,1.0964,1.1411,0.9385,0.9151,0.0401
151,0.578,0.8904,1.1178,0.778,0.9539,0.0853
152,0.5838,1.0701,1.1828,0.9716,1.0553,0.4717
153,0.5664,0.8857,1.1879,0.7633,1.136,0.616
154,0.4344,0.9723,1.1215,0.9691,1.1367,0.7864
155,0.4438,1.0764,1.1321,0.9875,1.1213,0.8961
156,0.3583,1.0795,1.1531,0.9664,1.2131,0.9002
157,0.3572,1.0795,1.1531,0.9092,1.2132,0.7042
158,0.4921,0.9022,1.1028,0.8998,1.1606,0.8652
159,0.8462,1.1038,0.8404,0.8933,1.087,0.9904
160,0.7965,1.1066,0.6602,0.687,0.5434,1.0199
161,0.7711,1.1049,0.5584,0.7909,1.1518,0.9598
162,0.6302,1.1065,0.8647,0.9226,1.0401,0.863
163,0.5045,1.0185,0.895,0.9312,1.0694,1.0379
164,0.3442,0.8714,0.9743,1.0366,0.7947,0.9251
165,0.5598,0.8495,1.0818,1.0889,0.526,0.9848
166,0.5663,1.0986,0.7542,1.1227,0.5204,1.0579
167,0.6593,1.0963,1.154,0.8432,0.9161,1.0547
168,0.4853,0.9445,1.01,1.1811,0.7432,0.8442
169,0.6096,1.1484,1.1718,1.1811,0.8144,1.0262
170,0.7229,0.9045,1.026,1.1811,0.992,1.0917
171,0.5074,1.0681,0.8597,1.1811,0.9747,1.0128
172,0.5191,1.14,1.1835,1.1811,0.922,0.7661
173,0.5049,0.9272,1.0897,0.9453,0.9668,0.6462
174,0.3403,0.9949,1.1811,1.184,0.7777,0.8318
175,0.3425,1.0576,1.0286,0.9886,0.8505,0.7168
176,0.771,1.0454,1.126,1.1404,0.8439,0.6485
177,0.7781,0.9559,1.1645,1.0005,0.9821,0.6428
178,0.5792,1.1306,1.107,1.2029,0.678,0.7141
179,0.4891,0.8921,1.0035,1.0501,0.5791,0.4485
180,0.9766,0.7854,0.9859,0.9297,0.5878,0.5587
181,0.8841,0.7456,0.816,0.5915,0.4488,0.4368
182,1.0527,0.9371,1.1683,0.9353,0.6019,0.6135
183,1.0806,0.8964,0.9347,0.9328,0.4357,0.835
184,1.1548,0.9191,1.158,0.7889,0.6159,0.8008
185,1.0793,0.9721,1.1548,0.9441,0.6094,0.9782
186,0.9127,1.0467,0.957,1.0231,0.8157,0.6643
187,0.9621,1.1214,0.6182,1.1032,0.8124,0.8291
188,0.9498,1.0113,1.0074,1.0082,0.6245,0.7704
189,0.9934,1.124,1.0938,0.9682,0.9083,0.665
190,1.0368,0.9855,0.9168,1.05,0.7999,1.0906
191,1.0254,1.1422,1.199,0.9683,0.8246,0.9463
192,0.9817,1.1527,0.754,0.9838,0.5502,1.1662
193,1.0902,1.1093,1.1488,1.1564,0.9238,1.2152
194,0.932,0.8483,1.1446,0.9992,0.7857,1.1862
195,0.9777,1.1221,1.0297,1.2239,0.5743,1.2437
196,0.9922,1.1241,0.8834,1.225,0.7415,1.2853
197,0.9916,1.1206,0.4478,1.2209,0.9424,1.2853
198,0.979,1.1143,0.8733,1.2216,0.941,0.9968
199,0.9233,1.0632,0.902,0.6635,0.9488,1.2712
200,0.9876,0.9993,0.8122,1.1243,0.8161,1.0797
201,0.992,0.4939,0.736,1.1976,0.9653,0.7213
202,0.7431,0.779,0.937,1.2283,0.9674,1.1841
203,0.3948,0.689,0.9369,0.8663,0.966,1.1841
204,0.9818,0.3364,1.0572,1.0551,0.7594,1.1841
205,0.8295,0.7503,1.1154,0.9358,0.7456,0.8616
206,1.2135,0.9586,1.065,0.9329,0.9488,0.9133
207,1.2127,0.8686,0.9429,0.963,0.9792,1.0448
208,1.0945,1.0434,0.751,0.868,0.9945,1.0746
209,1.0006,0.9702,0.6985,0.6665,0.9623,0.998
210,0.6817,0.8321,1.0292,1.1489,0.9782,0.7172
211,1.0121,0.9228,0.9954,1.1481,0.8554,0.8371
212,0.9957,0.9641,0.9535,1.1483,0.9006,0.8986
213,0.995,0.8363,0.7779,0.9786,0.6671,1.0401
214,0.9681,1.0547,0.7734,1.0164,0.8485,1.0351
215,0.7471,1.0547,0.758,1.0181,0.9056,1.0614
216,0.7256,1.0547,0.5294,0.9434,0.9774,1.2419
217,0.7639,1.0534,0.9195,1.1231,0.7361,0.9556
218,0.7927,1.0023,0.9207,1.0995,0.981,1.2366
219,0.7952,0.8866,0.9255,0.8388,0.9563,1.2461
220,0.7642,0.6366,0.8644,0.9425,0.8962,1.2461
221,0.7449,0.8354,0.645,0.7398,0.8279,1.2311
222,0.8467,0.8321,0.6475,0.9025,0.8282,1.1442
223,0.6895,0.9163,0.6036,0.8934,0.512,0.9282
224,0.5057,1.0152,0.4352,0.8843,0.9034,1.0913
225,0.5426,0.9926,0.5365,0.8691,0.8483,1.1294
226,0.6386,0.9219,0.6736,0.6454,0.8909,1.2006
227,0.7603,0.7802,0.5555,0.8542,0.8688,1.2006
228,0.7228,0.7953,0.6878,1.057,0.8787,1.1467
229,0.713,0.8531,0.5003,1.0309,0.6325,1.2182
230,0.7417,0.8068,0.5023,0.9777,0.7327,0.9416
231,0.4368,0.8105,0.5052,0.7322,0.9383,1.2451
232,0.7548,0.797,0.5387,1.0094,0.9436,1.2436
233,0.7191,0.7105,0.3665,0.9362,0.9361,1.1201
234,0.7517,0.6578,0.2894,0.7614,0.9527,0.697
235,0.7939,0.738,0.4797,0.9628,0.9337,0.9354
236,0.6832,0.8151,0.393,0.9693,0.9219,0.9138
237,0.5016,0.8655,0.5787,0.89,0.912,0.9398
238,0.4259,0.7274,0.6251,0.7487,0.9152,1.1936
239,0.8056,0.8622,0.4787,0.919,0.716,1.0179
240,0.8092,0.9079,0.7914,0.8271,0.9727,1.1869
241,0.6468,0.7264,0.7263,0.8995,0.9269,1.1844
242,0.9725,0.4801,0.6216,0.8931,0.8959,1.183
243,0.9223,0.6581,0.6883,0.9726,0.7305,1.0803
244,0.9874,0.4573,0.7384,0.729,0.8063,1.061
245,0.9919,0.6931,0.7419,0.8859,0.6173,1.0867
246,0.6566,0.6205,0.7533,0.8317,0.5265,1.115
247,0.886,0.826,0.6851,0.9923,0.7182,1.1996
248,0.9809,0.8237,0.7235,0.9985,0.7233,1.1223
249,0.9289,0.7839,0.8034,0.9782,0.5002,0.9562
250,0.6256,0.8962,0.7435,0.8128,0.6913,1.1839
251,1.1415,0.9041,0.661,0.9628,0.6464,1.1752
252,0.8386,0.4323,0.9419,0.9251,0.5141,1.0476
253,0.853,0.7603,0.7538,0.9996,0.3647,0.9165
254,1.0211,0.8188,1.0053,0.9568,0.8874,0.9343
255,0.9053,0.8222,0.8545,1.0319,0.8029,0.6048
256,0.8908,0.7899,0.762,0.9672,0.7182,1.0105
257,1.0789,0.7812,0.637,0.8721,0.778,0.9509
258,0.9448,0.8567,1.0201,0.8965,0.7145,0.9497
259,1.2316,0.7467,1.0304,0.9398,0.659,0.8689
260,0.8998,0.7525,0.8531,0.8765,0.9568,0.9667
261,1.227,0.9054,0.964,0.7383,0.9565,0.9867
262,1.2218,0.8404,0.9433,0.5142,0.8163,1.0306
263,1.2444,0.9081,0.5757,0.5238,0.8534,0.5845
264,1.2444,1.0399,0.7914,0.3924,0.7231,0.7691
265,0.9716,1.0112,0.9005,0.3,0.8908,0.9358
266,0.9145,0.9275,1.1558,0.5816,0.9459,1.1835
267,1.1494,0.9872,0.8668,0.5967,0.9415,1.0809
268,1.1924,0.9158,1.16,0.5462,0.9081,1.1966
269,1.0698,0.9944,0.9705,0.6286,0.7312,1.0194
270,1.0591,0.9763,1.1598,0.1773,0.8484,1.1058
271,0.9409,0.9577,0.7597,0.5486,0.8134,1.0134
272,0.8187,0.9709,0.9016,0.3963,0.7902,1.2184
273,1.0395,0.9545,1.2276,0.5413,0.8064,1.1758
274,1.2029,0.8111,0.9821,0.4133,0.8044,1.1719
275,1.1886,0.9558,1.1955,0.4168,0.7787,0.9589
276,1.1433,0.9441,1.0574,0.3121,0.8407,0.9831
277,0.9887,0.7794,0.9137,0.3241,0.7504,1.2033
278,1.0186,0.7474,0.8567,0.2848,0.74,1.2205
279,1.0403,0.7217,1.0625,0.3484,0.71,1.1914
280,0.8397,0.9323,1.0887,0.2636,0.8356,1.2045
281,1.0037,0.8428,0.768,0.5721,0.7237,1.1261
282,0.7105,0.8949,0.98,0.6751,0.8708,0.9455
283,0.7897,0.9061,0.8848,0.7083,0.8706,1.1941
284,0.728,0.8229,0.8436,0.5187,0.8609,1.1642
285,0.5984,0.6981,0.8149,0.6299,0.7933,1.1445
286,0.5047,0.9185,0.8845,0.8292,0.792,1.2116
287,0.2803,0.9151,0.7294,0.8468,0.7103,1.0295
288,0.3527,0.7667,0.7196,0.8268,0.6163,1.0656
289,0.5257,0.9422,0.6863,0.7511,0.6868,0.9295
290,0.5704,0.934,0.6103,0.825,0.6468,1.016
291,0.5645,0.8943,0.3051,0.6428,0.8409,0.779
292,0.5798,0.8902,0.6992,0.8469,0.8627,0.5815
293,0.9594,0.6897,0.7716,0.8421,0.8011,0.9672
294,0.9412,0.691,0.9931,0.8777,0.6628,0.9804
295,0.8065,0.7604,0.9932,0.8579,0.6606,0.9497
296,0.8411,0.7597,0.9933,0.8499,0.7629,0.8517
297,1.04,0.6956,0.9936,0.7372,0.7504,1.2263
298,1.0212,0.6304,0.9941,0.5146,0.6349,1.2263
299,1.0346,0.6307,0.9799,0.7716,0.8552,1.2258
300,1.0424,0.6881,0.6571,0.7214,0.6859,1.179
301,0.9145,0.5479,0.6424,0.7431,0.8353,0.7417
302,1.2016,1.0018,0.7348,0.7524,0.818,0.8668
303,1.1556,1.0667,0.7737,0.6919,1.1738,0.9677
304,0.8675,0.9486,0.8166,0.7309,1.2312,1.0692
305,1.2041,1.1559,0.7748,0.6123,1.2312,1.1701
306,1.0038,1.128,0.8716,0.7401,1.2264,0.7667
307,1.0522,1.1425,0.9884,0.5321,1.2264,0.7994
308,1.1214,1.1275,0.9896,0.7276,1.2264,0.7857
309,1.1195,1.0881,0.9927,0.6829,1.2264,0.4818
310,0.8796,1.0137,0.7655,0.8303,0.8138,0.5696
311,1.0383,0.7856,0.5287,0.6503,0.8755,0.4667
312,0.7142,0.6134,0.5461,0.8476,1.146,0.7267
313,0.8325,1.0515,0.7781,0.8383,0.8219,0.7338
314,0.8448,0.8477,0.7928,0.8362,0.9629,0.9141
315,0.8279,0.6527,0.8326,0.7176,0.9464,0.8857
316,0.7533,0.8527,0.7995,0.7402,0.7196,0.7442
317,0.0355,0.88,0.7816,0.7235,0.8771,0.9078
318,1.2046,0.7258,0.6502,0.9005,0.7165,0.8932
319,0.4296,0.8414,0.867,0.6474,0.5981,0.7273
320,0.9619,0.7721,0.8084,0.7718,0.597,0.6831
321,1.0281,0.7496,0.7142,0.6435,0.7875,0.9499
322,0.7001,0.7935,0.8614,1.0497,0.889,1.1038
323,1.1813,0.768,0.9851,0.858,0.7244,0.7588
324,1.2608,0.8112,0.9989,0.8395,0.8675,0.8538
325,1.0495,0.8323,0.8626,0.6251,0.8905,1.1832
326,0.9495,0.9554,0.8556,0.8778,0.8682,0.9801
327,0.8393,0.9123,0.8502,1.0573,0.8581,1.0417
328,1.1747,0.8981,0.7761,0.8927,0.762,1.1828
329,1.142,0.6363,0.8337,0.8287,0.6461,1.075
330,1.0182,0.5334,0.8346,1.1436,0.7752,0.6805
331,0.9118,0.1588,0.7599,1.1761,0.6908,0.7539
332,0.9446,0.2794,0.8294,0.8277,0.7638,0.6651
333,0.9001,0.2715,0.5738,0.9784,0.4546,0.8575
334,0.6839,0.295,0.1922,0.8475,0.7225,0.782
335,0.9798,0.3063,0.0955,0.9415,0.7188,0.8824
336,0.7847,0.2816,0.8626,0.6218,0.7217,0.859
337,1.0194,0.1881,0.9228,0.6623,0.5534,0.8423
338,0.7976,0.5573,0.9243,0.4899,0.3056,0.7394
339,0.7377,0.6272,0.9124,0.3226,0.8622,0.6484
340,0.8613,0.5042,0.7654,0.3966,0.8699,0.7144
341,0.7638,0.5002,0.5741,0.8164,0.8318,0.6153
342,1.1738,0.6793,0.801,1.1708,0.7976,0.5114
343,1.1376,0.6339,0.7019,1.1708,0.4109,0.3984
344,1.0778,0.5085,0.6852,1.1704,0.6581,0.3455
345,0.8845,0.6674,0.844,0.7808,0.5094,0.3827
346,0.9963,0.7399,0.841,0.6246,0.5822,0.0708
347,0.9204,0.687,0.8399,1.1024,0.068,0.1917
348,0.837,0.7751,0.7117,1.0928,0.4347,0.1088
349,0.8006,0.7082,0.7043,1.0117,0.3082,0.0984
350,0.8485,0.6803,0.6739,1.0513,0.4555,0.0492
351,0.6716,0.64,0.6728,0.9128,0.4801,0.0594
352,0.7324,0.5351,0.6767,0.4526,0.3451,0.3231
353,0.5293,0.5638,0.5691,0.8487,0.4741,0.6595
354,0.8091,0.4792,0.5669,0.7844,0.6346,0.6531
355,0.7928,0.4841,0.7506,0.7556,0.9253,0.6175
356,0.6582,0.2826,0.8174,0.8776,0.8852,0.6394
357,0.6919,0.2847,0.8017,0.892,0.6893,0.6232
358,0.7503,0.3092,0.6809,0.8851,0.8949,0.644
359,0.7548,0.1142,0.9338,0.7141,0.9486,0.6382
360,0.7636,0.3627,0.7798,0.6078,0.9491,0.6467
361,0.5745,0.542,0.9756,0.3789,0.8288,0.5076
362,0.6959,0.5267,0.932,0.6174,0.8983,0.7175
363,0.5549,0.5315,0.7395,0.8078,0.8743,0.5812
364,0.2814,0.6364,0.9867,0.8865,0.921,0.5484
365,0.2581,0.8011,0.9837,0.6512,0.836,0.5368
366,0.5299,0.6613,0.9384,0.7072,0.9395,0.4824
367,0.7651,0.7468,0.9929,0.8194,1.0941,0.5459
368,0.646,0.7249,0.7232,0.6445,1.0189,0.5387
369,0.8299,0.7083,0.9412,0.9052,0.7879,0.464
370,0.6731,0.7018,0.9053,0.6735,0.8538,0.5542
371,0.6709,0.652,0.9546,0.9232,0.6756,0.6817
372,0.6753,0.5872,0.8461,0.7037,0.934,0.8317
373,0.7494,0.8319,1.0065,1.0356,0.9865,0.9354
374,0.655,0.8496,0.9478,1.0303,0.7311,0.4402
375,0.777,0.7776,0.885,1.0155,0.8143,0.8603
376,0.7419,0.5972,0.919,0.9291,1.0342,0.6294
377,0.6743,0.7436,1.0535,0.9815,0.8993,0.7207
378,0.8015,0.8631,0.8789,1.0618,1.0023,0.7042
379,0.9517,0.7661,1.011,0.9821,0.9941,0.4957
380,0.6832,0.7705,0.9778,0.8525,1.1823,0.8486
381,0.8519,0.7356,1.0546,0.9328,1.0787,0.69
382,0.8614,0.5303,0.9285,0.9004,1.1243,0.8165
383,0.5827,0.6986,1.0359,0.8107,1.1482,0.918
384,0.8451,0.6643,1.0973,0.6276,0.9351,0.7682
385,0.9316,0.7793,1.1995,0.714,1.1437,1.1709
386,0.8384,0.6686,1.1784,0.6882,1.2188,1.1717
387,0.6638,0.6614,0.964,0.8407,1.2191,1.1729
388,0.4525,0.6376,1.1487,0.7363,1.1313,0.894
389,0.7276,0.5135,1.1104,0.9302,0.7024,1.056
390,0.5965,0.6657,0.9952,1.0317,0.6426,1.1069
391,0.6126,0.7398,0.7647,0.8637,0.7872,1.1618
392,0.6828,0.6386,0.8537,1.0682,1.0937,1.1044
393,0.6961,0.7931,1.0435,1.0831,1.1397,1.1611
394,0.6869,0.779,0.8758,1.0017,0.9499,0.7258
395,0.5092,0.6693,0.6111,0.8276,1.1399,1.1124
396,0.4696,0.637,0.3483,0.8553,0.8253,1.201
397,0.7273,0.8477,0.8455,1.0194,1.027,1.201
398,0.4518,0.7865,0.6788,0.8734,0.9471,1.201
399,0.6561,0.7591,0.6731,0.9492,1.0782,1.2008
400,0.5388,0.682,0.336,0.7965,0.9604,0.8864
401,0.58,0.6753,0.514,1.0245,0.9481,1.0451
402,0.4304,0.5926,0.7202,1.017,0.8823,0.8258
403,0.7426,0.6595,0.8021,1.0166,0.8603,0.7732
404,0.6985,0.5559,1.0186,0.7476,0.853,0.8782
405,0.5726,0.3043,0.8829,0.7999,0.8486,0.9054
406,0.6489,0.3465,0.8119,0.6741,0.8467,0.9028
407,0.8203,0.3906,0.706,0.8533,1.0758,1.0091
408,0.6798,0.4343,0.8471,0.7942,0.453,1.1618
409,0.8565,0.3419,0.9593,0.6116,0.8277,1.1618
410,0.7904,0.4928,0.9396,0.7603,0.6566,0.8931
411,0.6905,0.5892,1.0202,0.8427,1.0815,1.2448
412,0.6965,0.4718,1.0074,0.8777,0.9493,0.9392
413,0.6789,0.7063,0.9965,0.8928,1.0046,0.96
414,0.5546,0.6285,0.8681,0.7492,0.4373,1.2821
415,0.8412,0.4372,0.8218,0.7928,1.012,1.2595
416,0.8726,0.783,0.7836,1.1086,0.9817,0.8824
417,1.0457,0.8534,0.7539,1.0502,0.8377,0.9352
418,1.0534,0.9046,0.6831,0.9878,0.9185,0.7629
419,1.1955,0.9089,0.749,0.893,1.1019,1.1138
420,1.1454,0.6827,0.5004,0.7496,0.9251,1.2772
421,1.003,0.8171,0.7,1.0081,0.9479,0.8515
422,1.206,0.753,0.7372,1.0014,0.9331,1.2455
423,1.1744,0.7193,0.6831,0.879,0.7927,0.9188
424,1.1804,0.5775,0.6223,0.7596,0.784,0.789
425,1.2463,0.8217,0.7156,0.4537,0.7,1.1591
426,1.0476,0.8161,0.673,0.3882,0.9088,1.0078
427,1.1032,0.795,0.9064,0.6419,0.9196,1.2273
428,0.7536,0.5775,0.5776,0.5425,0.8939,1.2273
429,0.7227,0.646,0.719,0.9722,0.7713,0.9137
430,0.7981,0.7031,0.7429,0.8565,0.763,1.1781
431,0.9947,0.8584,0.9527,0.7712,0.7777,1.1841
432,0.875,0.7096,0.8193,0.7179,0.6929,1.1273
433,0.7447,0.6114,0.9709,1.0169,0.9014,1.0752
434,0.8185,0.656,1.0528,0.8099,0.7068,1.0031
435,0.8206,0.9281,0.775,0.599,0.8927,1.1562
436,0.8213,1.1397,1.1616,0.862,0.8635,1.1859
437,0.7865,1.1397,0.941,0.8986,0.9045,1.1859
438,0.782,1.1335,1.1611,0.7789,0.9573,1.1711
439,0.683,1.1006,1.1641,0.6844,0.9486,1.1872
440,0.801,0.8155,0.9428,0.5446,0.8136,1.1873
441,0.7707,1.0751,1.1897,0.5759,0.813,0.8903
442,0.735,1.0256,1.1643,0.5691,0.8377,1.2323
443,0.5348,0.9434,0.9182,0.3421,0.8521,1.2274
444,0.5533,1.1277,0.809,0.4475,1.1111,0.9242
445,0.7779,1.1277,0.9184,0.4877,0.9301,1.1316
446,0.8736,1.1277,0.8392,0.41,1.1562,1.1731
447,0.7903,0.7518,0.9459,0.6664,1.1406,1.1683
448,0.7703,1.1241,0.9634,0.6695,1.1962,1.1295
449,0.6462,1.0896,0.8251,0.6676,1.1962,0.6519
450,0.4964,0.7264,0.7135,0.5115,0.7909,0.8666
451,0.7216,1.2046,0.7924,0.6325,1.1531,0.7733
452,0.664,1.2871,0.9271,0.6767,1.1531,0.6915
453,0.474,0.6437,0.9455,0.5557,1.1104,0.9597
454,0.5853,0.9372,0.7245,0.6322,1.1104,0.9526
455,0.5366,1.1085,1.1077,0.7305,0.5438,0.8879
456,0.4701,0.9533,1.054,0.6399,0.683,0.9759
457,0.4227,1.1191,1.0496,0.8421,0.8526,0.9715
