tick,arrivals,completions
123,0.1,0.1
124,0.0,0.1
125,0.0,0.0
126,0.2,0.0
127,0.2,0.2
128,0.0,0.1
129,0.1,0.0
130,0.3,0.0
131,0.2,0.0
132,0.0,0.1
133,0.1,0.0
134,0.2,0.1
135,0.0,0.0
136,0.0,0.0
137,0.2,0.0
138,0.0,0.1
139,0.1,0.0
140,0.0,0.4
141,0.1,0.0
142,0.1,0.0
143,0.0,0.1
144,0.0,0.2
145,0.0,0.2
146,0.1,0.1
147,0.1,0.1
148,0.0,0.1
149,0.1,0.0
150,0.0,0.1
151,0.1,0.2
152,0.0,0.0
153,0.0,0.2
154,0.0,0.1
155,0.1,0.0
156,0.1,0.1
157,0.1,0.4
158,0.1,0.3
159,0.1,0.0
160,0.1,0.2
161,0.0,0.0
162,0.4,0.0
163,0.1,0.0
164,0.2,0.1
165,0.2,0.1
166,0.1,0.2
167,0.1,0.1
168,0.4,0.2
169,0.0,0.0
170,0.0,0.1
171,0.0,0.1
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.2,0.1
176,0.1,0.0
177,0.2,0.1
178,0.1,0.0
179,0.2,0.1
180,0.0,0.1
181,0.2,0.2
182,0.0,0.1
183,0.0,0.1
184,0.1,0.0
185,0.1,0.0
186,0.0,0.0
187,0.0,0.1
188,0.2,0.1
189,0.0,0.1
190,0.1,0.1
191,0.0,0.0
192,0.2,0.2
193,0.1,0.0
194,0.1,0.0
195,0.1,0.0
196,0.1,0.0
197,0.1,0.2
198,0.1,0.0
199,0.1,0.1
200,0.2,0.0
201,0.1,0.1
202,0.0,0.0
203,0.2,0.3
204,0.1,0.4
205,0.2,0.4
206,0.2,0.1
207,0.0,0.1
208,0.0,0.2
209,0.0,0.3
210,0.2,0.1
211,0.0,0.1
212,0.1,0.0
213,0.1,0.2
214,0.1,0.0
215,0.1,0.1
216,0.2,0.2
217,0.0,0.2
218,0.1,0.0
219,0.1,0.1
220,0.2,0.0
221,0.3,0.1
222,0.0,0.0
223,0.0,0.2
224,0.0,0.0
225,0.0,0.1
226,0.1,0.1
227,0.2,0.0
228,0.0,0.0
229,0.0,0.1
230,0.1,0.1
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.1
235,0.0,0.0
236,0.0,0.1
237,0.1,0.0
238,0.2,0.0
239,0.0,0.4
240,0.2,0.1
241,0.0,0.1
242,0.3,0.1
243,0.1,0.0
244,0.1,0.2
245,0.1,0.0
246,0.0,0.2
247,0.0,0.0
248,0.1,0.0
249,0.1,0.2
250,0.2,0.0
251,0.1,0.0
252,0.1,0.3
253,0.4,0.1
254,0.0,0.1
255,0.1,0.1
256,0.1,0.0
257,0.1,0.0
258,0.0,0.1
259,0.0,0.1
260,0.1,0.1
261,0.0,0.0
262,0.0,0.1
263,0.1,0.2
264,0.0,0.0
265,0.1,0.2
266,0.0,0.1
267,0.0,0.0
268,0.2,0.0
269,0.0,0.0
270,0.1,0.2
271,0.1,0.2
272,0.0,0.2
273,0.0,0.1
274,0.0,0.2
275,0.0,0.0
276,0.0,0.1
277,0.1,0.1
278,0.0,0.0
279,0.1,0.1
280,0.1,0.1
281,0.3,0.0
282,0.0,0.0
283,0.1,0.0
284,0.1,0.0
285,0.2,0.0
286,0.0,0.0
287,0.2,0.0
288,0.0,0.2
289,0.1,0.0
290,0.0,0.2
291,0.1,0.2
292,0.2,0.2
293,0.0,0.2
294,0.0,0.1
295,0.0,0.2
296,0.0,0.2
297,0.0,0.0
298,0.0,0.2
299,0.0,0.0
300,0.1,0.2
301,0.4,0.2
302,0.0,0.0
303,0.0,0.0
304,0.0,0.1
305,0.1,0.0
306,0.0,0.1
307,0.1,0.1
308,0.1,0.0
309,0.0,0.0
310,0.2,0.0
311,0.1,0.3
312,0.1,0.1
313,0.0,0.1
314,0.1,0.0
315,0.3,0.0
316,0.1,0.1
317,0.0,0.2
318,0.2,0.1
319,0.2,0.1
320,0.0,0.1
321,0.3,0.1
322,0.1,0.1
323,0.2,0.1
324,0.0,0.0
325,0.0,0.0
326,0.0,0.1
327,0.0,0.1
328,0.2,0.0
329,0.0,0.0
330,0.0,0.1
331,0.0,0.0
332,0.0,0.1
333,0.0,0.1
334,0.1,0.0
335,0.0,0.1
336,0.1,0.0
337,0.1,0.1
338,0.1,0.1
339,0.1,0.0
340,0.3,0.1
341,0.1,0.2
342,0.0,0.0
343,0.0,0.2
344,0.1,0.1
345,0.1,0.0
346,0.1,0.2
347,0.0,0.0
348,0.0,0.0
349,0.0,0.0
350,0.1,0.0
351,0.0,0.1
352,0.2,0.2
353,0.2,0.1
354,0.1,0.1
355,0.0,0.0
356,0.0,0.0
357,0.0,0.1
358,0.2,0.0
359,0.0,0.1
360,0.1,0.0
361,0.1,0.2
362,0.1,0.0
363,0.0,0.2
364,0.1,0.0
365,0.3,0.0
366,0.0,0.2
367,0.1,0.0
368,0.4,0.0
369,0.1,0.0
370,0.0,0.1
371,0.1,0.3
372,0.3,0.0
373,0.1,0.0
374,0.2,0.1
375,0.0,0.1
376,0.3,0.0
377,0.1,0.1
378,0.0,0.1
379,0.0,0.0
380,0.1,0.2
381,0.1,0.0
382,0.1,0.0
383,0.0,0.1
384,0.1,0.4
385,0.0,0.0
386,0.0,0.0
387,0.0,0.1
388,0.1,0.0
389,0.1,0.1
390,0.1,0.1
391,0.0,0.2
392,0.0,0.1
393,0.0,0.0
394,0.0,0.1
395,0.1,0.1
396,0.2,0.3
397,0.0,0.0
398,0.0,0.2
399,0.1,0.0
400,0.3,0.1
401,0.0,0.1
402,0.2,0.0
403,0.1,0.0
404,0.0,0.1
405,0.1,0.1
406,0.2,0.0
407,0.0,0.0
408,0.0,0.3
409,0.1,0.1
410,0.3,0.1
411,0.0,0.0
412,0.1,0.1
413,0.1,0.1
414,0.0,0.4
415,0.3,0.2
416,0.3,0.0
417,0.0,0.0
418,0.0,0.1
419,0.0,0.0
420,0.0,0.1
421,0.1,0.2
422,0.0,0.0
423,0.1,0.1
424,0.2,0.1
425,0.1,0.0
426,0.1,0.1
427,0.1,0.0
428,0.2,0.2
429,0.1,0.2
430,0.1,0.1
431,0.0,0.0
432,0.1,0.0
433,0.1,0.1
434,0.1,0.1
435,0.0,0.2
436,0.0,0.0
437,0.1,0.0
438,0.1,0.0
439,0.0,0.1
440,0.1,0.2
441,0.1,0.1
442,0.0,0.0
443,0.2,0.0
444,0.0,0.1
445,0.0,0.1
446,0.1,0.0
447,0.1,0.0
448,0.0,0.0
449,0.2,0.0
450,0.0,0.4
451,0.1,0.0
452,0.0,0.1
453,0.0,0.4
454,0.2,0.0
455,0.0,0.1
456,0.2,0.0
457,0.0,0.1
458,0.4,0.1
459,0.1,0.0
460,0.0,0.2
461,0.2,0.0
462,0.0,0.1
463,0.0,0.2
464,0.1,0.1
465,0.0,0.1
466,0.1,0.0
467,0.1,0.0
468,0.0,0.0
469,0.1,0.0
470,0.0,0.0
471,0.1,0.0
472,0.0,0.1
473,0.0,0.2
474,0.0,0.1
475,0.2,0.0
476,0.1,0.2
477,0.0,0.0
478,0.3,0.1
479,0.1,0.1
480,0.1,0.2
481,0.2,0.1
482,0.1,0.1
483,0.0,0.0
484,0.3,0.1
485,0.1,0.1
486,0.3,0.1
487,0.0,0.1
488,0.1,0.0
489,0.0,0.0
490,0.1,0.0
491,0.0,0.0
492,0.2,0.0
493,0.0,0.0
494,0.1,0.0
495,0.0,0.0
496,0.1,0.1
497,0.0,0.1
498,0.1,0.0
499,0.1,0.1
500,0.1,0.0
501,0.0,0.1
502,0.2,0.0
503,0.2,0.0
504,0.2,0.1
505,0.0,0.0
506,0.1,0.2
507,0.1,0.2
508,0.0,0.1
509,0.0,0.2
510,0.2,0.2
511,0.1,0.0
512,0.1,0.1
513,0.3,0.1
514,0.0,0.3
515,0.0,0.3
516,0.3,0.2
517,0.1,0.0
518,0.1,0.4
519,0.0,0.0
520,0.1,0.2
521,0.0,0.0
522,0.0,0.0
523,0.2,0.1
524,0.0,0.0
525,0.0,0.1
526,0.0,0.0
527,0.0,0.1
528,0.0,0.0
529,0.2,0.0
530,0.1,0.0
531,0.2,0.2
532,0.0,0.1
533,0.1,0.1
534,0.1,0.1
535,0.2,0.0
536,0.0,0.1
537,0.0,0.0
538,0.1,0.1
539,0.1,0.2
540,0.0,0.1
541,0.0,0.0
542,0.2,0.1
543,0.0,0.1
544,0.0,0.3
545,0.0,0.0
546,0.0,0.1
547,0.1,0.1
548,0.0,0.2
549,0.1,0.0
550,0.1,0.0
551,0.1,0.0
552,0.0,0.1
553,0.1,0.0
554,0.0,0.0
555,0.2,0.1
556,0.0,0.1
557,0.2,0.1
558,0.1,0.1
559,0.0,0.0
560,0.1,0.1
561,0.0,0.1
562,0.0,0.3
563,0.0,0.1
564,0.1,0.2
565,0.0,0.2
566,0.1,0.0
567,0.1,0.2
568,0.0,0.0
569,0.3,0.0
570,0.2,0.1
571,0.2,0.0
572,0.0,0.1
573,0.1,0.0
574,0.0,0.0
575,0.1,0.1
576,0.2,0.1
577,0.1,0.0
578,0.0,0.1
579,0.1,0.0
580,0.0,0.0
581,0.1,0.1
582,0.0,0.1
583,0.3,0.0
584,0.1,0.1
585,0.0,0.1
586,0.2,0.1
587,0.3,0.1
588,0.1,0.2
589,0.0,0.0
590,0.0,0.0
591,0.1,0.0
592,0.0,0.0
593,0.2,0.3
594,0.0,0.1
595,0.0,0.0
596,0.2,0.0
597,0.2,0.4
598,0.0,0.0
599,0.0,0.1
600,0.2,0.1
601,0.1,0.0
602,0.0,0.1
603,0.2,0.1
604,0.1,0.1
605,0.3,0.0
606,0.0,0.1
607,0.0,0.0
608,0.0,0.0
609,0.0,0.1
610,0.0,0.0
611,0.1,0.1
612,0.1,0.1
613,0.0,0.0
614,0.1,0.1
615,0.1,0.1
616,0.1,0.1
617,0.0,0.0
618,0.2,0.1
619,0.1,0.2
620,0.2,0.2
621,0.0,0.1
622,0.1,0.1
623,0.1,0.1
624,0.1,0.0
625,0.1,0.1
626,0.0,0.2
627,0.1,0.1
628,0.3,0.0
629,0.2,0.2
630,0.0,0.1
631,0.0,0.0
632,0.3,0.0
633,0.0,0.0
634,0.1,0.0
635,0.2,0.2
636,0.2,0.1
637,0.0,0.0
638,0.2,0.1
639,0.0,0.0
640,0.0,0.2
641,0.1,0.0
642,0.0,0.1
643,0.0,0.0
644,0.1,0.3
645,0.0,0.0
646,0.0,0.0
647,0.0,0.2
648,0.1,0.1
649,0.0,0.2
650,0.1,0.1
651,0.2,0.2
652,0.0,0.1
653,0.0,0.3
654,0.1,0.0
655,0.2,0.1
656,0.1,0.0
657,0.2,0.1
658,0.0,0.1
659,0.3,0.1
660,0.1,0.0
661,0.2,0.1
662,0.0,0.0
663,0.0,0.3
664,0.0,0.1
665,0.0,0.0
666,0.0,0.1
667,0.0,0.1
668,0.0,0.1
669,0.1,0.1
670,0.0,0.0
671,0.0,0.3
672,0.3,0.1
673,0.1,0.1
674,0.3,0.2
675,0.1,0.3
676,0.1,0.0
677,0.0,0.2
678,0.1,0.0
679,0.0,0.1
680,0.0,0.0
681,0.1,0.0
682,0.2,0.0
683,0.1,0.1
684,0.0,0.0
685,0.1,0.2
686,0.0,0.2
687,0.2,0.2
688,0.1,0.0
689,0.1,0.0
690,0.1,0.1
691,0.0,0.0
692,0.1,0.0
693,0.0,0.1
694,0.0,0.3
695,0.0,0.1
696,0.0,0.2
697,0.1,0.0
698,0.3,0.1
699,0.2,0.0
700,0.1,0.3
701,0.0,0.1
702,0.0,0.0
703,0.1,0.0
704,0.2,0.0
705,0.1,0.2
706,0.0,0.1
707,0.3,0.1
708,0.2,0.0
709,0.0,0.1
710,0.2,0.1
711,0.1,0.1
712,0.0,0.0
713,0.0,0.0
714,0.1,0.1
715,0.0,0.1
716,0.1,0.2
717,0.0,0.0
718,0.5,0.0
719,0.1,0.1
720,0.2,0.1
721,0.0,0.0
722,0.1,0.0
723,0.0,0.1
724,0.1,0.0
725,0.0,0.0
726,0.0,0.0
727,0.0,0.1
728,0.1,0.0
729,0.2,0.0
730,0.0,0.0
731,0.0,0.2
732,0.2,0.2
733,0.0,0.0
734,0.0,0.0
735,0.3,0.1
736,0.0,0.1
737,0.1,0.1
738,0.1,0.2
739,0.1,0.2
740,0.0,0.1
741,0.1,0.1
742,0.0,0.1
743,0.0,0.1
744,0.1,0.1
745,0.2,0.3
746,0.0,0.1
747,0.2,0.0
748,0.2,0.2
749,0.1,0.1
750,0.0,0.0
751,0.1,0.0
752,0.3,0.3
753,0.1,0.1
754,0.0,0.3
755,0.0,0.0
756,0.0,0.1
757,0.2,0.0
758,0.0,0.1
759,0.2,0.1
760,0.0,0.2
761,0.0,0.1
762,0.1,0.0
763,0.1,0.3
764,0.1,0.1
765,0.1,0.0
766,0.0,0.1
767,0.0,0.2
768,0.0,0.0
769,0.2,0.1
770,0.0,0.0
771,0.1,0.2
772,0.0,0.0
773,0.1,0.0
774,0.1,0.2
775,0.1,0.0
776,0.0,0.0
777,0.0,0.1
778,0.0,0.3
779,0.2,0.0
780,0.1,0.1
781,0.2,0.0
782,0.2,0.0
783,0.0,0.3
784,0.1,0.1
785,0.1,0.0
786,0.0,0.1
787,0.2,0.1
788,0.2,0.0
789,0.1,0.0
790,0.0,0.0
791,0.3,0.0
792,0.0,0.1
793,0.2,0.1
794,0.3,0.1
795,0.3,0.1
796,0.0,0.2
797,0.2,0.0
798,0.1,0.0
799,0.0,0.0
800,0.0,0.0
801,0.1,0.2
802,0.2,0.2
803,0.3,0.1
804,0.0,0.0
805,0.0,0.0
806,0.2,0.0
807,0.1,0.0
808,0.1,0.2
809,0.0,0.1
810,0.0,0.1
811,0.2,0.0
812,0.1,0.0
813,0.1,0.0
814,0.0,0.0
815,0.0,0.2
816,0.2,0.0
817,0.1,0.2
818,0.1,0.1
819,0.0,0.1
820,0.1,0.0
821,0.0,0.2
822,0.0,0.2
823,0.1,0.3
824,0.0,0.0
825,0.2,0.0
826,0.1,0.1
827,0.3,0.1
828,0.2,0.4
829,0.0,0.0
830,0.0,0.0
831,0.2,0.2
832,0.0,0.1
833,0.0,0.2
834,0.2,0.2
835,0.1,0.1
836,0.1,0.3
837,0.1,0.1
838,0.1,0.0
839,0.2,0.0
840,0.1,0.0
841,0.1,0.0
842,0.2,0.0
843,0.2,0.0
844,0.2,0.2
845,0.1,0.2
846,0.0,0.1
847,0.1,0.0
848,0.1,0.1
849,0.1,0.1
850,0.0,0.0
851,0.1,0.1
852,0.0,0.1
853,0.1,0.1
854,0.1,0.0
855,0.1,0.1
856,0.1,0.3
857,0.1,0.0
858,0.0,0.1
859,0.2,0.0
860,0.1,0.0
861,0.2,0.2
862,0.0,0.4
863,0.1,0.0
864,0.0,0.2
865,0.1,0.0
866,0.0,0.1
867,0.0,0.0
868,0.0,0.0
869,0.0,0.0
870,0.1,0.0
871,0.1,0.0
872,0.1,0.1
873,0.0,0.0
874,0.0,0.3
875,0.2,0.0
876,0.1,0.1
877,0.1,0.1
878,0.2,0.1
879,0.1,0.0
880,0.4,0.1
881,0.1,0.0
882,0.1,0.3
883,0.0,0.0
884,0.1,0.0
885,0.1,0.0
886,0.2,0.0
887,0.0,0.2
888,0.0,0.1
889,0.0,0.2
890,0.0,0.0
891,0.2,0.1
892,0.1,0.0
893,0.0,0.2
894,0.1,0.2
895,0.1,0.0
896,0.3,0.1
897,0.2,0.0
898,0.2,0.1
899,0.0,0.0
900,0.1,0.1
901,0.0,0.2
902,0.0,0.1
903,0.0,0.1
904,0.0,0.2
905,0.0,0.0
906,0.2,0.1
907,0.0,0.0
908,0.3,0.1
909,0.0,0.0
910,0.2,0.0
911,0.2,0.1
912,0.0,0.0
913,0.3,0.1
914,0.1,0.1
915,0.1,0.3
916,0.1,0.0
917,0.1,0.1
918,0.1,0.2
919,0.0,0.0
920,0.1,0.2
921,0.0,0.0
922,0.2,0.1
923,0.2,0.0
924,0.1,0.1
925,0.1,0.0
926,0.0,0.1
927,0.2,0.3
928,0.0,0.0
929,0.1,0.3
930,0.0,0.3
931,0.0,0.0
932,0.3,0.1
933,0.1,0.0
934,0.0,0.1
935,0.1,0.0
936,0.1,0.1
937,0.0,0.1
938,0.2,0.2
939,0.1,0.1
940,0.0,0.2
941,0.0,0.0
942,0.1,0.0
943,0.1,0.0
944,0.0,0.0
945,0.0,0.1
946,0.2,0.1
947,0.2,0.2
948,0.0,0.1
949,0.0,0.0
950,0.0,0.1
951,0.0,0.1
952,0.0,0.0
953,0.0,0.0
954,0.1,0.0
955,0.1,0.1
956,0.1,0.1
957,0.0,0.2
958,0.2,0.0
959,0.4,0.3
960,0.3,0.0
961,0.3,0.2
962,0.0,0.2
963,0.1,0.1
964,0.0,0.2
965,0.0,0.0
966,0.1,0.1
967,0.1,0.0
968,0.0,0.1
969,0.0,0.1
970,0.0,0.1
971,0.2,0.0
972,0.2,0.0
973,0.2,0.0
974,0.1,0.0
975,0.2,0.0
976,0.0,0.2
977,0.0,0.0
978,0.2,0.0
979,0.1,0.1
980,0.3,0.0
981,0.0,0.0
982,0.1,0.4
983,0.1,0.1
984,0.3,0.1
985,0.2,0.1
986,0.1,0.2
987,0.0,0.1
988,0.1,0.1
989,0.0,0.2
990,0.1,0.0
991,0.1,0.3
992,0.1,0.3
993,0.2,0.1
994,0.1,0.1
995,0.0,0.1
996,0.0,0.1
997,0.2,0.1
998,0.1,0.1
999,0.0,0.1
1000,0.1,0.2
1001,0.0,0.0
1002,0.2,0.1
1003,0.1,0.1
1004,0.1,0.0
1005,0.2,0.2
1006,0.1,0.2
1007,0.2,0.0
1008,0.1,0.0
1009,0.2,0.1
1010,0.2,0.0
1011,0.0,0.0
1012,0.1,0.0
1013,0.0,0.2
1014,0.3,0.4
1015,0.2,0.0
1016,0.0,0.1
1017,0.2,0.0
1018,0.2,0.0
1019,0.1,0.2
1020,0.1,0.0
1021,0.3,0.0
1022,0.1,0.1
1023,0.1,0.1
1024,0.1,0.2
1025,0.0,0.0
1026,0.0,0.2
1027,0.2,0.1
1028,0.0,0.1
1029,0.1,0.3
1030,0.0,0.1
1031,0.1,0.0
1032,0.1,0.1
1033,0.1,0.0
1034,0.1,0.1
1035,0.1,0.0
1036,0.1,0.1
1037,0.1,0.1
1038,0.1,0.2
1039,0.2,0.2
1040,0.0,0.1
1041,0.2,0.1
1042,0.0,0.3
1043,0.1,0.0
1044,0.1,0.2
1045,0.0,0.1
1046,0.1,0.1
1047,0.1,0.0
1048,0.1,0.2
1049,0.0,0.1
1050,0.0,0.3
1051,0.2,0.1
1052,0.0,0.2
1053,0.0,0.2
1054,0.2,0.0
1055,0.0,0.0
1056,0.0,0.3
1057,0.0,0.0
1058,0.0,0.1
1059,0.2,0.0
1060,0.1,0.0
1061,0.2,0.1
1062,0.1,0.0
1063,0.1,0.1
1064,0.1,0.0
1065,0.3,0.2
1066,0.0,0.0
1067,0.2,0.1
1068,0.0,0.1
1069,0.0,0.1
1070,0.1,0.2
1071,0.0,0.0
1072,0.0,0.3
1073,0.1,0.1
1074,0.1,0.2
1075,0.0,0.1
1076,0.4,0.0
1077,0.0,0.1
1078,0.1,0.0
1079,0.0,0.1
1080,0.0,0.1
1081,0.1,0.0
1082,0.0,0.1
1083,0.2,0.2
1084,0.1,0.1
1085,0.1,0.0
1086,0.0,0.1
1087,0.1,0.0
1088,0.0,0.1
1089,0.2,0.3
1090,0.2,0.1
1091,0.1,0.1
1092,0.0,0.1
1093,0.1,0.2
1094,0.0,0.0
1095,0.0,0.0
1096,0.0,0.0
1097,0.0,0.2
1098,0.2,0.2
1099,0.0,0.1
1100,0.1,0.2
1101,0.0,0.0
1102,0.0,0.0
1103,0.0,0.0
1104,0.0,0.0
1105,0.0,0.3
1106,0.1,0.1
1107,0.1,0.1
1108,0.0,0.1
1109,0.1,0.0
1110,0.0,0.0
1111,0.2,0.1
1112,0.1,0.0
1113,0.1,0.2
1114,0.0,0.1
1115,0.1,0.2
1116,0.0,0.0
1117,0.1,0.2
1118,0.3,0.1
1119,0.1,0.0
1120,0.1,0.3
1121,0.0,0.2
1122,0.2,0.1
1123,0.0,0.0
1124,0.0,0.1
1125,0.1,0.0
1126,0.0,0.1
1127,0.1,0.0
1128,0.1,0.3
1129,0.0,0.1
1130,0.1,0.0
1131,0.2,0.1
1132,0.3,0.0
1133,0.2,0.1
1134,0.0,0.0
1135,0.2,0.0
1136,0.2,0.1
1137,0.0,0.0
1138,0.3,0.1
1139,0.1,0.1
1140,0.1,0.0
1141,0.3,0.0
1142,0.3,0.1
1143,0.3,0.0
1144,0.1,0.2
1145,0.1,0.0
1146,0.0,0.2
1147,0.2,0.0
1148,0.1,0.0
1149,0.0,0.2
1150,0.0,0.0
1151,0.1,0.0
1152,0.1,0.0
1153,0.1,0.1
1154,0.1,0.0
1155,0.0,0.1
1156,0.0,0.0
1157,0.2,0.4
1158,0.1,0.0
1159,0.1,0.1
1160,0.0,0.2
1161,0.0,0.0
1162,0.1,0.1
1163,0.0,0.2
1164,0.1,0.0
1165,0.2,0.0
1166,0.1,0.1
1167,0.1,0.0
1168,0.1,0.1
1169,0.1,0.1
1170,0.2,0.1
1171,0.1,0.1
1172,0.1,0.2
1173,0.1,0.0
1174,0.2,0.1
1175,0.2,0.1
1176,0.1,0.1
1177,0.1,0.3
1178,0.0,0.2
1179,0.0,0.0
1180,0.1,0.2
1181,0.1,0.1
1182,0.0,0.2
1183,0.0,0.2
1184,0.1,0.1
1185,0.1,0.3
1186,0.1,0.0
1187,0.0,0.0
1188,0.1,0.0
1189,0.1,0.0
1190,0.0,0.0
1191,0.1,0.1
1192,0.0,0.2
1193,0.0,0.1
1194,0.0,0.0
1195,0.0,0.3
1196,0.0,0.0
1197,0.2,0.1
1198,0.1,0.0
1199,0.2,0.0
1200,0.1,0.0
1201,0.1,0.2
1202,0.0,0.1
1203,0.2,0.3
1204,0.0,0.0
1205,0.2,0.1
1206,0.0,0.1
1207,0.0,0.2
1208,0.0,0.1
1209,0.1,0.0
1210,0.0,0.1
1211,0.0,0.1
1212,0.1,0.0
1213,0.1,0.1
1214,0.1,0.0
1215,0.0,0.1
1216,0.0,0.0
1217,0.0,0.2
1218,0.0,0.0
1219,0.1,0.0
1220,0.0,0.0
1221,0.0,0.1
1222,0.0,0.0
1223,0.1,0.2
1224,0.0,0.0
1225,0.1,0.0
1226,0.0,0.1
1227,0.2,0.0
1228,0.2,0.2
1229,0.1,0.1
1230,0.0,0.0
1231,0.1,0.1
1232,0.0,0.0
1233,0.0,0.1
1234,0.1,0.1
1235,0.0,0.1
1236,0.0,0.1
1237,0.1,0.1
1238,0.1,0.0
1239,0.1,0.2
1240,0.0,0.3
1241,0.2,0.0
1242,0.2,0.0
1243,0.0,0.1
1244,0.0,0.0
1245,0.1,0.0
1246,0.2,0.2
1247,0.2,0.2
1248,0.0,0.1
1249,0.1,0.1
1250,0.2,0.1
1251,0.1,0.0
1252,0.0,0.1
1253,0.0,0.2
1254,0.0,0.1
1255,0.0,0.1
1256,0.3,0.1
1257,0.1,0.1
1258,0.0,0.0
1259,0.0,0.0
1260,0.0,0.1
1261,0.0,0.0
1262,0.2,0.1
1263,0.3,0.1
1264,0.1,0.1
1265,0.1,0.2
1266,0.1,0.2
1267,0.0,0.0
1268,0.1,0.1
1269,0.0,0.1
1270,0.0,0.0
1271,0.1,0.0
1272,0.0,0.0
1273,0.1,0.1
1274,0.2,0.1
1275,0.2,0.1
1276,0.2,0.0
1277,0.0,0.0
1278,0.0,0.2
1279,0.2,0.0
1280,0.0,0.2
1281,0.2,0.2
1282,0.1,0.0
1283,0.1,0.1
1284,0.3,0.1
1285,0.1,0.1
1286,0.1,0.1
1287,0.0,0.0
1288,0.0,0.1
1289,0.2,0.1
1290,0.2,0.2
1291,0.1,0.1
1292,0.3,0.0
1293,0.1,0.1
1294,0.0,0.0
1295,0.0,0.0
1296,0.1,0.3
1297,0.1,0.2
1298,0.0,0.3
1299,0.1,0.1
1300,0.1,0.1
1301,0.0,0.0
1302,0.3,0.0
1303,0.0,0.1
1304,0.2,0.0
1305,0.0,0.0
1306,0.0,0.1
1307,0.1,0.1
1308,0.2,0.1
1309,0.2,0.0
1310,0.2,0.2
1311,0.1,0.1
1312,0.2,0.0
1313,0.1,0.2
1314,0.1,0.0
1315,0.1,0.0
1316,0.1,0.3
1317,0.0,0.2
1318,0.0,0.1
1319,0.2,0.1
1320,0.0,0.1
1321,0.0,0.0
1322,0.0,0.1
1323,0.0,0.0
1324,0.0,0.1
1325,0.1,0.0
1326,0.2,0.1
1327,0.3,0.3
1328,0.0,0.0
1329,0.0,0.1
1330,0.1,0.0
1331,0.1,0.1
1332,0.1,0.1
1333,0.0,0.2
1334,0.0,0.1
1335,0.0,0.0
1336,0.0,0.1
1337,0.1,0.2
1338,0.1,0.1
1339,0.1,0.1
1340,0.1,0.0
1341,0.0,0.0
1342,0.1,0.0
1343,0.0,0.1
1344,0.2,0.2
1345,0.1,0.1
1346,0.1,0.0
1347,0.1,0.1
1348,0.1,0.0
1349,0.0,0.0
1350,0.0,0.1
1351,0.0,0.0
1352,0.2,0.2
1353,0.0,0.1
1354,0.1,0.1
1355,0.1,0.0
1356,0.1,0.1
1357,0.1,0.1
1358,0.2,0.0
1359,0.2,0.1
1360,0.1,0.1
