row,col,avg_count
0,1,0.1
0,2,0.6
0,3,1.4
0,4,14.2
0,5,150.5
0,6,2474.9
0,7,1018.5
0,8,1259.1
0,9,336.0
0,10,320.8
0,11,328.5
0,12,312.6
0,13,793.2
0,14,707.4
0,15,990.4
0,16,273.3
0,17,275.6
0,18,278.6
0,19,292.9
0,20,1044.8
0,21,693.4
0,22,698.0
0,23,329.1
0,24,343.7
0,25,333.3
0,26,350.4
0,27,2082.8
0,28,1109.3
0,29,1807.2
0,30,94.3
0,31,3.3
0,32,1.6
0,33,0.2
1,0,0.2
1,1,212.6
1,2,276.9
1,3,236.2
1,4,227.2
1,5,521.4
1,6,1107.5
1,7,3268.5
1,8,1171.9
1,9,477.0
1,10,583.9
1,11,770.2
1,12,583.3
1,13,1141.8
1,14,1930.5
1,15,1150.0
1,16,848.3
1,17,618.4
1,18,823.9
1,19,984.4
1,20,932.7
1,21,2550.5
1,22,686.2
1,23,804.6
1,24,602.8
1,25,493.2
1,26,603.3
1,27,1253.7
1,28,3582.1
1,29,1064.4
1,30,181.8
1,31,260.5
1,32,446.2
1,33,238.7
1,34,0.5
2,0,0.9
2,1,272.1
2,4,13.4
2,5,571.0
2,8,418.7
2,9,193.2
2,12,293.7
2,13,511.2
2,16,351.8
2,17,22.5
2,18,346.0
2,21,522.9
2,22,335.6
2,25,177.8
2,26,460.4
2,29,550.8
2,30,15.0
2,33,443.0
2,34,2.6
3,0,2.0
3,1,220.1
3,4,24.0
3,5,461.6
3,8,314.7
3,9,168.6
3,12,87.8
3,13,386.5
3,16,226.8
3,17,29.0
3,18,190.8
3,21,398.6
3,22,108.7
3,25,167.7
3,26,291.0
3,29,497.1
3,30,27.5
3,33,244.4
3,34,3.1
4,0,2.9
4,1,207.3
4,4,33.2
4,5,425.5
4,8,290.1
4,9,160.8
4,12,90.0
4,13,352.7
4,16,204.5
4,17,39.8
4,18,172.8
4,21,377.7
4,22,112.0
4,25,153.2
4,26,274.9
4,29,458.0
4,30,37.9
4,33,227.1
4,34,3.8
5,0,3.6
5,1,198.7
5,4,42.0
5,5,394.5
5,8,270.9
5,9,155.4
5,12,94.7
5,13,325.0
5,16,184.2
5,17,54.0
5,18,148.3
5,21,345.4
5,22,114.8
5,25,151.3
5,26,251.9
5,29,413.6
5,30,48.7
5,33,212.6
5,34,4.1
6,0,3.9
6,1,187.2
6,4,54.5
6,5,355.3
6,8,248.5
6,9,150.3
6,12,100.3
6,13,299.5
6,16,168.3
6,17,66.9
6,18,130.7
6,21,321.4
6,22,123.0
6,25,145.1
6,26,234.2
6,29,376.0
6,30,59.1
6,33,204.3
6,34,3.0
7,0,3.2
7,1,170.1
7,4,63.4
7,5,317.8
7,8,237.8
7,9,145.3
7,12,102.5
7,13,269.0
7,16,146.5
7,17,80.2
7,18,110.9
7,21,290.5
7,22,128.0
7,25,140.2
7,26,217.3
7,29,334.4
7,30,69.3
7,33,188.0
7,34,3.7
8,0,3.1
8,1,166.1
8,4,74.9
8,5,284.4
8,8,219.0
8,9,139.5
8,12,101.5
8,13,239.1
8,16,134.4
8,17,77.0
8,18,100.0
8,21,258.8
8,22,133.9
8,25,135.0
8,26,200.2
8,29,304.6
8,30,76.0
8,33,175.2
8,34,4.6
9,0,3.5
9,1,152.0
9,4,83.5
9,5,255.1
9,8,200.9
9,9,130.6
9,12,101.7
9,13,212.9
9,16,129.8
9,17,70.0
9,18,95.0
9,21,229.8
9,22,133.1
9,25,128.0
9,26,182.0
9,29,272.6
9,30,80.3
9,33,164.7
9,34,3.8
10,0,2.5
10,1,141.8
10,4,91.5
10,5,214.9
10,8,182.1
10,9,122.6
10,12,102.5
10,13,197.9
10,16,120.9
10,17,58.9
10,18,85.7
10,21,210.4
10,22,130.5
10,25,124.4
10,26,162.6
10,29,236.9
10,30,85.7
10,33,151.1
10,34,3.1
11,0,2.1
11,1,134.0
11,4,96.4
11,5,181.5
11,8,170.3
11,9,116.0
11,12,103.6
11,13,164.3
11,16,107.3
11,17,52.1
11,18,76.8
11,21,181.6
11,22,136.9
11,25,116.5
11,26,145.9
11,29,205.2
11,30,93.0
11,33,137.1
11,34,2.3
12,0,1.6
12,1,120.8
12,4,106.7
12,5,150.8
12,8,149.7
12,9,105.1
12,12,97.4
12,13,141.4
12,16,101.1
12,17,45.3
12,18,71.4
12,21,167.9
12,22,131.0
12,25,105.3
12,26,128.6
12,29,182.5
12,30,98.0
12,33,126.9
12,34,2.5
13,0,1.0
13,1,110.3
13,4,111.1
13,5,127.6
13,8,138.7
13,9,98.0
13,12,98.3
13,13,118.5
13,16,95.5
13,17,36.7
13,18,61.0
13,21,153.6
13,22,119.2
13,25,105.1
13,26,111.2
13,29,151.8
13,30,101.7
13,33,116.1
13,34,1.8
14,0,1.2
14,1,97.5
14,4,106.0
14,5,100.6
14,8,113.7
14,9,96.5
14,12,96.9
14,13,99.4
14,16,87.7
14,17,26.6
14,18,54.2
14,21,139.3
14,22,101.9
14,25,96.6
14,26,92.2
14,29,131.6
14,30,99.3
14,33,101.5
14,34,1.6
15,0,0.6
15,1,89.4
15,4,96.4
15,5,87.6
15,8,95.6
15,9,89.9
15,12,84.1
15,13,87.6
15,16,80.0
15,17,20.0
15,18,47.9
15,21,128.5
15,22,87.5
15,25,86.2
15,26,80.9
15,29,116.0
15,30,87.9
15,33,91.3
15,34,0.7
16,0,0.5
16,1,77.3
16,4,82.3
16,5,74.3
16,8,84.2
16,9,76.2
16,12,71.2
16,13,76.2
16,16,74.8
16,17,11.7
16,18,37.9
16,21,116.6
16,22,78.3
16,25,75.7
16,26,67.6
16,29,102.1
16,30,76.7
16,33,80.7
16,34,0.5
17,0,0.4
17,1,67.3
17,4,70.9
17,5,62.6
17,8,70.4
17,9,66.3
17,12,61.7
17,13,63.0
17,16,64.7
17,17,4.5
17,18,34.2
17,21,102.3
17,22,67.8
17,25,61.8
17,26,56.0
17,29,86.2
17,30,65.3
17,33,70.1
17,34,0.3
18,0,0.3
18,1,52.8
18,4,60.0
18,5,53.9
18,8,57.7
18,9,54.2
18,12,48.3
18,13,52.9
18,16,52.1
18,17,0.6
18,18,37.4
18,21,90.7
18,22,57.5
18,25,48.8
18,26,44.4
18,29,73.5
18,30,55.2
18,33,56.5
18,34,0.1
19,0,0.2
19,1,45.5
19,4,44.1
19,5,42.2
19,8,43.9
19,9,42.3
19,12,36.3
19,13,40.3
19,16,40.3
19,17,0.4
19,18,38.1
19,21,78.2
19,22,45.7
19,25,36.8
19,26,34.5
19,29,60.7
19,30,43.3
19,33,43.8
20,1,31.0
20,4,30.5
20,5,34.5
20,8,30.8
20,9,30.6
20,12,26.8
20,13,30.7
20,16,30.1
20,17,0.1
20,18,36.0
20,21,69.1
20,22,32.6
20,25,24.7
20,26,18.9
20,29,49.3
20,30,31.3
20,33,30.9
20,34,0.1
21,0,0.1
21,1,20.0
21,4,21.0
21,5,20.1
21,8,20.5
21,9,21.1
21,12,16.3
21,13,18.9
21,16,20.0
21,18,37.5
21,21,55.6
21,22,20.3
21,25,13.0
21,26,11.9
21,29,38.6
21,30,23.6
21,33,20.6
22,1,6.8
22,4,7.7
22,5,6.4
22,8,7.3
22,9,7.2
22,12,5.6
22,13,6.0
22,16,6.8
22,18,56.9
22,21,44.5
22,22,7.0
22,25,7.4
22,26,25.8
22,29,24.2
22,30,8.7
22,33,7.9
23,18,51.3
23,19,34.3
23,20,43.8
23,21,31.7
23,26,22.3
23,27,17.3
23,28,19.9
23,29,16.7
