tick,agent_1,agent_2,agent_3,agent_4
79,1.0041,0.8395,1.0134,1.2816
80,1.0213,0.8408,1.2341,1.2816
81,1.0475,0.7503,1.2421,1.2816
82,1.0226,0.759,1.2407,0.9613
83,1.019,0.7729,1.2412,1.2444
84,1.0257,0.7469,0.9148,1.2444
85,0.9361,0.5776,1.1693,0.9955
86,0.6236,0.8824,1.0117,1.2383
87,0.406,0.8184,0.8781,1.1212
88,0.692,0.3752,0.8785,1.0232
89,0.5006,0.68,0.5864,0.9599
90,0.6842,0.7221,0.713,0.9226
91,0.6401,0.695,0.7069,1.2024
92,0.5301,0.7248,0.6506,0.9962
93,0.4636,0.6919,0.8112,0.8015
94,0.4943,0.6871,0.6063,0.4674
95,0.5663,0.7418,0.8066,0.5833
96,0.6406,0.8096,0.8306,0.7695
97,0.4316,0.4946,0.7844,0.842
98,0.676,0.7566,0.7889,0.575
99,0.5581,0.7581,0.8011,0.3241
100,0.8916,0.6115,0.782,0.8213
101,0.7862,0.8219,0.7836,0.8484
102,0.9022,0.8265,0.7256,0.5641
103,0.9111,0.8186,0.7369,0.9077
104,0.9095,0.7515,0.7516,0.9423
105,0.8748,0.677,0.6247,0.9013
106,0.7713,0.5843,0.6193,0.9188
107,1.0671,1.0571,0.6281,0.574
108,0.9512,1.0571,0.4634,0.6151
109,0.8047,1.0571,0.4493,0.5498
110,0.7476,1.0571,0.4808,0.5503
111,0.5659,1.0857,0.3504,0.5831
112,0.5559,1.0857,0.6564,0.5811
113,0.6152,1.0243,0.4216,0.6117
114,0.6404,0.6947,0.4117,0.6074
115,0.5472,0.7131,0.3153,0.5792
116,0.6351,0.787,0.5867,0.021
117,0.6166,1.0947,0.6073,0.032
118,0.5707,1.0948,0.5324,0.8477
119,0.6169,1.0799,0.6811,0.6632
120,0.513,1.0799,0.5611,0.9602
121,0.5018,0.6479,0.7132,0.9727
122,0.5895,1.0854,0.9111,0.923
123,0.5418,0.9046,0.6801,0.6695
124,0.561,1.0841,0.9477,0.7615
125,0.7294,1.0841,1.1304,0.8683
126,0.7347,1.0841,0.9072,0.7952
127,0.728,1.0841,1.1394,0.9508
128,0.7252,0.9259,1.1394,0.9798
129,0.7148,0.8686,1.1394,0.8692
130,0.6913,1.1098,1.1394,0.9537
131,0.694,1.0763,1.1394,0.9502
132,0.5782,0.9574,1.1331,0.8024
133,0.8076,0.8979,1.1073,0.9064
134,0.8064,0.9667,0.8821,0.8172
135,0.9632,1.0228,1.0414,0.8294
136,0.959,0.9874,1.1611,1.0216
137,0.7955,0.9032,1.2266,0.7879
138,0.7892,0.819,1.2266,1.0571
139,0.7941,0.8305,1.0583,1.0622
140,0.6934,0.7447,1.0314,1.07
141,0.7024,0.7377,1.1131,1.0461
142,0.7568,0.6331,1.1131,1.0239
143,0.7577,0.6768,0.5566,1.0183
144,0.6909,0.7808,1.1086,1.0086
145,0.1008,0.7686,1.1086,1.0088
146,0.0664,0.7939,0.739,0.8623
147,0.0048,0.6284,1.1113,0.9364
148,0.5746,0.5549,1.1113,0.9994
149,0.8906,0.7162,0.6727,0.8488
150,0.4791,0.7058,0.795,0.6952
151,0.903,1.1111,0.9495,0.66
152,0.8131,1.1111,1.0665,0.7106
153,0.8799,1.1111,1.0773,0.949
154,0.8789,0.8334,1.1826,0.9381
155,0.9057,1.1623,1.1826,0.9398
156,0.7348,1.1623,1.1607,0.9398
157,0.9554,0.8717,1.0265,0.7809
158,0.8655,0.9843,0.9349,0.9598
159,0.9654,1.178,0.8856,0.8247
160,0.7721,1.178,0.7288,0.9278
161,0.9281,1.1357,0.8735,1.0095
162,0.9234,1.178,0.654,0.8881
163,0.9296,1.2126,0.8853,1.0395
164,0.6839,1.2115,0.9093,0.9633
165,0.8272,0.9087,1.1341,0.9825
166,0.8255,1.1781,1.1341,0.9638
167,0.7512,1.1781,1.1341,0.8919
168,0.9971,1.1781,1.1113,0.7583
169,1.0221,1.1779,1.1113,0.6441
170,0.8731,1.1724,1.1113,0.6129
171,0.8736,1.1584,1.1113,0.6488
172,1.0526,1.0068,1.1113,0.6366
173,0.901,0.5206,1.1086,0.6192
174,0.9797,0.6054,1.1086,0.4857
175,0.9528,0.8454,1.1086,0.5676
176,0.9787,0.853,1.1131,0.7609
177,0.9568,0.7783,1.1131,0.6695
178,0.958,0.621,0.5493,0.596
179,0.8513,0.6212,1.1577,0.5849
180,0.8442,0.4767,1.1577,0.5436
181,0.9448,0.605,1.2023,0.5921
182,1.2427,0.6419,1.2023,0.5808
183,0.6214,0.5764,0.6536,0.5847
184,1.4341,0.7929,0.907,0.5893
185,0.7173,0.9053,1.167,0.5907
186,0.8796,0.9085,0.7878,0.5543
187,1.1871,1.1936,1.1325,0.3218
188,1.1933,1.1938,1.1325,0.2589
189,0.6367,1.0268,1.1325,0.4694
190,0.8797,1.079,1.104,0.2912
191,1.1819,0.8951,0.5953,0.3649
192,0.7516,1.1552,1.1068,0.6673
193,1.1711,1.0499,1.1086,0.672
194,0.9833,0.9059,0.746,0.5309
195,1.1843,0.9727,1.1819,0.5021
196,1.1843,1.1247,0.8864,0.7016
197,1.188,1.1135,1.2124,0.475
198,1.0762,1.0526,1.2124,0.8051
199,0.9582,1.0556,1.2124,0.5883
200,1.247,0.8402,0.97,0.5796
201,1.2446,0.8278,1.2021,0.569
202,1.0367,1.1114,1.1896,0.5781
203,1.2069,1.0815,1.0789,0.5544
204,1.2509,1.0954,1.0927,0.572
205,1.1779,1.0954,1.1804,0.5506
206,1.2202,0.6574,1.2485,0.5938
207,1.1547,1.1373,1.2208,0.5678
208,0.9799,1.1795,1.2208,0.6016
209,0.8697,1.1796,1.2208,0.3753
210,0.9619,1.1795,1.2198,0.7955
211,1.2467,0.8746,1.0664,0.7472
212,1.2467,1.1321,1.1149,0.4236
213,0.9349,0.9525,1.2208,0.4982
214,1.2455,0.8078,1.3286,0.693
215,1.0038,1.0116,1.3286,0.8671
216,1.2538,0.9358,0.4581,1.0507
217,1.2297,1.1107,0.8967,1.0507
218,0.9837,0.9559,1.2243,1.0507
219,1.2246,1.0867,1.2244,0.8666
220,1.2245,1.0183,1.2244,0.9179
221,1.2239,1.0707,0.9756,1.0507
222,1.2213,1.0783,1.2199,0.9213
223,1.0205,0.8699,1.199,0.8614
224,1.1992,1.0129,0.9593,1.0507
225,1.0926,1.0692,1.1481,1.0507
226,1.2437,1.0701,0.9942,0.7005
227,0.8378,0.892,1.1046,0.7952
228,1.1104,1.1291,1.1451,1.1202
229,1.0605,1.1291,1.1451,1.1202
230,1.0828,1.038,1.1451,1.0114
231,1.1478,0.9402,0.9161,1.1193
232,1.2301,1.1461,1.1165,0.9697
233,1.2301,1.0913,1.1156,1.1034
234,1.1923,1.0377,1.0115,1.1209
235,1.1908,0.9807,1.1008,1.1898
236,1.2484,1.156,0.8171,1.1898
237,1.2523,1.1869,1.1246,1.1898
238,1.1032,0.7887,1.1735,1.1898
239,1.1271,1.11,1.1735,1.1898
240,1.1271,1.1222,1.1735,1.1898
241,1.0022,1.1348,1.1735,1.1898
242,0.4159,1.0924,1.15,1.1898
243,1.0162,1.1181,1.0847,1.1898
244,1.0864,1.1496,1.1653,0.6502
245,0.7243,1.1496,0.7769,0.5591
246,0.8859,1.1496,0.8587,1.0507
247,1.1298,1.1496,1.1847,1.0507
248,0.6975,0.8643,1.1846,1.0507
249,1.2091,0.9767,1.1596,1.0507
250,1.2173,1.1869,1.1739,1.0507
251,1.1532,1.2233,1.1846,1.0507
252,0.8362,1.2233,1.2455,1.0507
253,1.0932,1.2233,1.104,1.0507
254,1.0066,0.9175,0.3373,0.7007
255,1.0107,1.1452,1.1558,0.793
256,0.9866,1.1393,1.1558,1.107
257,0.8224,0.9178,1.1558,1.1202
258,0.6417,0.9552,1.1816,1.1202
259,0.6564,0.814,1.1816,1.1209
260,0.7216,0.6317,1.1816,1.1182
261,0.6315,0.7321,1.1807,1.1209
262,0.6576,0.9047,0.7713,1.1209
263,0.646,0.9032,0.8414,0.9794
264,0.4923,0.8417,1.1629,0.8474
265,0.6897,0.9628,1.1694,0.8095
266,0.7956,0.901,1.0447,0.826
267,0.6912,1.098,0.7754,0.8216
268,0.5332,1.0985,0.4644,0.8072
269,0.6164,1.0904,0.7456,0.7642
270,0.5441,0.9906,0.8692,0.5464
271,0.7004,0.9169,0.8167,0.1895
272,0.6832,0.8912,0.8497,0.2705
273,0.59,0.8184,0.8911,0.132
274,0.7026,0.816,0.9125,0.379
275,0.5214,0.8023,0.7708,0.5992
276,0.5985,1.2779,0.9595,0.6497
277,0.7314,1.2796,0.965,0.6263
278,0.5823,0.9214,0.9428,0.5332
279,0.9754,1.0129,0.9404,0.6485
280,0.9826,0.9101,0.8986,0.5013
281,0.8917,1.1986,0.7871,0.5605
282,0.6901,0.9599,0.9504,0.8778
283,0.8431,1.1673,1.1597,0.8872
284,0.8983,1.1673,1.088,0.9101
285,0.7206,1.1658,1.185,0.5626
286,0.9931,0.989,1.1366,0.5671
287,0.9215,1.0163,1.0401,0.3773
288,1.2124,1.1671,1.185,0.7319
289,1.1646,1.1673,1.0183,0.7582
290,1.1991,0.9729,0.9178,0.7727
291,0.6103,1.178,1.1691,0.7116
292,1.1559,1.1692,1.1691,0.7475
293,1.1559,0.9094,1.1273,0.7508
294,1.0913,1.1832,1.139,0.7037
295,0.8834,1.1832,1.139,0.4012
296,0.5868,1.1832,1.139,0.9345
297,0.9168,1.1832,1.139,0.9364
298,1.0911,0.9466,1.139,0.8805
299,0.838,1.1403,1.1382,0.8951
300,0.4389,0.9533,1.0345,0.8793
301,0.688,0.8808,0.9727,0.8963
302,1.0681,0.6624,1.1389,0.6635
303,1.1294,1.1097,0.5695,0.744
304,0.9261,1.1125,0.9483,0.7176
305,1.1987,1.0338,1.1821,0.0149
306,1.1989,1.0532,1.1821,0.008
307,1.1989,1.1125,0.8846,0.0095
308,1.2265,1.1125,1.1683,0.0049
309,1.045,1.0867,1.1683,0.363
310,1.1346,0.8695,1.1683,0.6907
311,1.0836,1.1561,1.1283,0.6909
312,1.2004,1.1528,1.1282,0.4472
313,1.2253,1.0236,1.1145,0.8878
314,1.2007,0.9618,0.7526,0.8909
315,1.2658,1.1816,0.9742,0.8758
316,1.243,1.1816,1.1268,0.6976
317,1.222,1.2342,1.0077,0.822
318,1.136,1.2539,0.9643,0.7649
319,1.273,1.2534,1.1038,0.9018
320,1.1484,1.1272,1.1198,0.9145
321,1.2736,0.947,1.1333,0.9029
322,1.2736,0.9297,1.0839,0.7851
323,1.2736,0.6938,0.8476,0.8102
324,1.2866,0.9288,0.9286,0.8927
325,1.2866,0.8341,0.997,0.8996
326,0.6214,0.5241,0.8096,0.8853
327,1.3384,0.3655,0.8278,0.7791
328,0.8932,0.7145,0.9076,0.6391
329,0.7687,0.6858,1.146,0.3691
330,1.1402,0.5651,1.1476,0.7572
331,1.1628,0.5743,1.0756,0.5297
332,1.2441,0.6601,1.1737,0.8716
333,1.042,0.5285,1.0902,0.8034
334,0.9951,0.9714,1.1736,0.7948
335,1.2064,0.4857,1.1737,0.681
336,0.8454,1.1014,1.1939,0.7181
337,1.2068,1.1014,1.1939,0.7214
338,1.0558,1.1014,1.1321,0.7265
339,1.121,1.1014,0.9458,0.5289
340,1.2163,1.1014,0.8267,0.7029
341,1.0354,1.1014,0.3945,0.6036
342,0.9709,0.7342,0.6206,0.7519
343,1.1169,0.8356,0.859,0.7347
344,1.0619,1.0747,0.5096,0.7419
345,1.151,1.0778,0.521,0.6213
346,0.9866,1.0778,0.3427,0.4814
347,1.1494,1.0322,0.5603,0.7091
348,1.1639,1.0768,0.8303,0.896
349,1.0572,1.1132,0.8361,0.7187
350,1.0362,1.1132,0.837,0.9219
351,1.1503,1.1132,0.6705,0.919
352,1.1394,1.0051,0.9319,0.7635
353,1.1394,0.7682,0.9319,0.965
354,1.1394,0.7136,0.9316,0.972
355,1.1394,0.6924,0.9236,0.8128
356,0.9496,0.322,0.9305,0.9112
357,1.178,0.6438,0.8583,0.8623
358,0.972,0.6319,1.0005,0.7185
359,0.9821,0.6439,0.9626,0.9052
360,0.9258,0.7818,1.0348,0.918
361,0.7855,0.6831,1.1942,0.8334
362,0.9142,0.7769,1.2064,0.7652
363,1.0742,0.6554,1.2531,0.7997
364,1.0486,0.7924,1.2531,0.6573
365,0.9707,0.7939,1.253,0.663
366,0.8106,0.7745,1.1029,0.7659
367,0.9812,0.7655,1.2531,0.6431
368,0.8041,0.6101,1.2531,0.4735
369,0.8377,0.84,1.2061,0.4899
370,0.8797,0.8564,0.6145,0.4776
371,0.8095,0.8329,0.6785,0.3404
372,0.9854,0.7545,0.734,0.4693
373,0.9247,0.803,1.1022,0.7721
374,0.7439,0.736,1.1022,0.7914
375,0.9421,0.6855,1.0022,0.7713
376,0.8484,0.6161,0.8445,0.5112
377,0.8509,0.5513,0.2628,0.4249
378,0.6797,0.3934,1.0747,0.2839
379,0.7743,0.2722,1.0816,0.6027
380,0.9869,0.8841,1.0816,0.6124
381,0.9873,0.8844,1.0816,0.5984
382,0.8256,0.8844,1.0816,0.5889
383,0.944,0.6657,0.8529,0.5945
384,0.9311,0.7244,0.9957,0.6113
385,0.9824,0.777,0.5567,0.4498
386,0.8669,0.9388,1.1727,0.4752
387,1.0444,0.8047,1.1735,0.8814
388,1.0049,0.9675,1.1735,0.6579
389,1.053,0.8137,0.9389,0.6761
390,0.9458,0.9334,1.1596,0.6789
391,0.9718,0.9835,1.1593,0.6677
392,0.936,0.8766,1.1593,0.7248
393,0.7045,0.8089,1.1921,0.6666
394,0.7807,0.8374,0.8154,1.3003
395,0.7582,0.8937,0.9583,0.6728
396,0.5087,0.8885,1.1893,0.9417
397,0.4174,0.8488,1.2116,1.1026
398,0.3908,0.9289,1.2116,0.8062
399,0.3579,1.0582,1.2654,1.2091
400,0.3046,1.0242,1.2654,1.2091
401,0.4052,0.9073,0.8392,1.1635
402,0.7393,0.7318,1.2306,1.1635
403,0.7161,0.912,0.9349,1.1635
404,0.7113,0.809,1.1639,1.1634
405,0.7161,0.7629,0.8728,1.1374
406,0.6998,0.7928,0.9724,1.1635
407,0.6985,0.4345,1.1719,1.1119
408,0.6078,0.4005,1.1809,0.4428
409,0.5589,0.3046,0.9448,0.027
410,0.4982,0.5994,1.0554,0.0383
411,0.5365,0.4573,1.0117,0.0597
412,0.4992,0.4341,1.1127,0.6725
413,0.5463,0.3025,1.1045,0.6711
414,0.5366,0.5877,0.8237,0.662
415,0.5352,0.5681,1.1347,0.3466
416,0.5522,0.2971,1.0912,0.6641
417,0.6858,0.5733,0.9493,0.6632
418,0.7179,0.7224,0.8692,0.6612
419,0.7119,0.8635,0.8917,0.4918
420,0.7921,0.9481,1.1451,0.6412
421,0.6458,0.7525,0.7354,0.9198
422,0.6797,0.814,1.1777,0.9373
423,0.7495,0.9957,1.1776,0.9148
424,0.5806,1.0045,1.064,0.9183
425,0.6491,1.0273,0.9524,0.9409
426,0.5998,0.9523,1.2336,0.9106
427,0.7826,0.7713,1.0679,0.6709
428,0.7686,0.8373,1.2654,0.8081
429,0.5651,0.837,1.2638,0.7824
430,0.9192,0.7719,1.0574,0.8145
431,0.7013,0.6879,0.7841,0.7875
432,0.9761,0.8248,1.2171,0.7883
433,0.8165,0.8477,1.2171,0.7884
434,0.9695,0.7973,1.2171,0.7888
435,0.9732,0.74,1.2171,0.786
436,0.6929,0.6555,1.2319,0.8167
437,0.8412,0.5157,0.616,0.7922
438,0.8114,0.4268,1.1965,0.7901
439,1.0277,0.3953,1.1965,0.5876
440,0.9052,0.3878,1.1965,0.8919
441,0.9133,0.3903,1.1965,0.7923
442,0.9279,0.4199,1.0547,0.5004
443,0.8413,0.4046,1.1965,0.4491
444,0.8458,0.0663,1.1965,0.6608
445,0.743,0.0438,1.1912,0.3939
446,0.585,0.0903,0.4805,0.6659
447,0.8509,0.0518,0.8688,0.706
448,0.8707,0.2648,0.6935,0.6657
449,0.8228,0.7417,0.8553,0.6595
450,0.6018,0.7485,0.8611,0.4436
451,0.6438,0.7358,0.8484,0.8032
452,0.3049,0.7166,0.8716,0.8357
453,0.1511,0.6251,0.7531,0.483
454,0.5931,0.5819,0.9342,0.824
455,0.4131,0.8591,0.8448,0.8096
456,0.8726,0.8363,0.7774,0.9652
457,0.7586,0.7817,0.8246,0.9356
458,0.7947,0.857,0.6533,0.9107
459,0.7562,0.721,0.8507,0.9902
460,0.7405,0.7553,1.0595,0.9741
461,0.7856,0.6281,1.0595,0.9739
462,0.6128,0.5786,1.0022,0.9744
463,0.7131,0.5865,1.0022,0.8938
464,0.5701,0.5807,1.0022,0.9013
465,0.6128,0.5935,1.0022,0.9312
466,0.5384,0.5725,1.0022,0.9048
467,0.4138,0.5284,1.0022,0.7519
468,0.3777,0.503,0.3431,1.2326
469,0.4346,0.3886,0.6953,1.2566
470,0.3726,0.3896,0.6726,1.2566
471,0.3241,0.42,1.1006,1.2566
472,0.3395,0.3985,0.7551,1.2566
473,0.301,0.3475,0.8457,1.2566
474,0.5609,0.3243,1.1776,1.2566
475,0.3909,0.2832,1.1776,1.2566
476,0.2868,0.2783,1.1581,
477,0.3789,0.3434,1.1682,
478,0.4938,0.3446,0.9891,
479,0.5958,0.3182,0.8144,0.0001
480,0.4903,0.555,0.9452,1.2087
481,0.6837,0.3434,0.8277,1.2087
482,0.7205,0.3551,0.8804,1.0549
483,0.7102,0.3499,0.7981,1.2087
484,0.5215,0.3349,0.7883,1.2087
485,0.4341,0.3051,0.5493,
486,0.7723,0.5344,0.5604,0.0501
487,0.9758,0.5783,0.5062,1.1721
488,0.7959,0.5761,0.5128,1.1947
489,0.6417,0.59,0.5363,1.1947
490,0.6431,0.7839,0.5369,0.6984
491,0.6327,0.5566,0.3648,1.1571
492,0.635,0.8779,0.5409,1.1947
493,0.6279,1.1855,0.7705,1.2566
494,0.5413,1.1837,0.8305,1.2566
495,0.6459,1.1823,0.5696,0.6283
496,0.5778,0.7904,0.8795,0.9832
497,0.5559,1.0542,0.8957,0.9832
498,0.4093,1.0534,0.8936,0.9832
499,0.4909,1.038,0.8109,0.9832
500,0.713,0.7028,0.8649,0.4916
501,0.7088,1.0663,0.8587,1.0959
502,0.6713,0.8705,0.5604,1.0959
503,0.6635,0.5498,0.4155,0.7307
504,0.7033,0.7767,0.5874,1.1082
505,0.6062,0.7217,0.5004,1.1082
506,0.6832,0.6648,0.408,0.6714
507,0.6851,0.7895,0.6126,1.1156
508,0.6703,0.5383,0.5887,1.1453
509,0.594,0.9665,0.5815,1.07
510,0.8334,0.9649,0.5923,0.9405
511,0.8723,0.9661,0.5788,0.8943
512,0.7832,0.9823,0.5736,0.8813
513,0.6232,0.9677,0.0862,0.8336
514,0.5271,0.9669,0.0322,0.744
515,0.4997,0.9165,0.5175,0.6084
516,0.2932,0.9412,0.5552,0.4793
517,0.2922,0.958,0.5141,0.5012
518,0.284,0.8511,0.5163,0.4979
519,0.287,0.8468,0.5509,0.0299
520,0.2688,0.9302,0.5265,0.0237
521,0.2005,0.9261,0.5444,0.0093
522,0.2833,0.9226,0.5463,0.0485
523,0.0852,0.9241,0.2899,0.1267
524,0.0677,0.7972,0.5511,0.0121
525,0.0839,0.9096,0.5769,0.6211
526,0.2926,0.8144,0.5697,0.6651
527,0.5187,0.9856,0.5835,0.6945
528,0.518,0.9452,0.4125,0.6268
529,0.4647,0.9627,0.3126,0.4203
530,0.5501,0.8782,0.5757,0.7351
531,0.4493,0.7603,0.51,0.6759
532,0.641,0.6793,0.6966,0.2646
533,0.5575,0.943,0.7266,0.2743
534,0.8468,1.1113,0.6337,0.4924
535,0.7022,1.1208,0.6376,0.7241
536,0.8178,1.0589,0.7221,0.7392
537,0.8151,1.1148,0.8458,0.7431
538,0.7928,1.1208,0.7314,0.7558
539,0.7587,1.1208,0.9422,0.742
540,0.74,1.1208,0.9443,0.018
541,0.6311,0.5499,0.8907,0.0874
542,0.8217,0.7954,0.8774,0.5728
543,0.7308,0.9582,0.9528,0.6263
544,0.4922,0.8908,0.8043,0.5834
545,0.907,0.8817,0.9873,0.5724
546,0.6367,0.8262,0.9788,0.5676
547,0.9065,0.6861,0.859,0.5821
548,0.7653,0.679,0.9504,0.614
549,0.6689,0.8102,1.1657,0.6218
550,0.8979,0.8756,0.974,0.2207
551,0.8231,0.8979,1.1554,0.7138
552,0.8034,0.8801,1.1937,0.7778
553,0.7084,0.8935,1.1937,0.7164
554,0.5023,0.5174,1.0139,0.8328
555,0.6558,0.9332,1.1194,0.788
556,0.5301,0.8297,1.1195,0.8045
557,0.8843,0.9068,1.104,0.8465
558,0.929,0.9006,1.104,0.8149
559,0.9518,0.9015,,0.7795
560,0.9342,0.8528,,0.7849
561,0.6972,0.8588,0.0001,0.6178
562,0.9642,0.9032,0.6012,0.6256
563,0.906,0.893,1.1022,0.6287
564,1.0326,0.9186,0.7348,0.677
565,1.0494,0.857,0.8774,0.6956
566,1.0314,0.7466,0.9568,0.6656
567,0.9545,0.7968,0.9758,0.7552
568,0.9024,0.9061,1.165,1.2087
569,0.8688,0.8651,0.9355,
570,0.8346,0.8638,1.18,
571,0.7969,0.7195,1.1706,0.0007
572,0.7819,0.5176,1.1765,0.5649
573,0.8932,0.278,1.158,1.1901
574,0.7969,0.4122,1.1528,1.2093
575,0.6044,0.6294,1.0777,1.2093
576,0.99,0.6339,1.1343,1.2093
577,0.9007,0.5269,1.1411,1.2093
578,1.1328,0.753,1.1387,0.8411
579,1.2706,0.8824,0.8689,0.8686
580,0.3715,0.7177,0.6849,1.1354
581,0.8221,0.9241,1.0744,1.1354
582,1.2056,0.7412,1.0744,1.0717
583,0.9042,0.8652,1.0744,0.8316
584,1.2161,0.9399,1.1105,1.1634
585,1.1434,0.9303,1.1105,1.1634
586,1.1434,0.9298,1.1105,1.1785
587,1.0381,0.9298,0.9578,1.1785
588,1.0439,0.9052,1.0999,1.1785
589,1.1433,0.7305,1.1105,1.1693
590,0.6483,0.9098,1.1105,0.7222
591,0.9612,0.9772,0.5521,1.039
592,1.1728,0.8921,1.1532,1.1922
593,1.0846,0.9733,1.2023,1.2089
594,0.7522,0.9331,1.2023,1.209
595,0.841,0.8392,0.6011,1.2031
596,0.9581,0.8267,1.227,1.209
597,0.8989,0.7833,1.1424,1.0883
598,0.9197,0.7756,1.2531,0.6392
599,0.8554,0.4203,1.2531,0.5422
600,0.7268,0.8598,1.2489,1.0792
601,0.8606,0.8822,0.5244,1.0792
602,1.0028,1.0686,0.937,1.0792
603,1.0123,0.9286,0.8153,1.0792
604,1.0133,0.5194,1.0798,1.0792
605,0.9109,0.8795,1.1209,1.0792
606,1.2183,0.7691,0.9932,
607,1.1219,0.9295,1.1536,
608,1.1416,0.8154,1.1536,0.0002
609,1.2192,0.9529,1.1536,1.1829
610,1.2119,0.9362,1.1536,1.1829
611,0.8232,0.9327,1.1413,1.1829
612,1.239,0.8144,1.1218,0.9463
613,1.239,0.9702,1.134,1.1392
614,1.2388,0.7804,1.115,1.1828
615,1.239,0.9934,1.1131,0.8071
616,1.289,1.0735,1.1131,0.8288
617,1.289,1.076,0.5568,1.0956
618,0.6243,1.0319,1.076,0.939
619,1.1128,1.0143,0.624,0.8018
620,0.7419,0.9726,1.004,1.0602
621,0.6938,0.7617,1.1808,1.0312
622,1.201,0.8242,1.0985,1.0312
623,1.201,0.8207,0.5353,1.0312
624,1.1234,0.8375,0.5765,1.0312
625,1.1795,0.713,0.9423,1.0312
626,1.0009,0.7168,0.7683,1.0312
627,1.1907,0.7213,1.0037,1.0312
628,0.9829,0.7061,1.01,1.0312
629,1.0325,0.7107,1.0043,1.0312
630,1.205,0.5997,0.8218,0.6875
631,1.2114,0.4574,0.9384,0.8276
632,1.1637,0.6861,0.9445,1.0327
633,1.1777,0.6754,0.7532,1.107
634,0.9956,0.5563,0.4451,1.1071
635,1.2031,0.6844,0.4724,1.1071
636,1.2095,0.8512,0.6744,1.1071
637,1.2095,0.7391,0.6876,1.116
638,1.2363,0.6986,0.7446,1.1159
639,1.2476,0.7346,0.6535,0.9505
640,0.8041,0.4982,0.3945,0.8105
641,1.261,0.5129,0.5776,0.9366
642,1.261,0.6202,0.5723,1.0996
643,1.1744,0.7346,0.4653,0.8174
644,1.1745,0.5499,0.5838,0.9532
645,1.1744,0.5549,0.7084,1.1154
646,1.1348,0.4265,0.6768,1.1154
647,1.1745,0.356,0.7941,1.1154
648,0.9423,0.4711,0.7599,1.1154
649,0.1998,0.6091,0.7085,1.1154
650,0.0131,0.616,0.6065,1.1154
651,0.739,0.658,0.6281,1.1154
652,0.6735,0.6601,0.5845,1.1154
653,0.3152,0.6651,0.4041,1.1154
654,0.5512,0.5511,0.5171,0.7436
655,0.9943,0.8335,0.3994,0.5179
656,1.244,0.777,0.6026,1.2131
657,1.244,0.9837,0.4903,1.2619
658,1.244,0.9927,0.5099,1.1572
659,0.9955,1.0644,0.5041,1.2431
