tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
600,1,8.3,292.5,117.7,49.3,320.9
600,2,6.2,252.1,207.8,30.2,270.3
600,3,5.5,215.5,284.6,16.2,205.0
600,4,4.7,168.7,319.6,34.1,188.2
1200,1,16.2,572.8,245.3,106.6,639.7
1200,2,13.2,518.0,360.1,77.4,576.0
1200,3,11.8,439.6,516.9,50.0,447.3
1200,4,9.6,371.4,606.8,68.0,402.3
1800,1,23.5,837.8,352.6,182.3,979.2
1800,2,20.7,797.0,507.9,120.5,883.1
1800,3,17.7,671.6,714.8,115.0,734.1
1800,4,14.6,575.0,892.9,106.0,615.5
2400,1,31.9,1158.4,443.3,234.5,1322.4
2400,2,28.8,1078.2,627.8,166.9,1201.2
2400,3,25.0,943.7,873.3,159.8,1031.5
2400,4,21.4,805.9,1122.7,135.4,850.3
3000,1,38.9,1435.2,565.3,309.3,1662.3
3000,2,35.9,1336.4,791.7,210.0,1495.1
3000,3,31.5,1184.2,1089.5,192.5,1282.2
3000,4,26.9,1015.5,1381.1,175.0,1082.7
3600,1,45.7,1703.5,687.5,392.0,2003.5
3600,2,42.3,1595.5,955.9,260.9,1798.9
3600,3,38.1,1428.5,1293.7,230.7,1548.1
3600,4,31.7,1201.2,1710.5,192.3,1257.5
4200,1,53.0,1985.8,828.8,440.3,2312.0
4200,2,49.8,1871.7,1101.9,304.6,2105.2
4200,3,44.8,1688.7,1473.8,271.7,1832.8
4200,4,37.6,1427.5,1954.3,225.9,1495.1
4800,1,60.7,2253.6,965.7,500.5,2624.3
4800,2,56.7,2148.0,1254.0,348.7,2414.9
4800,3,51.8,1929.8,1649.8,322.5,2115.7
4800,4,43.8,1662.7,2198.0,259.0,1730.1
5400,1,68.6,2549.8,1104.7,534.1,2922.8
5400,2,63.9,2431.6,1379.2,400.2,2743.5
5400,3,58.4,2170.2,1869.1,352.3,2365.7
5400,4,49.8,1893.0,2419.5,306.4,1987.8
6000,1,76.0,2811.1,1219.4,622.5,3264.5
6000,2,71.0,2669.8,1566.6,443.9,3019.4
6000,3,64.0,2380.4,2100.8,402.7,2619.7
6000,4,55.3,2078.6,2691.3,348.3,2203.3
6600,1,84.3,3101.9,1340.6,672.7,3578.4
6600,2,77.7,2936.0,1705.1,499.7,3341.5
6600,3,71.7,2647.7,2271.0,437.6,2902.1
6600,4,61.0,2287.2,2932.3,398.4,2448.4
7200,1,92.5,3401.3,1449.4,720.2,3904.3
7200,2,85.3,3232.0,1835.2,532.9,3660.4
7200,3,78.5,2918.9,2434.9,480.2,3196.8
7200,4,67.3,2504.2,3175.7,432.5,2679.2
7800,1,99.1,3652.2,1593.2,799.1,4226.9
7800,2,91.0,3463.8,2025.4,590.6,3957.1
7800,3,84.6,3128.3,2663.4,529.7,3447.1
7800,4,71.8,2669.9,3508.2,465.1,2858.5
8400,1,106.3,3906.6,1719.4,881.1,4560.9
8400,2,97.1,3687.1,2241.4,636.4,4219.4
8400,3,90.3,3358.2,2886.8,573.9,3710.6
8400,4,75.8,2828.1,3867.8,487.2,3015.0
9000,1,112.8,4159.1,1861.5,957.1,4887.1
