row,col,avg_count
0,5,0.5
0,6,827.9
0,7,849.6
0,8,838.4
0,9,2.4
0,10,1.3
0,11,0.4
0,12,1.7
0,13,363.6
0,14,196.1
0,15,140.7
0,16,1.1
0,17,0.3
0,18,0.7
0,19,1.8
0,20,620.2
0,21,439.3
0,22,392.0
0,23,1.2
0,24,1.0
0,25,1.5
0,26,0.4
0,27,254.3
0,28,424.6
0,29,438.6
0,30,0.5
1,1,0.2
1,2,7.7
1,3,83.9
1,4,0.6
1,5,0.4
1,6,158.1
1,7,2975.4
1,8,168.6
1,9,220.7
1,10,44.5
1,11,2.0
1,12,72.0
1,13,367.0
1,14,668.8
1,15,136.6
1,16,3.1
1,17,1.8
1,18,3.3
1,19,58.6
1,20,301.9
1,21,1332.5
1,22,259.8
1,23,4.4
1,24,27.7
1,25,235.1
1,26,36.6
1,27,60.3
1,28,1688.1
1,29,23.9
1,30,1.1
1,31,96.6
1,32,12.9
2,1,0.4
2,2,92.3
2,5,0.8
2,6,4.3
2,7,51.0
2,10,221.7
2,11,2.0
2,12,228.2
2,15,165.4
2,16,1.1
2,17,0.2
2,18,2.1
2,19,143.0
2,22,154.0
2,23,2.9
2,24,219.9
2,27,17.6
2,28,8.2
2,29,1.2
2,32,109.5
2,33,0.3
3,1,0.5
3,2,8.8
3,5,0.2
3,6,3.5
3,7,32.4
3,10,5.4
3,11,0.7
3,12,15.1
3,15,10.7
3,16,0.1
3,18,0.1
3,19,13.2
3,22,31.4
3,23,1.2
3,24,3.2
3,27,3.9
3,28,2.4
3,29,2.0
3,32,8.3
3,33,0.3
4,1,0.1
4,2,8.1
4,5,0.4
4,6,2.5
4,7,27.6
4,10,3.4
4,11,0.3
4,12,11.9
4,15,9.0
4,16,0.5
4,18,0.4
4,19,8.7
4,22,23.8
4,23,1.0
4,24,1.3
4,27,4.9
4,28,2.3
4,29,1.4
4,32,11.2
4,33,0.3
5,1,0.1
5,2,5.0
5,5,1.0
5,6,2.8
5,7,26.5
5,10,3.4
5,11,0.5
5,12,9.7
5,15,10.4
5,16,0.1
5,18,0.3
5,19,8.4
5,22,17.4
5,23,0.8
5,24,1.4
5,27,4.4
5,28,1.8
5,29,1.2
5,32,8.5
5,33,0.6
6,2,2.9
6,5,0.9
6,6,2.4
6,7,19.5
6,10,1.6
6,11,0.3
6,12,9.1
6,15,10.1
6,16,0.5
6,18,0.7
6,19,9.9
6,22,16.4
6,23,1.6
6,24,0.7
6,27,3.1
6,28,1.8
6,29,1.5
6,32,6.4
6,33,0.2
7,2,2.2
7,5,0.8
7,6,1.3
7,7,16.5
7,10,2.2
7,11,0.3
7,12,9.5
7,15,12.9
7,16,0.4
7,18,0.1
7,19,9.0
7,22,14.7
7,23,1.0
7,24,0.7
7,27,3.1
7,28,0.6
7,29,1.2
7,32,4.5
7,33,0.1
8,2,2.1
8,5,1.4
8,6,2.0
8,7,19.6
8,10,1.9
8,11,0.1
8,12,8.6
8,15,13.8
8,16,0.4
8,18,0.2
8,19,6.6
8,22,13.0
8,23,1.4
8,24,2.1
8,27,3.2
8,28,1.2
8,29,3.6
8,32,3.8
8,33,0.2
9,2,1.3
9,5,1.3
9,6,1.1
9,7,18.1
9,10,3.9
9,11,1.6
9,12,7.2
9,15,8.6
9,16,0.7
9,18,0.1
9,19,8.3
9,22,11.4
9,23,1.7
9,24,3.6
9,27,2.6
9,28,0.8
9,29,4.3
9,32,1.4
10,2,0.6
10,5,2.9
10,6,0.6
10,7,14.3
10,10,2.8
10,11,0.4
10,12,9.9
10,15,13.2
10,16,1.7
10,17,0.1
10,18,0.8
10,19,11.2
10,22,11.8
10,23,1.0
10,24,3.5
10,27,1.3
10,28,0.2
10,29,2.8
10,32,1.5
10,33,0.1
11,5,11.5
11,6,1.0
11,7,21.2
11,10,1.0
11,11,0.9
11,12,7.5
11,15,47.1
11,16,0.6
11,17,0.1
11,18,0.6
11,19,49.6
11,22,13.2
11,23,0.8
11,24,2.1
11,27,0.8
11,29,47.7
11,32,0.6
12,3,0.1
12,4,9.1
12,5,3.6
12,6,0.3
12,7,7.8
12,8,3.3
12,9,0.1
12,10,0.2
12,12,4.0
12,13,0.2
12,14,29.7
12,15,13.3
12,18,0.1
12,19,18.7
12,20,26.4
12,21,1.8
12,22,9.8
12,23,0.7
12,24,0.1
12,25,0.3
12,26,0.1
12,27,1.3
12,28,0.3
12,29,7.0
12,30,45.8
12,31,0.1
13,2,6.6
13,3,4.2
13,4,35.7
13,5,1.0
13,6,0.6
13,7,2.3
13,8,0.2
13,9,25.2
13,10,4.7
13,11,0.3
13,12,2.5
13,13,0.1
13,14,0.4
13,15,2.0
13,16,0.1
13,19,2.0
13,20,1.5
13,21,0.2
13,22,5.7
13,23,0.3
13,24,5.5
13,25,19.5
13,26,0.5
13,27,2.4
13,28,0.2
13,29,2.3
13,30,3.0
13,31,3.3
13,32,6.5
14,1,0.5
14,2,11.3
14,5,36.8
14,6,0.6
14,7,4.9
14,10,31.0
14,11,0.9
14,12,4.9
14,15,4.7
14,16,0.3
14,18,0.1
14,19,4.8
14,22,5.4
14,23,0.4
14,24,18.4
14,27,4.9
14,28,0.8
14,29,5.1
14,32,11.4
14,33,1.7
15,1,0.1
15,2,8.9
15,5,0.8
15,6,0.5
15,7,7.5
15,10,3.6
15,11,0.5
15,12,7.7
15,15,4.9
15,16,0.2
15,18,0.1
