tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6
8749,0.8947,1.0913,0.9224,0.7727,1.0193,0.7759
8750,1.0596,0.885,1.004,0.7511,0.9284,0.8618
8751,1.0571,1.0372,0.9345,1.0319,0.7483,0.6599
8752,0.9974,0.9184,0.882,1.0132,0.8394,0.926
8753,0.8427,0.9366,0.751,0.8957,0.7196,1.0193
8754,0.9281,0.9679,0.6725,0.9421,0.8078,1.0106
8755,0.8678,1.126,0.9738,1.0158,0.9625,0.9126
8756,0.8335,1.0574,0.8312,1.0374,1.026,1.1919
8757,0.7892,1.0925,0.9737,1.041,0.9658,1.0813
8758,0.8657,1.0416,0.9683,1.055,0.8828,1.0072
8759,1.0847,1.0522,0.9713,0.9935,0.8818,0.8897
8760,0.9333,1.0054,0.8524,0.9474,1.126,0.8796
8761,1.0617,0.8937,0.7325,0.9405,1.126,0.7926
8762,1.0055,0.6942,1.1899,0.5828,0.8446,0.9409
8763,1.0137,0.8132,1.1902,0.9763,1.1559,1.0277
8764,0.921,0.83,1.1902,0.9741,0.9248,1.0058
8765,0.6889,0.7021,1.1835,0.9294,1.0744,0.7601
8766,0.6943,0.802,0.6863,0.9465,1.1059,0.85
8767,0.3786,1.0292,1.1784,0.6697,0.6444,0.7069
8768,0.8415,0.8568,0.9389,0.8384,0.9727,0.9912
8769,0.9283,0.6423,1.0503,0.7319,1.1361,0.9019
8770,0.8365,0.8056,0.646,0.6937,0.9782,0.9784
8771,0.8294,1.1601,0.8171,0.6996,1.1059,0.961
8772,0.5752,1.1483,0.8713,0.4003,1.1461,1.1973
8773,0.7738,0.7355,1.0437,0.5841,1.148,1.1145
8774,0.918,1.0964,0.965,0.8311,1.1478,1.1355
8775,1.1039,1.0798,0.9319,0.7489,1.1016,1.047
8776,0.9555,0.777,0.895,0.8597,1.0241,0.9166
8777,0.9243,0.9409,0.9912,0.9479,1.0915,0.7919
8778,1.1055,0.8813,0.735,1.0318,0.8409,0.8121
8779,1.1356,1.0724,0.7886,1.1774,1.1407,0.9155
8780,1.165,1.0777,0.6341,1.0092,1.0951,0.7928
8781,1.1743,0.9342,0.8611,0.9984,0.9263,0.6382
8782,1.1661,1.134,0.7496,1.1747,0.793,0.8665
8783,1.1362,1.089,0.8738,1.1373,1.0779,0.8372
8784,1.1481,0.9649,0.839,1.2352,0.9508,0.8202
8785,0.661,1.048,0.6507,1.2366,1.1223,0.943
8786,0.7514,1.0543,0.8364,0.9808,1.1241,1.0694
8787,1.1951,1.0359,0.9552,1.2553,1.0675,1.255
8788,1.3375,0.9935,0.9071,1.1738,0.9774,1.254
8789,1.3384,1.0696,0.7,1.0647,0.9272,1.2531
8790,1.3384,1.0962,1.1339,1.1956,0.7378,1.1959
8791,0.8923,0.9304,1.1339,0.9692,0.7912,1.0989
8792,0.9703,0.7968,1.1352,1.2045,0.9539,0.8927
8793,1.2149,0.6133,1.1395,0.9594,0.8343,0.6807
8794,0.5654,0.6949,0.9107,1.0258,0.6481,0.826
8795,0.5841,0.7359,1.1389,1.1303,0.8166,0.8777
8796,0.9983,0.7487,0.8278,1.1303,0.8656,1.0667
8797,0.9132,0.8317,1.1443,1.1297,0.9423,0.761
8798,0.9976,0.8542,0.8628,1.1294,0.9486,1.1071
8799,1.0482,0.8558,0.8692,1.0302,0.8498,1.0132
8800,1.1882,0.8444,1.1395,0.8987,0.5308,1.0453
8801,1.2101,0.8188,1.1045,0.9261,0.9669,0.9647
8802,1.1681,0.5337,1.1918,0.9908,0.6926,1.1065
8803,1.2208,0.8374,1.1918,1.1709,0.5104,0.8776
8804,0.8139,1.12,1.1918,1.176,0.9382,1.0562
8805,1.26,1.1288,1.2113,0.8898,0.8197,1.0566
8806,1.26,1.1318,1.1514,1.168,0.5814,0.9936
8807,1.0462,0.8524,1.1355,1.1939,0.8915,0.9927
8808,1.1587,1.1592,1.0021,1.236,0.5296,1.0496
8809,1.1296,1.11,1.1601,1.1585,1.1493,1.0107
8810,0.9769,1.1589,1.0838,0.9629,0.5933,0.9517
8811,1.1941,0.883,0.8451,1.2289,0.9829,0.8466
8812,0.92,0.6575,0.8379,1.1394,0.9929,1.0135
8813,0.8947,0.9413,0.9751,1.002,0.9202,1.0306
8814,1.1077,1.0662,1.1122,0.8403,0.893,1.173
8815,0.8188,1.0874,0.8938,0.8449,0.8588,0.9153
8816,0.82,1.0975,1.0942,0.6079,0.9719,1.1611
8817,0.7223,1.0987,1.084,0.4604,0.9493,1.0747
8818,0.8827,0.6251,0.7607,0.8379,0.8362,1.217
8819,0.8301,1.0497,0.9661,0.8624,0.6707,0.7517
8820,0.4465,1.0123,0.7731,0.7653,0.9609,0.9974
8821,0.6688,0.8759,0.582,0.9115,0.8608,1.2259
8822,0.4681,0.6634,0.7861,1.0595,0.785,1.3024
8823,0.8389,0.8109,0.8043,0.9378,0.6304,1.3334
8824,0.9308,0.7855,0.9023,1.0997,0.8192,1.067
8825,1.1283,0.8165,0.898,1.0997,0.798,1.0865
8826,1.2176,0.7533,0.9758,1.08,0.7332,1.0909
8827,1.2197,0.7432,0.843,0.9677,0.7564,1.245
8828,1.2197,0.5836,0.8737,1.1831,0.838,0.9992
8829,1.0508,0.7997,0.724,0.9645,0.8588,0.8958
8830,0.9133,0.6789,0.9034,0.8412,0.7157,1.0039
8831,1.1676,0.7195,0.6865,0.8811,0.8451,1.1819
8832,1.095,0.6344,1.1437,0.736,0.8709,1.1328
8833,1.1254,0.5105,1.1453,0.8133,1.1099,1.191
8834,1.0999,0.61,1.0579,0.913,1.1599,1.115
8835,0.9774,0.8175,1.0329,0.9063,1.0811,0.9719
8836,0.8329,0.8533,0.8431,0.8154,1.0419,0.9699
8837,0.9868,0.8264,1.1077,0.8022,1.0074,1.1613
8838,0.8809,0.7257,0.9632,0.9734,0.748,1.1613
8839,0.9276,0.9623,0.8952,0.8313,0.9243,0.6789
8840,0.8829,0.937,0.9597,0.9412,1.076,1.066
8841,1.0124,0.9225,1.1574,1.05,0.8753,0.8738
8842,0.8458,1.1212,1.1567,0.81,0.6228,0.972
8843,1.1812,0.9039,1.0433,0.7888,0.6433,0.8184
8844,0.7243,0.8497,0.9504,0.9394,0.709,0.737
8845,0.6831,0.8272,0.9816,1.0412,0.8959,0.994
8846,0.9713,0.6862,0.8814,1.1985,0.7422,0.9801
8847,1.193,0.6867,1.0505,1.0005,0.8397,0.8455
8848,0.8094,0.753,1.0028,0.9807,0.8938,1.1122
8849,1.1697,0.6603,0.9472,1.0723,1.133,1.0363
8850,1.1143,0.5785,0.6183,1.1801,1.1332,1.0604
8851,1.1177,0.8372,0.7866,1.0895,1.1304,1.1481
8852,0.9473,0.9471,0.9922,1.1161,1.0459,1.0574
8853,1.1486,0.8903,0.9863,1.1997,1.1058,1.188
8854,0.9063,0.8154,0.9284,1.1474,1.0852,1.2634
8855,1.0733,1.0004,0.9551,1.0767,1.0852,0.8958
8856,1.0991,0.9968,0.9514,0.9527,1.0249,1.2348
8857,1.1546,0.974,0.7733,1.0839,0.9018,1.2348
8858,1.0258,0.9806,0.9982,0.9491,1.1107,0.8991
8859,1.1697,0.9447,0.7711,0.9376,0.9114,1.0282
8860,1.0574,0.7851,1.0859,0.8536,0.9771,0.9876
8861,1.0926,1.1202,0.9714,0.9016,1.0879,1.1364
8862,1.0235,1.0867,1.0326,0.9207,0.678,1.1204
8863,1.1377,0.9118,1.0123,1.0227,1.102,1.2088
8864,1.2194,1.0831,0.7526,1.0107,0.9362,0.8694
8865,1.2194,0.976,0.912,1.0146,0.9094,1.0003
8866,1.2194,0.9308,1.0138,0.9557,0.8943,1.1194
8867,1.2194,1.1815,1.0259,0.8067,1.1462,0.9712
8868,0.9431,0.9957,0.9112,0.9015,1.1791,0.8657
8869,0.976,0.9825,0.5314,0.9798,0.8874,0.6908
8870,1.1068,1.0018,0.8771,0.9039,1.0944,0.9632
8871,1.081,0.9394,0.8293,0.7486,0.9971,0.9795
8872,0.6583,0.9895,0.8128,0.7166,0.9479,0.6506
8873,0.7957,1.015,1.0407,0.9214,1.0083,0.9759
8874,0.9911,1.0276,1.161,0.9855,1.0713,0.6312
8875,1.079,0.7961,1.161,1.1839,1.1112,1.1169
8876,1.069,1.0233,1.161,0.968,0.9211,1.089
8877,1.1189,1.0613,1.161,1.1796,1.0982,1.0943
8878,1.1769,0.944,0.5806,1.1812,1.1161,1.0232
8879,1.0335,0.93,0.7977,1.1797,1.1163,1.0334
8880,1.1574,0.723,1.1725,1.0124,1.1023,0.9207
8881,1.1195,0.7831,0.7829,1.1693,0.8277,0.9321
8882,0.8819,0.8551,0.8373,0.8984,0.9359,0.8467
8883,1.1494,0.991,0.7828,1.2101,1.1558,0.9037
8884,1.1496,1.0006,0.7096,1.1232,1.1559,0.7106
8885,1.1929,0.9816,1.169,1.1521,0.9248,0.9275
8886,1.1929,1.1229,1.1705,1.1545,1.1724,1.2909
8887,1.1111,1.1311,1.106,0.7143,1.1816,0.9944
8888,1.0452,1.1367,1.0664,1.0634,0.7564,0.9595
8889,1.0819,0.9978,0.919,0.9535,1.1117,1.1133
8890,0.7209,0.8029,0.908,0.9904,1.1697,1.0296
8891,1.079,1.1099,1.0345,0.7615,0.9274,1.215
8892,1.082,1.0387,1.0314,1.0985,0.9496,1.1074
8893,0.767,1.0521,0.9766,1.0705,0.9643,1.2192
8894,1.1211,0.7892,1.1273,1.0547,1.1142,1.0695
8895,1.0038,0.7099,1.1293,0.9663,1.0664,0.942
8896,1.0683,1.0005,1.0998,0.9165,1.0559,1.2267
8897,1.0262,1.0008,1.0718,0.9452,0.8969,1.1938
8898,1.0128,0.6648,1.1465,0.9457,0.9432,1.0826
8899,0.9866,0.723,0.874,0.9151,0.9076,1.0041
8900,1.0623,0.7931,0.7625,0.9094,1.021,0.8963
8901,1.1493,0.9405,0.671,1.2469,0.9982,1.0355
8902,1.1816,0.6115,1.0485,1.2469,0.8656,1.1505
8903,0.959,0.6592,0.7277,1.2464,0.9999,1.2325
8904,1.1706,0.7112,1.0058,0.5914,1.1193,1.0205
8905,0.9699,0.7488,1.0071,1.2435,1.1268,1.0826
8906,1.0272,0.6033,1.0881,0.7404,0.9688,0.8519
8907,1.1806,0.6001,1.0353,1.247,1.146,0.9692
8908,0.8659,0.5898,0.8832,1.2134,1.1346,1.0041
8909,1.2401,0.44,0.966,1.0699,1.1313,1.2368
8910,0.9435,0.4589,1.0172,0.5991,0.9711,1.0399
8911,1.2011,0.4786,1.0188,0.9057,1.119,1.2172
8912,1.207,0.4599,0.9705,1.1321,0.8196,1.237
8913,1.0387,0.9116,0.927,1.1277,0.9195,1.0006
8914,1.106,0.8913,0.9618,0.9344,0.9886,1.1349
8915,1.1859,0.8708,0.8475,1.0455,0.8578,1.0625
8916,0.9513,0.8155,0.778,0.9917,0.8862,1.0252
8917,1.0493,0.6423,1.1568,1.155,0.9852,0.9166
8918,1.0625,0.4869,1.1564,1.1214,1.1222,0.9116
8919,1.1932,0.6213,1.1418,1.0105,0.9201,0.7343
8920,1.2146,0.8381,0.8485,0.973,1.0923,0.6184
8921,1.0731,0.7551,1.1369,1.1174,1.1742,1.1966
8922,1.1373,0.9332,0.8803,1.103,1.1743,1.1966
8923,1.1063,0.9114,1.0866,1.1561,1.1717,0.9573
8924,0.9311,0.835,0.7594,1.086,0.9776,1.2478
8925,0.9415,0.5789,0.8159,1.0536,1.1084,1.0279
8926,1.1063,0.5042,0.9719,0.8842,1.1674,1.2993
8927,0.8444,0.8388,1.1194,1.0066,1.1596,1.0382
8928,0.9963,0.8985,1.1292,1.0055,1.0371,1.1677
8929,0.9004,0.8277,0.9768,0.9273,0.6898,1.2044
8930,0.5883,0.9474,0.9666,0.9343,0.882,0.9635
8931,0.7444,1.0388,1.1205,0.6376,1.0154,0.8483
8932,1.0022,1.2115,1.1498,0.934,1.0252,1.2183
8933,0.9468,1.2115,0.9424,0.8234,1.0469,1.2489
8934,0.8812,1.2115,1.1303,0.7694,0.8929,1.2489
8935,0.7818,0.9087,1.0255,0.9689,0.9867,1.0928
8936,0.677,0.8904,1.1834,0.7375,0.7145,1.0398
8937,0.7472,0.7794,1.1616,0.9004,0.8398,1.015
8938,0.9114,0.8419,0.9844,1.1757,0.9419,1.1689
8939,0.8838,0.8564,1.0509,0.9955,0.9479,1.1781
8940,0.9882,0.5727,1.2114,1.087,0.9478,1.1652
8941,1.0398,0.9443,1.2244,0.9405,0.7908,1.178
8942,1.0497,0.602,0.7891,1.1791,0.9444,0.9892
8943,1.0614,0.8617,0.9081,1.1791,0.8254,1.1485
8944,1.1507,0.9397,0.9271,1.1731,0.6221,1.1957
8945,0.7243,1.0013,1.149,1.182,1.0557,1.1723
8946,0.9341,0.9826,1.149,1.005,1.1408,0.9868
8947,0.9896,0.8706,1.1085,0.9391,1.1408,0.5801
8948,1.0624,0.8148,0.9981,1.2018,0.8001,1.1619
8949,1.0165,0.94,0.7892,1.202,1.0752,1.2688
8950,0.6354,0.9503,1.0475,0.9617,1.1176,0.9583
8951,0.6606,0.9205,0.7862,1.0266,1.1203,0.9783
8952,0.8861,0.9501,0.8495,1.0341,1.0421,0.9525
8953,0.8187,0.719,1.1062,1.1974,0.939,0.5179
8954,0.483,0.9058,1.1227,1.0323,0.7766,0.5686
8955,1.0555,1.1162,1.0784,0.9412,1.1093,0.7428
8956,1.0169,0.9925,1.0858,1.1019,1.1402,0.7656
8957,1.0555,1.1662,1.108,1.0807,1.1623,0.5858
8958,1.0124,1.0725,1.1094,0.9342,0.9073,0.9789
8959,0.8463,0.9806,1.1134,1.0772,0.9044,0.6943
8960,0.868,0.9501,1.1694,0.9492,1.0907,0.9481
8961,1.0673,0.9967,1.0021,0.7949,1.1124,1.0491
8962,1.074,0.9977,1.0143,0.8095,0.8403,0.9532
8963,1.0664,0.817,0.9799,0.8723,1.009,0.7881
8964,0.8818,1.0311,0.9898,0.6538,1.0249,0.9166
8965,0.912,0.7157,1.0489,0.8886,0.9263,0.7574
8966,1.0237,1.1614,0.9669,1.1832,0.7849,0.7981
8967,0.8226,1.1521,0.9856,0.6718,0.6326,0.8723
8968,0.9648,1.1552,0.9905,0.9674,0.9517,0.8283
8969,0.9743,1.155,0.9675,1.0755,1.0041,0.7737
8970,0.9743,1.0516,0.9655,0.7451,1.0904,0.6966
8971,0.9737,0.8047,1.0472,0.7771,1.0773,0.7033
8972,0.8114,1.0581,0.9174,1.0767,1.1284,0.8
8973,1.0055,0.9182,1.0287,1.0626,1.1094,0.7855
8974,0.8512,1.0027,1.1452,1.1341,1.0826,0.6765
8975,0.8413,0.8209,1.1256,1.0171,1.0735,0.8365
8976,0.9058,0.8792,0.7689,1.011,0.7659,0.7155
8977,0.7618,0.9737,0.7349,0.8176,0.9422,1.0186
8978,1.0362,1.0034,1.0224,1.0816,0.8885,0.8489
8979,1.0261,1.1662,0.7854,1.0096,0.9445,0.9666
8980,0.9684,1.1215,0.9745,0.9804,1.0693,0.7477
8981,0.9069,1.1215,0.9171,1.079,1.088,0.7566
8982,0.8532,1.1521,0.9415,1.0418,1.0609,1.0997
8983,0.8963,1.1338,1.1596,1.1674,0.9062,1.0693
8984,0.8679,0.8577,1.1588,1.162,1.1225,1.043
8985,0.796,0.8084,1.0922,1.1561,1.1347,0.9041
8986,0.5013,0.9811,1.1508,1.0957,0.8868,0.8429
8987,0.6819,0.9609,1.151,0.9331,1.1359,0.7407
8988,0.6521,0.9003,1.151,0.8983,1.1359,0.8759
8989,0.6414,0.6828,1.1308,0.7806,1.0931,1.0043
8990,0.5637,0.661,0.7544,0.8381,0.738,1.0054
8991,0.6056,1.0119,0.948,0.9726,1.0197,0.803
8992,0.571,0.8251,0.9747,0.7087,0.8788,0.9954
8993,0.8925,1.1544,1.1645,1.0354,1.1761,0.9288
8994,0.897,1.1292,1.0863,0.9105,1.1902,0.796
8995,0.7851,1.154,1.1342,0.9441,0.8927,0.7568
8996,0.5071,1.0524,0.876,0.9453,0.7916,1.055
8997,1.0449,1.154,0.9388,1.1784,1.0136,0.8791
8998,0.9475,0.6597,1.0279,1.1382,1.0853,1.076
8999,0.9463,1.096,0.8973,1.195,0.9594,1.0759
9000,0.8506,1.1201,1.0289,1.2113,1.0094,1.0376
9001,0.5459,1.1439,0.9228,1.2292,1.1649,0.8647
9002,1.0131,0.9374,1.0058,1.2287,1.1533,0.9017
9003,0.6332,0.7228,0.9803,1.2533,1.0065,1.0709
9004,0.9017,1.044,0.9475,1.2533,0.949,0.8328
9005,1.1091,1.0486,0.7926,1.2533,1.1337,1.1381
9006,1.0618,1.0891,0.8641,1.0027,1.1186,1.2268
9007,0.9556,1.0563,0.9706,1.0581,0.8984,1.1373
9008,0.8613,0.9872,1.0535,1.0268,0.9577,0.9961
9009,0.9336,1.0621,1.0774,1.1066,0.9559,0.935
9010,0.9622,1.0889,0.8082,0.9351,0.9786,0.7177
9011,1.0639,1.0889,1.084,0.6136,0.9421,0.9717
9012,0.8636,0.8609,1.0731,1.1972,0.8409,0.9715
9013,0.7133,0.9536,1.0731,0.9578,0.5439,0.9714
9014,0.5407,1.1302,0.5405,1.1844,0.6464,0.9713
9015,0.774,1.1302,1.1314,1.1844,0.7259,0.8094
9016,0.9599,0.7826,1.101,1.1559,0.7161,0.8593
9017,0.8471,0.9328,1.1255,0.8446,0.8784,0.9503
9018,0.8843,0.9404,0.8547,0.9094,0.7203,0.9842
9019,0.954,1.2341,0.94,1.0951,0.9101,1.1805
9020,1.2297,1.2314,1.0435,1.0357,0.943,0.6746
9021,0.9751,1.0925,1.0479,0.8497,0.8306,1.0697
9022,1.12,0.7127,0.9643,1.1319,1.0327,1.1508
9023,1.116,0.7423,0.9887,1.0872,0.7044,1.1576
9024,1.0489,0.8039,0.8907,0.9441,0.553,1.1479
9025,1.2053,0.9669,0.8347,0.8863,0.8013,1.2198
9026,1.0799,0.7227,0.8225,0.6422,0.6946,1.201
9027,1.0498,0.9849,0.9989,0.6527,0.6585,0.8007
9028,0.9198,1.0366,1.1587,0.6736,1.0147,0.9095
9029,0.7613,1.1877,1.1245,0.6802,0.9852,0.7931
9030,0.8733,1.1877,0.931,0.8371,0.938,1.0386
9031,0.6998,1.1957,0.9088,0.5044,0.955,1.2235
9032,0.6726,1.1935,0.8055,0.2953,0.8211,1.2235
9033,0.6781,1.0872,0.9585,0.3522,0.5615,1.2235
9034,0.4929,1.0379,0.8966,0.4125,0.9294,1.222
9035,0.4092,1.0143,0.8973,0.3404,0.9726,1.2196
9036,0.8273,1.1329,0.8429,0.7176,0.9735,0.794
9037,0.7451,0.892,0.7989,0.5396,0.8883,1.1745
9038,0.6913,0.8465,0.6203,0.9677,0.967,1.2106
9039,0.9092,0.4992,0.7871,0.9367,0.9759,1.1904
9040,0.8877,0.7866,1.098,0.8019,1.1237,1.2037
9041,0.5804,0.6311,0.8077,0.8247,1.1237,1.0653
9042,0.7325,0.9474,1.0786,0.9903,0.6423,0.8749
9043,0.7247,0.8921,0.976,1.2033,1.1494,0.9854
9044,0.785,0.9166,0.9285,1.1791,1.0978,0.8718
9045,0.6676,0.858,1.0394,1.1289,1.0162,0.9175
9046,0.8546,0.7242,1.1298,0.8335,0.9783,0.6458
9047,0.9649,0.732,1.116,1.2262,0.9756,0.6889
9048,0.9094,0.8755,1.0813,1.0125,0.7133,0.6177
9049,0.8863,0.9623,1.1121,1.1894,0.9236,0.939
9050,0.9059,0.9727,1.0545,0.8104,0.8076,0.7067
9051,0.9079,0.8339,1.0942,0.9089,1.0515,0.6745
9052,0.8693,0.773,1.1293,0.467,1.0793,0.7584
9053,0.8588,0.7781,0.8723,0.6078,1.0669,0.9171
9054,0.7978,0.9973,1.1474,0.7173,0.8622,1.0049
9055,1.0633,1.091,1.0798,1.0104,0.8134,1.0935
9056,1.2061,1.1932,1.1283,1.0567,0.6009,1.1342
9057,0.8431,1.2152,0.9514,0.5264,0.6863,0.9103
9058,0.9563,0.9336,1.0442,1.0457,0.7003,0.895
9059,0.8771,1.1156,0.9319,1.2432,0.8573,0.8767
9060,0.9685,1.2113,0.8152,0.9476,0.7926,1.0206
9061,0.5858,1.2352,0.7582,1.2088,0.5724,1.1912
9062,0.9263,1.2352,1.1577,1.1478,0.5857,1.0244
9063,1.0206,0.7483,0.5458,1.1893,0.7355,1.1096
9064,1.0377,0.621,0.9351,0.9929,0.8223,1.1922
9065,0.9759,0.8111,1.074,1.1819,0.8929,1.1167
9066,1.1704,0.8811,1.2077,0.9628,0.8881,0.9762
9067,1.1821,0.8846,1.2168,0.8536,0.8263,1.1979
9068,1.1256,0.8175,1.2026,1.1244,1.0921,1.1787
9069,1.0509,0.7296,1.1201,1.0317,1.1464,0.9698
9070,0.9864,0.7726,0.8823,1.1435,1.0333,1.2606
9071,1.1045,0.8003,0.549,0.9585,1.068,0.949
9072,1.1052,0.9544,0.6895,0.9832,1.0597,0.997
9073,1.114,0.947,0.8232,0.9235,0.9195,0.976
9074,0.9988,0.7624,0.8235,0.8488,0.6307,1.1453
9075,0.8116,0.8321,0.8831,0.8228,0.7145,1.2443
9076,0.9093,0.8166,0.972,0.8319,0.7445,0.6247
9077,0.9014,0.7215,1.0711,0.904,0.8314,0.8101
9078,0.8995,0.868,1.111,1.0029,0.8285,0.7826
9079,1.1195,1.1203,1.0024,1.1275,1.0043,1.1221
9080,1.1286,0.929,0.6448,1.1726,1.0318,0.6491
9081,1.1722,0.9298,0.9447,1.1556,1.0215,1.0287
9082,1.0351,1.0852,0.9508,1.1431,1.0837,0.7519
9083,1.1951,1.1473,0.7302,1.1735,0.8271,0.9208
9084,0.8373,1.1473,1.016,0.889,0.9445,0.8684
9085,1.1066,1.1647,1.0189,1.1421,1.1531,0.7768
9086,0.9354,0.8062,0.9794,1.1894,1.1176,0.5932
9087,1.1158,0.6638,0.9921,1.1894,1.0975,0.7501
9088,0.7622,0.861,1.1068,0.8361,1.0357,0.8249
9089,1.1179,0.8573,1.0877,1.2865,0.8436,0.8793
9090,1.184,1.0834,0.8951,0.9649,1.1485,0.8075
9091,1.184,0.9136,0.9591,1.2444,0.6636,0.8454
9092,0.9886,1.0604,1.2029,0.9612,0.8484,0.9172
9093,0.8723,1.0547,1.2199,1.0202,0.9075,0.9964
9094,0.9564,1.0953,1.2063,1.0184,1.026,1.0168
9095,1.1403,0.8813,1.2258,1.1584,0.9241,0.8212
9096,1.1742,0.9087,1.2227,1.183,1.0566,0.9747
9097,1.198,0.9236,0.8154,1.1267,0.9015,0.9118
9098,1.1031,1.1308,0.7241,0.6723,0.9407,0.9329
9099,0.9842,1.1292,0.7199,1.0821,1.1085,0.8954
9100,1.0217,1.0935,1.1278,0.9963,1.1085,0.6726
9101,0.9479,0.9434,1.1266,0.9587,1.1085,0.9647
9102,0.8701,1.1046,1.1368,0.8342,0.7278,0.7137
9103,1.0234,1.1227,0.9474,0.9384,0.913,0.9839
9104,0.9935,1.0608,1.0746,0.9461,0.9873,0.8335
9105,0.8645,0.9696,0.8303,1.1037,1.041,0.7831
9106,0.889,1.0642,0.7499,1.0096,0.8932,0.8606
9107,0.9454,0.9854,0.7902,0.7406,0.9146,1.0373
9108,1.0722,0.9477,0.9336,1.1029,0.9151,1.0051
9109,0.9683,0.9164,1.1071,0.8588,0.8799,0.7518
9110,1.0068,0.9107,0.8667,1.0202,0.8252,0.8074
9111,0.5134,0.7797,1.1599,1.1023,0.7913,0.9266
9112,0.4057,0.8492,0.9963,1.0303,0.8323,1.1142
9113,0.7452,0.803,1.1402,0.7349,1.0734,1.1931
9114,0.6926,0.6229,1.1917,1.0378,0.9543,0.9942
9115,0.5668,0.8594,1.2035,0.8077,0.8403,1.1767
9116,1.0097,0.7359,1.1814,0.8455,0.6632,0.9889
9117,1.0447,0.4313,1.167,0.9528,0.9213,0.9867
9118,0.9672,0.7596,0.9554,0.9441,0.7597,0.7616
9119,0.884,0.7903,1.1261,1.0625,0.9249,0.9246
9120,1.0078,0.8864,1.1602,1.2209,0.8263,1.1066
9121,1.2024,0.8415,1.0627,1.2201,1.1368,1.0933
9122,1.2178,0.9422,0.91,0.7904,1.1089,1.1864
9123,1.2178,0.9012,1.1481,1.1156,0.813,0.8695
9124,1.2061,0.7506,0.8481,1.0172,0.7859,1.2
9125,0.9884,0.919,0.907,1.1218,1.0566,1.1313
9126,1.1719,1.1108,1.0993,1.0864,1.1169,0.7983
9127,1.1644,1.1108,0.805,0.8335,0.8974,0.9885
9128,1.1828,1.1108,1.1128,0.9647,0.9477,0.9315
9129,1.1335,1.0784,1.1127,1.0387,1.1125,0.728
9130,1.1491,1.0465,1.1128,1.0338,0.8432,1.0372
9131,0.9407,0.8676,1.0955,1.0201,1.1795,0.9834
9132,1.1934,0.6403,0.6634,0.9361,0.6328,1.0104
9133,1.1186,0.8156,0.8366,0.7884,1.1039,1.0446
9134,1.1186,0.9637,1.1691,0.5613,1.1869,0.7989
9135,1.1186,0.7445,1.1178,0.3964,1.0232,1.0561
9136,0.8387,0.913,0.9898,0.8721,1.1747,1.0164
9137,1.1711,0.99,0.8677,0.9677,0.9398,1.1425
9138,0.9257,0.9273,1.1803,0.9412,0.9475,1.1426
9139,1.1067,0.8487,1.1931,0.8706,0.9674,1.1426
9140,0.9161,0.8569,1.1902,0.9279,0.9778,1.1426
9141,1.0176,0.7184,1.1929,0.8847,0.8865,0.857
9142,1.2661,0.6861,1.1403,0.9726,1.0748,0.7851
9143,0.7918,0.8626,1.0352,0.8706,0.9883,1.1656
9144,1.2645,0.9489,1.0881,0.6802,1.0967,0.8625
9145,1.1221,0.7604,0.8201,1.0141,0.8133,1.2446
9146,1.0643,0.8998,0.8571,1.0244,0.7375,0.9261
9147,1.0606,0.9628,0.6801,1.0092,0.9404,1.1419
9148,1.0287,0.9701,0.8557,0.8841,1.0945,1.1106
9149,1.0726,0.8973,0.8008,1.0531,1.125,1.0885
9150,1.05,1.0519,0.6453,1.0503,0.9176,1.0179
9151,0.7627,0.9252,0.5892,0.9765,0.787,0.9815
9152,0.9631,0.8683,0.5514,0.8851,0.5781,1.092
9153,0.9674,0.8239,0.3502,0.8421,1.0672,0.8419
9154,0.8895,0.8095,0.6748,0.9176,0.9066,1.1155
9155,1.1006,0.4216,0.7322,1.0293,0.9156,1.2491
9156,1.1074,0.4956,1.1775,0.895,1.1122,1.211
9157,0.7961,0.6163,1.0481,1.0363,0.936,0.953
9158,1.007,0.8935,0.8906,1.0521,1.0515,0.65
9159,1.0878,1.061,0.8649,0.8041,1.0692,0.9183
9160,0.9897,0.796,0.8386,1.0331,1.1311,1.226
9161,1.1525,0.7811,1.1526,0.8618,0.9381,0.8342
9162,1.0955,0.8666,1.1346,0.7693,1.1597,1.176
9163,0.9522,0.9769,0.8603,0.5234,0.9899,0.9978
9164,1.1694,0.9179,0.8487,0.8664,1.1062,0.9529
9165,0.8691,0.8534,0.8798,0.8876,1.0625,1.1807
9166,1.2172,0.832,0.9156,0.7338,1.1352,0.95
9167,1.2045,0.9589,0.9055,0.5773,1.0064,1.1044
9168,1.1273,0.8036,0.8765,0.7612,1.1085,0.9752
9169,0.9886,0.9979,0.8115,0.5138,0.8927,0.9683
9170,1.2019,1.1126,0.6495,0.8876,0.8078,1.0699
9171,1.0505,1.0971,0.7423,0.8081,1.0808,1.0669
9172,0.9955,0.9887,0.5889,1.0329,0.9764,0.953
9173,1.1737,1.0678,0.6651,0.961,1.0021,0.9158
9174,1.0073,1.0327,0.9004,1.0638,0.9514,1.0773
9175,0.8465,0.9968,0.82,1.0948,0.7301,1.08
9176,0.9199,0.7624,0.6196,1.0589,0.8818,1.0667
9177,1.2121,0.9098,0.4416,0.9937,0.7336,1.0356
9178,1.2028,1.0935,0.5577,1.0933,0.7659,0.9756
9179,1.1317,1.1007,0.2377,1.1948,0.8455,0.8311
