tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
21000,5,385.3,12649.3,72.6,1286.2,13224.0
21000,6,398.0,13129.5,102.9,1283.4,12940.4
21600,1,409.6,13587.6,40.2,1215.5,13371.3
21600,2,395.4,13038.0,56.1,1275.3,13636.2
21600,3,400.0,13313.2,67.5,1256.7,13533.9
21600,4,405.4,13554.5,82.1,1242.5,13410.9
21600,5,396.1,13020.8,80.3,1315.0,13601.6
21600,6,408.7,13496.6,110.7,1328.7,13316.5
22200,1,420.8,13974.4,40.5,1243.3,13743.5
22200,2,406.1,13384.6,58.5,1326.4,14021.6
22200,3,410.0,13645.0,69.0,1329.8,13933.2
22200,4,416.4,13935.6,82.6,1282.3,13792.2
22200,5,407.5,13389.7,81.8,1342.8,13972.1
22200,6,420.1,13864.0,112.6,1372.1,13685.9
22800,1,433.2,14355.4,40.5,1264.7,14096.1
22800,2,417.1,13755.3,58.5,1357.5,14402.7
22800,3,421.1,14019.8,69.0,1365.1,14312.5
22800,4,428.0,14316.7,82.6,1310.0,14160.8
22800,5,419.1,13752.2,81.8,1371.1,14338.9
22800,6,431.0,14253.5,112.6,1410.2,14069.7
23400,1,445.1,14744.1,40.5,1288.0,14461.1
23400,2,427.8,14136.1,58.5,1388.4,14791.7
23400,3,432.7,14391.8,69.0,1394.2,14680.7
23400,4,440.0,14695.9,82.6,1333.9,14521.1
23400,5,430.8,14122.7,81.8,1393.5,14704.9
23400,6,442.7,14651.3,112.6,1427.7,14433.6
24000,1,456.8,15122.3,40.5,1319.5,14827.6
24000,2,439.0,14497.9,58.5,1421.8,15163.5
24000,3,443.8,14761.1,69.0,1430.2,15055.0
24000,4,451.2,15077.3,82.6,1372.3,14899.1
24000,5,441.9,14484.2,81.8,1430.2,15082.9
24000,6,453.7,15015.6,112.6,1478.6,14814.3
24600,1,468.6,15491.3,40.5,1349.9,15188.5
24600,2,450.4,14879.3,58.5,1439.5,15536.0
24600,3,455.4,15140.2,69.0,1458.1,15428.3
24600,4,463.1,15448.4,82.6,1402.8,15259.7
24600,5,452.7,14846.6,81.8,1469.3,15463.3
24600,6,465.4,15380.1,112.6,1519.6,15183.0
25200,1,480.2,15876.3,40.5,1375.8,15555.0
25200,2,461.9,15247.4,58.5,1466.0,15907.6
25200,3,466.7,15522.3,69.0,1481.8,15799.2
25200,4,474.7,15823.6,82.6,1434.2,15625.7
25200,5,464.1,15228.6,81.8,1491.6,15842.3
25200,6,477.0,15774.5,112.6,1544.0,15549.5
25800,1,492.2,16262.1,40.5,1398.6,15918.1
25800,2,473.0,15612.1,58.5,1493.8,16284.1
25800,3,478.8,15889.3,69.0,1505.3,16156.9
25800,4,486.1,16186.7,82.6,1476.1,16000.7
25800,5,475.0,15602.1,81.8,1518.9,16215.7
25800,6,488.6,16145.0,112.6,1580.1,15916.5
26400,1,503.9,16631.0,40.5,1435.6,16286.0
26400,2,484.5,15975.5,58.5,1522.8,16656.2
26400,3,490.1,16282.4,69.0,1526.9,16534.8
26400,4,497.4,16550.2,82.6,1516.0,16369.2
26400,5,486.1,15981.0,81.8,1546.2,16599.1
26400,6,499.9,16492.0,112.6,1636.5,16291.9
27000,1,515.4,17009.3,40.5,1466.6,16653.6
27000,2,495.1,16331.1,58.5,1567.7,17040.4
27000,3,501.1,16663.1,69.0,1560.8,16915.3
27000,4,508.1,16886.9,82.6,1584.9,16758.3
27000,5,497.4,16358.7,81.8,1571.4,16973.6
27000,6,510.3,16845.7,112.6,1702.1,16683.7
27600,1,526.9,17388.9,40.5,1497.7,17024.6
27600,2,506.1,16703.2,58.5,1600.9,17422.4
27600,3,512.3,17015.5,69.0,1602.0,17286.0
27600,4,519.6,17272.2,82.6,1613.3,17127.8
27600,5,508.9,16742.7,81.8,1589.4,17342.4
27600,6,521.6,17215.9,112.6,1745.9,17057.1
28200,1,538.4,17760.3,40.5,1532.0,17394.0
28200,2,516.8,17070.9,58.5,1637.7,17806.8
28200,3,523.9,17394.8,69.0,1626.9,17655.7
28200,4,532.1,17649.6,82.6,1634.1,17479.6
28200,5,520.4,17115.2,81.8,1614.2,17714.3
28200,6,533.6,17599.8,112.6,1774.3,17418.7
28800,1,550.1,18132.0,40.5,1564.2,17761.2
28800,2,528.3,17449.3,58.5,1656.9,18179.1
28800,3,535.1,17772.4,69.0,1653.5,18030.5
28800,4,543.4,18025.0,82.6,1668.7,17850.5
28800,5,531.8,17486.6,81.8,1640.9,18085.2
28800,6,545.2,17987.5,112.6,1803.7,17786.9
