tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
22200,6,324.5,11781.1,2737.7,2289.3,12975.2
22200,7,308.9,10992.2,3437.0,2136.2,12586.5
22200,8,296.3,10820.2,4531.2,2143.6,11748.8
22800,1,357.3,12713.8,1227.9,2604.1,14429.5
22800,2,346.8,12292.0,1410.8,2486.7,14454.3
22800,3,344.7,12387.7,1719.5,2465.3,14187.0
22800,4,345.4,12394.0,1991.1,2454.3,13906.7
22800,5,332.2,11768.1,2396.3,2408.8,13768.6
22800,6,333.7,12101.8,2782.5,2360.7,13345.4
22800,7,318.4,11319.6,3496.5,2179.3,12939.2
22800,8,305.0,11117.7,4588.1,2224.5,12114.3
23400,1,367.5,13099.6,1236.2,2642.6,14816.9
23400,2,357.4,12632.5,1423.3,2536.8,14832.3
23400,3,354.2,12727.2,1727.7,2539.6,14592.5
23400,4,355.6,12763.3,2003.1,2498.8,14287.1
23400,5,342.0,12100.7,2419.7,2466.3,14143.4
23400,6,342.9,12437.8,2815.0,2426.6,13727.8
23400,7,327.5,11660.8,3523.1,2236.1,13326.9
23400,8,314.3,11471.8,4620.6,2287.6,12492.8
24000,1,378.1,13474.0,1248.2,2681.4,15191.5
24000,2,367.5,12997.8,1433.9,2577.1,15220.5
24000,3,363.6,13061.3,1742.9,2607.8,14986.3
24000,4,366.1,13135.8,2020.1,2537.2,14659.0
24000,5,352.7,12463.6,2440.6,2497.1,14510.3
24000,6,352.9,12785.9,2836.5,2492.6,14111.1
24000,7,337.7,12015.8,3542.1,2279.8,13705.6
24000,8,324.8,11838.3,4647.6,2336.9,12859.3
24600,1,388.5,13844.2,1258.2,2729.5,15575.0
24600,2,377.1,13367.3,1446.0,2621.9,15612.3
24600,3,374.2,13411.5,1752.2,2663.0,15366.9
24600,4,377.0,13501.7,2038.1,2574.1,15026.2
24600,5,362.6,12814.6,2462.8,2542.1,14886.9
24600,6,362.4,13140.9,2859.1,2554.4,14495.2
24600,7,347.2,12373.0,3565.4,2330.8,14091.6
24600,8,334.5,12204.3,4693.0,2376.7,13217.1
25200,1,399.5,14212.4,1266.5,2767.6,15944.5
25200,2,387.0,13720.8,1452.0,2676.5,16010.2
25200,3,384.6,13760.5,1758.5,2718.0,15752.8
25200,4,387.8,13863.9,2057.4,2610.9,15388.4
25200,5,372.3,13182.6,2480.2,2584.3,15276.2
25200,6,372.9,13495.1,2873.8,2610.2,14870.6
25200,7,357.5,12723.7,3584.5,2372.7,14468.0
25200,8,345.1,12572.9,4714.0,2424.8,13589.5
25800,1,410.0,14590.3,1275.9,2812.9,16328.2
25800,2,396.9,14074.1,1463.2,2727.7,16401.9
25800,3,394.8,14122.8,1769.6,2763.1,16135.0
25800,4,399.1,14232.1,2067.2,2646.6,15755.4
25800,5,382.0,13525.1,2490.3,2644.8,15670.5
25800,6,383.4,13864.0,2897.3,2650.5,15239.4
25800,7,367.6,13081.9,3608.6,2413.6,14841.9
25800,8,354.9,12926.0,4741.0,2483.3,13962.2
26400,1,419.7,14959.5,1290.5,2863.2,16717.5
26400,2,406.8,14434.9,1472.5,2769.8,16792.1
26400,3,405.7,14492.2,1782.0,2799.1,16509.4
26400,4,409.4,14603.5,2078.5,2687.7,16135.2
26400,5,392.4,13878.8,2506.3,2685.4,16051.2
26400,6,394.0,14222.7,2922.1,2689.9,15599.5
26400,7,377.6,13429.4,3638.3,2453.8,15209.4
26400,8,365.5,13293.2,4779.0,2518.5,14313.2
27000,1,430.2,15331.1,1312.7,2899.5,17086.3
27000,2,416.9,14781.6,1487.6,2819.7,17175.8
27000,3,415.7,14853.9,1796.9,2848.6,16891.4
27000,4,419.2,14974.6,2096.1,2736.8,16521.1
27000,5,402.7,14238.3,2529.8,2719.3,16422.2
27000,6,403.9,14579.1,2950.8,2742.0,15973.8
27000,7,387.9,13762.4,3685.7,2495.4,15562.3
27000,8,375.5,13639.9,4821.0,2572.1,14673.3
27600,1,441.4,15684.8,1328.7,2937.4,17444.6
27600,2,426.9,15138.0,1497.8,2866.7,17566.5
27600,3,425.9,15219.1,1817.3,2886.3,17267.5
27600,4,429.7,15341.0,2113.9,2778.0,16895.9
27600,5,412.1,14599.9,2562.9,2757.2,16795.4
27600,6,414.1,14924.7,2986.5,2787.9,16332.7
27600,7,397.7,14105.7,3715.8,2543.7,15936.3
27600,8,385.8,13996.5,4853.7,2615.8,15034.0
28200,1,451.2,16037.9,1349.7,3001.7,17830.9
28200,2,436.4,15472.1,1519.8,2928.6,17957.2
28200,3,435.4,15557.3,1852.8,2947.6,17645.7
28200,4,439.2,15677.5,2153.6,2839.0,17265.7
28200,5,421.8,14933.9,2598.7,2815.2,17168.5
28200,6,423.9,15258.4,3018.7,2858.2,16706.6
28200,7,407.1,14436.7,3763.9,2591.8,16297.8
28200,8,395.3,14343.3,4932.7,2646.9,15359.9
28800,1,461.1,16393.9,1374.3,3049.3,18204.5
28800,2,446.2,15819.6,1544.9,2978.7,18334.1
28800,3,444.9,15909.2,1890.9,2989.9,18014.4
28800,4,448.7,16010.4,2185.0,2905.6,17642.9
28800,5,431.6,15276.2,2635.5,2862.6,17537.5
28800,6,433.6,15604.1,3069.8,2907.9,17062.2
28800,7,415.6,14758.6,3815.6,2664.9,16677.5
28800,8,404.4,14676.7,5010.3,2698.0,15706.6
