tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
600,1,10.3,389.2,20.7,30.6,376.1
600,2,10.6,363.4,36.7,16.3,354.5
600,3,9.9,377.1,42.9,20.4,360.1
600,4,10.1,366.6,67.4,15.0,333.7
1200,1,21.4,765.7,20.9,68.7,755.1
1200,2,20.3,729.1,37.0,64.8,758.3
1200,3,20.4,749.0,42.9,65.5,753.0
1200,4,19.2,715.0,67.6,91.0,747.3
1800,1,33.0,1170.3,20.9,81.8,1120.6
1800,2,30.3,1101.2,37.0,105.3,1158.5
1800,3,30.8,1123.5,42.9,108.6,1143.7
1800,4,30.8,1120.7,67.6,106.5,1120.5
2400,1,44.4,1581.7,20.9,95.3,1494.7
2400,2,41.9,1489.3,37.0,118.2,1530.0
2400,3,42.1,1532.2,42.9,118.7,1519.6
2400,4,42.0,1525.2,67.6,123.4,1493.4
3000,1,55.2,1974.7,20.9,127.7,1874.3
3000,2,52.1,1894.1,37.0,135.9,1924.6
3000,3,52.9,1926.4,42.9,141.7,1901.8
3000,4,53.8,1925.8,67.6,140.2,1860.8
3600,1,66.7,2367.8,20.9,154.9,2247.7
3600,2,63.4,2279.7,37.0,152.0,2299.3
3600,3,64.4,2328.3,42.9,153.6,2274.1
3600,4,64.5,2330.2,67.6,166.2,2243.2
4200,1,78.2,2773.5,20.9,172.1,2616.4
4200,2,74.0,2666.8,37.0,175.9,2684.9
4200,3,74.9,2722.6,42.9,180.3,2659.3
4200,4,75.6,2725.5,67.6,193.4,2623.3
4800,1,90.0,3176.1,20.9,187.5,2983.3
4800,2,85.0,3067.9,37.0,185.8,3062.9
4800,3,86.2,3131.2,42.9,190.1,3035.3
4800,4,86.8,3143.2,67.6,206.5,3000.8
5400,1,101.5,3585.3,20.9,201.6,3353.3
5400,2,95.9,3430.3,37.0,222.9,3445.5
5400,3,97.5,3527.2,42.9,210.9,3410.9
5400,4,97.8,3542.4,67.6,231.4,3379.4
6000,1,112.6,4002.1,20.9,215.6,3730.4
6000,2,107.1,3816.0,37.0,243.4,3825.1
6000,3,108.7,3923.1,42.9,227.7,3784.6
6000,4,108.9,3954.9,67.6,244.9,3755.2
6600,1,124.3,4395.9,20.9,232.2,4095.8
6600,2,117.5,4228.1,37.0,255.0,4216.2
6600,3,119.7,4337.6,42.9,238.7,4166.2
6600,4,120.5,4369.4,67.6,253.5,4125.7
7200,1,136.3,4795.8,20.9,244.6,4455.3
7200,2,128.4,4616.0,37.0,274.9,4595.6
7200,3,131.0,4739.1,42.9,251.3,4539.0
7200,4,132.0,4783.4,67.6,263.3,4496.1
7800,1,148.3,5204.4,20.9,255.0,4820.5
