tick,agent_1,agent_2,agent_3,agent_4
175,1.0243,0.4711,0.9739,1.0728
176,1.0625,0.5448,1.1062,1.0744
177,1.0331,0.5668,1.2082,0.8349
178,0.9847,0.0972,1.2138,0.965
179,0.8734,0.3231,1.1493,0.8982
180,0.9609,0.6163,0.999,1.0
181,0.9267,1.1184,0.9293,1.208
182,1.0842,0.8908,1.1565,0.9396
183,1.065,1.1368,1.2076,1.1285
184,1.049,1.1367,0.9818,1.1321
185,0.8776,1.1364,1.1742,1.1321
186,1.1055,0.9202,0.9957,0.8101
187,1.0893,0.8843,1.0798,1.1912
188,1.09,0.8635,1.1724,1.1592
189,0.9515,0.8894,1.1819,1.0516
190,1.0903,1.0965,1.1823,1.0671
191,1.2203,1.1287,1.1721,0.9354
192,1.0488,0.9723,1.1638,0.7586
193,1.1875,1.1296,0.9326,1.0348
194,1.1879,1.0969,0.9526,0.8922
195,1.1372,1.0767,1.0032,0.8874
196,1.0138,0.9742,0.8709,1.0872
197,1.114,0.8644,0.5789,0.8732
198,0.9947,1.0677,0.9013,1.1406
199,0.9054,1.0183,0.9363,1.1044
200,0.7182,0.7981,0.8998,1.0821
201,1.0699,1.0571,0.751,1.0732
202,0.8319,0.8267,0.5821,1.1588
203,0.835,0.9321,1.1733,1.2018
204,1.145,0.7341,1.1029,0.8741
205,0.8221,0.938,0.9438,1.2469
206,0.9915,0.8137,1.1539,1.2469
207,1.0783,0.9391,1.1723,1.2456
208,0.7785,0.9098,1.113,0.6294
209,1.1536,1.0071,1.1124,1.0434
210,1.2107,1.1134,0.8391,1.2187
211,1.1887,1.0896,1.1613,0.9135
212,1.2314,0.9085,1.0425,1.0763
213,1.2348,0.8775,0.8788,1.2068
214,1.2121,1.024,1.1819,1.0559
215,1.2346,1.1451,1.1664,1.1784
216,1.1479,0.9169,0.9363,1.1655
217,1.18,1.1356,1.1531,1.1226
218,1.1551,1.1356,0.9127,1.1358
219,1.2398,0.9277,1.1625,1.1812
220,1.1903,1.174,1.154,0.9233
221,0.7983,1.1681,1.0757,1.0125
222,0.8727,0.7393,0.9379,1.0186
223,0.9852,1.1147,0.616,0.9951
224,0.8804,1.1146,1.1744,1.2079
225,0.745,0.8432,0.783,1.2079
226,0.6825,1.0245,1.2176,1.0361
227,0.5896,1.1057,0.9132,1.1915
228,0.4866,1.0789,0.8566,1.0425
229,0.3294,0.9551,0.9503,1.171
230,0.6285,0.9319,0.9812,0.8991
231,0.8784,1.0166,1.1422,1.1422
232,0.6962,0.9059,0.8573,1.1305
233,0.8777,1.1814,0.972,1.1563
234,0.9731,1.1814,1.1376,1.0983
235,0.9781,1.1957,1.163,1.1272
236,0.9903,1.1019,1.1626,1.191
237,0.892,1.1748,1.183,1.1912
238,0.9219,1.2202,1.0519,1.1868
239,0.9097,0.9762,1.1865,0.8897
240,0.6418,1.0131,1.1867,0.8713
241,0.9472,0.9423,1.1229,1.2037
242,0.6436,1.1215,1.1759,1.2478
243,0.9361,1.0937,1.1867,1.2478
244,0.9405,0.9993,1.1764,1.2478
245,0.9386,0.8773,1.0378,0.9328
246,0.6933,0.9454,1.1621,1.2124
247,0.8455,0.8658,0.8046,1.2124
248,1.0667,0.6973,0.9297,0.9339
249,0.7718,1.1001,0.6957,0.9839
250,1.2559,1.0014,0.7536,1.2176
251,0.8972,0.819,0.7569,1.0078
252,1.0771,1.1067,0.7511,1.0218
253,1.0915,1.1272,0.8006,1.1858
254,1.1207,1.0972,0.8989,1.1304
255,1.127,1.1272,0.8277,0.7963
256,1.0311,0.8313,0.7191,1.1252
257,0.9302,0.5942,0.6998,0.9269
258,0.8936,0.8474,0.8843,0.8787
259,0.9769,0.9045,0.8768,0.9021
260,0.9552,1.1362,0.9134,1.0069
261,1.1209,1.1368,1.1807,1.0162
262,1.1194,0.9749,1.1812,1.0241
263,1.1328,1.1443,1.1812,1.2037
264,1.0924,1.0575,0.9845,1.2037
265,1.167,1.0165,1.1897,1.2405
266,1.174,0.8351,1.0195,1.2405
267,1.0222,1.0103,1.1456,1.1692
268,0.9311,1.1898,0.9186,1.1899
269,0.9731,1.1898,1.1096,0.9203
270,0.9276,1.1888,1.1806,1.1583
271,1.1247,1.0627,1.0062,0.7652
272,1.1792,0.9018,1.1987,1.1529
273,1.0107,1.1136,1.1865,1.0063
274,1.1018,0.8854,1.0765,1.1441
275,1.1717,0.9942,1.1293,0.998
276,1.0069,1.1424,1.1252,1.1994
277,1.0729,0.809,1.0634,0.9654
278,1.2529,1.0964,0.9669,0.9569
279,1.2603,0.9781,0.5488,1.2002
280,1.0368,0.9839,1.0185,1.1968
281,1.2312,1.0813,1.0115,1.2332
282,1.2271,1.0784,1.0091,1.2214
283,1.133,0.9783,0.9654,0.9211
284,0.6179,0.9087,0.8467,0.9169
285,1.1256,1.078,0.9453,1.1202
286,1.1853,0.719,0.984,1.1253
287,0.7883,0.9312,1.1746,1.1115
288,1.0646,1.0595,1.1746,0.9989
289,0.5447,0.9264,0.9774,0.847
290,0.762,0.9869,1.084,0.7156
291,0.8689,1.1208,0.8742,0.7181
292,0.383,1.0898,1.0474,0.5554
293,0.7845,0.8889,1.1341,0.6829
294,0.6996,0.9606,1.1933,1.2181
295,1.2615,0.9635,1.2021,1.0636
296,1.0641,0.9681,1.1777,0.9528
297,1.1741,0.8389,0.9428,0.5884
298,1.0489,0.8638,1.1691,0.8367
299,1.2267,1.0134,1.1259,1.1464
300,1.1673,0.9467,0.8917,1.1752
301,1.0853,0.8205,0.9771,1.0796
302,1.1391,0.7521,0.8318,0.9724
303,1.1012,0.9512,0.7837,0.8089
304,0.9512,0.9552,1.0873,0.9601
305,1.2093,1.0883,1.0901,0.8467
306,1.1196,0.6949,1.0638,0.9954
307,1.0564,0.606,1.1293,0.9715
308,1.0999,0.1523,1.1114,0.7761
309,0.9895,0.2763,1.0422,0.8777
310,1.1454,0.0098,1.0935,0.9651
311,1.1615,1.1694,0.9268,1.1674
312,1.0943,1.1778,1.1481,1.1704
313,0.983,1.1778,0.9841,1.1667
314,0.7883,0.4759,1.1553,1.1901
315,0.6453,0.9325,0.9537,1.1916
316,0.4842,0.9338,1.1631,1.2072
317,0.7997,1.1117,1.1512,0.9662
318,0.5226,0.9613,0.9939,1.2029
319,0.4493,1.1362,1.2403,0.9762
320,0.8876,1.0109,0.9999,1.1863
321,0.8739,1.1144,1.2225,1.0569
322,0.8713,1.1274,1.2225,1.2193
323,1.0856,1.1051,1.222,1.2087
324,0.8012,0.9479,1.0709,0.8898
325,1.1352,0.957,1.2112,1.1768
326,1.1583,1.0584,1.2114,0.9993
327,1.1583,1.0879,0.6537,1.1556
328,0.9975,1.0853,1.0723,1.0955
329,1.1375,0.9805,1.0419,1.0505
330,1.1249,1.042,0.8917,1.176
331,1.151,1.0032,1.1166,1.1846
332,0.9813,1.061,1.0725,1.1846
333,1.1259,1.0886,0.9493,0.9876
334,1.0371,0.7757,0.9091,1.1892
335,0.8568,1.0499,0.7542,1.1892
336,1.0143,0.8934,1.0177,0.9904
337,1.0662,0.8231,1.0994,1.1435
338,1.0579,0.8098,0.9578,0.9234
339,0.8954,0.9374,0.9661,1.0378
340,0.8404,0.9749,1.1861,1.1307
341,1.0626,0.9588,1.1846,0.9318
342,0.9101,0.9346,1.2178,1.1053
343,1.1331,0.9224,1.0008,1.139
344,1.2027,0.8508,1.0875,0.8203
345,1.1493,0.8122,0.8712,1.0182
346,0.9436,0.7869,0.9882,0.985
347,0.6518,0.7646,0.9499,1.0048
348,0.7712,0.7864,0.9702,0.6519
349,0.8498,0.3986,1.1944,1.0862
350,1.0034,0.8358,1.1101,1.2984
351,0.86,0.9806,1.1656,1.082
352,1.0301,0.9518,0.7008,1.0891
353,0.8918,0.8034,1.0323,1.1048
354,0.9179,0.878,1.1256,0.8971
355,0.7516,1.1413,1.13,1.1468
356,0.8099,1.1411,1.1968,1.1725
357,0.9939,1.1342,1.1961,1.1725
358,0.9339,1.1272,0.9811,1.1186
359,1.0046,1.0389,0.9939,1.1042
360,0.9873,1.0625,1.1019,0.9137
361,0.9627,1.0215,1.0867,1.1377
362,0.9695,1.0892,0.9015,1.1272
363,0.7647,1.0558,0.8421,1.0531
364,0.7014,0.9472,1.1165,1.0704
365,0.811,1.0852,0.9318,0.9333
366,1.0031,1.0311,1.1166,0.9941
367,0.8129,1.1107,1.1166,1.1666
368,0.9844,0.9198,1.1166,0.9921
369,0.9834,1.0909,0.7444,1.1745
370,0.9897,0.9233,1.1459,1.0204
371,0.722,0.8025,1.0755,1.1089
372,1.0082,0.8445,1.0703,1.1679
373,0.9715,0.9152,1.0745,1.1931
374,0.7778,0.9109,1.071,1.2269
375,1.0446,0.6762,1.1196,1.1633
376,0.894,0.7735,1.1274,1.1545
377,0.8169,0.8582,1.0455,1.1356
378,0.7701,0.9236,0.6932,1.1486
379,1.0228,0.8682,0.6865,1.0457
380,1.0469,0.8037,0.4903,1.0681
381,1.0515,0.8365,0.6617,1.1991
382,1.0731,1.0414,0.6901,1.1625
383,0.9153,0.7973,0.4079,1.1642
384,1.0807,0.8195,0.3258,0.8997
385,1.0849,0.6196,0.5148,1.1603
386,0.8495,0.9272,0.7032,1.1601
387,0.9759,0.9755,0.7398,1.1741
388,0.834,0.9376,0.8679,1.2416
389,1.1749,0.7638,1.0204,1.2416
390,1.1102,0.9589,1.1178,1.2416
391,1.0485,0.884,1.0353,1.2416
392,1.1012,1.1897,1.1142,0.9184
393,1.1933,1.188,0.998,0.6726
394,1.1934,0.8749,1.03,0.75
395,1.1693,1.102,0.9247,0.8413
396,0.9862,1.1664,0.9098,1.0117
397,0.7375,1.077,0.907,1.0491
398,0.7087,0.8146,1.01,0.858
399,0.7635,0.8101,0.7396,1.1137
400,0.6732,1.1012,1.0422,1.1823
401,0.7835,0.6388,1.0706,1.1918
402,1.1631,0.9078,1.1931,1.1651
403,1.1897,0.988,1.1898,1.1471
404,1.1572,1.1099,1.1303,1.0476
405,1.1654,1.1367,1.1907,0.7768
406,0.9457,1.1544,1.1953,0.8956
407,1.0687,1.1499,1.1981,0.7897
408,0.9394,1.1545,1.1222,0.7492
409,1.2361,1.1219,1.1451,0.9025
410,1.2097,0.8383,1.0008,0.9141
411,1.1787,0.9012,1.1525,1.0732
412,1.1955,1.1221,0.8426,0.8763
413,0.9292,1.1221,1.1436,1.2136
414,1.121,1.1221,0.9817,1.1777
415,1.0428,0.8144,1.1337,1.19
416,0.8469,0.7386,1.0193,1.0937
417,0.8008,1.0793,1.0462,1.1094
418,0.614,1.0934,0.927,1.0085
419,0.9144,0.8274,0.9291,1.1992
420,0.8472,1.1279,0.9902,1.1043
421,1.0601,1.1405,0.952,0.8748
422,0.8805,0.9777,1.1429,0.9635
423,0.966,1.1342,1.173,0.8596
424,1.1919,1.1077,0.8903,1.2018
425,1.0074,0.9466,1.1478,1.2228
426,1.0525,1.1034,0.9253,1.085
427,1.0839,1.1278,0.734,0.9626
428,1.1923,1.0175,1.0364,0.8413
429,1.1395,1.1,1.0217,0.6761
430,0.9531,1.1042,1.0231,1.0155
431,1.1627,0.9128,1.1237,1.0623
432,1.0582,0.8928,1.0787,1.0816
433,0.9981,1.1088,1.0961,1.064
434,0.729,1.1088,1.0247,0.8218
435,1.1463,1.0918,1.0124,0.9239
436,0.9149,0.7992,0.9323,1.1622
437,1.159,1.1264,1.153,1.1791
438,1.1025,0.9965,1.1421,0.9434
439,0.9272,1.0514,1.1554,1.2182
440,1.1877,1.0575,1.1554,1.1921
441,0.9983,1.0452,1.1554,0.7739
442,1.163,0.959,1.1554,1.1579
443,1.1497,1.0742,1.1549,1.0862
444,1.044,1.0508,1.101,0.9979
445,1.063,0.9775,0.9388,1.0022
446,1.0877,1.0662,1.064,1.125
447,1.0675,1.1102,0.941,1.0495
448,1.1757,1.0197,0.978,1.2158
449,1.0716,0.694,0.9073,1.21
450,1.1734,1.0721,1.155,1.2228
451,1.1905,1.0714,1.1741,1.2216
452,1.1663,1.1151,1.0926,1.1907
453,1.2147,0.9419,1.1138,1.2256
454,1.2146,1.1377,1.0845,1.2256
455,1.2159,0.9752,1.1442,1.0214
456,1.0427,1.1139,1.1706,1.0541
457,1.1688,1.0164,1.1102,1.2045
458,1.0011,0.9563,1.0834,1.1456
459,0.9366,0.9549,0.9495,0.9454
460,1.1583,1.1118,1.1306,0.8508
461,0.9862,1.1123,0.8774,1.1234
462,1.1851,1.1773,1.1363,1.1669
463,1.1807,1.0278,0.919,0.9498
464,1.1388,1.151,1.0669,1.157
465,1.1234,1.1427,0.9489,1.1693
466,1.0385,1.143,1.1642,1.1693
467,1.0505,0.9506,1.1369,1.1282
468,1.0402,1.0918,0.9474,0.6208
469,0.7574,1.0236,1.1621,1.0541
470,1.0485,1.0883,1.1621,1.218
471,0.9987,0.974,1.139,0.9586
472,1.0881,0.6824,1.1513,1.0754
473,1.0438,1.0006,1.123,1.2209
474,1.0424,0.8755,0.9946,1.0729
475,1.0497,1.0782,0.5339,1.0874
476,1.1869,0.8885,1.0744,1.2144
477,1.1869,1.0349,0.8058,1.0789
478,1.14,0.9114,1.1317,1.1348
479,1.181,1.1185,0.7546,1.1839
480,1.1949,1.1309,1.1015,1.208
481,1.1949,0.8891,1.1135,1.1341
482,0.9193,1.0228,1.1173,1.1741
483,0.9728,1.1633,0.7983,1.1715
484,1.247,1.0895,1.0949,1.0887
485,1.1781,1.0252,0.8203,1.0105
486,0.8513,0.9745,0.8737,1.0731
487,0.9556,1.1519,1.0355,1.0963
488,0.8503,1.178,1.154,1.112
489,0.8667,1.178,1.1492,1.1181
490,0.6962,1.1157,1.0837,0.8395
491,0.8913,1.1697,0.8434,1.1146
492,0.5949,0.975,1.0556,1.032
493,0.8711,0.9514,0.9825,0.6225
494,1.1237,1.098,1.0484,1.1339
495,1.1807,1.0366,1.0163,1.2435
496,0.907,1.1584,0.8411,0.7747
497,1.2419,1.1603,1.1706,1.0076
498,1.1692,0.7737,1.2055,0.9427
499,1.1163,1.1427,0.8108,1.1172
500,1.12,1.136,1.1299,1.1604
501,1.1464,0.9124,0.939,1.0797
502,0.9315,0.9222,1.146,1.166
503,1.0355,1.0607,1.1437,1.1485
504,0.9257,0.9275,0.7638,1.0512
505,0.9936,0.9849,0.8925,1.1863
506,0.9884,1.0211,0.9247,1.0337
507,0.79,0.8409,0.7475,1.1811
508,0.8948,1.1422,0.8047,1.1852
509,0.8073,1.093,0.713,1.1017
510,0.9436,1.093,0.8414,1.095
511,0.7258,1.0311,0.7312,0.9693
512,0.7675,1.0295,0.8294,1.1844
513,0.7893,1.0924,0.8664,1.1391
514,0.7106,0.9028,0.8857,1.0736
515,0.6015,1.1065,0.799,1.0018
516,0.5669,1.0423,0.8263,1.0087
517,0.3603,0.9269,0.8863,1.0231
518,0.2496,0.8643,0.9209,0.7652
519,0.6168,0.7692,0.903,0.8223
520,0.6395,1.0685,0.7441,0.884
521,0.5628,1.1319,0.9148,0.9012
522,0.8387,1.133,0.7667,0.9824
523,0.8494,1.1188,0.7994,0.7894
524,0.7767,1.0724,0.7376,1.0281
525,0.8138,1.0763,0.7434,0.9559
526,0.8319,1.1213,0.7211,0.7163
527,0.8595,0.902,0.6911,0.8013
528,1.12,0.8032,0.8255,0.7941
529,0.972,0.8353,0.7327,0.7373
530,1.1013,0.8701,0.6751,0.8396
531,1.0984,0.9208,0.7258,1.0311
532,1.0927,0.9973,0.4533,1.0481
533,1.0603,1.019,0.7977,1.0882
534,1.044,1.0801,0.8568,1.21
535,0.8702,0.8716,0.9037,1.2298
536,0.771,0.3802,0.8271,0.9888
537,0.7151,0.7199,1.0598,0.8556
538,0.7868,0.65,1.052,0.9108
539,0.7936,0.8344,1.0148,1.1542
540,0.6909,0.6919,0.9966,0.9547
541,0.6228,0.5532,0.918,0.9748
542,0.5762,0.8272,0.8345,1.1756
543,0.5766,0.7521,1.0404,1.1276
544,0.5014,0.686,0.9494,0.8743
545,0.5357,0.7543,1.0029,0.8975
546,0.6984,0.9037,1.0276,1.2
547,0.7269,0.8549,1.0256,1.1752
548,0.5942,0.8083,0.9974,1.1752
549,0.9638,0.9265,0.9717,1.1752
550,0.7956,0.9311,0.9315,1.0977
551,1.0173,0.8695,0.8792,0.8852
552,1.0186,0.9161,0.7497,0.9911
553,0.971,0.9696,0.6728,1.0475
554,0.8806,0.8724,0.5334,1.0086
555,0.7497,0.9762,0.605,1.1812
556,0.4979,0.9142,0.7509,1.0389
557,0.9903,1.0038,0.8865,1.0182
558,0.7894,0.9779,0.7425,1.0819
559,0.8024,0.9376,0.8028,1.0391
560,0.9742,0.8561,0.9798,0.9903
561,0.9573,0.8216,0.8629,0.9848
562,0.9244,0.8395,0.8982,1.0534
563,0.9295,0.8275,1.0517,0.9517
564,0.9039,0.5874,1.0225,0.718
565,0.7981,0.7729,0.9085,0.7633
566,0.7615,0.7637,0.9891,0.6133
567,0.8237,0.7869,0.9831,0.628
568,0.7206,0.8514,0.9182,0.566
569,0.7768,0.7428,0.9197,0.5369
570,0.8837,0.8531,1.0016,0.5436
571,1.0412,0.7478,0.9118,0.5204
572,0.9048,0.9039,0.9528,0.6003
573,1.0813,0.66,0.831,0.6341
574,1.072,0.8924,0.4817,0.6078
575,1.1004,0.7944,0.7579,0.5351
576,1.1098,0.9349,0.8925,0.6958
577,1.0616,0.7202,0.892,0.6709
578,0.9825,0.9113,0.7147,0.6037
579,0.906,0.7386,0.9702,0.6187
580,0.8964,0.8837,0.7834,0.8009
581,1.0052,0.9583,0.705,0.7608
582,0.997,0.8416,1.0104,0.836
583,1.0012,0.599,0.8623,0.8748
584,1.0005,0.7073,0.7939,0.8558
585,0.8221,0.8146,0.9219,0.7824
586,0.9462,0.8317,0.9929,0.7882
587,0.9324,0.8403,1.0452,0.7481
588,0.5744,0.8293,0.9559,0.7527
589,1.0387,0.8177,0.9277,0.4102
590,0.9609,0.8154,0.9426,0.7484
591,0.9114,0.7787,1.0566,0.6314
592,1.0506,0.6729,1.0568,0.821
593,0.9986,0.9096,1.0568,0.8737
594,0.9959,0.7642,0.9879,0.8444
595,0.9945,0.7817,1.0164,0.741
596,0.857,0.9481,1.0108,0.9571
597,1.0312,0.9165,0.987,0.9112
598,1.0073,0.9557,0.9999,0.8267
599,1.0331,0.9167,1.0018,0.8591
600,0.8539,0.9055,0.8649,0.8802
601,0.9423,0.5218,0.7062,0.773
602,0.9064,0.9423,0.782,0.7613
603,0.9339,0.4042,0.7432,0.6958
604,1.0747,0.9211,0.3671,0.9131
605,1.0211,0.9405,0.7103,0.8991
606,0.9286,0.6987,0.6092,0.8085
607,1.0054,0.8444,0.7427,1.0707
608,0.9529,0.8943,0.9692,1.0617
609,0.9977,0.7741,0.8077,1.0665
610,0.909,0.9476,0.7249,0.9849
611,0.6531,0.9721,0.9418,0.8603
612,0.3705,0.9607,0.8643,0.8241
613,0.3773,0.826,0.935,0.8713
614,0.6208,0.996,0.9859,1.0165
615,0.8279,0.8873,1.0447,1.0377
616,0.9857,0.8792,1.022,0.984
617,0.8865,0.9757,0.7259,0.692
618,0.8553,0.9869,1.0046,0.777
619,0.8531,0.983,0.982,0.7566
620,0.6528,0.9711,0.953,0.6594
621,0.8188,0.9676,0.986,0.8656
622,0.6506,0.911,0.9848,0.8411
623,0.882,0.9154,0.9324,0.7132
624,0.905,0.7461,0.9973,0.8191
625,0.9187,0.8254,0.9507,0.8211
626,0.8439,0.9042,0.8045,0.6946
627,0.8719,0.9592,0.6097,0.8262
628,0.8435,0.9611,0.9729,0.5781
629,0.8287,0.9591,0.7939,0.8759
630,0.6353,0.9635,0.8772,0.9126
631,0.7909,0.9135,0.8519,0.8963
632,0.7746,0.9041,0.9771,0.8525
633,0.7244,0.6819,0.9035,0.8697
634,0.8621,0.7944,0.7954,0.657
635,0.7965,1.0022,0.6596,0.797
636,0.5452,0.8993,0.781,0.8272
637,0.6518,0.9488,0.5666,0.6803
638,0.7662,0.8504,0.9016,0.8211
639,0.7842,0.6399,0.8738,0.7094
640,0.7088,0.894,0.9658,0.7054
641,0.9055,0.7002,1.0271,0.6716
642,0.8434,0.7257,0.8948,0.5735
643,0.7912,0.7947,0.906,0.7997
644,0.8045,0.9212,0.8777,0.6548
645,0.7322,0.8694,0.9835,0.8865
646,0.8328,0.8753,0.9917,0.8907
647,0.8057,0.723,0.9258,0.7869
648,0.8251,0.5828,0.8637,0.9174
649,0.5042,0.9199,0.8032,0.7085
650,0.7163,0.9382,0.8071,0.9706
651,0.7187,0.8083,0.6374,1.0588
652,0.5301,0.7789,0.7697,0.9891
653,0.7674,0.9332,0.8672,1.0631
