episode,reward,picks_per_hour,dist_per_agent,congestion_rate,num_items,norm_picks,norm_distance,norm_congestion,lambda_base,beta,jobs_arrived,jobs_completed,aisle_width,centre_aisle_width,depot_count,depot_cols,shelf_start_row,shelf_end_row,cross_aisle_row,cross_aisle_on
1,0.742263895677191,269.3333333333333,2316.88508883257,0.044738400789733464,256,0.9090982874766658,0.2642082514036551,0.9756798350327369,0.08,0.3,289.3333333333333,269.3333333333333,2,3,3,"[8, 17, 26]",5,22,19,1
2,0.6475514205268438,240.66666666666666,2259.0891579511335,0.16053801930795097,336,0.7694992289586883,0.2951146991085247,0.8204181052666998,0.08,0.3,279.0,240.66666666666666,2,5,2,"[11, 23]",2,22,15,0
3,0.47591934955836446,148.33333333333334,1333.4946493446876,0.5059141702330004,272,0.31986040094148205,0.7900775423378187,0.35734491643643557,0.08,0.3,292.3333333333333,148.33333333333334,2,1,2,"[11, 23]",3,21,17,1
4,0.6195278885684272,221.66666666666666,2064.0087346378104,0.21938792956060865,304,0.676974271568866,0.3994342041225632,0.7415133646524962,0.08,0.3,272.3333333333333,221.66666666666666,2,1,2,"[11, 23]",5,23,8,0
5,0.6216135130459679,226.66666666666666,2252.2680633636114,0.17280569628919623,288,0.7013229445661877,0.29876228813329003,0.8039698580903113,0.08,0.3,294.0,226.66666666666666,2,1,1,[17],3,22,8,1
6,0.6022531911153279,215.66666666666666,2095.1277876637,0.22594547641320326,272,0.6477558639720801,0.38279325085298566,0.7327211416695206,0.08,0.3,281.3333333333333,215.66666666666666,2,5,1,[17],4,20,11,0
7,0.5895521777135286,202.0,1925.093535142233,0.2632612966601179,304,0.5812028244460676,0.4737192841125211,0.6826888628648801,0.08,0.3,301.6666666666667,202.0,2,5,4,"[7, 14, 21, 28]",2,22,7,1
8,0.726352824523005,265.6666666666667,2365.2119268470688,0.04996206373292868,252,0.8912425939452967,0.23836541317857624,0.9686760559646077,0.08,0.3,294.0,265.6666666666667,3,5,3,"[8, 17, 26]",3,23,22,0
9,0.60121269317938,209.33333333333334,2127.0382036569445,0.20108821870541788,272,0.6169142115088061,0.36572911522795304,0.7660492378958804,0.08,0.3,295.3333333333333,209.33333333333334,2,5,3,"[8, 17, 26]",5,23,8,1
10,0.5202927502975639,173.33333333333334,1516.8090684825918,0.43644211499922925,288,0.4416037659280903,0.6920499230533975,0.450491609007794,0.08,0.3,276.6666666666667,173.33333333333334,2,1,2,"[11, 23]",2,19,5,0
11,0.7184009920281762,261.0,2308.818930537365,0.06894556117134149,304,0.8685171658144631,0.26852163983304767,0.9432233758348073,0.08,0.3,279.6666666666667,261.0,2,3,2,"[11, 23]",4,22,9,0
12,0.6345657945175371,221.0,2306.0629698172615,0.11712744436952124,288,0.67372778183589,0.26999539334083844,0.8786221049112966,0.08,0.3,296.6666666666667,221.0,2,3,1,[17],4,23,9,1
13,0.7341286940542668,267.6666666666667,2369.486589235657,0.039632635951373806,264,0.9009820631442255,0.23607953201784368,0.9825255387641152,0.08,0.3,279.6666666666667,267.6666666666667,3,5,4,"[7, 14, 21, 28]",2,23,17,0
14,0.74289159484348,274.6666666666667,2253.4956145579868,0.0770575845487422,288,0.9350702053404757,0.2981058535674753,0.9323469429277366,0.08,0.3,304.0,274.6666666666667,2,3,2,"[11, 23]",2,19,19,0
15,0.5880248892339677,212.66666666666666,2084.676804294696,0.2474295190713101,288,0.633146660173687,0.3883819275302624,0.7039157823069574,0.08,0.3,289.0,212.66666666666666,2,5,2,"[11, 23]",6,23,22,0
16,0.4864333223749257,164.33333333333334,1639.375846775504,0.43839680329357633,352,0.3977761545329113,0.6265071821390724,0.44787080343332647,0.08,0.3,289.0,164.33333333333334,2,1,3,"[8, 17, 26]",2,23,21,0
17,0.49647748261898583,146.0,1600.2780094517275,0.3814235650970345,336,0.30849768687606527,0.6474148004816107,0.5242593410292076,0.08,0.3,280.3333333333333,146.0,2,5,1,[17],3,23,6,0
18,0.5027158608539612,163.33333333333334,1511.8147874204717,0.44346954884935336,320,0.392906419933447,0.6947206212170187,0.44106937127205376,0.08,0.3,310.0,163.33333333333334,2,1,2,"[11, 23]",2,21,6,0
19,0.5691345304695603,198.0,1937.782131320224,0.2866402244364903,272,0.5617238860482103,0.4669340411336033,0.6513428807875403,0.08,0.3,282.0,198.0,2,5,1,[17],4,20,13,0
