tick,agent_id,picks,distance,idle_ticks,slow_ticks,walk_ticks
6000,2,109.0,3414.1,193.6,362.7,3630.4
6000,3,111.9,3494.1,223.6,323.8,3541.5
6000,4,111.1,3421.8,324.1,354.5,3456.4
6000,5,108.2,3386.0,355.9,307.9,3483.6
6000,6,109.0,3379.2,519.8,322.7,3301.6
6600,1,126.7,3909.2,170.3,377.7,3898.9
6600,2,120.6,3769.8,199.7,390.0,3989.6
6600,3,123.5,3844.9,227.6,362.1,3906.7
6600,4,122.6,3778.4,332.3,393.1,3817.4
6600,5,119.3,3736.9,367.7,341.8,3848.2
6600,6,120.8,3744.3,532.9,359.1,3657.2
7200,1,138.7,4272.2,179.0,403.4,4247.3
7200,2,131.7,4118.8,209.4,422.8,4358.7
7200,3,134.7,4198.6,242.1,396.7,4265.8
7200,4,133.4,4141.1,348.5,432.2,4187.6
7200,5,130.3,4075.5,391.9,377.0,4206.6
7200,6,132.2,4100.3,561.3,387.2,3997.0
7800,1,150.1,4605.4,213.9,441.6,4585.0
7800,2,142.0,4444.1,248.7,464.7,4713.3
7800,3,144.8,4525.7,291.4,441.1,4613.4
7800,4,143.5,4474.6,400.8,472.2,4532.3
7800,5,140.0,4397.6,451.1,413.6,4550.2
7800,6,142.4,4424.9,624.9,427.8,4328.1
8400,1,160.1,4948.2,251.7,487.8,4947.8
8400,2,151.8,4767.0,282.4,521.6,5082.9
8400,3,154.7,4843.6,332.3,497.1,4972.5
8400,4,153.5,4789.9,470.0,516.0,4865.1
8400,5,149.7,4712.2,522.5,458.7,4887.7
8400,6,152.3,4731.8,734.5,454.8,4620.7
9000,1,170.7,5271.8,295.0,537.2,5292.0
9000,2,161.1,5061.1,331.4,590.5,5450.5
9000,3,164.0,5134.3,406.6,558.5,5317.4
9000,4,162.9,5090.0,570.0,555.5,5175.6
9000,5,158.0,4976.4,651.6,504.0,5189.7
9000,6,160.9,4988.0,863.3,518.5,4920.7
9600,1,181.1,5606.7,336.5,582.1,5643.6
9600,2,171.4,5380.3,379.9,632.1,5794.2
9600,3,173.6,5436.9,457.5,623.0,5675.5
9600,4,172.9,5397.2,640.4,603.3,5505.7
9600,5,166.9,5279.4,723.3,557.8,5539.5
9600,6,169.9,5272.9,988.8,562.4,5213.3
10200,1,190.3,5895.4,384.8,665.2,6012.5
10200,2,179.9,5672.2,454.2,698.8,6153.2
10200,3,182.9,5729.7,524.7,683.0,6019.6
10200,4,181.8,5675.2,757.6,650.9,5808.8
10200,5,175.1,5543.9,870.4,597.7,5829.2
10200,6,177.5,5506.9,1190.3,600.6,5462.0
10800,1,199.8,6206.5,442.8,725.2,6364.6
10800,2,189.2,5971.3,513.6,759.6,6505.0
10800,3,191.6,6010.5,623.8,745.1,6346.4
10800,4,189.8,5948.6,877.9,714.8,6127.8
10800,5,183.6,5808.5,995.9,646.2,6132.4
10800,6,185.3,5739.8,1373.8,649.0,5720.7
11400,1,209.5,6512.4,504.9,785.0,6707.1
11400,2,198.8,6269.6,562.3,823.2,6865.0
11400,3,201.1,6295.7,679.1,821.8,6702.4
11400,4,199.7,6234.6,964.4,768.1,6445.9
11400,5,192.3,6086.9,1091.4,710.9,6465.5
11400,6,194.3,6015.8,1503.4,696.7,6013.5
12000,1,219.3,6838.3,547.2,847.0,7070.5
12000,2,208.6,6594.8,602.3,873.0,7229.1
12000,3,210.4,6598.6,755.9,874.9,7040.5
12000,4,209.2,6527.5,1056.4,812.6,6758.4
12000,5,201.3,6363.8,1198.2,759.7,6779.5
12000,6,203.1,6284.3,1646.0,737.4,6293.0
12600,1,229.0,7133.7,599.7,916.2,7421.3
12600,2,218.3,6888.3,664.6,926.4,7573.7
12600,3,219.6,6888.4,821.3,941.5,7392.3
12600,4,218.6,6825.8,1148.1,864.3,7082.0
12600,5,209.6,6619.8,1340.4,805.4,7070.2
12600,6,210.7,6516.3,1837.2,788.0,6551.3
13200,1,238.8,7457.8,642.8,981.7,7787.0
13200,2,227.5,7175.2,719.1,1003.4,7937.8
13200,3,229.1,7176.9,900.4,996.6,7719.1
13200,4,227.2,7097.2,1267.1,920.2,7391.3
13200,5,218.1,6898.9,1451.3,861.0,7389.5
13200,6,219.1,6765.3,1978.4,848.8,6842.7
13800,1,249.3,7763.5,708.7,1027.6,8108.7
13800,2,236.6,7461.1,796.9,1058.3,8272.5
13800,3,238.4,7483.8,963.5,1058.4,8075.0
13800,4,236.6,7398.8,1362.8,966.7,7712.1
13800,5,226.7,7144.7,1583.3,919.2,7685.6
13800,6,227.2,7040.5,2129.1,896.2,7130.0
14400,1,259.4,8086.8,754.1,1076.6,8458.0
14400,2,246.0,7752.1,854.1,1125.7,8631.6
14400,3,247.6,7772.4,1043.2,1120.0,8408.1
14400,4,245.5,7697.6,1448.2,1029.9,8047.6
14400,5,235.8,7425.5,1698.3,958.3,7988.9
14400,6,235.5,7307.3,2272.2,944.6,7420.0
15000,1,269.6,8393.5,808.8,1141.2,8803.5
15000,2,254.2,8032.0,915.5,1214.1,9005.4
15000,3,256.7,8071.3,1121.6,1176.7,8747.4
15000,4,254.2,7950.6,1589.4,1079.6,8328.9
15000,5,244.2,7693.0,1818.0,1013.2,8298.2
15000,6,243.3,7538.2,2472.4,980.9,7660.9
15600,1,278.9,8685.4,871.3,1211.4,9152.5
15600,2,262.8,8312.6,984.7,1289.7,9361.9
15600,3,265.3,8351.4,1215.5,1238.2,9081.5
15600,4,263.2,8231.1,1693.7,1135.6,8643.1
15600,5,252.2,7952.7,1943.0,1079.2,8615.4
15600,6,251.6,7777.4,2657.7,1016.9,7911.4
16200,1,288.3,8987.8,932.6,1280.0,9505.1
16200,2,271.5,8599.7,1046.6,1363.7,9724.5
16200,3,274.5,8644.3,1283.0,1302.1,9428.9
16200,4,272.6,8514.5,1792.3,1188.1,8957.1
16200,5,260.7,8226.7,2087.9,1112.0,8898.9
16200,6,259.7,8035.9,2818.6,1061.1,8187.9
16800,1,298.0,9312.7,983.2,1337.0,9862.9
16800,2,281.8,8905.9,1113.8,1400.0,10054.4
16800,3,283.1,8915.0,1383.3,1369.4,9757.2
16800,4,281.8,8801.9,1895.8,1238.3,9271.3
16800,5,269.6,8493.3,2201.4,1164.7,9211.4
16800,6,267.4,8289.0,2986.6,1110.7,8467.2
17400,1,306.7,9610.9,1038.8,1413.6,10228.0
17400,2,291.2,9203.4,1163.5,1461.8,10413.0
17400,3,292.0,9196.2,1454.7,1438.9,10108.3
17400,4,291.1,9112.5,1992.4,1279.3,9592.1
17400,5,278.5,8766.5,2324.8,1207.3,9508.2
17400,6,276.2,8566.0,3114.3,1155.5,8765.6
18000,1,316.9,9946.1,1084.3,1463.6,10585.7
18000,2,300.6,9500.2,1224.2,1517.1,10764.1
18000,3,302.4,9505.3,1514.7,1483.3,10441.3
18000,4,301.0,9426.4,2060.0,1321.8,9923.2
18000,5,287.7,9053.6,2398.2,1266.6,9850.3
18000,6,285.2,8834.4,3249.7,1196.6,9048.6
18600,1,325.7,10243.1,1144.6,1536.3,10943.2
18600,2,308.9,9774.7,1318.1,1583.1,11103.6
18600,3,311.3,9776.7,1613.4,1543.7,10762.6
18600,4,310.0,9706.5,2160.8,1379.5,10244.9
18600,5,296.0,9312.9,2541.6,1311.2,10142.1
18600,6,292.5,9066.7,3444.4,1246.2,9308.2
19200,1,335.3,10549.4,1198.7,1599.3,11299.1
19200,2,318.4,10073.3,1366.8,1651.8,11468.1
19200,3,321.0,10051.3,1713.6,1596.1,11070.2
19200,4,318.6,9980.4,2280.7,1432.5,10550.0
19200,5,304.0,9567.5,2678.9,1366.5,10442.8
19200,6,300.5,9318.2,3597.0,1306.2,9595.7
19800,1,344.4,10853.0,1243.1,1678.8,11670.6
19800,2,327.6,10390.0,1421.0,1707.7,11830.5
19800,3,330.8,10356.8,1770.0,1653.7,11417.8
19800,4,327.8,10283.0,2363.1,1491.4,10884.9
19800,5,313.3,9851.9,2785.1,1411.0,10752.6
19800,6,308.3,9585.6,3756.3,1351.8,9877.1
20400,1,354.5,11164.8,1282.0,1746.8,12031.1
20400,2,337.4,10701.7,1473.3,1759.9,12183.6
20400,3,340.8,10660.8,1828.6,1705.9,11760.9
20400,4,337.2,10572.4,2457.9,1545.5,11203.9
20400,5,322.6,10139.9,2890.1,1452.0,11061.4
20400,6,316.3,9838.2,3899.8,1413.6,10177.1
21000,1,364.3,11455.9,1341.7,1816.9,12379.1
21000,2,346.4,10976.6,1550.7,1823.7,12520.2
21000,3,349.6,10946.1,1899.2,1782.9,12111.6
21000,4,346.6,10849.6,2555.5,1602.9,11517.5
21000,5,330.8,10398.4,2998.7,1523.6,11386.9
21000,6,323.3,10073.1,4103.9,1457.7,10431.7
21600,1,373.3,11735.8,1416.2,1893.7,12722.8
21600,2,355.7,11276.4,1618.0,1880.7,12873.7
21600,3,358.0,11207.3,1983.2,1872.2,12461.5
21600,4,354.9,11123.1,2684.5,1652.3,11818.7
21600,5,338.6,10644.6,3155.6,1579.5,11675.5
21600,6,331.0,10323.9,4283.0,1507.9,10699.8
22200,1,384.2,12073.9,1450.7,1934.9,13070.8
22200,2,366.4,11606.2,1655.6,1916.0,13219.3
22200,3,368.5,11525.7,2027.5,1915.3,12806.3
22200,4,365.3,11451.5,2753.1,1684.3,12145.2
22200,5,348.1,10946.6,3233.6,1623.5,12009.1
22200,6,340.6,10635.8,4378.5,1544.2,11012.0
22800,1,395.5,12398.1,1477.3,1976.1,13414.5
22800,2,377.5,11932.6,1683.2,1953.8,13569.6
22800,3,379.3,11877.2,2062.4,1943.7,13154.5
22800,4,376.1,11785.0,2794.6,1722.9,12485.2
22800,5,358.3,11270.9,3285.4,1656.7,12348.6
22800,6,351.1,10958.2,4456.0,1572.3,11325.5
23400,1,406.6,12746.6,1494.9,2021.3,13777.5
23400,2,387.8,12278.5,1700.4,1997.2,13947.6
23400,3,391.2,12213.5,2077.8,1979.3,13500.2
23400,4,387.3,12140.9,2831.6,1745.4,12825.3
23400,5,368.8,11607.6,3307.6,1702.2,12717.4
23400,6,361.9,11292.3,4506.0,1609.1,11659.3
24000,1,418.2,13110.8,1504.4,2054.1,14135.8
24000,2,399.0,12612.6,1711.8,2039.1,14310.4
24000,3,402.9,12564.7,2090.7,2007.8,13852.6
24000,4,398.6,12498.8,2850.0,1775.4,13179.5
24000,5,379.9,11948.4,3317.4,1747.0,13087.1
24000,6,373.9,11647.6,4535.1,1629.8,11991.0
24600,1,429.1,13465.5,1526.8,2089.3,14491.3
24600,2,410.1,12941.4,1746.6,2069.0,14652.7
24600,3,413.4,12896.7,2129.3,2050.5,14205.0
24600,4,409.9,12852.0,2886.4,1801.9,13519.0
24600,5,390.2,12252.1,3371.1,1793.8,13427.6
24600,6,383.3,11960.4,4605.4,1684.6,12333.4
25200,1,441.1,13811.3,1536.3,2131.9,14846.9
25200,2,421.0,13277.1,1764.1,2110.2,15019.7
25200,3,424.5,13240.5,2152.6,2087.3,14558.6
25200,4,421.1,13193.1,2919.0,1839.2,13861.4
25200,5,401.5,12586.4,3405.9,1819.9,13768.0
25200,6,394.4,12288.1,4649.8,1724.0,12665.9
25800,1,451.7,14176.0,1552.6,2169.9,15210.8
25800,2,431.8,13634.1,1784.4,2137.3,15384.0
25800,3,435.5,13587.9,2165.7,2133.2,14931.6
25800,4,432.5,13540.3,2951.0,1865.6,14197.7
25800,5,412.5,12904.1,3452.6,1853.2,14102.4
25800,6,405.2,12640.2,4680.2,1762.3,13017.3
26400,1,462.7,14530.0,1560.5,2225.0,15588.5
26400,2,441.7,13943.7,1795.5,2214.9,15774.9
26400,3,444.1,13873.2,2192.6,2232.7,15326.1
26400,4,443.0,13861.2,2971.7,1937.2,14572.4
26400,5,422.7,13211.1,3476.9,1923.3,14473.2
26400,6,416.0,12988.9,4721.2,1798.4,13360.2
27000,1,474.2,14902.3,1567.5,2256.3,15950.8
27000,2,452.4,14281.3,1800.0,2266.6,16154.9
27000,3,454.7,14202.3,2205.1,2291.3,15699.7
27000,4,454.3,14220.1,2988.1,1969.9,14927.8
27000,5,433.5,13530.8,3496.5,1980.3,14836.8
27000,6,427.7,13352.5,4735.3,1832.7,13714.4
27600,1,485.4,15262.9,1577.2,2296.9,16316.7
27600,2,462.5,14611.0,1806.6,2327.4,16545.5
27600,3,465.7,14546.4,2219.5,2337.1,16067.4
27600,4,465.8,14570.2,3008.2,2002.5,15277.0
27600,5,444.1,13856.9,3519.9,2028.8,15201.4
27600,6,438.3,13686.2,4757.3,1891.7,14079.3
28200,1,496.9,15632.0,1586.0,2329.4,16679.1
28200,2,474.0,14963.8,1817.9,2357.7,16907.0
28200,3,477.6,14896.2,2233.5,2367.2,16416.6
28200,4,477.9,14918.8,3025.9,2033.2,15619.5
28200,5,455.6,14193.0,3540.3,2056.8,15548.0
28200,6,449.4,14036.0,4790.6,1928.1,14426.4
28800,1,508.6,15971.5,1607.8,2368.8,17023.6
28800,2,484.6,15305.4,1851.1,2388.8,17259.3
28800,3,488.6,15244.5,2247.5,2412.5,16784.4
28800,4,488.5,15248.0,3043.1,2090.9,15986.3
28800,5,466.1,14528.9,3578.4,2095.2,15903.1
28800,6,460.3,14370.1,4825.5,1973.2,14771.1
