episode,reward,picks_per_hour,dist_per_agent,congestion_rate,num_items,norm_picks,norm_distance,norm_congestion,lambda_base,beta,jobs_arrived,jobs_completed,aisle_width,centre_aisle_width,depot_count,depot_cols,shelf_start_row,shelf_end_row,cross_aisle_row,cross_aisle_on
1,0.7231617361609468,340.3333333333333,2100.015973449972,0.15174184085075174,288,0.9255191567253676,0.32730968663008353,0.8682827078857787,0.1,0.3,356.3333333333333,340.3333333333333,2,3,2,"[11, 23]",2,21,8,1
2,0.7498875633358786,350.6666666666667,2126.9337206694036,0.11923839950532038,288,0.9646531591239034,0.31292673439762664,0.9165339881985489,0.1,0.3,363.0,350.6666666666667,2,3,3,"[8, 17, 26]",3,22,7,1
3,0.6681366622178511,324.6666666666667,1718.1058404059984,0.31753058213146745,240,0.8661869595404912,0.5313756196327315,0.6221697211647105,0.1,0.3,367.3333333333333,324.6666666666667,2,5,4,"[7, 14, 21, 28]",3,18,18,1
4,0.7405132119022053,351.3333333333333,2143.2400141748553,0.13189908457373187,288,0.9671779334721958,0.3042137972166121,0.8977392317389072,0.1,0.3,369.0,351.3333333333333,2,3,2,"[11, 23]",2,21,6,1
5,0.5623745186394367,269.6666666666667,2112.440667514043,0.28395446424861853,288,0.6578930758063499,0.3206708033769775,0.672013387211096,0.1,0.3,372.0,269.6666666666667,2,5,1,[17],2,21,5,1
6,0.6392420284114868,302.0,2028.0926085787362,0.2391394020972189,252,0.780344631698542,0.365740477769759,0.7385412389274912,0.1,0.3,362.6666666666667,302.0,3,5,1,[17],3,23,10,0
7,0.6314814173589489,306.6666666666667,1824.8444976851415,0.31600562462335113,304,0.7980180521365904,0.4743419831813775,0.6244335169088964,0.1,0.3,378.6666666666667,306.6666666666667,2,1,2,"[11, 23]",3,21,14,0
8,0.6608947165707708,319.3333333333333,2078.040403096492,0.22235590312590514,256,0.8459887647541501,0.3390518869003547,0.7634563026860486,0.1,0.3,351.3333333333333,319.3333333333333,2,3,1,[17],6,21,16,0
9,0.7524412290729676,354.3333333333333,2173.2337831734453,0.10945455431313796,352,0.9785394180395126,0.28818723513987765,0.9310580827978765,0.1,0.3,369.3333333333333,354.3333333333333,2,3,3,"[8, 17, 26]",2,23,17,0
10,0.6371578121936119,305.3333333333333,2088.3045250844584,0.23277272429814802,304,0.792968503440005,0.3335674615114997,0.7479925567704014,0.1,0.3,350.3333333333333,305.3333333333333,2,3,1,[17],2,22,12,1
11,0.724421293999373,341.3333333333333,2204.22798659405,0.1234014748436479,304,0.9293063182478065,0.2716261112223531,0.910353912895813,0.1,0.3,374.0,341.3333333333333,2,3,2,"[11, 23]",2,22,7,1
12,0.5597336600790306,274.3333333333333,1610.5444002976037,0.4328201686312345,240,0.6755664962443981,0.5888488933997322,0.4510226079644785,0.1,0.3,366.6666666666667,274.3333333333333,2,5,2,"[11, 23]",3,18,18,1
13,0.5412900946713474,254.33333333333334,1783.2901902889328,0.3789797874727202,272,0.5998232657956196,0.4965456844592113,0.5309485239872452,0.1,0.3,350.6666666666667,254.33333333333334,2,1,1,[17],7,23,8,0
14,0.6406552029346806,317.0,2222.7825006293,0.21290236706080706,256,0.837152054535126,0.2617118830037002,0.7774900541825819,0.1,0.3,366.0,317.0,2,3,1,[17],8,23,17,0
15,0.7420473196360486,352.0,2135.4847664008316,0.13268467421822056,336,0.9697027078204885,0.30835765655875386,0.8965730258056898,0.1,0.3,360.6666666666667,352.0,2,3,2,"[11, 23]",2,22,3,0
16,0.573496191066974,271.0,1730.892596159469,0.370776656428258,288,0.6629426245029351,0.5245432760598824,0.5431260522453221,0.1,0.3,370.3333333333333,271.0,2,1,1,[17],2,19,7,0
17,0.7634197434967269,357.6666666666667,2289.110322527335,0.06606237131522122,320,0.9911632897809759,0.22627095675287068,0.9954736738414324,0.1,0.3,367.3333333333333,357.6666666666667,2,3,4,"[7, 14, 21, 28]",2,23,3,1
18,0.4092362852652712,185.66666666666666,1363.645462354362,0.5832692343770519,240,0.33977150792147953,0.7207743328406104,0.2276813325916107,0.1,0.3,385.6666666666667,185.66666666666666,3,1,1,[17],4,23,17,0
19,0.5155301972575861,246.66666666666666,1637.5080818688937,0.4470468224013057,304,0.5707883607902543,0.5744413970780831,0.4299031747427122,0.1,0.3,370.6666666666667,246.66666666666666,2,5,2,"[11, 23]",3,21,11,0
20,0.6581822106926205,313.3333333333333,2077.239390061493,0.2156600631136045,240,0.8232657956195164,0.33947989196801687,0.7733962610409012,0.1,0.3,376.3333333333333,313.3333333333333,3,5,1,[17],4,23,6,0
21,0.5307359960458196,244.33333333333334,1548.1089475413992,0.4411084031376083,320,0.5619516505712302,0.6222100111516684,0.4387187438223751,0.1,0.3,359.6666666666667,244.33333333333334,2,5,4,"[7, 14, 21, 28]",2,21,12,0
22,0.7290260548753802,343.3333333333333,2084.1024227489843,0.15190191447665946,272,0.9368806412926844,0.33581276965984985,0.8680450789740498,0.1,0.3,367.0,343.3333333333333,2,5,4,"[7, 14, 21, 28]",3,21,8,1
23,0.31861389888278735,112.33333333333333,835.1274909352707,0.773179094655907,272,0.06204632960929119,1.0,0.0,0.1,0.3,380.0,112.33333333333333,2,1,1,[17],3,21,17,1
24,0.689439018473571,340.0,2094.6629075996157,0.2093406076568526,240,0.9242567695512214,0.33016998878669535,0.7827774774304901,0.1,0.3,380.0,340.0,2,5,2,"[11, 23]",6,22,19,1
25,0.5736252681658527,268.6666666666667,1766.9623421759095,0.35635758398668477,240,0.654105914283911,0.5052701389075722,0.5645311305210193,0.1,0.3,379.0,268.6666666666667,2,5,4,"[7, 14, 21, 28]",8,22,11,0
26,0.752286484055585,359.6666666666667,1989.271432250647,0.16958124118825596,272,0.9987376128258537,0.3864837858996317,0.8418001610948483,0.1,0.3,368.6666666666667,359.6666666666667,2,3,2,"[11, 23]",3,19,12,0
27,0.3903942802164144,169.0,1161.093911828943,0.6377910325733505,352,0.27665214921416403,0.8290036453483867,0.14674385461912304,0.1,0.3,364.6666666666667,169.0,2,1,2,"[11, 23]",2,23,16,0
28,0.43992313703686525,203.0,1323.1729513322819,0.5756809562119297,272,0.4054156409770877,0.7423999981688718,0.2389461132326935,0.1,0.3,378.0,203.0,2,1,1,[17],4,22,21,1
29,0.7264475535100945,343.3333333333333,1986.365961628908,0.18262872427372018,288,0.9368806412926844,0.388036265192368,0.8224312039114466,0.1,0.3,364.6666666666667,343.3333333333333,2,3,2,"[11, 23]",2,21,18,1
30,0.3,25.666666666666668,346.9672843028445,0.926061868889245,240,0.0,1.0,0.0,0.1,0.3,367.3333333333333,25.666666666666668,3,1,3,"[8, 17, 26]",2,21,15,0
31,0.6951186443515571,334.0,2047.3282511467771,0.2010737997651063,256,0.9015338004165878,0.3554623023354854,0.7950495338148378,0.1,0.3,362.6666666666667,334.0,2,5,3,"[8, 17, 26]",6,21,18,0
32,0.5553159299043894,259.6666666666667,1791.7512881490131,0.3632797255941011,320,0.6200214605819606,0.49202466844090836,0.5542552279938218,0.1,0.3,361.3333333333333,259.6666666666667,2,1,1,[17],4,23,17,0
33,0.5556899637555817,263.3333333333333,1808.386122006478,0.3651748078353583,240,0.6339077194975699,0.483136182386843,0.5514419829756445,0.1,0.3,371.3333333333333,263.3333333333333,2,5,1,[17],6,20,13,0
34,0.3265669380799091,119.33333333333333,805.9420914771443,0.7517403040204574,252,0.08855646026636371,1.0,0.0,0.1,0.3,353.0,119.33333333333333,3,1,4,"[7, 14, 21, 28]",3,23,20,0
35,0.5138479454172605,243.0,1484.4079968088788,0.4841943257528199,288,0.556902101874645,0.656247322078139,0.37475779557856337,0.1,0.3,377.3333333333333,243.0,2,5,4,"[7, 14, 21, 28]",2,19,16,0
36,0.7207859064094859,343.6666666666667,2176.617216567332,0.14144188327611573,272,0.9381430284668308,0.2863793661347463,0.8835729700725319,0.1,0.3,360.6666666666667,343.6666666666667,2,3,2,"[11, 23]",7,23,18,0
37,0.7618014118208015,363.0,2163.561671699466,0.10714471697130656,320,1.0,0.29335533171880757,0.9344870307628981,0.1,0.3,374.3333333333333,363.0,2,3,3,"[8, 17, 26]",4,23,17,0
