tick,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6
77,0.3814,0.8685,0.4881,1.2158,0.8489,1.1449
78,0.9668,0.8803,0.3418,0.6017,0.7781,1.062
79,0.7665,0.8383,0.2559,0.7277,1.0393,0.8786
80,0.7821,0.8955,0.4898,0.9686,0.873,1.0778
81,0.9274,0.7654,0.4587,1.2318,0.9215,1.0593
82,0.6187,0.6408,0.4806,1.2319,0.9744,1.0011
83,0.8287,0.9258,0.5776,1.0067,0.8591,0.9714
84,0.9091,0.9483,0.8454,1.045,0.9669,0.8418
85,0.907,1.0144,0.8594,1.0811,0.822,0.6819
86,0.8063,0.9922,1.0062,0.9768,0.9568,1.0058
87,0.4551,0.9474,0.8777,1.171,1.1296,0.7857
88,0.8285,1.0154,0.6942,0.9272,1.0593,0.673
89,0.7496,0.7712,1.0171,1.1861,1.1212,0.7948
90,0.6913,0.628,0.9415,1.1544,0.8069,1.0554
91,0.7683,1.0914,0.9415,1.2353,1.1964,1.0492
92,0.668,0.9095,0.9126,1.2353,1.2137,0.8641
93,0.6161,0.8858,0.907,1.162,1.2137,1.089
94,0.5342,1.1274,0.6223,1.2242,1.0084,0.9335
95,0.5297,1.0651,0.7065,1.2058,1.0771,0.8897
96,0.6144,1.1273,0.6158,1.2244,1.0925,1.05
97,0.686,1.0807,0.8699,1.1087,0.9421,0.8983
98,0.9412,0.906,0.7025,1.1638,0.9373,1.0378
99,0.9742,0.9624,0.5192,0.7833,0.807,0.8637
100,0.9994,0.6972,0.4591,0.9479,0.69,0.9704
101,1.0857,0.8988,0.9512,1.0528,0.5945,0.9228
102,0.8422,0.822,0.9738,1.0933,0.6941,0.8961
103,0.9975,0.7058,0.8783,1.1587,0.7875,0.8457
104,0.6775,0.8827,0.9782,0.7053,0.7083,0.7746
105,0.6315,0.6074,0.7069,1.0399,0.5343,0.5261
106,0.9388,0.3979,0.591,0.7917,0.9166,0.8741
107,0.7665,0.4102,0.7428,0.6855,0.8308,1.0567
108,0.9333,0.2462,0.745,0.9434,0.8886,1.0507
109,0.8605,0.6624,0.6836,0.8538,1.1413,0.7945
110,0.8604,0.48,0.7565,1.0212,0.9335,0.9439
111,0.5247,0.6273,0.7835,0.959,1.1865,1.007
112,0.7689,0.5162,0.6304,0.957,1.1789,1.0057
113,0.883,0.7584,0.4001,0.942,0.9289,0.8353
114,0.8665,0.64,0.529,0.9117,0.7472,0.9357
115,0.9284,0.6842,0.6532,0.9173,0.9897,0.8622
116,0.8531,0.8408,0.6893,0.6924,0.918,0.8627
117,0.8093,0.8273,0.892,0.9639,1.1701,0.772
118,0.7685,0.8382,0.8093,0.9593,1.1371,0.8472
119,0.7043,0.6999,0.6408,0.9676,0.965,0.7751
120,0.8049,0.9582,0.8003,0.9596,0.9508,0.6114
121,0.822,0.9235,0.7074,0.8893,1.0859,0.3295
122,0.7086,0.8067,0.697,0.9844,1.1077,0.7187
123,0.6987,0.8815,0.6161,0.9307,1.0359,0.8995
124,0.7405,0.9453,0.6131,0.6012,0.877,0.9576
125,0.6761,0.9541,0.4712,0.667,0.6747,0.9473
126,0.7614,0.7526,0.5133,0.7772,1.0293,0.9323
127,0.7205,0.8757,0.8582,0.7826,1.0894,0.71
128,0.7056,0.9185,0.6929,0.8503,1.0583,0.7187
129,0.7281,0.8325,0.7892,0.8957,1.0814,0.6143
130,0.5827,0.7712,0.8093,1.0963,0.7985,0.773
131,0.6771,0.6093,0.86,0.82,1.1703,1.0388
132,0.5639,0.9287,1.0814,1.1441,1.1703,1.057
133,0.5484,0.9537,0.9544,1.2136,0.9767,0.8903
134,0.5293,0.1229,1.1175,1.2029,1.1316,1.054
135,0.4549,0.1441,1.0911,1.2029,0.9422,0.881
136,0.6532,0.1434,1.0591,1.2029,1.0837,0.7858
137,0.6315,0.007,1.0652,0.9623,0.9219,1.0001
138,0.2729,0.6129,0.9922,1.1992,0.8994,1.1516
139,0.1031,0.6652,1.0019,0.9709,0.8975,1.2214
140,0.2025,0.3439,0.9512,1.0424,0.584,1.26
141,0.0917,0.6394,0.5421,1.1682,0.387,0.9507
142,0.4011,1.0028,1.028,1.2003,1.1357,1.1888
143,0.7973,0.6498,0.7803,0.7051,1.1357,1.0675
144,1.2674,0.6847,1.1253,1.0121,0.5686,1.0995
145,1.0278,1.1088,1.098,1.1694,0.7914,0.9474
146,0.9123,1.0976,1.0256,1.1277,1.2066,1.2291
147,1.2061,1.0537,1.0931,0.9656,1.2066,1.2137
148,0.6383,1.1258,1.0951,0.9366,1.2056,1.1845
149,0.9112,1.1235,0.8051,1.1496,1.0393,1.1841
150,1.153,1.1063,0.8672,0.9545,0.5467,0.8881
151,1.1241,1.0981,0.8939,0.9562,0.9437,1.1898
152,1.0882,0.9788,1.1397,0.9828,0.656,1.1901
153,1.0091,0.8887,0.9534,0.9634,0.8894,1.1745
154,0.9779,0.9749,0.9384,1.0674,0.9383,0.8156
155,0.9368,1.0839,1.1625,1.0959,0.6995,1.256
156,1.0402,0.9481,1.1912,1.0243,0.5443,0.9565
157,0.8245,0.9184,0.9818,0.7611,0.5994,1.0171
158,1.0418,1.1777,1.1088,0.8208,0.7887,1.2866
159,1.0214,1.1563,0.906,0.6591,0.7887,0.8958
160,1.0574,1.1563,1.1657,0.8474,0.7219,1.2307
161,0.9962,0.8676,1.0324,0.7768,0.5627,1.0022
162,0.9949,1.1277,1.1523,0.7979,1.1761,1.2592
163,1.0998,1.0957,1.091,0.732,1.1761,1.2231
164,1.1582,1.1746,1.1161,0.4123,0.8065,1.144
165,1.1815,0.9358,0.9628,1.0987,0.7943,1.0206
166,0.8237,1.1449,0.9594,1.0987,1.0108,0.7104
167,1.0101,0.8194,1.1518,0.7325,0.9081,1.0261
168,0.9407,1.054,1.1134,0.8744,0.8609,0.8126
169,0.9998,0.86,1.0718,0.895,0.9477,0.865
170,0.9957,1.1442,1.0413,1.0163,0.9855,0.8174
171,1.0096,1.0923,1.0715,1.086,1.0323,0.9087
172,0.9971,1.013,0.9549,0.8406,0.9532,0.8247
173,0.7485,1.075,0.9532,1.0804,1.162,1.039
174,1.0525,0.8982,0.766,1.2884,1.058,0.8435
175,1.2202,0.9549,0.7313,1.1632,1.1431,0.8536
176,1.2202,0.9735,0.7147,1.0786,1.2136,0.8373
177,1.2099,0.9493,0.8284,1.0504,1.2137,0.7498
178,0.8961,0.6875,0.7933,0.9919,1.0188,0.7559
179,1.0074,0.9361,0.5965,0.709,1.1775,0.3455
180,1.0114,0.9408,0.7019,0.8063,1.1678,1.1942
181,0.7718,0.8975,0.741,0.7417,1.0605,1.1104
182,0.8517,0.878,0.5984,0.373,0.8996,1.1998
183,0.9406,0.7963,0.6981,0.4755,0.9475,1.1948
184,0.9011,0.757,0.5843,0.5411,0.7299,1.0096
185,0.8894,1.0037,0.3279,0.6668,0.8756,1.1998
186,0.7838,1.0007,0.1933,0.6033,0.652,1.1966
187,0.7405,1.1154,0.7571,0.6189,0.6363,0.9004
188,0.3402,1.0432,0.6706,0.8311,0.7045,1.1731
189,0.5942,1.0945,0.5644,0.808,0.585,0.8711
190,0.7455,0.9493,0.7169,0.841,0.6505,0.8202
191,0.7614,0.8167,0.7715,0.7658,0.6425,0.7049
192,0.802,1.0948,0.696,0.4991,0.8912,0.5737
193,0.9099,1.0948,0.8416,0.938,0.8733,0.7334
194,0.7758,0.8759,0.8029,0.8401,0.9376,0.7697
195,0.7265,0.8672,0.7129,0.8116,0.9373,0.8138
196,0.8401,0.7344,0.782,0.6335,0.8775,0.9146
197,0.7869,0.9319,0.7666,0.9137,0.991,0.9308
198,0.8831,0.8877,0.7075,0.9661,0.8814,0.8275
199,0.9917,0.8102,0.634,0.9328,1.0499,0.9826
200,0.9202,0.8545,0.5742,1.0324,1.1185,1.0715
201,0.852,0.9035,0.4456,0.8703,1.0481,0.9417
202,0.9424,0.8905,0.3331,1.0351,0.793,0.9583
203,0.8809,0.7463,0.2447,0.61,0.8044,0.8027
204,0.9637,0.6971,0.2771,0.9314,0.7831,0.8158
205,0.7132,0.7553,0.5162,1.2462,0.7719,1.0372
206,0.9618,0.794,0.4423,1.2146,0.698,0.9887
207,0.9707,0.8057,0.6347,0.6233,0.549,1.1229
208,1.0159,0.8184,0.6213,1.2721,0.821,1.1991
209,1.0126,0.676,0.5919,0.6213,0.8096,1.1359
210,1.1738,0.6619,0.5111,1.1964,0.5291,1.1998
211,1.1598,1.0119,0.8338,0.9325,0.7494,1.1998
212,1.0104,1.1347,0.898,0.8341,0.8784,1.1998
213,0.9119,1.1264,0.9609,1.1457,0.619,1.2176
214,1.0824,1.1458,1.1935,1.1856,0.8085,1.2176
215,0.561,1.0195,1.1935,1.0904,0.9812,0.2651
216,1.0633,0.9075,1.1855,1.0688,1.0215,0.9952
217,1.1365,0.6871,0.6819,1.1421,1.119,1.1262
218,1.1237,0.6595,1.1362,0.941,1.119,1.1737
219,1.0496,0.6478,1.2317,0.8895,1.0102,0.7568
220,0.9537,0.6865,1.2317,1.1255,1.1192,0.9775
221,1.1901,0.7777,0.8213,1.1788,0.9071,1.2003
222,0.9882,0.496,0.9568,1.1774,1.0802,1.2012
223,1.2126,0.6763,0.9618,1.1933,1.0943,1.0108
224,0.8861,0.8948,0.6806,0.9947,0.9645,1.1392
225,1.0971,1.0649,1.0526,1.2482,0.9687,1.1721
226,1.2304,0.8494,1.0066,0.8302,0.8057,0.9412
227,0.9138,0.8537,1.1593,0.5112,0.7796,0.9664
228,1.1316,1.1504,1.0692,1.2495,0.9871,0.9165
229,1.0236,0.9643,1.0083,1.1526,0.8001,0.9313
230,1.0545,0.9567,1.0238,0.7858,0.7898,0.8717
231,0.7313,1.0931,1.0267,0.8004,0.432,0.8311
232,0.5543,1.0724,1.1613,0.6129,0.6237,0.9405
233,0.6137,0.9462,1.1657,0.9039,0.3931,0.9033
234,0.6788,0.9631,0.999,0.6267,0.7077,0.9401
235,0.7611,0.9793,1.1845,0.6779,0.5326,0.7089
236,0.5803,0.7687,0.9392,0.7466,0.791,0.6158
237,0.8956,0.5879,1.2188,0.7349,0.6537,0.7022
238,0.8824,0.7563,1.141,0.8464,0.9042,0.635
239,0.9473,0.6331,1.193,0.7458,0.6038,0.621
240,0.9,0.6929,1.1862,0.5811,0.8162,0.5642
241,0.9051,0.7473,1.02,0.5524,0.7179,0.5097
242,0.6166,0.6127,1.1796,0.4898,0.9535,0.4067
243,0.8532,0.6586,1.1081,0.6791,0.9635,0.4516
244,1.0045,0.7131,1.0,0.6471,1.0091,0.3197
245,1.0382,0.849,1.1688,0.8539,1.0194,0.3302
246,0.7677,0.6938,0.7855,0.8571,0.9205,0.3138
247,0.9831,0.634,1.1549,0.7913,0.8071,0.3961
248,0.6959,0.7878,1.1549,0.9426,0.9478,0.9216
249,0.8132,0.8425,1.1545,0.7033,1.2264,0.8953
250,0.8191,0.8955,1.1549,0.7357,1.1861,0.9218
251,0.8843,0.7755,1.1341,0.8295,0.7588,0.9507
252,0.8401,0.8172,0.9226,0.936,1.1637,0.9429
253,0.8511,0.6223,0.6934,0.8805,0.7733,0.9106
254,0.9292,0.8204,0.9462,0.9585,1.1102,0.9776
255,0.884,0.5656,0.7026,0.9585,1.1102,1.2238
256,0.9818,0.7062,0.8318,1.0238,1.0984,1.2142
257,0.7211,0.8934,1.0195,0.7555,0.7554,1.0267
258,0.9433,1.0185,1.0163,0.7175,0.7808,1.1018
259,0.8484,1.0232,1.0081,0.8708,0.8259,0.5746
260,0.7996,1.0113,1.0124,0.8386,0.8976,0.8906
261,0.5893,1.0166,0.7476,0.9512,1.0858,1.1836
262,0.4925,0.8696,0.9731,0.9791,1.0974,1.0205
263,0.4837,0.8825,0.887,0.8766,0.811,0.9394
264,0.7803,0.8237,1.1406,1.1486,1.1382,1.1498
265,0.739,0.7233,1.1324,0.9436,1.1057,0.6772
266,0.4819,0.5746,1.1329,0.8717,0.9994,0.7177
267,0.5079,0.3972,1.0867,0.5967,1.1378,0.8384
268,1.1909,0.4324,1.0794,0.9203,1.113,0.6407
269,1.1909,0.6243,1.0624,0.7402,1.1065,0.7945
270,1.1909,0.5158,1.1356,0.9663,1.1716,0.9224
271,0.794,0.4898,1.1341,0.8447,0.8587,0.9839
272,0.928,0.5731,0.9099,0.7956,0.8463,0.9736
273,0.9381,0.5437,0.9794,0.8826,0.9285,0.9032
274,1.0205,0.4364,0.9302,0.693,0.9684,0.7902
275,1.125,0.5914,0.9198,0.7183,1.1266,0.967
276,0.8484,0.5843,0.798,0.4769,1.1166,0.504
277,1.0369,0.515,0.9111,0.6096,1.1743,0.6183
278,1.0564,0.8816,0.8548,0.8986,0.7302,0.748
279,0.8001,0.8384,0.753,0.8931,0.9687,0.7759
280,0.9514,0.8773,0.8925,0.901,0.4075,0.823
281,0.9396,0.8779,0.973,0.8396,0.6799,0.6356
282,0.705,0.7132,0.7986,0.7397,0.6297,0.6283
283,0.8433,0.6563,0.9543,0.698,0.9094,0.673
284,0.9143,0.611,0.9808,0.8769,0.791,0.9815
285,0.893,0.6178,0.9914,0.6565,0.8817,0.2687
286,0.8098,0.613,0.863,0.4367,0.7322,0.5632
287,0.7964,0.4452,0.5502,0.1444,0.9692,0.6428
288,0.6553,0.5288,0.8533,0.1176,0.7052,0.9455
289,0.4621,0.5937,0.8307,0.0669,1.0288,0.9341
290,0.6931,0.4864,0.7071,0.0948,0.8104,0.8702
291,0.3711,0.5299,0.7313,0.1516,0.8637,0.7844
292,0.7759,0.5164,0.8172,0.1288,0.7753,0.7802
293,0.7182,0.4782,0.7948,0.0365,0.7485,0.7714
294,0.7284,0.5272,0.8157,0.3977,0.7753,0.8089
295,0.6646,0.4616,0.9817,0.7509,0.7511,0.7368
296,0.7987,0.3548,0.8633,0.8476,0.5341,0.2692
297,0.7531,0.3047,0.7916,0.6924,0.5565,0.1783
298,0.6346,0.3311,0.8267,0.9236,0.3278,0.0585
299,0.5294,0.5897,0.8031,0.8128,0.241,0.0573
300,0.5561,0.4777,0.8043,0.8261,0.3002,0.4719
301,0.376,0.5883,0.7746,0.7156,0.1503,0.4119
302,0.6334,0.5918,0.6211,0.7941,0.0538,0.4872
303,0.5474,0.6237,0.8203,0.8373,0.0806,0.4582
304,0.6249,0.5895,0.6898,0.7527,0.3594,0.4044
305,0.7288,0.5938,0.545,0.6174,0.3731,0.4471
306,0.7572,0.7613,0.6138,0.7732,0.3157,0.3068
307,0.7898,0.7285,0.59,0.6799,0.5575,0.5373
308,0.8959,0.637,0.5227,0.7554,0.4586,0.6137
309,0.7458,0.5525,0.4512,0.6371,0.6114,0.603
310,0.8212,0.8431,0.645,0.7725,0.6186,0.6009
311,0.8253,0.7148,0.5056,0.7543,0.5617,0.5895
312,0.5502,0.612,0.7578,1.0081,0.606,0.5288
313,0.9893,0.5401,0.5986,0.9193,0.8436,0.5952
314,0.9944,0.6078,0.5843,0.9195,0.5363,0.9063
315,0.7864,0.6049,0.6184,1.2326,0.6603,1.0865
316,0.9461,0.6434,0.8416,0.8192,0.4456,1.1873
317,0.8468,0.4246,0.7511,0.7403,0.5549,1.1508
318,0.8912,0.5094,0.9762,1.19,0.5397,1.189
319,1.0103,0.7608,0.8494,1.159,0.539,1.0571
320,0.9318,0.6497,0.7062,0.859,0.532,0.7558
321,1.047,0.661,0.5849,1.0391,0.3642,1.1598
322,1.124,0.7454,0.7378,1.1667,0.611,0.6737
323,1.0804,0.7137,0.7385,0.8612,0.3614,0.5016
324,0.7009,0.6714,0.715,1.1693,0.7515,1.0255
325,0.8131,0.7151,0.7367,0.7335,0.8133,1.1426
326,0.8028,0.7189,0.7153,1.0072,0.7739,0.8044
327,0.6222,0.6481,0.6663,0.9786,0.7885,0.9991
328,0.3211,0.4513,0.6647,0.719,0.7508,1.1999
329,0.5593,0.2809,0.6051,0.9655,0.6403,0.9009
330,0.4822,0.2547,0.497,0.9887,0.5396,0.9689
331,0.6747,0.6188,0.466,0.8267,0.6627,1.2332
332,0.649,0.7925,0.5576,0.9357,0.6765,1.0287
333,0.6108,0.8111,0.5434,0.9203,0.5185,0.9732
334,0.458,0.6606,0.5249,0.8384,0.7085,1.0211
335,0.6062,0.6951,0.597,0.8082,0.6403,0.9731
336,0.8198,0.6155,0.6864,0.9144,0.7788,0.6711
337,0.7422,0.7182,0.6874,0.9112,0.8359,0.665
338,0.6076,0.7553,0.721,0.8528,0.8157,1.0245
339,0.7263,0.8786,0.7908,0.6042,0.8205,1.2137
340,0.7179,1.0516,0.7443,0.6957,0.6606,1.2226
341,0.5481,1.0087,0.7371,0.7364,0.8393,1.0173
342,0.636,1.1326,0.8232,0.7201,0.8388,0.7294
343,0.9145,1.2292,0.9179,0.5174,0.7891,0.9458
344,0.7151,1.2292,0.9275,0.7777,0.8084,1.2176
345,0.7896,0.9238,0.8019,0.8556,0.6398,0.6129
346,0.8209,1.1148,0.8224,0.8173,0.678,0.8023
347,0.8543,1.0867,0.8409,0.7682,0.9898,1.0796
348,0.6957,0.6786,0.729,0.6791,0.982,0.9487
349,0.4875,0.9258,0.6203,0.7866,0.9521,0.9777
350,0.5504,0.6225,0.6142,1.0279,0.9749,1.1479
351,0.8722,0.607,0.6466,0.8916,0.9288,1.1341
352,0.8305,0.8407,0.6005,0.8214,0.8579,0.9185
353,0.7092,0.6816,0.3762,0.9442,0.9154,0.9951
354,0.72,0.7493,0.7916,0.9458,0.7868,0.8721
355,0.6337,0.9126,0.4598,0.8922,0.8111,0.8201
356,0.9494,0.792,0.73,1.0215,0.8341,0.6963
357,0.9005,0.9173,0.7575,0.9822,0.924,0.7071
358,0.9538,0.8875,0.6675,0.8631,0.9484,0.4069
359,0.9724,0.9973,0.7224,0.8782,0.9133,0.4366
360,0.9121,1.1481,0.8737,1.0393,0.9099,0.3306
361,0.9827,1.1342,0.7661,0.9417,0.7486,0.5885
362,0.8092,1.1339,0.8264,0.652,0.8964,0.5817
363,0.9108,1.1259,0.7928,0.6333,0.8927,0.8891
364,0.6112,0.9225,0.7263,0.4666,0.8646,0.8286
365,0.6703,0.8097,0.5181,0.4842,0.8403,0.6064
366,0.7058,0.9413,0.5751,0.3523,0.8361,0.7966
367,0.7399,0.9439,0.6553,0.6625,0.654,0.8187
368,0.8479,0.886,0.7059,0.3996,0.8298,0.7625
369,1.0468,0.8916,0.6824,0.4028,0.8791,0.9426
370,1.1588,0.8251,0.5747,0.2693,0.7234,0.8815
371,1.1588,0.7446,0.3533,0.5936,0.8012,0.83
372,1.1588,0.8775,0.5821,0.5311,0.9176,0.5958
373,0.8691,0.8391,0.5827,1.0504,0.6765,0.7014
374,0.8909,0.7987,0.5931,1.0503,0.9162,0.8823
375,1.1394,0.8527,0.6223,0.9539,0.8553,1.0454
376,0.9495,0.8555,0.6049,0.957,0.9334,1.0707
377,0.9839,0.7195,0.499,0.9471,0.8835,1.0045
378,0.8367,0.6298,0.4743,0.8257,0.8146,0.8481
379,0.9388,0.9279,0.9088,0.9018,0.8345,1.2129
380,0.9761,1.1208,0.8978,0.7626,0.5424,1.2447
381,0.9471,1.0724,0.7673,0.6401,0.9519,1.0409
382,0.9163,1.1585,0.7642,0.7687,0.9702,0.9916
383,0.7671,0.9916,0.7844,0.6558,0.7881,1.0247
384,0.8077,0.5066,0.7347,0.7624,1.1512,0.9022
385,0.9288,0.8438,0.7195,0.5245,1.1148,1.1498
386,1.0187,0.8293,0.8603,0.6765,1.1472,0.9085
387,0.673,0.7378,0.8435,0.6128,1.1441,1.0329
388,1.0508,1.0765,0.8361,0.7617,0.988,1.1772
389,1.0933,0.6643,0.8201,0.5897,0.9509,0.9001
390,0.9807,1.1408,0.8795,0.6827,1.0842,1.1022
391,0.8643,0.9883,0.9198,0.6804,0.9817,1.0564
392,1.1884,0.8968,0.7708,0.8129,0.9755,0.7684
393,1.0802,0.9656,0.9649,0.8323,0.9166,1.0366
394,0.5993,1.0085,0.8015,0.7992,0.8095,1.1481
395,0.5292,1.1072,0.9767,0.5922,1.0115,1.1645
396,1.1931,1.1463,0.9788,0.7799,0.3279,1.0177
397,0.5673,1.134,0.9047,0.6433,0.9222,0.7016
398,0.9475,1.0745,0.8455,0.6835,0.8339,1.0821
399,1.1408,0.8038,0.6979,0.5108,1.1687,1.0407
400,0.9865,0.9063,0.7818,0.6062,0.9755,1.1187
401,0.9662,1.1283,0.8685,0.6441,1.2024,1.1524
402,0.5915,1.1127,0.8215,0.7965,0.9511,1.0576
403,0.601,1.1035,0.9484,0.8069,0.9346,0.9611
404,1.1906,1.1362,0.9065,0.8251,1.1559,1.1098
405,1.1906,0.9898,0.8453,0.52,0.867,1.1098
406,1.1158,1.1945,0.8439,0.878,0.9522,0.7399
407,0.7831,1.0218,0.8308,0.8059,1.0408,0.6804
408,1.1186,1.0983,0.8953,0.9337,1.1204,1.1827
409,1.1156,1.1735,0.9564,0.8782,1.0727,0.9856
410,0.8477,0.9046,0.9704,0.9371,1.0688,1.0164
411,0.8619,1.0921,0.9654,0.894,1.0915,1.1127
412,0.921,0.886,0.8337,1.0178,0.8775,1.0682
413,0.9248,0.7428,0.9144,0.979,1.1201,1.0026
414,1.0199,0.7653,0.862,1.0395,1.0515,1.126
415,0.9166,0.7465,0.8506,1.0454,1.087,1.0467
416,0.999,0.5582,0.8608,1.048,1.1138,1.0318
417,0.8192,0.825,0.7501,0.9614,0.9706,1.031
418,1.0021,0.8202,0.9116,0.9158,0.9074,1.0258
419,0.923,0.5448,0.7735,0.9013,0.8211,1.0309
420,0.8633,0.7728,0.6512,0.8902,1.0051,0.8198
421,1.0169,0.8318,0.6547,0.6678,0.8716,0.8551
422,0.9336,0.8664,0.6375,0.8423,0.8794,0.7772
423,0.7418,1.0023,0.5953,0.7331,0.8731,0.7099
424,0.6023,0.9858,0.7215,0.4238,1.0043,1.1771
425,0.8306,0.9069,0.5964,0.8756,1.0828,0.8871
426,0.993,0.8306,0.5516,0.9039,1.0839,1.1524
427,0.9276,0.9975,0.5317,0.6518,0.8659,1.1618
428,0.9265,0.9772,0.5221,0.9764,0.8302,1.1618
429,0.9065,0.9492,0.4269,0.9885,0.9558,1.1512
430,0.8414,0.7687,0.7213,0.9643,0.9038,0.7679
431,0.4641,0.7165,0.6508,0.8901,0.8098,1.0422
432,0.7062,0.7169,0.6917,0.7219,0.6811,1.2058
433,0.6838,0.7194,0.6988,1.0555,0.3891,1.2073
434,0.8796,0.6371,0.675,0.8528,0.7172,1.2073
435,0.7383,0.6678,0.5772,0.9725,0.6797,0.9055
436,0.755,0.7491,0.5551,0.8392,0.6497,0.9448
437,1.0088,0.7091,0.818,1.0758,0.809,1.1865
438,0.9538,0.6177,0.8573,1.1046,0.8738,0.9297
439,0.8442,0.7546,0.9113,0.897,0.8203,0.8245
440,0.9934,0.8148,0.8592,1.068,0.6909,1.1281
441,0.8447,0.8811,0.605,1.0553,0.7975,0.6175
442,0.6787,0.8449,0.7999,1.1606,0.862,0.8759
443,0.7018,0.858,0.7106,1.1591,0.8221,0.9788
444,0.8657,1.1222,0.6493,1.1113,0.8033,1.1744
445,0.8263,1.1172,0.496,1.1198,0.7324,1.1785
446,0.6748,1.1216,0.645,0.966,0.8031,0.9823
447,0.7073,0.631,0.6495,0.9885,0.8058,0.8411
448,0.5382,0.7749,0.8178,0.885,0.7018,0.6606
449,0.5287,0.8908,0.6935,0.9701,0.6377,0.7208
450,0.5465,0.624,0.6537,0.9177,0.5861,0.5258
451,0.5533,0.7494,0.4651,0.8017,0.7213,0.7711
452,0.4559,0.7304,0.7463,0.8917,0.6599,0.8208
