episode,reward,picks_per_hour,dist_per_agent,congestion_rate,norm_picks,norm_distance,norm_congestion,aisle_width,centre_aisle_width,depot_col,shelf_start_row,shelf_end_row,cross_aisle_row
473,0.7039861789821196,51.419979953221265,3158.1,0.3885640025990903,0.7232226251773087,0.5248226379884493,0.8639132737806008,2,1,17,1,23,12
474,0.8257141107910857,52.04386839481329,2368.3,0.321551724137931,0.7578704042418657,0.7789369540387059,0.9403349740926855,2,1,17,1,23,12
475,0.7152957369774011,51.12426035502676,3047.3,0.37567204301075263,0.7067997735579438,0.5604720001286979,0.8786154372455617,1,1,17,1,23,12
476,0.7630095513345916,52.43743120775748,2869.0,0.364406779661017,0.7797269998795723,0.6178391596016795,0.8914624945225232,2,1,17,1,23,12
477,0.7085241424337411,50.3843143172381,3026.9,0.3632075471698113,0.6657067108758163,0.5670356011003683,0.8928301153250386,2,1,17,1,23,12
478,0.7453039315672512,51.70199035043418,2853.8,0.3794579172610557,0.7388841333655476,0.6227296858158652,0.8742979755203408,2,1,17,1,23,12
479,0.7378785958406675,52.54220785542908,3074.7,0.3775850567044696,0.7855457935895296,0.5516561831373369,0.876433810795136,2,1,15,1,23,12
480,0.8055267085341306,52.76552009205114,2583.5,0.34908536585365857,0.7979474867786986,0.7096973986904972,0.9089352401331957,2,1,17,1,22,12
481,0.7170954117594888,51.80098738137544,3177.4,0.3671875,0.7443819548147594,0.518612956677016,0.8882913237866908,1,1,17,1,23,12
482,0.8011872592577811,51.61109554496816,2501.7,0.32736156351791534,0.7338362707542989,0.7360161516063126,0.9337093554127318,2,1,17,1,23,14
483,0.777241785637184,50.59450403704077,2445.2,0.3567880794701987,0.6773796422652494,0.7541947523366741,0.9001509623096289,2,1,17,1,23,13
484,0.8137390692928255,53.094135709188706,2502.3,0.3663934426229508,0.8161972258998329,0.7358231045189104,0.8891968774597334,2,1,17,1,23,12
485,0.7767993941656557,51.923265466189136,2693.1,0.35271903323262843,0.7511726946083209,0.6744341307250526,0.9047913571635936,2,1,17,1,23,13
486,0.7315198676532049,52.95146116059971,3241.1,0.3672955974842767,0.8082737640946542,0.49811779089782976,0.8881680479671309,2,1,17,1,23,12
487,0.7499667354945105,50.98705713164865,2685.0,0.38,0.6991801629775339,0.6770402664049806,0.8736797771010173,2,1,15,1,23,12
488,0.7164344623402503,51.595655806179266,3083.7,0.3853626943005181,0.7329788215330777,0.5487604768263059,0.8675640886613672,2,1,17,1,22,13
489,0.6949116023541491,51.255224484289904,3235.5,0.38257575757575757,0.714072894702026,0.49991956371358237,0.8707423486468391,1,1,17,1,23,12
490,0.7233497071945738,53.24874246612269,3347.8,0.37316176470588236,0.8247833454670861,0.46378758385482843,0.8814781922618072,2,1,17,1,23,12
491,0.7624672923105649,51.0552357871328,2575.5,0.3813291139240506,0.7029664793037438,0.7122713598558581,0.8721640377720928,1,1,17,1,23,12
492,0.7832624627124468,52.78811220092034,2742.7,0.3638392857142857,0.799202144413812,0.658475571499815,0.8921096722237136,2,1,17,1,23,12
493,0.8248461728904174,53.86425339366264,2532.6,0.3661290322580645,0.8589658774832353,0.7260742266051061,0.889498414582911,1,1,17,1,23,12
494,0.7154728778027932,51.07793740283295,3080.1,0.3636963696369637,0.704227218424315,0.5499187593507182,0.8922726556333467,2,1,17,1,23,12
495,0.7612277826811669,52.75117409404769,2966.4,0.3568929321203639,0.7971507786877206,0.5865011824134102,0.9000313869423701,2,1,15,1,23,12
496,0.7126933737486904,51.10127282788864,3169.3,0.3469785575048733,0.7055231562840452,0.521219092356944,0.911337872605082,2,1,15,1,23,12
497,0.75679532897692,50.90452207800248,2694.2,0.35542168674698793,0.6945965609852986,0.6740802110648155,0.9017092148806463,2,1,17,1,23,12
498,0.7598852933777184,50.83736016415983,2620.4,0.36484375,0.6908667096252785,0.6978250028152699,0.8909641676926068,2,1,17,1,23,13
499,0.730866275573886,53.07627829002206,3218.2,0.38155401137081485,0.8152055102777734,0.5054857547336754,0.8719075617102092,2,1,17,1,23,12
500,0.7422912093998046,50.90366677223655,2818.8,0.3583815028901734,0.6945490613952517,0.6339907659143191,0.8983338008898432,2,1,17,1,23,12
501,0.7270477229587884,52.00298867750732,3071.8,0.38063660477453576,0.7556001403308619,0.5525892440597802,0.8729537844857235,2,1,17,1,23,12
502,0.7222016470233207,50.45595761152345,2887.1,0.3701578192252511,0.6696854366645513,0.6120155724650505,0.8849039319403604,2,1,15,1,23,13
503,0.7680879294420655,52.104449407315734,2733.2,0.37314540059347173,0.7612347838276387,0.6615321503836811,0.881496854114877,2,1,17,1,23,12
504,0.7591861114382614,51.4074298448664,2710.8,0.36893939393939396,0.7225256522050157,0.6687392416466915,0.886293440463077,2,1,17,1,23,13
505,0.7574494482404334,51.0237423351908,2740.1,0.3465568862275449,0.7012174836626607,0.6593121088785573,0.9118187521800823,2,1,17,1,23,13
506,0.7522631121967374,51.4802105286362,2654.3,0.40663580246913583,0.7265675431639004,0.686917842377053,0.8433039510492587,1,1,17,1,23,12
507,0.7018340650915751,51.46600474048344,3142.8,0.4007832898172324,0.7257786216571985,0.529745338717202,0.8499782349003248,2,1,17,1,23,13
508,0.7201790213723995,51.6736521789028,3052.9,0.388,0.7373103669020956,0.5586702273129454,0.8645564699021577,1,1,17,1,23,12
509,0.7847348806260217,51.95884580582201,2671.1,0.33978328173374617,0.7531486564381248,0.6815125239297952,0.919543461510145,2,1,17,1,23,12
510,0.7544552657351478,52.4225293752006,3008.3,0.3468834688346884,0.7788994233968757,0.5730200608098324,0.9114463129987355,2,1,17,1,23,12
511,0.7792391100585323,51.21746431569869,2523.3,0.35983606557377046,0.7119758756012228,0.729066456459838,0.8966749981145364,2,1,17,1,23,12
512,0.7129343775904402,51.237415715643664,3111.0,0.3694225721784777,0.7130838808971024,0.5399768343495117,0.8857424175247064,2,1,17,1,23,12
513,0.7512835624787185,51.083472240028186,2723.1,0.3704819277108434,0.7045345968008232,0.6647817763549492,0.8845343142803834,2,1,15,1,23,12
514,0.8064228152051808,52.730351993406146,2604.6,0.3390625,0.795994418841003,0.7029085761168579,0.9203654506576816,2,1,17,1,23,12
515,0.746570113370409,51.97579209682879,2979.1,0.3541095890410959,0.7540897723614594,0.5824150190633999,0.9032055486863677,2,1,17,1,23,13
516,0.7676428163799851,51.23182271182916,2705.6,0.33960843373493976,0.712773272224857,0.6704123164041762,0.9197428605109221,2,1,17,1,23,13
517,0.7558936329357769,52.372268414054645,2885.3,0.37535410764872523,0.7761081700873682,0.6125947137272565,0.8789780149927063,2,1,17,1,23,12
518,0.7471971269048174,52.816859006519934,2996.5,0.38850889192886456,0.8007986044583112,0.5768166535287398,0.8639761227274012,2,1,17,1,23,12
519,0.8100939767930904,52.12735202805243,2366.6,0.36718749999999994,0.762506685806235,0.7794839207863451,0.8882913237866908,2,1,17,1,23,12
520,0.7847850828486436,52.41995208015423,2647.6,0.368735976065819,0.7787562927610159,0.6890735348530429,0.8865254209318724,2,1,17,1,22,13
521,0.7172349172355534,52.34302341641889,3219.8,0.3812539582013933,0.7744840428407701,0.5049709625006031,0.8722497463652873,2,1,17,1,23,12
522,0.7483766786676298,53.231512156771586,3216.0,0.34367088607594937,0.8238264565237877,0.5061935940541497,0.9151099854249525,2,1,17,1,23,13
523,0.7121776161091675,51.55953752927326,3155.9,0.3744321868916288,0.7309729852408736,0.5255304773089235,0.8800293857777057,2,1,17,1,23,13
524,0.7056033684250078,52.155738363833024,3309.9,0.3773119605425401,0.7640831270816475,0.4759817248757258,0.8767452533176501,2,1,17,1,23,14
525,0.7606188386955395,51.38670502826687,2617.0,0.390625,0.7213746950485381,0.6989189363105484,0.861562884727532,2,1,17,1,23,13
526,0.7583691654233856,52.246832558560705,2921.9,0.35240753663642704,0.7691420628185149,0.6008188413957304,0.9051465920559117,2,1,17,1,23,13
527,0.7554431998320703,52.693831687264236,3029.5,0.35151515151515156,0.7939662557685376,0.566199063721626,0.9061642800060477,2,1,17,1,23,13
528,0.8222446579456361,53.153966040519165,2550.5,0.3333333333333333,0.8195199162449324,0.720314988497611,0.926899069094365,2,1,17,1,23,13
529,0.8223110229133439,52.430623892932154,2391.1,0.34290540540540543,0.7793489541836321,0.7716011647174273,0.9159829498389725,2,1,17,1,23,12
530,0.8515702937715903,52.41294021754208,2102.4,0.34652509652509655,0.7783668874596499,0.8644889882723894,0.9118550055827319,2,1,17,1,23,12
531,0.7198177427360825,51.74285849637304,3114.0,0.3750823994726434,0.741153754658185,0.5390115989125014,0.879287874637561,2,1,17,1,23,12
532,0.7516794274787006,51.69110618478848,2899.9,0.3491501416430595,0.7382796788806529,0.6078972346004728,0.9088613689549765,2,1,17,1,23,13
533,0.7286817966576946,52.09470038430225,3113.0,0.36918032786885246,0.7606933697334706,0.5393333440581715,0.8860186761814421,2,1,17,1,23,12
534,0.7322467462657616,52.08441331988356,3135.0,0.35309446254071664,0.7601220753939054,0.5322549508534289,0.9043632125499507,2,1,17,1,23,13
535,0.7189673298607596,51.52128324932563,3189.9,0.3451156812339332,0.7288485255594007,0.5145911423561396,0.9134623216667386,2,1,17,1,23,12
536,0.7710642465518169,52.001989554834424,2820.4,0.33572453371592537,0.7555446538378913,0.633475973681247,0.9241721121363127,2,1,17,1,23,12
537,0.7661747729397099,52.85141523547077,2996.2,0.34035326086956524,0.8027176920806712,0.5769131770724409,0.9188934496660178,2,1,17,1,23,12
538,0.7858773684413447,52.237243591168756,2628.9,0.3622409823484267,0.768609537447784,0.695090169077074,0.8939323987991764,2,1,17,1,23,12
539,0.7491489022965239,52.22888921410511,3040.6,0.3422999327505044,0.768145575317015,0.5626276926046878,0.916673438967869,2,1,17,1,23,12
540,0.73387684169507,52.32459369159907,3135.4,0.36038961038961037,0.7734605441009181,0.5321262527951609,0.8960437281891309,2,1,17,1,23,13
541,0.7869724110451122,51.27625983843405,2518.0,0.34385113268608414,0.715241097627971,0.7307717057318898,0.9149044297754759,2,1,17,1,23,12
542,0.7490532283633486,51.72391870986616,2777.0,0.392330383480826,0.7401019295326134,0.64743971300333,0.8596180425541023,1,1,17,1,23,13
543,0.7813097267516032,52.86332427028067,2835.2,0.3465417867435158,0.8033790628954803,0.6287141455253293,0.9118359718339999,2,1,17,1,23,13
544,0.8078401677655529,52.01139324889167,2408.3,0.35570469798657717,0.7560668900140493,0.7660671482119012,0.9013864650707083,2,1,17,1,23,13
545,0.7627483514758306,51.02585414934788,2634.0,0.3626543209876543,0.7013347637170131,0.6934492688341564,0.8934610218763225,2,1,17,1,23,12
546,0.8238347814268487,53.719852679099226,2592.9,0.3447452229299363,0.8509465526786428,0.7066729943211981,0.913884797280705,2,1,17,1,23,14
547,0.7167677679089401,52.03733211927774,3129.6,0.39304461942257213,0.7575074107712978,0.5339923746400476,0.8588035183154754,2,1,17,1,23,12
548,0.7367317022260578,50.87895780006306,2902.7,0.34813248766737137,0.6931768433003074,0.6069963481925966,0.9100219151852695,2,1,17,1,23,14
549,0.7456387396363918,51.640381717727024,2896.8,0.3634453781512605,0.7354626846702328,0.6088946445520502,0.8925588896868927,2,1,17,1,23,12
550,0.6963788266735681,50.99859923001406,3268.3,0.3569651741293532,0.6998211558978158,0.48936632293560256,0.899949001187286,2,1,17,1,23,13
551,0.7320864850431302,50.86637981160327,2957.4,0.3443072702331961,0.6924783220003783,0.5893968887244413,0.9143842444045712,2,1,17,1,23,13
552,0.7544980608324591,54.078284755070825,3229.2,0.36507936507936506,0.870852155267183,0.5019465581313042,0.8906954690988903,2,1,17,1,23,12
553,0.7428573089117956,51.67023849314517,2980.4,0.34863013698630135,0.7371207871278265,0.5819967503740286,0.9094543892335317,2,1,17,1,23,12
554,0.7632617879893788,51.379213007393226,2615.6,0.3837025316455696,0.7209586240546364,0.6993693795144865,0.8694573603990136,1,1,17,1,23,12
555,0.7690201641166547,51.2050572896064,2564.1,0.3746031746031746,0.7112868487332191,0.7159392545164974,0.879834389100248,2,1,17,1,23,13
556,0.7729880035742076,50.97260817784588,2630.5,0.33411214953271023,0.6983777372140515,0.6945753768440018,0.9260108966645695,2,1,17,1,23,13
557,0.7787867530534636,50.910172652484405,2525.4,0.34546925566343045,0.6949103668569669,0.7283907916539308,0.9130591006494929,2,1,17,1,23,12
558,0.8422308586357419,52.16121969020961,2197.2,0.332089552238806,0.7643875337233095,0.8339875484628626,0.9283174937210533,2,1,17,1,23,12
559,0.7540563940646604,51.63458287657629,2867.5,0.34928571428571425,0.7351406447771577,0.6183217773201847,0.9087067600966391,2,1,17,1,23,13
560,0.7249452624204515,50.68618305267033,2988.2,0.34562841530054644,0.6824710561569436,0.5794871382378018,0.9128775928666094,2,1,17,1,23,13
561,0.733114409944585,51.63005207041625,2964.1,0.3769017980636238,0.7348890254805782,0.5872411962484516,0.877213008104725,2,1,17,1,23,12
562,0.7733616900217888,50.87527352297358,2519.6,0.3596774193548387,0.6929722361781057,0.7302569134988176,0.896855920388443,2,1,17,1,23,12
563,0.7443229682342823,51.36332439008904,2819.0,0.3753644314868805,0.7200762462683259,0.6339264168851851,0.8789662415493361,2,1,19,1,23,12
564,0.7628581252465373,50.97373064319675,2620.0,0.36377708978328177,0.6984400735692267,0.697953700873538,0.8921806012968472,2,1,17,1,23,13
565,0.7985262149017771,53.056196384972836,2665.0,0.35866261398176297,0.8140902573528027,0.6834751693183828,0.8980132180341458,2,1,17,1,23,12
566,0.7480943790835722,52.10579878493543,2857.9,0.39062499999999994,0.761309721804567,0.6214105307186177,0.861562884727532,2,1,17,1,23,13
567,0.709946298314089,50.69457659371751,3023.0,0.37567567567567567,0.6829371932679786,0.5682904071684818,0.8786112945058063,2,1,17,1,23,12
568,0.7739788929430951,52.241187140762754,2695.3,0.37499999999999994,0.7688285433244025,0.6737262914045783,0.8793818441003046,2,1,17,1,23,12
569,0.7312716148970989,51.84723618090174,2927.5,0.4026517794836008,0.7469503918640162,0.5990170685799777,0.8478473842473029,2,1,17,1,23,12
570,0.7378937659808232,51.475553084161355,2951.3,0.36041666666666666,0.7263088909812152,0.591359534113029,0.8960128728482257,2,1,17,1,23,12
571,0.7805631387498879,51.11118744203378,2553.2,0.34274193548387094,0.706073766517398,0.7194462766043017,0.9161693731279642,2,1,17,1,23,12
572,0.7771277018411824,51.0141585906235,2416.6,0.3855932203389831,0.7006852483426222,0.7633966635028394,0.8673011936780858,2,1,17,1,23,13
573,0.7376480729932471,51.76271577409271,3041.5,0.34959893048128343,0.7422565328559974,0.5623381219735847,0.9083495641501595,2,1,17,1,23,13
574,0.740173406293489,51.3150470684866,2936.8,0.3506944444444444,0.7173951548083821,0.5960248387252456,0.9071002253468398,2,1,17,1,23,13
575,0.8220122447244738,54.21459945617823,2486.7,0.40359477124183,0.878422421571794,0.7408423287913644,0.8467719838102633,1,1,17,1,23,12
576,0.6998936731147305,51.326619112516255,3274.7,0.36188702669149597,0.7180378107675818,0.487307154003314,0.8943360545732957,2,1,17,1,23,12
577,0.7803005361288565,51.20947676323641,2411.4,0.38822525597269625,0.7115322851537488,0.7650697382603239,0.864299584972497,1,1,17,1,23,12
578,0.8031879037396563,53.8432105156515,2673.8,0.382242287434161,0.857797256717715,0.6806438120364858,0.8711226424647681,2,1,17,1,23,12
579,0.785059755767621,53.00245034148095,2887.8,0.3286118980169972,0.8111054592441072,0.6117903508630812,0.9322834571956748,2,1,17,1,23,13
580,0.7221543538983213,50.96327833953953,2995.8,0.36431989063568004,0.697859602632937,0.5770418751307088,0.8915615839313181,2,1,17,1,23,12
581,0.7693294860319176,51.85723445180336,2736.8,0.3568249258160237,0.7475056479933699,0.6603738678592685,0.9001089422431144,2,1,17,1,23,13
582,0.7640661696840484,52.315801631716035,2833.9,0.36560693641618497,0.7729722751604448,0.6291324142147005,0.8900938196770003,2,1,17,1,23,13
583,0.7563451492241766,51.24816288874089,2698.0,0.37226827430293896,0.7136807274712931,0.672857579511269,0.8824971406899679,2,1,17,1,23,13
584,0.7751822288803953,52.738241417967515,2781.5,0.37172011661807586,0.7964325597343513,0.6459918598478145,0.8831222670590205,2,1,17,1,23,13
585,0.7797230408111141,51.039620724684326,2569.8,0.33678343949044587,0.7020992934453018,0.7141053071861777,0.9229645218018631,2,1,17,1,23,13
586,0.7610883392570034,51.63135317821138,2684.8,0.3821752265861027,0.7349612827823961,0.6771046154341145,0.8711991195544997,2,1,17,1,23,14
587,0.7825118158164914,52.157455648974384,2719.7,0.34159159159159164,0.7641784968820831,0.6658757098502276,0.9174812407171636,2,1,17,1,23,13
588,0.7156138532565393,50.38043968602183,2861.2,0.3911174785100287,0.6654915323961583,0.6203487717379064,0.8610012556355534,1,1,17,1,23,12
589,0.7887080388497121,50.41347256594215,2358.6,0.3422413793103449,0.6673260205017958,0.782057881951706,0.9167402140956347,2,1,17,1,23,12
590,0.8089808030901364,52.21009599590965,2405.2,0.36325503355704697,0.7671018898942064,0.7670645581634787,0.8927759612127242,2,1,17,1,23,13
591,0.7634465508925528,51.28544161397042,2726.7,0.3473053892215569,0.715751009511244,0.6636234938305369,0.9109651493358776,2,1,17,1,23,12
592,0.7681429706654619,51.758382222802304,2678.5,0.371580547112462,0.7420158681511154,0.6791316098518363,0.8832814339934342,2,1,17,1,23,12
593,0.7656328378986151,51.48314907734361,2850.4,0.3162824207492795,0.726730736099684,0.6238236193111436,0.946344158285018,2,1,17,1,23,12
594,0.7775314084765523,51.40686839193614,2539.4,0.36900958466453676,0.7224944717955294,0.7238863596145493,0.8862133940195784,2,1,17,1,23,13
595,0.7543386230840448,50.95972027085302,2719.4,0.3574626865671642,0.697662004521595,0.6659722333939286,0.8993816313366105,2,1,17,1,23,13
596,0.7370853366568644,50.77194294566762,2713.2,0.3954545454545455,0.6872337502975623,0.6679670532970834,0.8560552063759477,2,1,17,1,23,12
597,0.7500611015922124,51.4327580592614,2838.1,0.35826210826210825,0.7239322600501915,0.6277810846028861,0.8984699601235596,2,1,17,1,23,13
598,0.7461835765385333,50.95756874352936,2610.3,0.40959119496855345,0.6975425189879773,0.701074628786538,0.8399335818410847,1,1,17,1,23,13
599,0.7659217659570232,51.87419399532915,2770.0,0.3572485207100592,0.748447499898204,0.6496919290230208,0.8996258689498451,2,1,17,1,23,13
600,0.7899090462854628,51.85522837086084,2583.9,0.34572784810126583,0.7473942398558758,0.7095687006322291,0.9127641983682837,2,1,17,1,23,14
601,0.7622471094852303,51.24927367809162,2674.0,0.36356764928193497,0.7137424153972834,0.6805794630073518,0.8924194500510558,2,1,17,1,23,14
602,0.7523575914194649,50.92457097245982,2737.7,0.3557993730407524,0.6957099806599346,0.6600842972281655,0.9012784963702948,2,2,17,1,23,13
603,0.7417427449226202,51.01520503762597,2827.8,0.3627167630057804,0.700743363002435,0.6310950596032882,0.8933898121621374,2,1,17,1,23,13
604,0.8053754736968147,52.647776839325964,2584.9,0.34335443037974683,0.7914085898625223,0.709246955486559,0.915470875741363,2,1,17,1,23,13
605,0.715884521974943,52.251135512156935,3203.4,0.38495857233906944,0.7693810282738562,0.510247582889593,0.8680249547613801,2,1,17,1,23,13
606,0.7588256373457802,50.96776250757055,2721.9,0.3453453453453454,0.6981086318709698,0.6651678705297533,0.9132004096366176,2,1,17,1,23,12
607,0.7288143181621054,51.466906213563455,3034.9,0.3602941176470588,0.725828685158983,0.5644616399350074,0.8961526293923259,2,1,17,1,23,12
608,0.7480212672129856,52.67948214985981,3021.3,0.3726541554959786,0.7931693511161634,0.5688373739161209,0.8820570766066725,2,1,17,1,23,14
609,0.7938357819390216,52.00071774627416,2620.0,0.3322981366459627,0.7554740236753963,0.697953700873538,0.9280796212681304,2,1,17,1,23,13
610,0.7433221047684888,51.785564941036014,2817.5,0.39898255813953487,0.7435254662666574,0.6344090346036904,0.8520318134351187,1,1,17,1,23,12
611,0.6971908891012923,51.26888702233588,3168.0,0.3962889330682571,0.7148316466969662,0.5216373610463152,0.8551036595605959,2,1,17,2,23,12
612,0.7945489646123086,52.92916458682861,2649.6,0.36728395061728397,0.8070355190649077,0.6884300445617026,0.8881813302103156,1,1,17,1,23,13
613,0.8341732929089036,53.502630146922996,2515.8,0.32872253864930834,0.838883052538329,0.7314795450523639,0.9321572811360185,2,1,17,1,23,13
614,0.7767582111390117,50.958609568175326,2579.8,0.33781645569620256,0.6976003214090102,0.7108878557294765,0.9217864562785483,2,1,17,1,23,13
615,0.8046178671133501,52.36988016454772,2497.2,0.35655737704918034,0.7759755381362845,0.7374640047618282,0.9004140584419379,2,1,17,1,23,13
616,0.744111455753784,52.00823788411899,2906.2,0.3827247191011236,0.7558916561513527,0.6058702401827513,0.8705724709272484,2,1,17,1,23,13
617,0.7769061427953676,52.442028369996464,2776.3,0.35422740524781343,0.7799823042752971,0.6476649346052991,0.9030711895055067,2,1,17,1,23,14
618,0.6963870080550143,50.91568449682395,3180.9,0.37756410256410255,0.695216468320279,0.5174868486671707,0.8764577071775932,2,1,17,1,23,13
619,0.724340638239125,52.35084686850928,3157.6,0.3804909560723514,0.7749185199387243,0.5249835105612843,0.8731198842173664,1,1,17,1,23,12
620,0.7518605131865497,49.609402004836994,2436.9,0.3779264214046823,0.622671788597138,0.7568652370457359,0.8760445139167753,2,1,17,1,23,15
621,0.7677018726584457,51.33350937417226,2671.0,0.3541666666666667,0.7184204629336405,0.6815446984443622,0.9031404565973347,2,1,15,1,23,12
622,0.6910177818084227,51.690525644447895,3383.9,0.37214885954381755,0.7382474384477201,0.45217258409613736,0.8826333228814106,2,1,17,1,23,15
623,0.7920803434037367,51.82027810774684,2544.2,0.34951456310679613,0.7454532694613416,0.7223419829153328,0.9084457778345356,2,1,17,1,23,15
624,0.7575542040329574,51.10484046016679,2664.5,0.37155963302752293,0.7057212855115099,0.683636041891218,0.8833052846961444,2,1,17,1,23,12
625,0.7718991401851782,51.82643794147071,2622.4,0.38084112149532706,0.7457953571547672,0.6971815125239297,0.8727205508768382,1,1,17,1,23,13
626,0.7441450662250021,52.22118272686701,2999.8,0.3665987780040733,0.7677175938873414,0.5757548945480284,0.8889627102396365,2,1,17,1,23,12
627,0.6994955127231512,49.78603117270353,2956.9,0.3775727466288148,0.6324809275018113,0.5895577612972763,0.8764478493703661,2,1,17,2,23,12
628,0.6795139655784677,50.17497098146823,3315.4,0.3479333744602098,0.6540807836060577,0.4742121265745402,0.9102489865548052,2,1,17,1,23,12
629,0.8145017276210649,52.12936125175654,2458.6,0.329734219269103,0.7626182684776719,0.7498833673846945,0.9310035470008285,2,1,17,1,23,12
630,0.7809645474581691,52.21219838563208,2741.2,0.34226190476190477,0.7672186465605496,0.6589581892183202,0.9167168065956377,2,1,17,1,23,13
631,0.7858308760314746,52.36669784845402,2528.1,0.3971061093247588,0.7757988075261663,0.7275220797606216,0.854171740807636,2,1,17,1,23,14
632,0.7427646294039125,51.65128703253732,2891.4,0.3730606488011283,0.7360683136785413,0.6106320683386689,0.8815935061945275,2,1,17,1,23,13
633,0.737143202886046,52.36903523324506,3163.6,0.3460051546391753,0.775928614694291,0.5230530396872637,0.9124479542765835,2,1,17,1,23,14
634,0.713444098585823,51.83707518769422,3246.9,0.35894206549118385,0.7463860989163343,0.49625166905294305,0.8976945277881918,2,1,17,1,23,13
635,0.7818341257642668,51.91484655791843,2636.4,0.3550613496932515,0.75070514872306,0.6926770804845481,0.9021201480851924,2,1,17,1,23,13
636,0.7507985717564147,50.432403812210765,2608.3,0.3724409448818897,0.6683773713433948,0.7017181190778783,0.8823002248479713,2,1,15,1,23,13
637,0.7711420535453923,50.69929692309109,2618.7,0.3289877300613497,0.6831993377770683,0.6983719695629093,0.9318548532961994,2,1,17,1,23,15
638,0.7641431101060682,49.76169768655193,2430.4,0.3548657718120805,0.6311295621040174,0.7589565804925917,0.9023431877215956,2,1,17,1,23,13
639,0.7878835514192961,52.31421013927805,2684.0,0.34516616314199394,0.7728838912849022,0.6773620115506507,0.9134047514223357,2,1,17,1,23,14
640,0.7977406612911987,52.27153052421405,2629.4,0.33256172839506176,0.7705136696639912,0.694929296504239,0.9277790177053661,2,1,17,1,23,14
641,0.7024378588856297,50.82061287730698,3015.1,0.40379403794037944,0.6899366454405217,0.5708321938192757,0.846544737397092,1,1,17,1,23,14
642,0.7298919964051254,51.844443809466476,3075.4,0.3644179894179895,0.7467953169145457,0.5514309615353677,0.8914497107654626,2,1,17,1,23,13
643,0.7403598728069021,52.07007310776704,3007.0,0.3671662125340599,0.7593256886234048,0.5734383294992036,0.888315600298098,1,1,17,1,23,13
644,0.7931111138736089,51.86656906828159,2538.0,0.35080645161290325,0.7480240479312898,0.7243368028184874,0.9069724908710493,2,1,17,1,23,13
645,0.7754311262389053,53.049281098033134,2833.9,0.37142857142857144,0.8137062154022203,0.6291324142147005,0.8834547490997955,2,1,17,1,23,14
646,0.7483995908963439,51.855308271284024,2963.3,0.34788732394366195,0.7473986771430974,0.5874985923649876,0.9103015031809467,1,1,17,2,23,14
647,0.7989331259081731,53.946292407998094,2750.4,0.37684365781710916,0.8635219318254432,0.655998133878155,0.8772793120209214,2,1,17,1,23,14
648,0.7793698806518639,51.108842906186744,2507.5,0.3586601307189542,0.7059435622138373,0.734150029761426,0.8980160499803284,2,1,17,1,23,14
649,0.7575068147755588,50.95766129031999,2757.5,0.3382789317507418,0.6975476585939407,0.6537137433438972,0.9212590423888386,2,1,17,1,23,13
650,0.7736527975380723,52.29269900791956,2724.2,0.37021276595744684,0.7716892659688186,0.6644278566947122,0.884841269950686,2,1,17,1,21,14
651,0.7759040461846958,52.54233731349274,2830.3,0.3465132997843279,0.7855529830709955,0.6302906967391129,0.9118684587439791,2,1,17,1,23,13
652,0.7490703290238668,52.67770671320194,3108.0,0.3453473132372215,0.7930707518587259,0.540942069786522,0.9131981654263527,2,1,17,1,23,13
653,0.6769943543133666,50.6173720648033,3245.1,0.39593908629441626,0.67864962311557,0.4968308103151493,0.8555026295093807,1,1,17,1,23,12
654,0.7737558841427408,51.673710264916,2679.5,0.3524096385542168,0.7373135927213573,0.6788098647061662,0.9051441950006988,2,1,17,1,23,13
655,0.6552480573669937,50.50910731504192,3397.8,0.40479192938209335,0.6726371169042998,0.4477003265713227,0.8454067286253584,2,2,17,1,23,13
656,0.7992349160279124,52.25117278019303,2617.5,0.3309968847352025,0.7693830979622728,0.6987580637377133,0.9295635863837515,2,1,17,1,23,12
657,0.7290039024383042,51.47670921872543,2932.1,0.3892757660167131,0.7263730971634019,0.5975370409098952,0.8631015692416154,2,1,17,1,23,13
658,0.7466632979503696,51.48110316649361,2974.6,0.3310439560439561,0.7266171159996935,0.5838628722189153,0.9295099056325,2,1,17,1,23,12
659,0.7941820986459129,52.88211230940618,2583.9,0.38449367088607594,0.804422460697523,0.7095687006322291,0.868555134607987,1,1,17,1,23,12
660,0.7263961330076649,52.25692990536508,3189.4,0.36153846153846153,0.7697028211494809,0.5147520149289747,0.8947335629445394,2,1,17,1,23,13
661,0.7491922509247119,50.91337654684485,2683.8,0.3787878787878788,0.6950882958207792,0.6774263605797847,0.8750620963735718,2,1,17,1,23,15
662,0.7763665017542705,52.976190476187675,2892.0,0.3490168539325843,0.809647111965506,0.6104390212512668,0.9090133720460388,2,1,17,1,23,13
663,0.7417232251315228,52.117687724931656,2892.6,0.3981741573033708,0.7619699766495676,0.6102459741638647,0.8529537245811362,1,1,17,1,23,15
664,0.689698271041296,50.48226494745729,3207.7,0.36649214659685864,0.6711464202354069,0.5088640787632116,0.8890843141252697,2,1,17,2,23,12
665,0.7532739335295264,52.58422984930372,2982.2,0.36522911051212936,0.7878794940759583,0.5814176091118225,0.8905246974007985,1,1,17,1,23,12
666,0.7134455778327812,51.85606732033773,3165.7,0.3827720207253886,0.7474408310958855,0.5223773748813565,0.8705185275211016,1,1,17,1,23,12
