episode,reward,picks_per_hour,dist_per_agent,congestion_rate,norm_picks,norm_distance,norm_congestion,aisle_width,centre_aisle_width,depot_col,shelf_start_row,shelf_end_row,cross_aisle_row
44,0.6616188720428067,49.71169456418007,3191.4,0.40743243243243243,0.6283526279263985,0.5141085246376345,0.8423954635643873,1,2,15,1,23,12
45,0.6369706682224403,49.45696356311984,3400.3,0.40093085106382975,0.614206086882768,0.44689596370714746,0.8498099540774053,1,3,17,3,23,11
46,0.7724004590299087,51.00668043520665,2535.9,0.3640065146579805,0.7002699473698515,0.7250124676243946,0.89191896209548,2,1,19,2,22,13
47,0.6100226212784419,48.973107157630444,3520.9,0.41423357664233573,0.5873350171229437,0.40809349913933163,0.8346393475730507,1,2,17,1,23,13
48,0.7166524504158387,50.259825123686554,2834.5,0.3900445765230312,0.6587931766819589,0.6289393671272984,0.862224807438259,2,2,15,1,22,10
49,0.635162887486434,49.298139815370355,3218.7,0.4491869918699187,0.605385775821728,0.5053248821608404,0.7947780044767336,2,3,21,1,23,12
50,0.7087619922152177,49.412080296863415,2692.4,0.4096091205211726,0.6117134850179538,0.6746593523270217,0.8399131393006779,1,2,17,3,22,12
51,0.6223549533039926,49.73506111956047,3480.2,0.43037974683544306,0.6296502946154204,0.4211885265681054,0.8162260387284521,1,2,19,2,23,12
52,0.7366752457652151,50.454467891471275,2625.4,0.40584415584415584,0.6696027047403884,0.6962162770869194,0.8442067554683378,1,2,17,2,22,12
53,0.750807936696672,51.50898537065731,2726.6,0.39146706586826346,0.7281655602171108,0.6636556683451038,0.8606025815278017,1,1,17,1,23,13
54,0.6681624858531906,49.21225643041705,3113.2,0.3879598662207358,0.6006162235287168,0.5392689950290375,0.8646022390018177,2,1,19,1,23,12
55,0.7197601637166473,50.812990690288636,2823.7,0.41185410334346506,0.6895133456417206,0.6324142147005357,0.8373529308076858,1,3,19,1,23,12
56,0.7239122399699557,51.30254209764603,3014.8,0.3708563535911602,0.7167006885576738,0.5709287173629767,0.8841073139892167,2,1,15,1,23,13
57,0.7270166204385995,51.92392486551346,3011.0,0.3940217391304348,0.7512093144919114,0.5721513489165232,0.857689197907364,1,1,15,1,23,13
58,0.7021334840682607,49.96477651487009,2840.7,0.4121212121212121,0.6424075886023152,0.6269445472241437,0.8370483163783236,1,2,17,1,23,11
59,0.594520309217753,48.46304262807679,3498.8,0.43641058747579076,0.5590084735448233,0.41520406685864114,0.8093483872497947,2,2,15,3,23,13
60,0.6978869703928612,50.929866495653876,3061.6,0.40796703296703296,0.6960040686818103,0.5558710445456154,0.8417857979511579,2,1,21,1,23,13
61,0.6428818818118263,48.32460297663309,3226.7,0.37921541637990364,0.5513201976653154,0.5027509209954795,0.874574526774684,2,2,19,2,23,12
62,0.6635700810363891,49.301148211209735,3288.0,0.35505319148936165,0.605552847733039,0.4830279435659014,0.9021294518102272,2,2,17,2,23,10
63,0.708729234308145,50.420919317586524,2850.8,0.41413373860182373,0.6677395774592937,0.6236949212528755,0.8347532042122661,1,2,15,2,22,12
64,0.7603322491462577,50.839745900719976,2434.0,0.4163732394366197,0.6909992020193212,0.7577982979681793,0.8321992474512728,1,3,17,2,22,11
65,0.7272834590139741,51.37494633108838,2946.9,0.3846704871060172,0.7207216732664907,0.5927752127539775,0.868353491021454,1,1,15,2,23,12
66,0.6256241488448006,49.526646101475656,3276.6,0.4690721649484536,0.6180759216683731,0.4866958382265407,0.7721006866394879,1,1,21,1,23,12
67,0.6956440216395763,50.62665275230474,3005.3,0.41498559077809793,0.679165028096141,0.5739852962468428,0.8337817405757453,1,2,17,1,23,11
68,0.6461511493254033,48.61973427941525,3259.4,0.37576167907921465,0.5677103781721662,0.49222985473206665,0.8785132150719771,2,2,17,2,23,11
69,0.6480546965217093,48.81083942385089,3300.4,0.3684931506849315,0.5783234435554742,0.47903830375959194,0.8868023422500619,2,2,17,3,23,11
70,0.7169236237748047,49.559737183209485,2646.5,0.40827922077922074,0.6199136420242675,0.68942745451328,0.8414297747868668,2,3,19,1,23,12
71,0.6868676245971437,48.96866986285851,2705.9,0.4418032786885246,0.5870885910014565,0.6703157928604752,0.8031984899294996,1,2,19,2,23,12
72,0.6915607598901613,49.241628331579705,2890.2,0.3907531692766592,0.6022473983900314,0.6110181625134731,0.8614167187669797,2,2,15,1,23,13
73,0.6564404701984601,47.976948012964094,2998.0,0.3911411411411412,0.532013104331189,0.5763340358102347,0.8609742704539568,1,2,17,3,23,11
74,0.7303432491868784,49.76523583668757,2537.3,0.41379310344827586,0.631326054034344,0.7245620244204565,0.8351416691058346,1,2,15,2,23,13
75,0.6453360169850348,47.99158042448431,3011.0,0.41739766081871343,0.5328257184585488,0.5721513489165232,0.8310309835800327,1,2,17,2,23,11
76,0.7220499582554598,50.85275115588073,2988.5,0.361271676300578,0.6917214516675728,0.5793906146941007,0.895037808404706,2,2,15,2,22,13
77,0.6944572204530459,48.68111549948875,2780.7,0.38673139158576053,0.5711191974578588,0.6462492559643507,0.8660032079369283,2,2,19,3,23,12
78,0.7403462614656993,51.00887812751965,2667.2,0.4113924050632911,0.7003919966861019,0.6827673299979087,0.8378794577130874,1,2,17,1,22,11
79,0.6495118595746225,50.24334383051522,3283.8,0.4391025641025641,0.6578778845136326,0.4843792731777158,0.8062784210325195,1,2,19,1,22,12
80,0.6788630494733082,48.95853124406008,2903.5,0.40661764705882353,0.5865255406214056,0.6067389520760604,0.8433246557224587,1,3,17,1,23,13
81,0.7180433113078889,48.90328510103885,2621.7,0.3803630363036304,0.5834574341620453,0.6974067341258989,0.8732657656357226,1,2,17,2,23,14
82,0.711887889900193,51.996951219509306,3088.3,0.41556728232189977,0.7552648487997463,0.5472804491562232,0.8331183717446099,1,1,17,1,23,13
83,0.5865537660877087,48.77917081483922,3636.2,0.4339975093399751,0.5765647205287769,0.3709962838435675,0.8121002938907821,2,2,19,3,23,12
84,0.7147816080576687,49.924881543970564,2839.4,0.37727272727272726,0.6401920127952263,0.6273628159135148,0.876789995464265,2,3,17,1,23,13
85,0.7312668294208994,51.814176934519516,2995.9,0.38175675675675674,0.7451144394912345,0.5770097006161419,0.8716763481553218,1,1,17,1,23,13
86,0.660401927703989,49.5816971145609,3196.4,0.4028925619834711,0.6211331915446837,0.5124997989092839,0.8475727926579997,1,2,17,2,23,12
87,0.6804167834001675,51.48383047913977,3168.3,0.4507978723404255,0.7267685778952897,0.521540837502614,0.792940934802599,1,2,15,1,22,11
88,0.6405208675697314,50.89017415748176,3603.7,0.404,0.6937997461269095,0.3814530010778462,0.8463098555044385,2,1,15,1,23,14
89,0.7590233076262354,52.09634997036877,2774.1,0.38505747126436785,0.7607849798511944,0.6483727739257734,0.8679121691017383,1,1,17,1,22,11
90,0.7857011019111321,51.05821076183619,2348.2,0.38448275862068965,0.7031316951650647,0.7854040314666753,0.8685675791016564,1,1,17,1,23,13
91,0.6633379518527168,48.45840365537126,3004.9,0.39449541284403666,0.5587508471958277,0.5741139943051108,0.8571490140572121,1,2,17,4,23,13
92,0.6534024954075164,49.54878919690677,3282.0,0.39555256064690025,0.6193056432454307,0.48495841443992205,0.8559434285371966,1,2,15,2,23,13
93,0.6588243762739479,48.95668946168409,3056.1,0.416189111747851,0.5864232568402131,0.557640642846801,0.8324092291348294,1,2,17,2,23,13
94,0.6926301891982344,49.1151296737216,2858.5,0.39072327044025157,0.5952222681628284,0.6212174836312157,0.8614508158006592,1,2,17,3,23,11
95,0.713371727024102,50.383730253769585,2826.4,0.4069940476190476,0.6656742747852147,0.6315455028072263,0.8428954034798654,2,1,21,1,23,14
96,0.70904601030006,49.76744186046256,2759.2,0.40732087227414326,0.6314485660401313,0.6531667765962581,0.8425226882637905,1,2,19,1,23,12
97,0.7832705615541746,51.91133954384599,2506.4,0.38778877887788776,0.7505103859407136,0.734503949421663,0.8647973493001475,1,1,15,1,23,12
98,0.6766452091301315,50.15584646896155,2966.0,0.45312499999999994,0.6530186996822749,0.5866298804716783,0.7902870472364414,1,2,19,1,22,11
99,0.672558891664287,51.51864235340095,3228.6,0.456151832460733,0.7287018628350566,0.5021396052187063,0.786835206939098,1,2,15,1,22,10
100,0.7164759786713317,50.96402725687755,2845.7,0.4216417910447761,0.6979011939187111,0.6253358214957931,0.8261909205994908,1,2,17,1,23,15
101,0.6770492433883611,50.28917486752185,2970.2,0.45736994219653176,0.6604231210313234,0.5852785508598639,0.7854460582738962,1,2,19,1,23,14
102,0.6429080907514926,48.783961964521886,3076.5,0.4438920454545454,0.5768307980589948,0.5510770418751306,0.8008164323203526,1,2,21,1,23,13
103,0.678131581331718,49.52609748315256,3085.9,0.38472032742155526,0.6180454540315615,0.5480526375058316,0.8682966524577611,2,1,17,3,22,13
104,0.7118965225799077,49.768660460446846,2613.0,0.44112903225806455,0.6315162412528919,0.7002059168932289,0.8039674095936024,1,2,15,1,22,13
105,0.7103191074789013,49.06095032554303,2492.4,0.4448398576512455,0.5922134063849721,0.7390083814610446,0.7997355345906874,1,2,19,2,23,13
106,0.6729796828008392,50.344330788068035,3102.7,0.4333791208791209,0.6634862169660868,0.5426473190585737,0.8128055123778574,1,2,19,1,23,13
107,0.7223128305534434,50.20596966837488,2622.5,0.4323432343234323,0.6558023023642707,0.6971493380093627,0.8139868512866968,1,2,17,1,23,10
108,0.6459297204054715,49.305055650919115,3228.4,0.41846361185983827,0.6057698482394327,0.5022039542478401,0.8298153587291419,1,2,17,2,23,13
109,0.6674713708304392,49.22073003757706,3016.0,0.4176136363636363,0.6010868071285841,0.5705426231881726,0.8307846821745611,2,2,15,1,23,14
110,0.6797379727679136,50.06111367142612,2989.6,0.43371757925072046,0.6477576933542858,0.5790366950338637,0.8124195299155913,1,2,17,1,23,11
111,0.5707186311999433,49.54534283607445,3866.1,0.4481026785714286,0.6191142488538464,0.2970270748540081,0.7960145698919754,1,2,19,1,23,11
112,0.7036126223379682,48.89911271771028,2743.1,0.3838709677419355,0.5832257199546593,0.658346873441547,0.8692652736176981,2,2,19,2,23,14
113,0.6518989711419811,50.14313469678619,3193.2,0.4535040431266846,0.652312748674869,0.5135293833754283,0.7898547813756465,1,2,15,1,23,12
114,0.6697848568718986,49.365342714931245,2972.8,0.4307580174927114,0.609117903332444,0.5844420134811215,0.8157946538021303,1,2,19,1,23,13
115,0.6715371270301165,49.47538494481047,3041.3,0.41218130311614737,0.6152291222851424,0.5624024710027187,0.8369797878024885,1,2,19,1,23,11
116,0.6890917133056638,48.67657376107924,2732.2,0.4143081761006289,0.570866971036449,0.6618538955293513,0.8345542733511911,1,2,17,1,23,11
117,0.5959226078742618,48.82813872588347,3350.9,0.49222797927461137,0.5792841640222077,0.4627901739032511,0.7456934856973265,1,2,21,1,23,13
118,0.6645757992961827,50.21278932483715,3245.5,0.40879265091863515,0.6561810334556789,0.49670211225688127,0.8408442521759879,1,2,17,2,22,12
119,0.6588665611946273,48.84060878786728,3190.4,0.37253521126760564,0.5799766916020327,0.5144302697833045,0.8821927221985447,2,2,15,3,23,14
120,0.7316557367523376,50.803851539853426,2802.3,0.3861538461538462,0.689005800952627,0.6392995608178761,0.86666184848651,2,3,19,1,23,14
121,0.6731983474553004,51.23239436619415,3287.3,0.42396907216494845,0.7128050191732199,0.4832531651678704,0.8235368580248109,1,2,17,1,23,14
122,0.698878841175712,50.11909650923756,2886.8,0.41519174041297935,0.6509777827486337,0.6121120960087514,0.8335466447697508,1,1,19,2,23,12
123,0.7435088808344025,51.134469800117266,2701.4,0.39953987730061347,0.7073667572913895,0.6717636460159907,0.8513962391958273,1,1,15,1,23,12
124,0.6909688522632701,50.94918312117583,3089.4,0.41926345609065163,0.6970768216433005,0.5469265294959861,0.8289032056505237,1,2,17,2,23,13
125,0.652647268294895,49.728791494898424,3244.5,0.4168848167539267,0.6293021096585811,0.49702385740255134,0.8316158378235528,1,2,17,1,23,14
126,0.57454627854582,48.75290821304069,3695.2,0.4476600985221675,0.5751062212777669,0.3520133202490307,0.7965192941106624,1,2,21,3,23,12
127,0.5807819926857787,49.50189420513224,3791.8,0.44047619047619047,0.6167013197704005,0.32093273917729753,0.8047119191096384,1,3,15,1,23,13
128,0.7229026574062398,50.61484053080439,2687.7,0.43230769230769234,0.6785090338293434,0.6761715545116713,0.8140273838777047,1,1,19,1,23,13
129,0.6766186992280534,49.75699202460354,3148.4,0.38231098430813126,0.6308682321535468,0.5279435659014493,0.8710442996291642,2,2,15,3,23,14
130,0.6894245607503515,51.36895959070817,3068.8,0.44957983193277307,0.7203891983492106,0.5535544794967905,0.7943300044050537,1,2,19,1,23,14
131,0.689124920385507,50.04418583868419,3013.6,0.40142857142857147,0.646817602514668,0.5713148115377809,0.849242347104072,2,2,15,1,23,12
132,0.6904374148603817,49.019137189863756,2733.5,0.4270833333333333,0.5898913048834359,0.66143562683998,0.8199853128577292,1,2,17,2,23,14
133,0.7041244709017069,50.39780242140328,2948.6,0.3975290697674419,0.6664557756475922,0.5922282460063384,0.8536893910511906,1,2,17,1,23,13
134,0.7718258743648926,50.81386783261421,2434.7,0.38468013468013473,0.6895620579298134,0.7575730763662103,0.8683424887986542,1,1,17,1,23,11
135,0.7474744165174818,50.35916824196362,2515.8,0.4037162162162162,0.6643102181659537,0.7314795450523639,0.8466334863341278,1,3,17,2,22,13
136,0.5529098622388908,48.652018316847595,3867.6,0.45102505694760825,0.5695032791488432,0.2965444571355029,0.7926818504323265,1,2,17,2,23,13
137,0.6578049124548042,49.75129908022056,3197.9,0.4175603217158177,0.630552073260292,0.5120171811907787,0.8308454829133421,1,2,17,1,23,12
138,0.6838752372837359,49.16317773206809,2864.6,0.41437308868501527,0.5978906274384422,0.619254838242628,0.8344802461701375,1,2,17,2,23,13
139,0.5685328892888528,48.259070331518984,3326.3,0.5435082872928176,0.5476808280952756,0.4707051044867359,0.6872127352845467,1,2,11,2,23,12
140,0.7438335256201728,50.946733931727756,2725.6,0.3827160493827161,0.6969408053794514,0.6639774134907739,0.8705823579902934,2,1,21,1,23,12
141,0.6690101220134386,50.416298967882646,3117.5,0.4431506849315069,0.6674829853427088,0.5378854909026559,0.801661889794951,1,2,15,1,23,13
142,0.7008068176394993,49.43372744243677,2803.3,0.4003021148036254,0.6129156639127734,0.6389778156722059,0.8505269733335187,1,2,17,1,23,15
143,0.6727080357717902,50.7787640261233,3234.0,0.4182058047493404,0.687612560470751,0.5004021814320876,0.8301093654125321,1,2,17,1,23,13
144,0.7061530689789323,51.49798564387535,2980.6,0.4367405289492495,0.7275546880196084,0.5819324013448947,0.8089721175722938,1,2,17,2,22,13
145,0.7393228779284748,50.78918690898622,2569.1,0.431063122923588,0.6881913975168881,0.7143305287881468,0.8154467074803896,1,2,17,1,23,13
146,0.683640503649281,49.05763223547407,2825.9,0.4207692307692308,0.5920291355378756,0.6317063753800614,0.8271860000299059,1,2,19,1,23,13
147,0.7400656105161687,51.1001812063138,2700.1,0.4072948328267477,0.7054625328446193,0.6721819147053618,0.8425523839985253,1,1,17,1,23,13
148,0.6931601430006022,51.73430196206571,3106.8,0.4468232044198895,0.7406785656813188,0.5413281639613261,0.7974736993591619,1,2,17,1,23,12
149,0.6896013115710711,49.46234367196079,2859.1,0.4154302670623145,0.6145048723867736,0.6210244365438136,0.8332746257826259,1,2,17,1,23,12
150,0.6829045087658162,50.620232683562875,3115.4,0.41712328767123286,0.678808488194905,0.5385611557085631,0.8313438823939806,1,2,17,1,23,12
151,0.7520468518918038,49.78058985610567,2283.8,0.42896678966789664,0.632178742811834,0.8061244188478305,0.8178373940157468,1,3,19,1,22,12
152,0.690379495381007,49.71384536347027,2864.5,0.42410714285714285,0.628472073028521,0.619287012757195,0.823379400357305,1,3,17,1,23,14
153,0.6469413875489834,48.74374255065282,3075.2,0.4316901408450704,0.5745972042416683,0.5514953105645019,0.8147316478407802,1,2,19,1,23,13
154,0.6367787680528603,50.998965282272856,3580.2,0.42577197149643703,0.6998414846888998,0.3890140120010939,0.8214808074685874,1,2,17,1,23,13
155,0.6913114607068033,50.96731154102446,3137.2,0.4057591623036649,0.6980835873466401,0.5315471115329548,0.844303683240815,1,1,19,1,23,13
156,0.6792965824696251,49.10835893699657,2813.8,0.4380804953560372,0.5948462538395713,0.6355994916426697,0.8074440019266342,1,2,19,2,23,14
157,0.6412612650263796,48.41999665607485,3123.9,0.41712707182320435,0.5566179062124064,0.5358263219703672,0.8313395668963652,1,2,15,1,23,12
158,0.7073804387627297,50.03074652563997,2852.4,0.39823008849557523,0.6460712473683097,0.6231801290198034,0.8528899399000763,1,2,19,1,22,12
159,0.6534886248899585,49.802306273906126,3246.2,0.4177718832891246,0.6333847687547153,0.49647689065491224,0.830604215260248,1,2,19,1,23,13
160,0.6518381316708114,48.91967039077639,2939.1,0.46577380952380953,0.5843673947589855,0.5952848248902044,0.7758621753632445,1,2,21,1,23,12
161,0.7140936177094488,49.485099168190885,2678.2,0.40314569536423844,0.6157686037741879,0.6792281333955374,0.8472841159586213,1,2,17,2,23,12
162,0.7284774284243989,50.09750044318135,2653.6,0.4020700636942675,0.6497784405658076,0.6871430639790221,0.8485107807283673,1,2,17,1,23,14
163,0.6436813431157944,49.75346884909071,3249.3,0.44031830238726793,0.6306725718421252,0.49547948070333475,0.8048919768019235,1,2,19,1,23,12
164,0.735164139699844,50.68862991695183,2601.4,0.4279935275080906,0.6826069432921662,0.7039381605830021,0.8189473152243637,1,3,17,1,23,13
165,0.7548490286987467,49.1015936736695,2476.3,0.3342198581560284,0.5944705434826497,0.7441884783063334,0.9258880643072572,2,2,19,2,23,15
166,0.6637256810066509,50.80521254196481,3218.2,0.44758064516129026,0.6890813844982068,0.5054857547336754,0.7966099037880705,1,2,15,1,23,12
167,0.7742007038141527,51.99567189038458,2479.3,0.4234006734006734,0.7551938009810829,0.7432232428693231,0.8241850675920526,1,1,19,1,23,12
168,0.685865060462231,48.88709711642253,2843.8,0.4015625,0.5825584309475358,0.6259471372725662,0.849089613166591,1,2,15,2,23,13
169,0.6744475786608457,50.91786542923137,3261.2,0.4127296587926509,0.6953375868715607,0.4916507134698605,0.8363544356411161,1,2,17,1,23,12
170,0.6876939421088316,50.612846375192575,3041.8,0.42492917847025496,0.6783982879676597,0.5622415984298835,0.8224419399289519,1,2,15,1,23,14
171,0.728713972199661,50.21853598100038,2663.3,0.4046052631578948,0.6565001752442259,0.684022136066022,0.8456196052887353,1,2,17,2,23,11
172,0.7294957666852435,50.295497133730734,2660.3,0.40714285714285714,0.6607742294478116,0.6849873715030323,0.8427256991048866,1,2,17,1,23,12
173,0.7315527569169289,51.25685125684854,2867.4,0.390117994100295,0.7141632378666727,0.6183539518347516,0.8621410810493623,2,2,17,1,23,12
174,0.6391027557328691,49.29282207774686,3321.5,0.40956072351421186,0.6050904541167259,0.47224948118595256,0.839968331895929,1,2,17,1,23,11
175,0.7045890138902247,50.79798994974591,3006.1,0.39957264957264954,0.6886802762827134,0.5737279001303067,0.8513588652576537,1,2,17,1,23,13
176,0.7762589031296414,51.386361203294875,2532.4,0.3733333333333333,0.7213556006546172,0.72613857563424,0.881282533100067,1,2,17,2,22,12
177,0.7279339510966105,50.32078841192947,2707.9,0.3990536277602524,0.6621787860333671,0.6696723025691349,0.8519507646873297,1,2,17,1,23,12
178,0.7358464059598762,51.600878652729776,2777.1,0.4210526315789474,0.7332688734418906,0.647407538488763,0.8268628059489748,1,2,15,1,23,13
179,0.698644589460919,49.875311720695514,2984.3,0.37642857142857145,0.6374391419763337,0.5807419443059152,0.8777526821005082,1,2,17,1,23,13
180,0.6990947980831836,52.71727992547428,3294.2,0.4262086513994911,0.7952684587311083,0.4810331236627467,0.820982811855696,1,1,17,2,23,13
181,0.6352092119711892,49.32340459604163,3295.7,0.42857142857142855,0.6067888608613851,0.48055050594424153,0.8182882691079413,1,2,17,1,23,14
182,0.7439805476985988,50.91696304313949,2799.4,0.36005830903790087,0.6952874726654654,0.6402326217403194,0.8964215486900114,1,1,17,1,23,12
183,0.7002218301164582,49.029947268926016,2696.4,0.4123376623376623,0.590491644953952,0.6733723717443412,0.8368014736510818,1,2,17,2,23,12
184,0.5938223130956808,50.718851052843945,3986.3,0.41056034482758624,0.6842852805872087,0.2583533083444602,0.8388283503553736,1,2,17,1,23,12
185,0.7243078982768589,51.04120513956308,2851.1,0.40327380952380953,0.7021872842670674,0.6235983977091746,0.847138012854335,1,2,17,1,23,14
186,0.7480237692965779,51.544868808306404,2683.5,0.4126984126984127,0.7301583546605694,0.6775228841234857,0.8363900691056786,1,2,17,1,23,12
187,0.6729482027545718,49.50041933713409,2841.3,0.46611445783132527,0.616619412658259,0.6267515001367415,0.7754736954687149,1,2,15,1,23,15
188,0.622504806662635,48.24648115262198,3315.2,0.404046997389034,0.5469816853320046,0.4742764756036743,0.846256259052226,1,2,17,2,23,14
189,0.6470969708841985,48.89485985608055,3181.9,0.40853658536585363,0.5829895363674734,0.5171651035215005,0.8411362727636219,1,2,17,1,23,11
190,0.7378838195641091,50.16016666293075,2611.4,0.3922829581993569,0.6532586225854448,0.700720709126301,0.8596721269805818,1,1,17,2,23,12
191,0.6875061865799341,49.28600233690505,2845.6,0.4161631419939577,0.604711718339282,0.6253679960103602,0.8324388453901603,1,3,19,1,23,12
