tick,agent_1,agent_2,agent_3,agent_4
175,1.159,1.0044,0.8881,1.1186
176,1.159,1.1886,0.7836,1.0661
177,1.0958,0.8725,0.692,1.1371
178,0.6184,0.8883,0.8611,1.1371
179,1.2136,1.0596,0.6864,1.1298
180,0.8136,1.1013,0.7705,0.9258
181,0.9114,0.9,0.785,1.0439
182,1.244,1.0941,0.7725,0.9793
183,1.2409,1.0939,0.5785,0.7183
184,1.1826,0.9586,0.8826,0.8693
185,0.8855,0.8372,0.9124,0.8238
186,1.13,1.0588,0.7164,0.7645
187,1.1228,0.8539,0.941,0.6751
188,0.8009,1.0973,0.9111,0.7708
189,1.1293,1.0973,0.9426,0.6529
190,1.0014,1.0973,0.6386,0.6204
191,0.8183,0.9144,0.9762,0.699
192,1.0429,1.1535,0.8443,0.805
193,1.1731,1.1491,1.0088,0.8591
194,1.1731,0.9576,1.0096,0.5799
195,0.8689,1.1644,0.9874,0.6639
196,1.2303,1.2939,0.9893,0.7022
197,1.1079,1.2633,0.9381,0.9301
198,0.9598,1.3252,0.7102,0.9895
199,1.1898,1.3252,0.8468,0.9603
200,0.9563,0.8109,0.7811,0.9366
201,0.9033,1.2331,1.0717,0.8206
202,0.9176,1.1558,0.8727,1.2192
203,1.0763,0.7705,1.0255,1.1196
204,1.0473,1.1506,1.1173,1.2062
205,0.9788,0.8717,1.1195,1.2
206,1.1482,0.7711,1.1195,0.9604
207,1.1746,0.9509,0.7464,1.059
208,1.1824,0.9639,0.5664,1.0697
209,1.1911,1.083,0.9592,1.1654
210,0.9727,1.0358,1.2199,1.151
211,0.9515,1.1031,1.2199,0.7783
212,1.0994,1.0616,1.0497,1.1559
213,1.1661,0.968,1.1518,1.1559
214,1.0997,0.9309,1.2219,1.1559
215,0.8181,0.7756,1.0285,1.2282
216,0.7734,0.9098,1.2129,0.5517
217,1.1344,0.9976,1.1827,0.5481
218,0.9924,1.0145,0.9565,0.571
219,0.6618,0.9993,0.9449,1.0129
220,1.0413,1.0026,1.0647,0.673
221,1.0413,0.8892,1.0078,0.5844
222,1.0586,1.004,1.0281,0.7589
223,1.0586,0.856,0.9912,0.762
224,0.7058,0.9623,1.0015,0.8051
225,0.6566,0.9043,0.7863,0.6423
226,1.192,0.9257,0.9015,0.6851
227,1.192,0.9427,0.9261,0.8728
228,0.7783,0.9673,0.8996,0.8632
229,1.2163,0.9775,0.8237,0.8805
230,1.1764,0.9626,0.8281,0.8116
231,1.0637,0.97,0.5622,0.7998
232,1.0125,0.7994,0.9723,0.7919
233,0.8841,0.7518,0.9521,0.8107
234,1.0516,0.9244,0.8728,0.856
235,1.0709,0.9388,0.7301,0.8817
236,1.0352,0.9345,0.9971,0.9057
237,1.1601,0.7726,1.0141,0.9312
238,1.2162,0.9148,0.941,0.9142
239,1.287,0.8889,1.1611,0.8478
240,1.287,0.7674,1.2124,0.8887
241,1.2813,0.9126,0.9699,0.7692
242,1.2441,0.8663,1.1594,0.9252
243,0.6229,0.8231,1.1594,0.9112
244,1.1954,0.8973,0.8719,0.9189
245,1.1208,0.9794,1.174,0.7322
246,0.7374,1.0256,1.1882,0.9205
247,0.8954,0.9902,1.1882,0.9213
248,0.9998,0.7795,0.9507,0.8758
249,1.0237,0.9614,0.9498,0.8521
250,1.0986,0.959,1.0426,0.7684
251,1.1673,0.964,0.8922,0.9852
252,0.9467,0.9575,0.7009,0.9022
253,1.1159,0.8543,0.946,0.6903
254,0.7551,0.9551,0.9325,0.9559
255,1.178,0.8404,0.9313,0.8955
256,1.1873,0.754,0.9275,0.931
257,1.1108,0.7917,0.5939,0.8521
258,1.1031,0.6324,0.8787,0.8819
259,1.1789,0.8704,0.7846,0.8927
260,1.067,0.8888,0.7847,0.8981
261,0.9348,0.6346,0.5889,0.7488
262,0.9883,0.9257,0.9155,0.2923
263,0.9076,0.9167,0.6297,0.9311
264,0.9348,0.8337,0.8555,0.7633
265,1.0432,0.4632,0.9002,0.9434
266,1.0926,0.6536,0.8288,0.7412
267,1.0694,0.7991,0.7079,1.0003
268,0.7761,0.7875,0.9778,0.9323
269,0.8671,0.8152,0.8908,0.6151
270,0.9804,0.8474,0.9722,0.7936
271,1.2137,0.6061,0.921,0.7213
272,1.2137,0.8236,0.8891,1.0041
273,0.847,0.818,0.9773,0.9217
274,1.107,0.6629,0.8146,0.8335
275,1.2188,0.7702,1.0206,0.8557
276,1.2755,0.7851,1.1713,1.0346
277,1.3028,0.8062,0.9625,0.9689
278,1.0491,0.7786,1.0262,0.9697
279,0.9374,0.792,1.1644,0.9834
280,1.1385,0.6391,1.0957,0.8863
281,1.226,0.6628,1.0429,0.7243
282,1.1387,0.6727,1.0396,0.9751
283,0.9673,0.5101,1.0436,0.9566
284,0.8822,0.7879,1.0279,0.9595
285,0.8763,0.666,0.9724,0.7752
286,0.7061,0.795,0.9745,0.9136
287,0.8093,0.7677,0.884,0.7947
288,1.0214,0.6929,0.9326,0.9876
289,1.0357,0.7078,0.9283,1.01
290,1.0217,0.407,0.6907,0.8688
291,0.9876,0.804,0.6218,1.0022
292,1.0277,0.8202,0.7834,1.0723
293,1.0066,0.7569,0.6253,0.9834
294,0.7402,0.8605,0.7479,0.9849
295,0.8243,0.7224,0.4626,0.8296
296,0.7718,0.9289,0.9706,0.8561
297,0.7298,0.9328,0.9374,0.8743
298,0.6776,0.4531,0.7577,0.8674
299,0.7536,0.7583,1.0038,0.6714
300,0.6356,0.7882,0.8124,0.8778
301,0.8005,0.5463,0.8184,0.8148
302,0.7411,0.6709,1.0364,0.8975
303,0.7381,0.8867,1.0504,0.6372
304,0.549,0.6893,1.0398,0.9494
305,0.757,0.8165,1.0384,0.6979
306,0.9573,0.9524,0.8902,1.0339
307,0.9502,0.9558,0.9294,0.8983
308,0.8051,0.7474,1.0599,0.8202
309,0.6234,1.0303,0.9161,0.756
310,0.957,1.0501,1.1198,0.6817
311,0.9598,0.9068,0.9493,0.6917
312,0.9596,1.0259,1.0771,0.6651
313,0.7982,0.8633,1.1425,0.7459
314,0.7428,1.0187,1.1225,0.5996
315,0.6273,1.0405,1.1271,0.7695
316,0.8807,1.0272,1.1677,0.7565
317,0.8124,0.9194,1.1409,0.5809
318,0.6689,1.0099,1.1421,0.8343
319,0.7997,1.0055,1.138,0.6405
320,0.7942,0.8693,0.9517,0.9474
321,0.7855,0.9925,1.1021,0.952
322,0.75,0.9642,1.1391,0.9375
323,0.7621,0.9947,1.1624,0.9487
324,0.6923,0.978,1.0021,1.0072
325,0.795,1.0286,1.1548,0.7404
326,0.7675,0.7774,1.0926,0.9946
327,0.6391,0.7454,0.9942,1.1191
328,0.9378,0.6786,1.1099,0.7673
329,0.8318,0.743,1.0767,1.2669
330,0.9561,1.015,1.1665,1.2109
331,0.9131,0.8938,0.9723,1.0536
332,0.9616,0.8661,1.1778,1.0912
333,0.6141,0.691,1.1625,1.1141
334,0.9038,0.8219,1.1625,1.2402
335,0.9394,0.891,1.1625,1.0387
336,0.6463,1.0935,1.1625,1.2231
337,0.9197,0.9377,1.1253,1.2222
338,0.5285,1.0573,0.6391,1.0856
339,1.0369,1.0957,0.8198,0.974
340,1.0328,1.1001,1.1135,0.9755
341,1.0291,1.122,1.2087,1.2316
342,0.844,1.1145,1.0574,1.0095
343,0.8398,1.0456,0.614,1.1903
344,1.0457,0.9563,1.0099,1.112
345,0.9136,0.9923,0.8485,0.9971
346,0.9831,0.9983,0.9457,1.0549
347,0.8706,1.0926,1.127,0.8984
348,0.7809,1.0573,0.9246,0.932
349,0.8825,1.1004,1.0055,0.8764
350,0.8843,1.0881,1.12,0.6325
351,0.8345,0.8734,0.9375,0.9149
352,0.8309,0.8631,1.1379,0.7057
353,0.8534,0.9976,1.1193,1.2476
354,0.864,0.7601,1.1351,1.2476
355,0.8572,0.9998,0.9289,0.6239
356,0.7061,0.7575,0.9402,1.274
357,0.8024,1.0701,1.1813,1.274
358,0.6225,1.0647,1.0707,0.8493
359,0.8357,0.9519,1.1791,0.9333
360,0.7676,1.0691,1.1716,1.1132
361,0.5723,0.9919,1.1849,0.9384
362,0.5826,0.719,1.1157,0.9075
363,0.7004,1.1038,1.1025,0.8894
364,0.8022,1.1057,1.1614,1.1944
365,0.7973,1.0943,0.9679,1.227
366,0.6668,0.9554,1.1154,1.227
367,0.4041,0.702,0.971,1.2269
368,0.7372,0.9348,0.7977,1.2134
369,0.6553,0.647,1.0257,1.1334
370,0.6488,1.0986,0.9754,1.1042
371,0.628,1.0869,0.9748,1.1978
372,0.6571,0.5459,0.9983,0.7936
373,0.6203,0.7127,0.9424,1.142
374,0.5121,0.2573,1.2031,1.1692
375,0.7063,0.6719,1.1966,1.1587
376,0.7437,0.8113,0.645,0.8896
377,0.715,0.8291,0.9326,1.0506
378,0.6857,0.9327,1.1025,0.7882
379,0.5568,0.7593,0.9306,1.3041
380,0.444,0.9537,1.0763,1.2713
381,0.7677,0.9843,1.0066,1.3041
382,0.5355,0.9911,1.1475,1.2967
383,0.569,0.9624,1.0942,1.0182
384,0.5144,0.8613,1.111,0.8233
385,0.3701,0.6621,0.8367,1.3027
386,0.7182,0.5206,0.8484,1.3029
387,0.6214,0.7311,1.0866,0.9719
388,0.7851,0.8924,1.1493,1.2299
389,0.7385,0.8806,0.9022,0.7576
390,0.7291,0.6469,1.1389,0.8102
391,0.9131,0.3832,1.1234,0.9735
392,0.7021,0.4342,0.9934,1.0358
393,0.9506,0.244,0.7573,1.074
394,0.9048,0.3543,1.1697,1.0748
395,0.8459,0.3251,1.1697,1.0767
396,0.9893,0.5659,1.0026,1.0692
397,0.8638,0.5663,1.1603,0.8195
398,0.8756,0.5933,1.1599,0.7395
399,0.7914,0.6015,1.136,1.2129
400,0.9874,0.4755,1.0775,1.2117
401,0.8845,0.5566,1.0336,1.2132
402,0.6563,0.626,1.1349,1.2802
403,0.6704,0.7915,1.146,1.2802
404,0.6624,0.8134,1.146,1.2802
405,0.3657,0.8096,1.141,0.8536
406,0.5219,0.7822,1.141,1.2705
407,0.8519,0.7971,1.2104,0.8363
408,0.7057,0.7952,1.2104,1.2552
409,0.7285,0.7834,1.2104,0.8941
410,0.9393,0.7286,1.2104,0.739
411,0.8179,0.7779,0.8065,0.8313
412,0.856,0.7783,0.9132,0.611
413,1.0381,0.6706,1.1834,0.8875
414,1.0063,0.8426,1.1246,0.8765
415,0.903,0.6404,0.8502,0.8383
416,0.9207,0.7407,0.9354,1.0149
417,0.9368,0.6512,0.9393,1.1187
418,0.9356,0.6493,1.1429,0.7366
419,0.8347,0.6319,1.1429,0.969
420,0.9136,0.6464,1.1429,0.7047
421,0.7506,0.6412,1.1429,0.8329
422,0.5394,0.6017,1.1429,0.9525
423,0.5889,0.39,0.9107,0.829
424,0.5745,0.4944,1.1645,0.875
425,0.6646,0.468,1.1658,0.9858
426,0.6241,0.3348,1.001,0.7846
427,0.6126,0.3062,0.7398,1.066
428,0.8441,0.2762,0.7198,0.8706
429,0.826,0.5687,0.8473,1.0231
430,0.9318,0.552,0.8877,1.0221
431,0.9653,0.4254,0.9623,0.8209
432,1.0309,0.6793,1.0244,0.9916
433,1.0109,0.2266,1.0369,1.0248
434,0.9574,0.7992,1.0369,1.021
435,1.0462,0.9509,0.9793,0.8445
436,1.112,0.6548,0.7876,0.9849
437,1.0614,0.9718,0.867,0.8936
438,1.1311,0.7088,0.8303,0.7879
439,0.8789,0.5052,0.8582,0.769
440,1.2372,0.5467,0.8579,0.8107
441,1.126,0.5168,0.858,0.6123
442,1.0331,0.5227,0.757,0.8627
443,1.2336,0.2588,0.5781,0.8425
444,1.1687,0.8144,0.7734,0.9601
445,1.2405,0.5842,0.522,0.8999
446,1.2525,0.8044,0.5829,0.8803
447,0.6769,0.7948,0.7939,0.8444
448,1.02,0.4427,0.8699,0.9962
449,0.8999,0.8114,0.9921,1.041
450,0.672,0.9472,0.7527,0.9818
451,1.1247,1.0455,0.8889,0.7634
452,0.9722,1.0028,0.8307,0.6213
453,0.8631,0.8083,0.8065,0.6212
454,0.4921,0.6445,0.8345,0.6013
455,0.9543,0.8501,0.9051,0.9678
456,0.9295,0.675,0.9247,0.8932
457,0.6451,0.8822,0.8455,0.9123
458,0.9136,0.863,0.762,0.8965
459,0.7096,0.8288,0.6147,0.9155
460,0.8818,0.8654,0.7086,0.8216
461,0.9106,0.8353,0.4852,0.5768
462,0.7307,0.8262,0.3276,0.8555
463,0.9258,0.7556,0.3363,1.0454
464,0.8124,0.7244,0.1901,1.0121
465,0.4647,0.7713,0.6005,0.9113
466,0.5637,0.6819,0.5793,0.5581
467,0.8236,0.8006,0.6247,0.9378
468,1.0285,0.7251,0.6085,0.9174
469,1.0259,0.7129,0.4988,0.8848
470,1.0346,0.6995,0.7409,0.8652
471,1.006,0.5311,0.7379,0.907
472,0.9788,0.7912,0.7371,0.8154
473,0.9819,0.6374,0.7565,0.4337
474,0.8569,0.692,0.7398,0.6528
475,0.702,0.8715,0.739,0.331
476,0.7007,0.908,0.7605,0.6723
477,0.8451,0.8688,0.5283,0.8735
478,0.7644,0.6697,0.7529,0.8131
479,0.8177,0.8924,0.8416,0.7698
480,0.8985,0.9015,0.7129,0.806
481,0.8807,0.8867,0.6772,0.8265
482,0.8081,0.7403,0.5623,0.8078
483,0.9893,0.7784,0.5127,0.61
484,0.8705,0.7997,0.7807,0.7536
485,0.9528,0.6551,0.6126,0.6974
486,0.9641,0.6962,0.656,0.727
487,0.8203,0.6047,0.7456,0.7723
488,0.97,0.6542,0.7418,0.7646
489,0.9504,0.7556,0.7416,0.6023
490,0.9511,0.7256,0.4541,0.8334
491,0.9019,0.6628,0.6342,0.8492
492,0.8907,0.6312,0.9108,0.8093
493,0.7822,0.5949,0.9285,0.6726
494,0.5492,0.561,0.7258,0.8867
495,0.3424,0.7289,0.8623,0.6965
496,0.7572,0.6361,0.9582,0.7858
497,0.7451,0.545,1.2064,0.7387
498,0.4527,0.5845,1.2064,0.7603
499,0.5824,0.5226,1.2064,0.8023
500,0.4737,0.6285,1.2064,0.7157
501,0.5189,0.6516,1.2064,0.6399
502,0.8684,0.5736,1.2085,0.6859
503,0.7711,0.4669,1.2085,0.6927
504,0.7371,0.3731,1.2085,0.6878
505,0.9242,0.5935,0.6333,0.6374
506,0.9203,0.6943,1.1306,0.5548
507,1.0007,0.6949,1.134,0.6891
508,0.9297,0.6774,1.0802,0.6538
509,0.8817,0.6883,1.0502,0.8859
510,0.9378,0.7014,1.0903,0.7897
511,0.8375,0.6232,0.9465,0.7446
512,0.8602,0.4665,0.808,0.9533
513,0.9252,0.6901,1.1058,0.8333
514,0.8285,0.536,1.1058,0.6827
515,0.768,0.2776,1.1058,0.5594
516,0.8534,0.2483,1.1058,0.742
517,0.7984,0.2721,1.0783,0.7276
518,1.0515,0.4083,1.1058,0.6432
519,0.8955,0.4418,1.0029,0.8147
520,0.6747,0.443,0.7924,0.7575
521,0.6463,0.3746,0.9292,0.6626
522,0.6589,0.4599,1.0042,0.424
523,0.9434,0.6069,0.7152,0.3484
524,0.952,0.6041,1.2072,0.6732
525,0.7332,0.4757,1.0262,0.5825
526,0.8318,0.5077,1.0132,0.7887
527,0.8201,0.7675,1.1475,0.7354
528,0.4839,0.812,0.9612,0.8487
529,0.688,0.8034,0.9946,0.9749
530,0.8742,0.8029,1.221,0.9581
531,0.7939,0.6967,1.2347,0.9832
532,0.9187,0.8284,0.9342,0.8101
533,0.888,0.6927,0.9721,0.9592
534,0.9034,0.8024,1.1703,1.0278
535,0.9046,0.7505,1.1703,1.1446
536,0.8839,0.8215,1.1703,1.0966
537,0.7897,0.8161,0.9642,1.0807
538,0.9176,0.9217,1.0134,1.158
539,0.8283,0.6282,1.0944,0.8633
540,0.9359,0.7136,1.0985,1.1331
541,0.8648,0.6916,1.1716,1.1331
542,0.9217,0.5072,1.1589,1.183
543,0.8886,0.0314,1.0926,1.183
544,0.9015,0.0556,1.0726,1.1825
545,0.8629,0.6322,1.08,1.0951
546,0.9141,0.0542,0.791,1.0947
547,0.9184,0.0508,0.8808,0.5564
548,0.9233,0.0069,0.629,1.2526
549,0.7402,0.0368,0.7817,0.7586
550,0.8681,0.9128,1.1524,1.2542
551,0.7395,0.9239,1.1154,1.2542
552,0.7727,0.7275,1.1216,0.9005
553,0.6085,0.7866,1.1601,1.1917
554,0.6694,0.9371,1.1673,1.1563
555,0.6662,0.9228,1.1673,0.9148
556,0.5154,0.7535,1.1603,1.211
557,0.5388,0.9173,1.1424,1.181
558,0.43,0.9,1.1424,0.7411
559,0.3248,0.9607,1.0563,0.7347
560,0.6392,0.8191,0.7619,0.7577
561,0.4406,0.9493,0.9446,0.9489
562,0.8077,0.8284,0.8624,0.9419
563,0.8103,0.9239,0.8901,0.8444
564,0.6143,0.9327,0.5813,0.6733
565,0.7963,0.7353,0.8633,1.032
566,0.8267,0.9573,0.6905,1.0251
567,0.9002,0.8797,0.6888,1.0326
568,0.8261,0.9604,0.9357,0.8122
569,0.923,0.8096,0.8749,1.2602
570,0.9144,0.9391,1.0181,1.0083
571,0.8857,0.9562,1.0149,0.9673
572,0.8768,0.8374,1.0638,1.0581
573,0.8504,0.8031,1.0394,1.031
574,0.8271,0.775,0.8156,1.1878
575,0.9038,0.6673,0.9994,0.9873
576,0.8316,0.7304,0.879,0.7462
577,0.8797,0.6899,0.9666,0.6962
578,0.819,0.9098,0.964,0.6598
579,0.7778,0.7807,0.9304,0.931
580,0.6435,0.9405,0.6962,0.6303
581,0.9103,0.76,0.7396,0.6056
582,0.8217,0.8422,0.7506,0.9222
583,0.8251,0.6047,1.1002,1.1816
584,0.6456,0.8293,1.1294,0.8643
585,0.9821,0.9873,1.0406,1.1764
586,0.7643,0.9968,0.9093,1.2693
587,0.9939,1.0087,1.154,0.9521
588,0.9205,0.9125,1.1554,1.2609
589,0.8354,0.9856,1.1183,1.1155
590,1.0003,0.8482,1.0392,0.9981
591,0.9012,0.9428,0.9541,0.8729
592,0.969,0.9834,1.1171,1.0384
593,1.0059,0.9467,0.7447,1.2263
594,1.0015,0.9155,1.1874,1.1641
595,0.9978,0.6447,1.1223,0.9571
596,0.8351,0.7656,1.1876,0.9548
597,0.8689,0.7614,0.7126,1.0009
598,0.8836,0.7415,1.116,0.9714
599,0.8701,0.3763,0.7832,1.0175
600,0.8757,0.7577,1.0654,0.9622
601,0.8734,0.7469,1.1914,0.9708
602,0.8228,0.7443,0.9532,0.893
603,0.8127,0.5919,1.1801,0.8868
604,0.8587,0.636,1.1117,0.9091
605,0.5921,0.6314,1.1672,0.7158
606,0.6286,0.6606,1.1672,0.927
607,0.3047,0.6687,1.1672,0.9413
608,0.9397,0.6597,0.9337,0.9378
609,0.9789,0.422,1.2201,0.9217
610,0.7757,0.7003,0.9761,0.7513
611,0.9803,0.7939,1.0139,0.982
612,0.658,0.7658,0.9973,0.9745
613,0.9423,0.6006,1.1067,1.2207
614,0.9829,0.7617,0.9965,1.2076
615,0.6305,0.7703,0.7822,1.2156
616,0.8309,0.8376,0.9504,1.2644
617,0.8181,0.821,1.0,1.2644
618,0.8338,0.7606,0.9339,1.2644
619,0.8443,0.7633,0.783,1.2585
620,0.8565,0.7308,0.9556,1.2644
621,0.851,0.5422,0.9514,1.2465
622,0.7285,0.3958,0.9498,1.1182
623,0.825,0.845,0.737,0.5592
624,0.8605,0.65,0.8716,1.1635
625,0.7303,0.9394,0.9062,1.2087
626,0.6543,0.8167,0.85,0.6046
627,0.5722,0.9372,0.9113,1.1708
628,0.6193,0.9037,0.9929,1.1708
629,0.7284,0.894,1.0053,0.9021
630,0.6758,0.7246,1.0106,1.1975
631,0.8661,0.9247,0.9356,0.7204
632,0.8806,0.7942,0.9754,1.2292
633,0.8307,0.9058,0.915,1.2286
634,0.7422,0.8736,0.962,0.991
635,0.3481,0.8313,0.8041,0.7236
636,0.6013,1.057,0.7538,0.9822
637,0.4805,1.1122,0.7772,1.0001
638,0.8779,1.1306,0.4155,0.9624
639,0.7964,1.1148,0.6919,0.9004
640,0.6981,1.0329,0.3157,0.9931
641,0.7068,0.9791,0.5568,0.9678
642,0.5483,0.8126,0.784,0.9593
643,0.6288,0.7801,0.7639,0.8021
644,0.6784,0.7964,0.531,0.9791
645,1.0114,0.6428,0.3689,0.86
646,0.9651,0.8485,0.6016,0.937
647,1.0097,0.6097,0.8887,0.8746
648,1.0025,0.7085,0.7089,0.864
649,0.8365,0.8927,0.7396,0.8089
650,0.9272,0.8401,0.8966,0.7938
651,0.8562,0.7637,0.7696,0.6029
652,0.7381,0.3952,0.698,0.889
653,0.7454,0.8473,0.7953,0.9063
654,0.3643,0.7545,0.8445,0.5482
