episode,reward,picks_per_hour,dist_per_agent,congestion_rate,num_items,norm_picks,norm_distance,norm_congestion,lambda_base,beta,jobs_arrived,jobs_completed,aisle_width,centre_aisle_width,depot_count,depot_cols,shelf_start_row,shelf_end_row,cross_aisle_row,cross_aisle_on
57,0.7146663985504196,211.66666666666666,2111.236116950847,0.14151044075273025,320,0.9704511876349584,0.27845841194004756,0.8499837966947942,0.06,0.3,220.33333333333334,211.66666666666666,2,3,1,[17],4,23,17,0
58,0.5404442690679692,161.0,1692.326669247265,0.406258963000733,304,0.6249573815206274,0.5154123056943625,0.4958334072586805,0.06,0.3,224.66666666666666,161.0,2,5,2,"[11, 23]",2,22,8,1
59,0.5488511426119059,147.0,1404.6046684677265,0.42827091633466136,352,0.5294919877258779,0.6781607201243356,0.4663883256421047,0.06,0.3,201.33333333333334,147.0,2,1,2,"[11, 23]",2,23,19,0
60,0.6451658551017718,193.0,1899.1143742506508,0.267306116876024,336,0.843163995908626,0.3984439437973484,0.6817086829749487,0.06,0.3,215.33333333333334,193.0,2,5,2,"[11, 23]",3,23,13,0
61,0.6518557808834092,204.0,2144.4459350727757,0.21905391994707243,288,0.9181725196045005,0.2596734555300127,0.7462549708576383,0.06,0.3,228.0,204.0,2,1,1,[17],4,23,5,1
62,0.558343544916454,162.66666666666666,1797.801660530264,0.3457286750498876,336,0.6363223093533356,0.45575093969935704,0.5768039255016156,0.06,0.3,202.66666666666666,162.66666666666666,2,5,1,[17],3,23,18,0
63,0.7807523752072814,219.33333333333334,1929.1876833478793,0.09230435725124647,240,1.0,0.3814331369804354,0.9158060852828768,0.06,0.3,222.33333333333334,219.33333333333334,3,5,4,"[7, 14, 21, 28]",2,23,18,1
64,0.7532445119251729,212.0,1898.7032798887249,0.13808886394058464,352,0.9727241732015002,0.39867647712953463,0.8545607920646563,0.06,0.3,214.33333333333334,212.0,2,3,3,"[8, 17, 26]",2,23,8,0
65,0.6600911042719619,193.33333333333334,1867.5703071300052,0.2506906077348066,320,0.8454369814751677,0.41628667704210764,0.7039350167919481,0.06,0.3,216.66666666666666,193.33333333333334,2,1,2,"[11, 23]",2,23,8,1
66,0.7848239212690193,211.66666666666666,1903.461111776296,0.07628684557853058,352,0.9704511876349584,0.3959852349105571,0.9372324862634117,0.06,0.3,216.66666666666666,211.66666666666666,2,5,4,"[7, 14, 21, 28]",2,23,15,0
67,0.7772222779567912,211.0,1875.961197810809,0.0966660786734874,320,0.9659052165018752,0.41154041450307294,0.9099714716382669,0.06,0.3,218.0,211.0,2,3,4,"[7, 14, 21, 28]",2,23,16,1
68,0.7625016057009905,212.0,1889.5432302581212,0.12369330723418433,336,0.9727241732015002,0.403857810324221,0.8738175266081851,0.06,0.3,222.33333333333334,212.0,2,3,3,"[8, 17, 26]",2,22,13,0
69,0.6526987864324862,186.33333333333334,1758.573542185368,0.272311041056819,320,0.797704284577793,0.47794011551631166,0.6750136660106372,0.06,0.3,217.33333333333334,186.33333333333334,2,5,3,"[8, 17, 26]",2,21,19,0
70,0.7077896507101222,201.66666666666666,1959.0478165555814,0.16439553454372094,304,0.9022616206387088,0.3645429119679069,0.8193707273203438,0.06,0.3,217.0,201.66666666666666,2,5,4,"[7, 14, 21, 28]",2,22,3,1
71,0.7433001089313395,215.0,1950.4247998436833,0.15174054217322358,240,0.993181043300375,0.3694204753577844,0.836299133334729,0.06,0.3,223.66666666666666,215.0,3,5,2,"[11, 23]",2,23,17,1
72,0.5756089670142719,170.0,1621.1895300012468,0.39750875569946476,320,0.686327991817252,0.5556506489145763,0.5075384369868087,0.06,0.3,229.66666666666666,170.0,2,5,4,"[7, 14, 21, 28]",2,21,5,0
73,0.7272300130628184,203.33333333333334,1796.8110231050143,0.18588717948717948,336,0.9136265484714172,0.4563112884728174,0.7906216549488702,0.06,0.3,207.66666666666666,203.33333333333334,2,1,4,"[7, 14, 21, 28]",2,22,8,0
74,0.7256300950982393,195.33333333333334,1777.6959144944994,0.16435396759451598,264,0.8590748948744176,0.46712364765838316,0.8194263308459976,0.06,0.3,197.33333333333334,195.33333333333334,3,5,2,"[11, 23]",2,23,7,0
75,0.644523584940218,181.66666666666666,1638.119090787591,0.30794905240543236,288,0.7658824866462097,0.546074533193469,0.6273411974707859,0.06,0.3,212.66666666666666,181.66666666666666,2,5,3,"[8, 17, 26]",2,21,12,1
76,0.752606713119367,212.33333333333334,1813.0644978849512,0.16771470774424985,320,0.9749971587680419,0.4471175971935775,0.8149307158272027,0.06,0.3,219.66666666666666,212.33333333333334,2,3,3,"[8, 17, 26]",2,21,14,0
77,0.5477650454136137,167.66666666666666,1764.6921617331036,0.3951150746222917,336,0.6704170928514603,0.4744791510186499,0.5107404306314516,0.06,0.3,229.66666666666666,167.66666666666666,2,1,1,[17],2,22,9,0
78,0.6546093941269991,188.33333333333334,1748.049532644196,0.2797242555610831,352,0.8113421979770429,0.48389296535619597,0.6650971128175688,0.06,0.3,208.0,188.33333333333334,2,1,3,"[8, 17, 26]",2,23,18,0
79,0.6639179900136167,197.33333333333334,1826.6283921450956,0.27181558604359635,304,0.8727128082736675,0.43944525278351004,0.6756764292411588,0.06,0.3,228.66666666666666,197.33333333333334,2,5,3,"[8, 17, 26]",4,22,10,0
80,0.751870180030871,219.0,2028.2756161607588,0.11485753325563638,240,1.0,0.3253845765271235,0.8856370176818349,0.06,0.3,225.33333333333334,219.0,3,5,2,"[11, 23]",4,23,10,0
81,0.7918149154111891,216.33333333333334,1889.6902425800415,0.08415579837856892,252,1.0,0.403774653588798,0.9267062983363742,0.06,0.3,221.66666666666666,216.33333333333334,3,5,4,"[7, 14, 21, 28]",3,23,3,0
82,0.693102268010404,203.66666666666666,1986.4244217188032,0.19080892233270627,352,0.9158995340379588,0.3490574813414054,0.7840379084914869,0.06,0.3,218.66666666666666,203.66666666666666,2,5,4,"[7, 14, 21, 28]",2,23,11,0
83,0.6783946755186168,193.66666666666666,1709.0780242474254,0.26802169049334496,256,0.8477099670417092,0.5059369911252877,0.6807514701712942,0.06,0.3,223.0,193.66666666666666,2,1,3,"[8, 17, 26]",3,20,6,1
84,0.5734502348806857,165.66666666666666,1695.3765604880948,0.36144842263395094,352,0.6567791794522104,0.5136871509884864,0.5557758393711917,0.06,0.3,215.33333333333334,165.66666666666666,2,5,2,"[11, 23]",2,23,6,0
85,0.5481865356428808,157.66666666666666,1719.3354182547573,0.37047995764163577,352,0.6022275258552108,0.5001349509394352,0.5436944815112175,0.06,0.3,213.66666666666666,157.66666666666666,2,4,1,[17],2,23,12,0
86,0.7251994894056315,209.33333333333334,2031.7151609289012,0.13812366085093358,352,0.9545402886691671,0.3234390163827499,0.8545142447251409,0.06,0.3,227.66666666666666,209.33333333333334,2,5,3,"[8, 17, 26]",2,23,14,0
87,0.7643425012561653,212.0,1961.775491913432,0.09734513274336283,320,0.9727241732015002,0.3630000169568645,0.9090631105216398,0.06,0.3,213.66666666666666,212.0,2,3,4,"[7, 14, 21, 28]",2,23,11,1
88,0.7531935853033236,210.0,1860.0102705205463,0.14280876999915348,272,0.9590862598022503,0.4205629714091996,0.8482470398497216,0.06,0.3,212.33333333333334,210.0,2,3,2,"[11, 23]",2,20,8,1
89,0.6006154736634253,175.0,1764.764183454298,0.3243567924717189,320,0.7204227753153768,0.47443841231637074,0.6053927934347526,0.06,0.3,215.33333333333334,175.0,2,1,1,[17],2,23,22,1
90,0.7590906345837364,208.33333333333334,1906.2140432370368,0.11076275361669727,320,0.9477213319695421,0.3944280539196838,0.8911145470424215,0.06,0.3,211.66666666666666,208.33333333333334,2,3,4,"[7, 14, 21, 28]",2,23,2,1
91,0.7550121453293797,209.0,1922.045492001361,0.11591304347826087,320,0.9522673031026253,0.38547307940420567,0.884225076443326,0.06,0.3,216.66666666666666,209.0,2,3,3,"[8, 17, 26]",2,23,10,1
92,0.7575839713246473,224.33333333333334,2005.8538895581198,0.11128985686589943,240,1.0,0.33806730653551753,0.8904094484099799,0.06,0.3,227.0,224.33333333333334,3,3,3,"[8, 17, 26]",2,23,7,1
93,0.6826220566397492,190.66666666666666,1762.407409385424,0.2317387232714219,336,0.8272530969428343,0.4757715089924669,0.729286687147897,0.06,0.3,220.0,190.66666666666666,2,5,4,"[7, 14, 21, 28]",2,22,9,0
94,0.7705231345159573,213.0,1982.6135988912094,0.08300874231801264,240,0.9795431299011251,0.35121305293893385,0.9282406991598489,0.06,0.3,217.33333333333334,213.0,3,5,4,"[7, 14, 21, 28]",2,23,12,1
95,0.7491329950669074,220.0,1976.5931098225026,0.13636363636363635,352,1.0,0.3546185104547663,0.8568686048261939,0.06,0.3,223.33333333333334,220.0,2,3,3,"[8, 17, 26]",2,23,22,0
96,0.5361424608066858,152.66666666666666,1630.6304762626232,0.40200507457144624,352,0.568132742357086,0.5503104280395834,0.5015237742192125,0.06,0.3,216.0,152.66666666666666,2,5,1,[17],2,23,11,0
97,0.786626884124891,214.33333333333334,1848.4036714747792,0.10057335000215545,336,0.9886350721672919,0.42712818222556126,0.9047447695175876,0.06,0.3,217.0,214.33333333333334,2,3,3,"[8, 17, 26]",2,22,22,0
98,0.7485471424510879,211.0,1954.9569390594413,0.12520431513566524,336,0.9659052165018752,0.36685689499430124,0.8717962725055872,0.06,0.3,218.0,211.0,2,3,2,"[11, 23]",3,23,21,0
99,0.5319979244148634,160.66666666666666,1662.9307527934095,0.4300925496022534,336,0.6226843959540856,0.5320399489771809,0.4639515523387086,0.06,0.3,222.33333333333334,160.66666666666666,2,1,1,[17],2,22,2,0
100,0.6994975774047054,202.0,1894.3987171296242,0.2016697800312607,304,0.9045346062052506,0.4011113300846784,0.7695094912943169,0.06,0.3,214.0,202.0,2,5,4,"[7, 14, 21, 28]",3,23,14,1
101,0.6099002183141852,179.33333333333334,1800.3936827007449,0.3122721331774094,336,0.7499715876804183,0.45428477618989244,0.6215582728827299,0.06,0.3,217.33333333333334,179.33333333333334,2,5,2,"[11, 23]",2,22,7,0
102,0.7751461141860105,210.0,1833.0310972156724,0.11033788114641516,264,0.9590862598022503,0.43582359682575955,0.891682892994019,0.06,0.3,211.0,210.0,3,3,4,"[7, 14, 21, 28]",2,23,17,0
103,0.7983303364291127,213.33333333333334,1739.1058276229905,0.10954029621080977,288,0.9818161154676669,0.4889519243770109,0.8927498111892732,0.06,0.3,220.33333333333334,213.33333333333334,2,3,4,"[7, 14, 21, 28]",2,21,18,1
104,0.7467330697383281,218.66666666666666,2021.7021947042251,0.12654296721440364,352,1.0,0.3291027972976322,0.8700055763725959,0.06,0.3,226.0,218.66666666666666,2,3,3,"[8, 17, 26]",2,23,17,0
105,0.7769704153400254,229.33333333333334,2031.4869011681938,0.06692930244508201,320,1.0,0.32356813029837905,0.9497499406262795,0.06,0.3,236.33333333333334,229.33333333333334,2,2,4,"[7, 14, 21, 28]",2,23,15,1
106,0.5564795073952242,156.0,1617.1932619275988,0.3810026057823551,352,0.5908625980225026,0.5579111166259825,0.5296184825016967,0.06,0.3,213.66666666666666,156.0,2,5,3,"[8, 17, 26]",2,23,16,0
107,0.6075008523528533,176.66666666666666,1688.69760183744,0.3419844280295468,352,0.731787703148085,0.5174650683096936,0.5818125522887995,0.06,0.3,229.66666666666666,176.66666666666666,2,5,4,"[7, 14, 21, 28]",2,23,10,0
108,0.7231063617267355,209.0,2002.4233647134133,0.15005070598330603,304,0.9522673031026253,0.3400077646083307,0.8385596035336218,0.06,0.3,225.33333333333334,209.0,2,5,3,"[8, 17, 26]",3,23,12,1
109,0.7499364026186129,216.33333333333334,1946.527424723936,0.1443971748378836,336,1.0,0.3716250047975185,0.8461222529483936,0.06,0.3,223.0,216.33333333333334,2,5,4,"[7, 14, 21, 28]",2,22,8,0
110,0.6296684790079865,193.66666666666666,1839.7452682931507,0.31764624341558084,320,0.8477099670417092,0.4320257617832163,0.6143694009012721,0.06,0.3,242.33333333333334,193.66666666666666,2,5,3,"[8, 17, 26]",2,21,6,0
111,0.7570528731165631,213.0,2008.82207799569,0.09987154784842646,352,0.9795431299011251,0.3363883665843316,0.9056835604273151,0.06,0.3,218.0,213.0,2,3,3,"[8, 17, 26]",2,23,12,0
112,0.7643397025832037,225.33333333333334,2047.7329216205214,0.08538256873337095,320,1.0,0.3143786555197744,0.9250652648181783,0.06,0.3,229.33333333333334,225.33333333333334,2,3,4,"[7, 14, 21, 28]",2,23,8,1
113,0.6406552894941748,190.66666666666666,1867.4211686944625,0.27686632706832953,352,0.8272530969428343,0.416371036402356,0.6689201237265443,0.06,0.3,225.33333333333334,190.66666666666666,2,5,4,"[7, 14, 21, 28]",2,23,15,0
114,0.6584415336875061,194.33333333333334,1876.2418812723324,0.25484656944101136,320,0.8522559381747926,0.41138164740081484,0.6983756450370598,0.06,0.3,217.33333333333334,194.33333333333334,2,5,3,"[8, 17, 26]",2,23,10,1
115,0.7729432675690481,219.66666666666666,1975.4309234893797,0.09223321766696654,352,1.0,0.35527589495256445,0.9159012477081968,0.06,0.3,224.0,219.66666666666666,2,3,4,"[7, 14, 21, 28]",2,23,16,0
116,0.7830621105383591,222.66666666666666,1979.4333816993355,0.07205278336100673,320,1.0,0.35301192582358687,0.9428963319782073,0.06,0.3,228.33333333333334,222.66666666666666,2,3,4,"[7, 14, 21, 28]",2,23,8,1
117,0.7511525123608602,229.66666666666666,2065.283001277647,0.10446226609089039,336,1.0,0.3044515466105552,0.8995426209442343,0.06,0.3,234.33333333333334,229.66666666666666,2,3,3,"[8, 17, 26]",3,23,10,0
118,0.616202907709892,187.0,2166.7190320751647,0.2136277520088848,320,0.8022502557108763,0.2470747970618988,0.7535134796951485,0.06,0.3,215.66666666666666,187.0,2,5,1,[17],2,23,8,1
119,0.7110590022618577,199.0,1733.0259470184674,0.21977082928724023,352,0.8840777361063757,0.49239097639815915,0.7452959712762433,0.06,0.3,215.66666666666666,199.0,2,1,4,"[7, 14, 21, 28]",2,23,8,0
120,0.7454249074503049,206.33333333333334,1940.0641716698412,0.11792102876926881,320,0.9340834185702922,0.37528090939905645,0.8815390226487506,0.06,0.3,208.0,206.33333333333334,2,3,4,"[7, 14, 21, 28]",2,23,7,1
121,0.6511106606504196,191.0,1874.9851411065,0.25620185172096965,352,0.8295260825093761,0.41209251576953726,0.6965627029168637,0.06,0.3,226.33333333333334,191.0,2,5,4,"[7, 14, 21, 28]",2,23,18,0
122,0.789008256126881,218.33333333333334,1833.0257662397325,0.1073717230562402,304,1.0,0.43582661226385333,0.8956506811193122,0.06,0.3,226.33333333333334,218.33333333333334,2,3,4,"[7, 14, 21, 28]",2,22,14,1
123,0.5547384625513505,159.33333333333334,1601.9052775891832,0.40184881267374484,352,0.6135924536879191,0.5665586833889212,0.501732803570746,0.06,0.3,225.66666666666666,159.33333333333334,2,5,4,"[7, 14, 21, 28]",2,23,19,0
124,0.4820468138111347,125.0,1418.1738598752784,0.46470811552726105,336,0.37947494033412893,0.6704853794111031,0.41764679471891264,0.06,0.3,215.66666666666666,125.0,2,5,1,[17],2,22,2,0
125,0.7472054430877142,218.66666666666666,2031.104817890279,0.12267820288934751,304,1.0,0.32378425366570013,0.8751754174700103,0.06,0.3,221.0,218.66666666666666,2,3,2,"[11, 23]",2,22,10,1
126,0.7537798793963784,219.0,1792.3073243007548,0.18612344024788544,256,1.0,0.45885878166929706,0.7903056122389732,0.06,0.3,221.66666666666666,219.0,2,5,4,"[7, 14, 21, 28]",2,19,14,1
127,0.7868922376963237,217.66666666666666,1873.015756252962,0.09864392942990612,304,1.0,0.4132064878031228,0.9073257283884669,0.06,0.3,222.0,217.66666666666666,2,3,4,"[7, 14, 21, 28]",2,22,15,1
